X GeCrN200 GeCrN300 GeCrN400 OrCrN200 OrCrN300 OrCrN400 OrCrN500 OrCrN600 OrCrN700 OrCrN750 OsCrN200 OsCrN300 OsCrN400 OsCrN500 OsCrN600 OsCrN700
5.65000E+2 9.22625E-4 1.07003E-3 1.15664E-3 3.43047E-4 5.18758E-4 6.36043E-4 7.20320E-4 7.83875E-4 8.38415E-4 8.60082E-4 6.16697E-4 7.60209E-4 8.35464E-4 9.14531E-4 9.75545E-4 1.03265E-3
5.66000E+2 9.31690E-4 1.07983E-3 1.16688E-3 3.42508E-4 5.20787E-4 6.39805E-4 7.25330E-4 7.89825E-4 8.43700E-4 8.65103E-4 6.25658E-4 7.68843E-4 8.43926E-4 9.22878E-4 9.83803E-4 1.04216E-3
5.67000E+2 9.39847E-4 1.08666E-3 1.17292E-3 3.42400E-4 5.23373E-4 6.44209E-4 7.31041E-4 7.96522E-4 8.50134E-4 8.71433E-4 6.31829E-4 7.75012E-4 8.50094E-4 9.28634E-4 9.89242E-4 1.04837E-3
5.68000E+2 9.48692E-4 1.09127E-3 1.17504E-3 3.44501E-4 5.27176E-4 6.49152E-4 7.36804E-4 8.02903E-4 8.56680E-4 8.78045E-4 6.35570E-4 7.79394E-4 8.54812E-4 9.32844E-4 9.93059E-4 1.05220E-3
5.69000E+2 9.55346E-4 1.09594E-3 1.17855E-3 3.47771E-4 5.31618E-4 6.54374E-4 7.42586E-4 8.09107E-4 8.63213E-4 8.84708E-4 6.39750E-4 7.84106E-4 8.59803E-4 9.37294E-4 9.97092E-4 1.05645E-3
5.70000E+2 9.57989E-4 1.10268E-3 1.18769E-3 3.49074E-4 5.35416E-4 6.59849E-4 7.49266E-4 8.16697E-4 8.70810E-4 8.92308E-4 6.45000E-4 7.89474E-4 8.65232E-4 9.42469E-4 1.00207E-3 1.06216E-3
5.71000E+2 9.62567E-4 1.11113E-3 1.19843E-3 3.50095E-4 5.39269E-4 6.65610E-4 7.56399E-4 8.24864E-4 8.78741E-4 9.00145E-4 6.50998E-4 7.95230E-4 8.70862E-4 9.48300E-4 1.00806E-3 1.06927E-3
5.72000E+2 9.71505E-4 1.12049E-3 1.20803E-3 3.54328E-4 5.44578E-4 6.71628E-4 7.62927E-4 8.31776E-4 8.85510E-4 9.06858E-4 6.57601E-4 8.01736E-4 8.77317E-4 9.54803E-4 1.01460E-3 1.07707E-3
5.73000E+2 9.81495E-4 1.12989E-3 1.21709E-3 3.59756E-4 5.50209E-4 6.77378E-4 7.68760E-4 8.37672E-4 8.91387E-4 9.12726E-4 6.64752E-4 8.09135E-4 8.84846E-4 9.62029E-4 1.02159E-3 1.08520E-3
5.74000E+2 9.90674E-4 1.13912E-3 1.22634E-3 3.64380E-4 5.55210E-4 6.82615E-4 7.74167E-4 8.43207E-4 8.96895E-4 9.18224E-4 6.72454E-4 8.17115E-4 8.92971E-4 9.69999E-4 1.02944E-3 1.09386E-3
5.75000E+2 9.98729E-4 1.14831E-3 1.23620E-3 3.70802E-4 5.61150E-4 6.88207E-4 7.79507E-4 8.48357E-4 9.01820E-4 9.23059E-4 6.80047E-4 8.25055E-4 9.01093E-4 9.78202E-4 1.03771E-3 1.10240E-3
5.76000E+2 1.00741E-3 1.15745E-3 1.24560E-3 3.79340E-4 5.68335E-4 6.94450E-4 7.85069E-4 8.53406E-4 9.06599E-4 9.27732E-4 6.86607E-4 8.32350E-4 9.08774E-4 9.86023E-4 1.04563E-3 1.10981E-3
5.77000E+2 1.01785E-3 1.16639E-3 1.25367E-3 3.86226E-4 5.74807E-4 7.00617E-4 7.91016E-4 8.59187E-4 9.12745E-4 9.34022E-4 6.92123E-4 8.39558E-4 9.16870E-4 9.94323E-4 1.05409E-3 1.11611E-3
5.78000E+2 1.02852E-3 1.17480E-3 1.26075E-3 3.89516E-4 5.79503E-4 7.06249E-4 7.97321E-4 8.65999E-4 9.20322E-4 9.41903E-4 6.97055E-4 8.47098E-4 9.25777E-4 1.00344E-3 1.06336E-3 1.12170E-3
5.79000E+2 1.03843E-3 1.18274E-3 1.26753E-3 3.89308E-4 5.82357E-4 7.11170E-4 8.03728E-4 8.73527E-4 9.28076E-4 9.49747E-4 7.02166E-4 8.53974E-4 9.33578E-4 1.01111E-3 1.07094E-3 1.12680E-3
5.80000E+2 1.04786E-3 1.19084E-3 1.27485E-3 3.87168E-4 5.84236E-4 7.15768E-4 8.10282E-4 8.81556E-4 9.36303E-4 9.58052E-4 7.07489E-4 8.59564E-4 9.39309E-4 1.01647E-3 1.07601E-3 1.13146E-3
5.81000E+2 1.05694E-3 1.19930E-3 1.28295E-3 3.85238E-4 5.86398E-4 7.20697E-4 8.17202E-4 8.89977E-4 9.45869E-4 9.68074E-4 7.12085E-4 8.64161E-4 9.43906E-4 1.02118E-3 1.08081E-3 1.13558E-3
5.82000E+2 1.06557E-3 1.20786E-3 1.29146E-3 3.83844E-4 5.89115E-4 7.26191E-4 8.24693E-4 8.98975E-4 9.55402E-4 9.77820E-4 7.16310E-4 8.68726E-4 9.48649E-4 1.02623E-3 1.08609E-3 1.13977E-3
5.83000E+2 1.07377E-3 1.21614E-3 1.29980E-3 3.83137E-4 5.92504E-4 7.32346E-4 8.32838E-4 9.08620E-4 9.63340E-4 9.85079E-4 7.21508E-4 8.74544E-4 9.54792E-4 1.03188E-3 1.09137E-3 1.14521E-3
5.84000E+2 1.08185E-3 1.22413E-3 1.30773E-3 3.85292E-4 5.97617E-4 7.39446E-4 8.41367E-4 9.18227E-4 9.70865E-4 9.91776E-4 7.27500E-4 8.81287E-4 9.61929E-4 1.03816E-3 1.09699E-3 1.15189E-3
5.85000E+2 1.09101E-3 1.23327E-3 1.31686E-3 3.91572E-4 6.04970E-4 7.47501E-4 8.49925E-4 9.27164E-4 9.79354E-4 1.00009E-3 7.33517E-4 8.88033E-4 9.69058E-4 1.04504E-3 1.10367E-3 1.15924E-3
5.86000E+2 1.10212E-3 1.24453E-3 1.32820E-3 3.99183E-4 6.12891E-4 7.55603E-4 8.58156E-4 9.35492E-4 9.88671E-4 1.00980E-3 7.39892E-4 8.95094E-4 9.76478E-4 1.05270E-3 1.11152E-3 1.16668E-3
5.87000E+2 1.11428E-3 1.25630E-3 1.33975E-3 4.05795E-4 6.20083E-4 7.63163E-4 8.65979E-4 9.43513E-4 9.98342E-4 1.02012E-3 7.47100E-4 9.02979E-4 9.84719E-4 1.06126E-3 1.12032E-3 1.17399E-3
5.88000E+2 1.12676E-3 1.26785E-3 1.35074E-3 4.11662E-4 6.26918E-4 7.70629E-4 8.73897E-4 9.51772E-4 1.00767E-3 1.02988E-3 7.54948E-4 9.11564E-4 9.93689E-4 1.07036E-3 1.12952E-3 1.18210E-3
5.89000E+2 1.13965E-3 1.28093E-3 1.36395E-3 4.17350E-4 6.33850E-4 7.78380E-4 8.82236E-4 9.60555E-4 1.01636E-3 1.03854E-3 7.63151E-4 9.20623E-4 1.00320E-3 1.07964E-3 1.13862E-3 1.19156E-3
5.90000E+2 1.15256E-3 1.29579E-3 1.37995E-3 4.23046E-4 6.40922E-4 7.86359E-4 8.90867E-4 9.69677E-4 1.02491E-3 1.04686E-3 7.71484E-4 9.29961E-4 1.01306E-3 1.08889E-3 1.14740E-3 1.20173E-3
5.91000E+2 1.16426E-3 1.31003E-3 1.39568E-3 4.28820E-4 6.48004E-4 7.94304E-4 8.99429E-4 9.78706E-4 1.03371E-3 1.05556E-3 7.79506E-4 9.39122E-4 1.02282E-3 1.09792E-3 1.15588E-3 1.21186E-3
5.92000E+2 1.17512E-3 1.32273E-3 1.40945E-3 4.34504E-4 6.54727E-4 8.01707E-4 9.07321E-4 9.86965E-4 1.04287E-3 1.06508E-3 7.86468E-4 9.47246E-4 1.03155E-3 1.10650E-3 1.16433E-3 1.22139E-3
5.93000E+2 1.18735E-3 1.33487E-3 1.42155E-3 4.40194E-4 6.61198E-4 8.08684E-4 9.14660E-4 9.94578E-4 1.05210E-3 1.07495E-3 7.92741E-4 9.54597E-4 1.03947E-3 1.11479E-3 1.17291E-3 1.23017E-3
5.94000E+2 1.20112E-3 1.34690E-3 1.43256E-3 4.46456E-4 6.68287E-4 8.16309E-4 9.22669E-4 1.00288E-3 1.06059E-3 1.08352E-3 8.00145E-4 9.62936E-4 1.04830E-3 1.12351E-3 1.18155E-3 1.23862E-3
5.95000E+2 1.21458E-3 1.35861E-3 1.44324E-3 4.53923E-4 6.76428E-4 8.24878E-4 9.31544E-4 1.01198E-3 1.06825E-3 1.09061E-3 8.09018E-4 9.72664E-4 1.05848E-3 1.13290E-3 1.19033E-3 1.24713E-3
5.96000E+2 1.22688E-3 1.37035E-3 1.45465E-3 4.63268E-4 6.85354E-4 8.33487E-4 9.39923E-4 1.02019E-3 1.07614E-3 1.09837E-3 8.18034E-4 9.82633E-4 1.06895E-3 1.14265E-3 1.19953E-3 1.25600E-3
5.97000E+2 1.23809E-3 1.38287E-3 1.46794E-3 4.74142E-4 6.94684E-4 8.41736E-4 9.47393E-4 1.02707E-3 1.08458E-3 1.10742E-3 8.26540E-4 9.92105E-4 1.07892E-3 1.15238E-3 1.20906E-3 1.26546E-3
5.98000E+2 1.24903E-3 1.39610E-3 1.48251E-3 4.84505E-4 7.03853E-4 8.50062E-4 9.55110E-4 1.03433E-3 1.09274E-3 1.11594E-3 8.34645E-4 1.00082E-3 1.08796E-3 1.16166E-3 1.21854E-3 1.27554E-3
5.99000E+2 1.26098E-3 1.40931E-3 1.49646E-3 4.93329E-4 7.12459E-4 8.58490E-4 9.63407E-4 1.04253E-3 1.10020E-3 1.12311E-3 8.42622E-4 1.00906E-3 1.09633E-3 1.17058E-3 1.22787E-3 1.28569E-3
6.00000E+2 1.27365E-3 1.42173E-3 1.50874E-3 5.01370E-4 7.20370E-4 8.66284E-4 9.71115E-4 1.05017E-3 1.10736E-3 1.13008E-3 8.50918E-4 1.01757E-3 1.10495E-3 1.17960E-3 1.23720E-3 1.29493E-3
6.01000E+2 1.28570E-3 1.43264E-3 1.51897E-3 5.08683E-4 7.27427E-4 8.73142E-4 9.77829E-4 1.05677E-3 1.11465E-3 1.13765E-3 8.59506E-4 1.02645E-3 1.11400E-3 1.18879E-3 1.24650E-3 1.30332E-3
6.02000E+2 1.29714E-3 1.44280E-3 1.52838E-3 5.13759E-4 7.33397E-4 8.79697E-4 9.84802E-4 1.06406E-3 1.12237E-3 1.14554E-3 8.67965E-4 1.03528E-3 1.12302E-3 1.19780E-3 1.25551E-3 1.31174E-3
6.03000E+2 1.30908E-3 1.45409E-3 1.53929E-3 5.16616E-4 7.38628E-4 8.86519E-4 9.92769E-4 1.07289E-3 1.13058E-3 1.15350E-3 8.76166E-4 1.04401E-3 1.13202E-3 1.20673E-3 1.26438E-3 1.32022E-3
6.04000E+2 1.32156E-3 1.46649E-3 1.55165E-3 5.21084E-4 7.44734E-4 8.93714E-4 1.00075E-3 1.08146E-3 1.13878E-3 1.16156E-3 8.84231E-4 1.05291E-3 1.14136E-3 1.21596E-3 1.27353E-3 1.32806E-3
6.05000E+2 1.33386E-3 1.47854E-3 1.56355E-3 5.29691E-4 7.52696E-4 9.01211E-4 1.00791E-3 1.08836E-3 1.14659E-3 1.16972E-3 8.92272E-4 1.06188E-3 1.15082E-3 1.22528E-3 1.28274E-3 1.33554E-3
6.06000E+2 1.34595E-3 1.48972E-3 1.57420E-3 5.39205E-4 7.60947E-4 9.08575E-4 1.01463E-3 1.09461E-3 1.15430E-3 1.17802E-3 9.00409E-4 1.07045E-3 1.15962E-3 1.23385E-3 1.29113E-3 1.34398E-3
6.07000E+2 1.35849E-3 1.50035E-3 1.58371E-3 5.46196E-4 7.67894E-4 9.15467E-4 1.02148E-3 1.10143E-3 1.16229E-3 1.18647E-3 9.08500E-4 1.07842E-3 1.16752E-3 1.24149E-3 1.29858E-3 1.35318E-3
6.08000E+2 1.37096E-3 1.51063E-3 1.59270E-3 5.51079E-4 7.73874E-4 9.22171E-4 1.02870E-3 1.10904E-3 1.17044E-3 1.19483E-3 9.16135E-4 1.08586E-3 1.17486E-3 1.24882E-3 1.30589E-3 1.36120E-3
6.09000E+2 1.38154E-3 1.52052E-3 1.60218E-3 5.55423E-4 7.79772E-4 9.29099E-4 1.03637E-3 1.11727E-3 1.17855E-3 1.20290E-3 9.23272E-4 1.09308E-3 1.18212E-3 1.25633E-3 1.31360E-3 1.36793E-3
6.10000E+2 1.39000E-3 1.53037E-3 1.61284E-3 5.61333E-4 7.86571E-4 9.36477E-4 1.04417E-3 1.12537E-3 1.18644E-3 1.21070E-3 9.30410E-4 1.10067E-3 1.18996E-3 1.26443E-3 1.32190E-3 1.37588E-3
6.11000E+2 1.39858E-3 1.54118E-3 1.62497E-3 5.70913E-4 7.95197E-4 9.44426E-4 1.05162E-3 1.13246E-3 1.19395E-3 1.21837E-3 9.38027E-4 1.10897E-3 1.19861E-3 1.27321E-3 1.33077E-3 1.38597E-3
6.12000E+2 1.40856E-3 1.55321E-3 1.63820E-3 5.83558E-4 8.05276E-4 9.52729E-4 1.05865E-3 1.13852E-3 1.20062E-3 1.22530E-3 9.46449E-4 1.11783E-3 1.20769E-3 1.28232E-3 1.33991E-3 1.39594E-3
6.13000E+2 1.41892E-3 1.56481E-3 1.65053E-3 5.96805E-4 8.15517E-4 9.60895E-4 1.06532E-3 1.14406E-3 1.20584E-3 1.23038E-3 9.55674E-4 1.12699E-3 1.21682E-3 1.29142E-3 1.34899E-3 1.40435E-3
6.14000E+2 1.42883E-3 1.57491E-3 1.66075E-3 6.08733E-4 8.24911E-4 9.68538E-4 1.07170E-3 1.14949E-3 1.21011E-3 1.23419E-3 9.64960E-4 1.13617E-3 1.22595E-3 1.30035E-3 1.35776E-3 1.41266E-3
6.15000E+2 1.43901E-3 1.58466E-3 1.67024E-3 6.18153E-4 8.32849E-4 9.75442E-4 1.07786E-3 1.15509E-3 1.21536E-3 1.23930E-3 9.73704E-4 1.14520E-3 1.23513E-3 1.30910E-3 1.36619E-3 1.42226E-3
6.16000E+2 1.45016E-3 1.59523E-3 1.68047E-3 6.25505E-4 8.39629E-4 9.81808E-4 1.08392E-3 1.16093E-3 1.22242E-3 1.24684E-3 9.82049E-4 1.15408E-3 1.24430E-3 1.31795E-3 1.37479E-3 1.43230E-3
6.17000E+2 1.46158E-3 1.60626E-3 1.69128E-3 6.34498E-4 8.47371E-4 9.88675E-4 1.09016E-3 1.16669E-3 1.22970E-3 1.25473E-3 9.90277E-4 1.16286E-3 1.25336E-3 1.32713E-3 1.38406E-3 1.44153E-3
6.18000E+2 1.47223E-3 1.61694E-3 1.70196E-3 6.48082E-4 8.57765E-4 9.96868E-4 1.09676E-3 1.17210E-3 1.23573E-3 1.26101E-3 9.98481E-4 1.17140E-3 1.26208E-3 1.33620E-3 1.39340E-3 1.44974E-3
6.19000E+2 1.48207E-3 1.62690E-3 1.71200E-3 6.64222E-4 8.69678E-4 1.00587E-3 1.10367E-3 1.17742E-3 1.24079E-3 1.26596E-3 1.00666E-3 1.17956E-3 1.27023E-3 1.34452E-3 1.40185E-3 1.45714E-3
6.20000E+2 1.49152E-3 1.63605E-3 1.72097E-3 6.79784E-4 8.81337E-4 1.01484E-3 1.11071E-3 1.18300E-3 1.24553E-3 1.27038E-3 1.01435E-3 1.18705E-3 1.27761E-3 1.35176E-3 1.40898E-3 1.46395E-3
6.21000E+2 1.50058E-3 1.64444E-3 1.72897E-3 6.93410E-4 8.91851E-4 1.02321E-3 1.11752E-3 1.18865E-3 1.24997E-3 1.27433E-3 1.02081E-3 1.19346E-3 1.28400E-3 1.35778E-3 1.41471E-3 1.47034E-3
6.22000E+2 1.50883E-3 1.65234E-3 1.73666E-3 7.04971E-4 9.00958E-4 1.03062E-3 1.12371E-3 1.19391E-3 1.25377E-3 1.27755E-3 1.02624E-3 1.19904E-3 1.28965E-3 1.36299E-3 1.41959E-3 1.47679E-3
6.23000E+2 1.51632E-3 1.66009E-3 1.74457E-3 7.14876E-4 9.08840E-4 1.03710E-3 1.12918E-3 1.19862E-3 1.25715E-3 1.28040E-3 1.03200E-3 1.20475E-3 1.29534E-3 1.36844E-3 1.42484E-3 1.48411E-3
6.24000E+2 1.52401E-3 1.66812E-3 1.75280E-3 7.24269E-4 9.16253E-4 1.04314E-3 1.13424E-3 1.20293E-3 1.26105E-3 1.28414E-3 1.03881E-3 1.21119E-3 1.30159E-3 1.37469E-3 1.43110E-3 1.49234E-3
6.25000E+2 1.53260E-3 1.67660E-3 1.76121E-3 7.34174E-4 9.23903E-4 1.04924E-3 1.13921E-3 1.20706E-3 1.26605E-3 1.28948E-3 1.04580E-3 1.21805E-3 1.30838E-3 1.38126E-3 1.43750E-3 1.49965E-3
6.26000E+2 1.54144E-3 1.68473E-3 1.76893E-3 7.44982E-4 9.32120E-4 1.05567E-3 1.14435E-3 1.21123E-3 1.27141E-3 1.29532E-3 1.05214E-3 1.22499E-3 1.31562E-3 1.38763E-3 1.44321E-3 1.50463E-3
6.27000E+2 1.54955E-3 1.69150E-3 1.77491E-3 7.56904E-4 9.41117E-4 1.06265E-3 1.14988E-3 1.21567E-3 1.27628E-3 1.30035E-3 1.05838E-3 1.23195E-3 1.32297E-3 1.39396E-3 1.44874E-3 1.50892E-3
6.28000E+2 1.55685E-3 1.69759E-3 1.78028E-3 7.69444E-4 9.50615E-4 1.07005E-3 1.15577E-3 1.22042E-3 1.28097E-3 1.30503E-3 1.06545E-3 1.23907E-3 1.33011E-3 1.40061E-3 1.45502E-3 1.51501E-3
6.29000E+2 1.56369E-3 1.70444E-3 1.78714E-3 7.81817E-4 9.60112E-4 1.07756E-3 1.16185E-3 1.22542E-3 1.28650E-3 1.31077E-3 1.07298E-3 1.24617E-3 1.33698E-3 1.40747E-3 1.46187E-3 1.52275E-3
6.30000E+2 1.57045E-3 1.71225E-3 1.79557E-3 7.92656E-4 9.68798E-4 1.08476E-3 1.16798E-3 1.23073E-3 1.29297E-3 1.31769E-3 1.07963E-3 1.25282E-3 1.34364E-3 1.41402E-3 1.46834E-3 1.52997E-3
6.31000E+2 1.57752E-3 1.71942E-3 1.80280E-3 7.99941E-4 9.75546E-4 1.09112E-3 1.17405E-3 1.23660E-3 1.29919E-3 1.32406E-3 1.08485E-3 1.25879E-3 1.35001E-3 1.41998E-3 1.47397E-3 1.53550E-3
6.32000E+2 1.58503E-3 1.72488E-3 1.80706E-3 8.02365E-4 9.79637E-4 1.09632E-3 1.18006E-3 1.24321E-3 1.30426E-3 1.32852E-3 1.08950E-3 1.26402E-3 1.35554E-3 1.42540E-3 1.47931E-3 1.54000E-3
6.33000E+2 1.59224E-3 1.72969E-3 1.81046E-3 8.02395E-4 9.82441E-4 1.10100E-3 1.18608E-3 1.25024E-3 1.30917E-3 1.33258E-3 1.09451E-3 1.26865E-3 1.35996E-3 1.43048E-3 1.48490E-3 1.54425E-3
6.34000E+2 1.59830E-3 1.73537E-3 1.81591E-3 8.03539E-4 9.85928E-4 1.10606E-3 1.19228E-3 1.25729E-3 1.31537E-3 1.33844E-3 1.10045E-3 1.27378E-3 1.36467E-3 1.43605E-3 1.49112E-3 1.54919E-3
6.35000E+2 1.60371E-3 1.74211E-3 1.82342E-3 8.07016E-4 9.90847E-4 1.11194E-3 1.19885E-3 1.26438E-3 1.32306E-3 1.34636E-3 1.10774E-3 1.28075E-3 1.37146E-3 1.44306E-3 1.49831E-3 1.55566E-3
6.36000E+2 1.60981E-3 1.74931E-3 1.83128E-3 8.11758E-4 9.96717E-4 1.11856E-3 1.20600E-3 1.27193E-3 1.33109E-3 1.35458E-3 1.11602E-3 1.28935E-3 1.38024E-3 1.45138E-3 1.50628E-3 1.56343E-3
6.37000E+2 1.61730E-3 1.75654E-3 1.83835E-3 8.16876E-4 1.00312E-3 1.12580E-3 1.21385E-3 1.28025E-3 1.33861E-3 1.36180E-3 1.12421E-3 1.29812E-3 1.38931E-3 1.45996E-3 1.51448E-3 1.57129E-3
6.38000E+2 1.62573E-3 1.76379E-3 1.84490E-3 8.22657E-4 1.01007E-3 1.13353E-3 1.22213E-3 1.28895E-3 1.34608E-3 1.36878E-3 1.13173E-3 1.30608E-3 1.39751E-3 1.46808E-3 1.52254E-3 1.57863E-3
6.39000E+2 1.63453E-3 1.77112E-3 1.85138E-3 8.29626E-4 1.01771E-3 1.14159E-3 1.23050E-3 1.29754E-3 1.35426E-3 1.37680E-3 1.13927E-3 1.31368E-3 1.40513E-3 1.47597E-3 1.53064E-3 1.58629E-3
6.40000E+2 1.64347E-3 1.77897E-3 1.85859E-3 8.37288E-4 1.02570E-3 1.14978E-3 1.23882E-3 1.30597E-3 1.36338E-3 1.38619E-3 1.14767E-3 1.32156E-3 1.41275E-3 1.48403E-3 1.53903E-3 1.59519E-3
6.41000E+2 1.65249E-3 1.78792E-3 1.86749E-3 8.44198E-4 1.03332E-3 1.15784E-3 1.24721E-3 1.31460E-3 1.37329E-3 1.39661E-3 1.15687E-3 1.33013E-3 1.42098E-3 1.49260E-3 1.54787E-3 1.60523E-3
6.42000E+2 1.66175E-3 1.79814E-3 1.87828E-3 8.49496E-4 1.04014E-3 1.16567E-3 1.25576E-3 1.32370E-3 1.38377E-3 1.40763E-3 1.16634E-3 1.33960E-3 1.43046E-3 1.50202E-3 1.55724E-3 1.61565E-3
6.43000E+2 1.67169E-3 1.80922E-3 1.89003E-3 8.55111E-4 1.04728E-3 1.17382E-3 1.26463E-3 1.33311E-3 1.39441E-3 1.41875E-3 1.17585E-3 1.35000E-3 1.44132E-3 1.51236E-3 1.56718E-3 1.62597E-3
6.44000E+2 1.68269E-3 1.82069E-3 1.90178E-3 8.63436E-4 1.05608E-3 1.18291E-3 1.27393E-3 1.34257E-3 1.40478E-3 1.42949E-3 1.18585E-3 1.36097E-3 1.45280E-3 1.52331E-3 1.57772E-3 1.63629E-3
6.45000E+2 1.69447E-3 1.83235E-3 1.91337E-3 8.74394E-4 1.06650E-3 1.19293E-3 1.28365E-3 1.35207E-3 1.41481E-3 1.43974E-3 1.19677E-3 1.37215E-3 1.46411E-3 1.53452E-3 1.58886E-3 1.64676E-3
6.46000E+2 1.70652E-3 1.84401E-3 1.92480E-3 8.84977E-4 1.07679E-3 1.20299E-3 1.29355E-3 1.36184E-3 1.42474E-3 1.44973E-3 1.20834E-3 1.38336E-3 1.47514E-3 1.54599E-3 1.60067E-3 1.65746E-3
6.47000E+2 1.71858E-3 1.85567E-3 1.93623E-3 8.92594E-4 1.08547E-3 1.21236E-3 1.30342E-3 1.37208E-3 1.43482E-3 1.45974E-3 1.21996E-3 1.39456E-3 1.48612E-3 1.55781E-3 1.61314E-3 1.66837E-3
6.48000E+2 1.73088E-3 1.86761E-3 1.94795E-3 8.99202E-4 1.09373E-3 1.22170E-3 1.31353E-3 1.38279E-3 1.44493E-3 1.46962E-3 1.23127E-3 1.40576E-3 1.49726E-3 1.56992E-3 1.62599E-3 1.67962E-3
6.49000E+2 1.74366E-3 1.88008E-3 1.96024E-3 9.08430E-4 1.10373E-3 1.23220E-3 1.32438E-3 1.39389E-3 1.45484E-3 1.47906E-3 1.24246E-3 1.41710E-3 1.50868E-3 1.58190E-3 1.63840E-3 1.69149E-3
6.50000E+2 1.75694E-3 1.89303E-3 1.97300E-3 9.22023E-4 1.11649E-3 1.24434E-3 1.33608E-3 1.40526E-3 1.46455E-3 1.48811E-3 1.25372E-3 1.42869E-3 1.52044E-3 1.59329E-3 1.64950E-3 1.70426E-3
6.51000E+2 1.77064E-3 1.90623E-3 1.98590E-3 9.37603E-4 1.13042E-3 1.25711E-3 1.34801E-3 1.41655E-3 1.47451E-3 1.49754E-3 1.26495E-3 1.44048E-3 1.53252E-3 1.60424E-3 1.65958E-3 1.71735E-3
6.52000E+2 1.78460E-3 1.91958E-3 1.99889E-3 9.52385E-4 1.14372E-3 1.26935E-3 1.35948E-3 1.42745E-3 1.48520E-3 1.50814E-3 1.27587E-3 1.45228E-3 1.54479E-3 1.61524E-3 1.66961E-3 1.72962E-3
6.53000E+2 1.79860E-3 1.93339E-3 2.01259E-3 9.65722E-4 1.15610E-3 1.28104E-3 1.37067E-3 1.43826E-3 1.49686E-3 1.52013E-3 1.28645E-3 1.46406E-3 1.55720E-3 1.62677E-3 1.68045E-3 1.74050E-3
6.54000E+2 1.81247E-3 1.94802E-3 2.02767E-3 9.78969E-4 1.16873E-3 1.29321E-3 1.38250E-3 1.44984E-3 1.50950E-3 1.53320E-3 1.29737E-3 1.47615E-3 1.56989E-3 1.63911E-3 1.69252E-3 1.75089E-3
6.55000E+2 1.82642E-3 1.96330E-3 2.04373E-3 9.93119E-4 1.18246E-3 1.30660E-3 1.39565E-3 1.46280E-3 1.52300E-3 1.54692E-3 1.30935E-3 1.48882E-3 1.58293E-3 1.65244E-3 1.70607E-3 1.76186E-3
6.56000E+2 1.84106E-3 1.97878E-3 2.05970E-3 1.00730E-3 1.19661E-3 1.32068E-3 1.40968E-3 1.47680E-3 1.53689E-3 1.56077E-3 1.32225E-3 1.50193E-3 1.59615E-3 1.66633E-3 1.72048E-3 1.77374E-3
6.57000E+2 1.85690E-3 1.99413E-3 2.07476E-3 1.01987E-3 1.20994E-3 1.33447E-3 1.42380E-3 1.49117E-3 1.55056E-3 1.57416E-3 1.33495E-3 1.51474E-3 1.60902E-3 1.67973E-3 1.73430E-3 1.78609E-3
6.58000E+2 1.87350E-3 2.00952E-3 2.08944E-3 1.03053E-3 1.22202E-3 1.34749E-3 1.43748E-3 1.50535E-3 1.56372E-3 1.58690E-3 1.34648E-3 1.52663E-3 1.62110E-3 1.69173E-3 1.74623E-3 1.79842E-3
6.59000E+2 1.89017E-3 2.02517E-3 2.10450E-3 1.04291E-3 1.23499E-3 1.36080E-3 1.45104E-3 1.51909E-3 1.57694E-3 1.59992E-3 1.35738E-3 1.53799E-3 1.63269E-3 1.70281E-3 1.75692E-3 1.81053E-3
6.60000E+2 1.90665E-3 2.04136E-3 2.12052E-3 1.06116E-3 1.25128E-3 1.37570E-3 1.46494E-3 1.53223E-3 1.59099E-3 1.61433E-3 1.36880E-3 1.54958E-3 1.64437E-3 1.71401E-3 1.76775E-3 1.82236E-3
6.61000E+2 1.92351E-3 2.05838E-3 2.13763E-3 1.08648E-3 1.27161E-3 1.39258E-3 1.47933E-3 1.54475E-3 1.60579E-3 1.63005E-3 1.38146E-3 1.56198E-3 1.65665E-3 1.72609E-3 1.77968E-3 1.83402E-3
6.62000E+2 1.94134E-3 2.07646E-3 2.15585E-3 1.11589E-3 1.29420E-3 1.41047E-3 1.49382E-3 1.55668E-3 1.62010E-3 1.64530E-3 1.39474E-3 1.57508E-3 1.66965E-3 1.73884E-3 1.79224E-3 1.84586E-3
6.63000E+2 1.96026E-3 2.09570E-3 2.17528E-3 1.14619E-3 1.31712E-3 1.42830E-3 1.50799E-3 1.56808E-3 1.63261E-3 1.65824E-3 1.40782E-3 1.58865E-3 1.68348E-3 1.75193E-3 1.80475E-3 1.85824E-3
6.64000E+2 1.97997E-3 2.11604E-3 2.19600E-3 1.17525E-3 1.33912E-3 1.44544E-3 1.52162E-3 1.57907E-3 1.64328E-3 1.66880E-3 1.42040E-3 1.60240E-3 1.69783E-3 1.76508E-3 1.81697E-3 1.87108E-3
6.65000E+2 2.00023E-3 2.13739E-3 2.21798E-3 1.20183E-3 1.35955E-3 1.46162E-3 1.53474E-3 1.58988E-3 1.65313E-3 1.67826E-3 1.43286E-3 1.61599E-3 1.71202E-3 1.77821E-3 1.82928E-3 1.88371E-3
6.66000E+2 2.02118E-3 2.15921E-3 2.24032E-3 1.22479E-3 1.37781E-3 1.47662E-3 1.54740E-3 1.60077E-3 1.66316E-3 1.68794E-3 1.44554E-3 1.62911E-3 1.72536E-3 1.79123E-3 1.84205E-3 1.89550E-3
