X GeCr200 GeCr300 GeCr400 OrCr200 OrCr300 OrCr400 OrCr500 OrCr600 OrCr700 OrCr750 OsCr200 OsCr300 OsCr400 OsCr500 OsCr600 OsCr700
5.65000E+2 1.38394E-1 2.40757E-1 3.46992E-1 5.48875E-2 1.24502E-1 2.03534E-1 2.88128E-1 3.76260E-1 4.69512E-1 5.16049E-1 9.86715E-2 1.82450E-1 2.67348E-1 3.65812E-1 4.68262E-1 5.78284E-1
5.66000E+2 1.39754E-1 2.42962E-1 3.50063E-1 5.48013E-2 1.24989E-1 2.04738E-1 2.90132E-1 3.79116E-1 4.72472E-1 5.19062E-1 1.00105E-1 1.84522E-1 2.70056E-1 3.69151E-1 4.72226E-1 5.83609E-1
5.67000E+2 1.40977E-1 2.44498E-1 3.51875E-1 5.47840E-2 1.25609E-1 2.06147E-1 2.92416E-1 3.82330E-1 4.76075E-1 5.22860E-1 1.01093E-1 1.86003E-1 2.72030E-1 3.71454E-1 4.74836E-1 5.87088E-1
5.68000E+2 1.42304E-1 2.45535E-1 3.52513E-1 5.51202E-2 1.26522E-1 2.07729E-1 2.94722E-1 3.85393E-1 4.79741E-1 5.26827E-1 1.01691E-1 1.87055E-1 2.73540E-1 3.73137E-1 4.76668E-1 5.89233E-1
5.69000E+2 1.43302E-1 2.46586E-1 3.53564E-1 5.56433E-2 1.27588E-1 2.09400E-1 2.97034E-1 3.88371E-1 4.83399E-1 5.30825E-1 1.02360E-1 1.88185E-1 2.75137E-1 3.74918E-1 4.78604E-1 5.91613E-1
5.70000E+2 1.43698E-1 2.48103E-1 3.56308E-1 5.58519E-2 1.28500E-1 2.11152E-1 2.99706E-1 3.92014E-1 4.87653E-1 5.35385E-1 1.03200E-1 1.89474E-1 2.76874E-1 3.76988E-1 4.80994E-1 5.94810E-1
5.71000E+2 1.44385E-1 2.50005E-1 3.59528E-1 5.60152E-2 1.29425E-1 2.12995E-1 3.02560E-1 3.95935E-1 4.92095E-1 5.40087E-1 1.04160E-1 1.90855E-1 2.78676E-1 3.79320E-1 4.83867E-1 5.98789E-1
5.72000E+2 1.45726E-1 2.52111E-1 3.62410E-1 5.66925E-2 1.30699E-1 2.14921E-1 3.05171E-1 3.99253E-1 4.95886E-1 5.44115E-1 1.05216E-1 1.92417E-1 2.80742E-1 3.81921E-1 4.87007E-1 6.03159E-1
5.73000E+2 1.47224E-1 2.54226E-1 3.65127E-1 5.75610E-2 1.32050E-1 2.16761E-1 3.07504E-1 4.02083E-1 4.99177E-1 5.47636E-1 1.06360E-1 1.94192E-1 2.83151E-1 3.84812E-1 4.90363E-1 6.07715E-1
5.74000E+2 1.48601E-1 2.56302E-1 3.67903E-1 5.83009E-2 1.33250E-1 2.18437E-1 3.09667E-1 4.04739E-1 5.02261E-1 5.50935E-1 1.07593E-1 1.96108E-1 2.85751E-1 3.88000E-1 4.94131E-1 6.12560E-1
5.75000E+2 1.49809E-1 2.58369E-1 3.70859E-1 5.93283E-2 1.34676E-1 2.20226E-1 3.11803E-1 4.07211E-1 5.05019E-1 5.53836E-1 1.08808E-1 1.98013E-1 2.88350E-1 3.91281E-1 4.98099E-1 6.17343E-1
5.76000E+2 1.51112E-1 2.60425E-1 3.73681E-1 6.06944E-2 1.36400E-1 2.22224E-1 3.14028E-1 4.09635E-1 5.07696E-1 5.56639E-1 1.09857E-1 1.99764E-1 2.90808E-1 3.94409E-1 5.01904E-1 6.21494E-1
5.77000E+2 1.52678E-1 2.62438E-1 3.76100E-1 6.17961E-2 1.37954E-1 2.24197E-1 3.16406E-1 4.12410E-1 5.11137E-1 5.60413E-1 1.10740E-1 2.01494E-1 2.93398E-1 3.97729E-1 5.05964E-1 6.25023E-1
5.78000E+2 1.54278E-1 2.64330E-1 3.78225E-1 6.23226E-2 1.39081E-1 2.26000E-1 3.18928E-1 4.15680E-1 5.15380E-1 5.65142E-1 1.11529E-1 2.03304E-1 2.96249E-1 4.01375E-1 5.10415E-1 6.28152E-1
5.79000E+2 1.55764E-1 2.66116E-1 3.80259E-1 6.22894E-2 1.39766E-1 2.27575E-1 3.21491E-1 4.19293E-1 5.19722E-1 5.69848E-1 1.12347E-1 2.04954E-1 2.98745E-1 4.04444E-1 5.14050E-1 6.31008E-1
5.80000E+2 1.57179E-1 2.67939E-1 3.82456E-1 6.19469E-2 1.40217E-1 2.29046E-1 3.24113E-1 4.23147E-1 5.24330E-1 5.74831E-1 1.13198E-1 2.06295E-1 3.00579E-1 4.06588E-1 5.16486E-1 6.33620E-1
5.81000E+2 1.58541E-1 2.69843E-1 3.84886E-1 6.16381E-2 1.40736E-1 2.30623E-1 3.26881E-1 4.27189E-1 5.29687E-1 5.80844E-1 1.13934E-1 2.07399E-1 3.02050E-1 4.08472E-1 5.18788E-1 6.35925E-1
5.82000E+2 1.59836E-1 2.71768E-1 3.87438E-1 6.14151E-2 1.41388E-1 2.32381E-1 3.29877E-1 4.31508E-1 5.35025E-1 5.86692E-1 1.14610E-1 2.08494E-1 3.03568E-1 4.10491E-1 5.21324E-1 6.38272E-1
5.83000E+2 1.61066E-1 2.73633E-1 3.89940E-1 6.13019E-2 1.42201E-1 2.34351E-1 3.33135E-1 4.36138E-1 5.39471E-1 5.91048E-1 1.15441E-1 2.09891E-1 3.05533E-1 4.12752E-1 5.23855E-1 6.41318E-1
5.84000E+2 1.62277E-1 2.75429E-1 3.92320E-1 6.16468E-2 1.43428E-1 2.36623E-1 3.36547E-1 4.40749E-1 5.43684E-1 5.95066E-1 1.16400E-1 2.11509E-1 3.07817E-1 4.15264E-1 5.26553E-1 6.45057E-1
5.85000E+2 1.63652E-1 2.77486E-1 3.95059E-1 6.26516E-2 1.45193E-1 2.39200E-1 3.39970E-1 4.45038E-1 5.48438E-1 6.00053E-1 1.17363E-1 2.13128E-1 3.10099E-1 4.18014E-1 5.29759E-1 6.49175E-1
5.86000E+2 1.65318E-1 2.80019E-1 3.98461E-1 6.38693E-2 1.47094E-1 2.41793E-1 3.43262E-1 4.49036E-1 5.53656E-1 6.05878E-1 1.18383E-1 2.14823E-1 3.12473E-1 4.21079E-1 5.33528E-1 6.53339E-1
5.87000E+2 1.67143E-1 2.82668E-1 4.01924E-1 6.49272E-2 1.48820E-1 2.44212E-1 3.46391E-1 4.52886E-1 5.59072E-1 6.12075E-1 1.19536E-1 2.16715E-1 3.15110E-1 4.24503E-1 5.37754E-1 6.57436E-1
5.88000E+2 1.69014E-1 2.85266E-1 4.05223E-1 6.58660E-2 1.50460E-1 2.46601E-1 3.49559E-1 4.56851E-1 5.64296E-1 6.17928E-1 1.20792E-1 2.18775E-1 3.17981E-1 4.28144E-1 5.42171E-1 6.61974E-1
5.89000E+2 1.70948E-1 2.88210E-1 4.09184E-1 6.67759E-2 1.52124E-1 2.49082E-1 3.52894E-1 4.61067E-1 5.69164E-1 6.23122E-1 1.22104E-1 2.20950E-1 3.21023E-1 4.31855E-1 5.46539E-1 6.67274E-1
5.90000E+2 1.72884E-1 2.91554E-1 4.13986E-1 6.76873E-2 1.53821E-1 2.51635E-1 3.56347E-1 4.65445E-1 5.73952E-1 6.28115E-1 1.23437E-1 2.23191E-1 3.24180E-1 4.35556E-1 5.50753E-1 6.72969E-1
5.91000E+2 1.74639E-1 2.94756E-1 4.18703E-1 6.86112E-2 1.55521E-1 2.54177E-1 3.59772E-1 4.69779E-1 5.78878E-1 6.33338E-1 1.24721E-1 2.25389E-1 3.27303E-1 4.39169E-1 5.54821E-1 6.78639E-1
5.92000E+2 1.76269E-1 2.97613E-1 4.22836E-1 6.95207E-2 1.57135E-1 2.56546E-1 3.62928E-1 4.73743E-1 5.84008E-1 6.39048E-1 1.25835E-1 2.27339E-1 3.30097E-1 4.42600E-1 5.58880E-1 6.83977E-1
5.93000E+2 1.78103E-1 3.00346E-1 4.26465E-1 7.04311E-2 1.58688E-1 2.58779E-1 3.65864E-1 4.77398E-1 5.89177E-1 6.44973E-1 1.26839E-1 2.29103E-1 3.32630E-1 4.45916E-1 5.62998E-1 6.88898E-1
5.94000E+2 1.80167E-1 3.03052E-1 4.29767E-1 7.14330E-2 1.60389E-1 2.61219E-1 3.69068E-1 4.81381E-1 5.93931E-1 6.50112E-1 1.28023E-1 2.31105E-1 3.35456E-1 4.49405E-1 5.67145E-1 6.93630E-1
5.95000E+2 1.82187E-1 3.05688E-1 4.32973E-1 7.26276E-2 1.62343E-1 2.63961E-1 3.72618E-1 4.85751E-1 5.98222E-1 6.54365E-1 1.29443E-1 2.33439E-1 3.38712E-1 4.53160E-1 5.71359E-1 6.98391E-1
5.96000E+2 1.84033E-1 3.08329E-1 4.36395E-1 7.41228E-2 1.64485E-1 2.66716E-1 3.75969E-1 4.89690E-1 6.02638E-1 6.59020E-1 1.30885E-1 2.35832E-1 3.42062E-1 4.57060E-1 5.75772E-1 7.03363E-1
5.97000E+2 1.85713E-1 3.11145E-1 4.40382E-1 7.58628E-2 1.66724E-1 2.69356E-1 3.78957E-1 4.92993E-1 6.07363E-1 6.64453E-1 1.32246E-1 2.38105E-1 3.45255E-1 4.60951E-1 5.80348E-1 7.08658E-1
5.98000E+2 1.87354E-1 3.14121E-1 4.44752E-1 7.75208E-2 1.68925E-1 2.72020E-1 3.82044E-1 4.96477E-1 6.11933E-1 6.69565E-1 1.33543E-1 2.40197E-1 3.48147E-1 4.64666E-1 5.84899E-1 7.14303E-1
5.99000E+2 1.89147E-1 3.17094E-1 4.48938E-1 7.89326E-2 1.70990E-1 2.74717E-1 3.85363E-1 5.00412E-1 6.16110E-1 6.73864E-1 1.34820E-1 2.42174E-1 3.50827E-1 4.68230E-1 5.89375E-1 7.19985E-1
6.00000E+2 1.91048E-1 3.19890E-1 4.52621E-1 8.02193E-2 1.72889E-1 2.77211E-1 3.88446E-1 5.04081E-1 6.20121E-1 6.78047E-1 1.36147E-1 2.44216E-1 3.53585E-1 4.71839E-1 5.93855E-1 7.25159E-1
6.01000E+2 1.92855E-1 3.22343E-1 4.55692E-1 8.13893E-2 1.74582E-1 2.79406E-1 3.91132E-1 5.07252E-1 6.24206E-1 6.82589E-1 1.37521E-1 2.46349E-1 3.56480E-1 4.75514E-1 5.98319E-1 7.29857E-1
6.02000E+2 1.94572E-1 3.24630E-1 4.58515E-1 8.22015E-2 1.76015E-1 2.81503E-1 3.93921E-1 5.10750E-1 6.28530E-1 6.87324E-1 1.38874E-1 2.48468E-1 3.59367E-1 4.79121E-1 6.02645E-1 7.34572E-1
6.03000E+2 1.96361E-1 3.27170E-1 4.61788E-1 8.26586E-2 1.77271E-1 2.83686E-1 3.97107E-1 5.14988E-1 6.33126E-1 6.92100E-1 1.40187E-1 2.50562E-1 3.62247E-1 4.82691E-1 6.06900E-1 7.39325E-1
6.04000E+2 1.98233E-1 3.29960E-1 4.65494E-1 8.33735E-2 1.78736E-1 2.85989E-1 4.00298E-1 5.19101E-1 6.37718E-1 6.96933E-1 1.41477E-1 2.52698E-1 3.65236E-1 4.86384E-1 6.11293E-1 7.43712E-1
6.05000E+2 2.00079E-1 3.32672E-1 4.69066E-1 8.47506E-2 1.80647E-1 2.88387E-1 4.03162E-1 5.22415E-1 6.42090E-1 7.01832E-1 1.42764E-1 2.54851E-1 3.68261E-1 4.90111E-1 6.15715E-1 7.47902E-1
6.06000E+2 2.01893E-1 3.35187E-1 4.72259E-1 8.62728E-2 1.82627E-1 2.90744E-1 4.05852E-1 5.25411E-1 6.46410E-1 7.06812E-1 1.44065E-1 2.56908E-1 3.71077E-1 4.93539E-1 6.19741E-1 7.52629E-1
6.07000E+2 2.03773E-1 3.37579E-1 4.75112E-1 8.73913E-2 1.84295E-1 2.92950E-1 4.08592E-1 5.28685E-1 6.50881E-1 7.11880E-1 1.45360E-1 2.58820E-1 3.73606E-1 4.96598E-1 6.23318E-1 7.57782E-1
6.08000E+2 2.05643E-1 3.39892E-1 4.77810E-1 8.81726E-2 1.85730E-1 2.95095E-1 4.11481E-1 5.32339E-1 6.55444E-1 7.16896E-1 1.46582E-1 2.60606E-1 3.75955E-1 4.99527E-1 6.26828E-1 7.62274E-1
6.09000E+2 2.07230E-1 3.42117E-1 4.80655E-1 8.88677E-2 1.87145E-1 2.97312E-1 4.14549E-1 5.36289E-1 6.59989E-1 7.21738E-1 1.47723E-1 2.62339E-1 3.78279E-1 5.02534E-1 6.30529E-1 7.66043E-1
6.10000E+2 2.08501E-1 3.44332E-1 4.83851E-1 8.98133E-2 1.88777E-1 2.99673E-1 4.17666E-1 5.40180E-1 6.64408E-1 7.26423E-1 1.48866E-1 2.64162E-1 3.80786E-1 5.05771E-1 6.34510E-1 7.70493E-1
6.11000E+2 2.09787E-1 3.46766E-1 4.87492E-1 9.13461E-2 1.90847E-1 3.02216E-1 4.20650E-1 5.43582E-1 6.68611E-1 7.31024E-1 1.50084E-1 2.66153E-1 3.83556E-1 5.09283E-1 6.38769E-1 7.76142E-1
6.12000E+2 2.11284E-1 3.49471E-1 4.91459E-1 9.33692E-2 1.93266E-1 3.04873E-1 4.23459E-1 5.46490E-1 6.72350E-1 7.35178E-1 1.51432E-1 2.68279E-1 3.86462E-1 5.12929E-1 6.43158E-1 7.81728E-1
6.13000E+2 2.12838E-1 3.52082E-1 4.95158E-1 9.54887E-2 1.95724E-1 3.07487E-1 4.26127E-1 5.49151E-1 6.75269E-1 7.38228E-1 1.52908E-1 2.70477E-1 3.89383E-1 5.16570E-1 6.47517E-1 7.86439E-1
6.14000E+2 2.14325E-1 3.54356E-1 4.98225E-1 9.73972E-2 1.97979E-1 3.09932E-1 4.28679E-1 5.51755E-1 6.77659E-1 7.40512E-1 1.54394E-1 2.72681E-1 3.92304E-1 5.20140E-1 6.51727E-1 7.91091E-1
6.15000E+2 2.15851E-1 3.56548E-1 5.01071E-1 9.89045E-2 1.99884E-1 3.12141E-1 4.31142E-1 5.54441E-1 6.80601E-1 7.43582E-1 1.55793E-1 2.74849E-1 3.95243E-1 5.23642E-1 6.55770E-1 7.96466E-1
6.16000E+2 2.17525E-1 3.58927E-1 5.04140E-1 1.00081E-1 2.01511E-1 3.14179E-1 4.33569E-1 5.57246E-1 6.84553E-1 7.48107E-1 1.57128E-1 2.76980E-1 3.98174E-1 5.27181E-1 6.59900E-1 8.02086E-1
6.17000E+2 2.19237E-1 3.61410E-1 5.07383E-1 1.01520E-1 2.03369E-1 3.16376E-1 4.36063E-1 5.60010E-1 6.88631E-1 7.52839E-1 1.58444E-1 2.79086E-1 4.01074E-1 5.30853E-1 6.64351E-1 8.07259E-1
6.18000E+2 2.20835E-1 3.63811E-1 5.10589E-1 1.03693E-1 2.05864E-1 3.18998E-1 4.38706E-1 5.62607E-1 6.92010E-1 7.56607E-1 1.59757E-1 2.81137E-1 4.03865E-1 5.34480E-1 6.68831E-1 8.11852E-1
6.19000E+2 2.22310E-1 3.66052E-1 5.13600E-1 1.06275E-1 2.08723E-1 3.21879E-1 4.41469E-1 5.65164E-1 6.94841E-1 7.59576E-1 1.61065E-1 2.83095E-1 4.06473E-1 5.37807E-1 6.72887E-1 8.16000E-1
6.20000E+2 2.23728E-1 3.68111E-1 5.16290E-1 1.08765E-1 2.11521E-1 3.24750E-1 4.44283E-1 5.67839E-1 6.97499E-1 7.62227E-1 1.62297E-1 2.84893E-1 4.08836E-1 5.40704E-1 6.76309E-1 8.19810E-1
6.21000E+2 2.25087E-1 3.69999E-1 5.18690E-1 1.10946E-1 2.14044E-1 3.27427E-1 4.47010E-1 5.70551E-1 6.99981E-1 7.64596E-1 1.63330E-1 2.86431E-1 4.10879E-1 5.43111E-1 6.79061E-1 8.23390E-1
6.22000E+2 2.26324E-1 3.71776E-1 5.20999E-1 1.12795E-1 2.16230E-1 3.29798E-1 4.49485E-1 5.73078E-1 7.02110E-1 7.66528E-1 1.64198E-1 2.87770E-1 4.12689E-1 5.45197E-1 6.81401E-1 8.27003E-1
6.23000E+2 2.27448E-1 3.73521E-1 5.23371E-1 1.14380E-1 2.18122E-1 3.31873E-1 4.51673E-1 5.75339E-1 7.04004E-1 7.68240E-1 1.65119E-1 2.89140E-1 4.14509E-1 5.47375E-1 6.83924E-1 8.31104E-1
6.24000E+2 2.28601E-1 3.75328E-1 5.25840E-1 1.15883E-1 2.19901E-1 3.33806E-1 4.53696E-1 5.77408E-1 7.06188E-1 7.70482E-1 1.66209E-1 2.90687E-1 4.16509E-1 5.49875E-1 6.86926E-1 8.35710E-1
6.25000E+2 2.29890E-1 3.77236E-1 5.28364E-1 1.17468E-1 2.21737E-1 3.35756E-1 4.55684E-1 5.79389E-1 7.08986E-1 7.73688E-1 1.67328E-1 2.92333E-1 4.18682E-1 5.52504E-1 6.89999E-1 8.39806E-1
6.26000E+2 2.31216E-1 3.79065E-1 5.30679E-1 1.19197E-1 2.23709E-1 3.37814E-1 4.57742E-1 5.81391E-1 7.11990E-1 7.77190E-1 1.68343E-1 2.93996E-1 4.20998E-1 5.55054E-1 6.92739E-1 8.42595E-1
6.27000E+2 2.32433E-1 3.80588E-1 5.32472E-1 1.21105E-1 2.25868E-1 3.40048E-1 4.59953E-1 5.83520E-1 7.14714E-1 7.80212E-1 1.69341E-1 2.95669E-1 4.23351E-1 5.57584E-1 6.95395E-1 8.44993E-1
6.28000E+2 2.33527E-1 3.81957E-1 5.34084E-1 1.23111E-1 2.28148E-1 3.42416E-1 4.62309E-1 5.85799E-1 7.17343E-1 7.83016E-1 1.70472E-1 2.97376E-1 4.25635E-1 5.60245E-1 6.98410E-1 8.48404E-1
6.29000E+2 2.34554E-1 3.83499E-1 5.36142E-1 1.25091E-1 2.30427E-1 3.44820E-1 4.64742E-1 5.88201E-1 7.20442E-1 7.86463E-1 1.71678E-1 2.99080E-1 4.27833E-1 5.62989E-1 7.01699E-1 8.52740E-1
6.30000E+2 2.35568E-1 3.85257E-1 5.38670E-1 1.26825E-1 2.32512E-1 3.47123E-1 4.67190E-1 5.90750E-1 7.24060E-1 7.90614E-1 1.72741E-1 3.00678E-1 4.29966E-1 5.65610E-1 7.04801E-1 8.56782E-1
6.31000E+2 2.36628E-1 3.86871E-1 5.40841E-1 1.27991E-1 2.34131E-1 3.49158E-1 4.69621E-1 5.93566E-1 7.27546E-1 7.94434E-1 1.73576E-1 3.02110E-1 4.32002E-1 5.67991E-1 7.07508E-1 8.59882E-1
6.32000E+2 2.37755E-1 3.88099E-1 5.42118E-1 1.28378E-1 2.35113E-1 3.50824E-1 4.72024E-1 5.96740E-1 7.30388E-1 7.97113E-1 1.74320E-1 3.03365E-1 4.33771E-1 5.70159E-1 7.10068E-1 8.62402E-1
6.33000E+2 2.38835E-1 3.89180E-1 5.43137E-1 1.28383E-1 2.35786E-1 3.52320E-1 4.74433E-1 6.00117E-1 7.33135E-1 7.99548E-1 1.75121E-1 3.04476E-1 4.35189E-1 5.72192E-1 7.12750E-1 8.64783E-1
6.34000E+2 2.39745E-1 3.90458E-1 5.44772E-1 1.28566E-1 2.36623E-1 3.53940E-1 4.76911E-1 6.03501E-1 7.36606E-1 8.03063E-1 1.76072E-1 3.05708E-1 4.36696E-1 5.74419E-1 7.15739E-1 8.67546E-1
6.35000E+2 2.40557E-1 3.91974E-1 5.47027E-1 1.29123E-1 2.37803E-1 3.55822E-1 4.79539E-1 6.06904E-1 7.40911E-1 8.07819E-1 1.77239E-1 3.07379E-1 4.38869E-1 5.77223E-1 7.19187E-1 8.71168E-1
6.36000E+2 2.41471E-1 3.93594E-1 5.49383E-1 1.29881E-1 2.39212E-1 3.57938E-1 4.82398E-1 6.10529E-1 7.45408E-1 8.12751E-1 1.78563E-1 3.09445E-1 4.41678E-1 5.80553E-1 7.23013E-1 8.75521E-1
6.37000E+2 2.42596E-1 3.95221E-1 5.51505E-1 1.30700E-1 2.40748E-1 3.60257E-1 4.85540E-1 6.14519E-1 7.49622E-1 8.17077E-1 1.79874E-1 3.11549E-1 4.44581E-1 5.83986E-1 7.26952E-1 8.79925E-1
6.38000E+2 2.43859E-1 3.96852E-1 5.53471E-1 1.31625E-1 2.42418E-1 3.62730E-1 4.88853E-1 6.18694E-1 7.53806E-1 8.21268E-1 1.81076E-1 3.13460E-1 4.47203E-1 5.87233E-1 7.30820E-1 8.84034E-1
6.39000E+2 2.45179E-1 3.98502E-1 5.55413E-1 1.32740E-1 2.44251E-1 3.65310E-1 4.92200E-1 6.22821E-1 7.58387E-1 8.26077E-1 1.82283E-1 3.15282E-1 4.49642E-1 5.90388E-1 7.34705E-1 8.88320E-1
6.40000E+2 2.46520E-1 4.00269E-1 5.57578E-1 1.33966E-1 2.46169E-1 3.67930E-1 4.95530E-1 6.26867E-1 7.63494E-1 8.31714E-1 1.83627E-1 3.17176E-1 4.52081E-1 5.93612E-1 7.38735E-1 8.93309E-1
6.41000E+2 2.47874E-1 4.02282E-1 5.60247E-1 1.35072E-1 2.47996E-1 3.70510E-1 4.98884E-1 6.31009E-1 7.69042E-1 8.37963E-1 1.85099E-1 3.19231E-1 4.54714E-1 5.97041E-1 7.42978E-1 8.98928E-1
6.42000E+2 2.49262E-1 4.04582E-1 5.63485E-1 1.35919E-1 2.49633E-1 3.73016E-1 5.02305E-1 6.35376E-1 7.74911E-1 8.44580E-1 1.86614E-1 3.21504E-1 4.57746E-1 6.00807E-1 7.47475E-1 9.04766E-1
6.43000E+2 2.50753E-1 4.07075E-1 5.67010E-1 1.36818E-1 2.51346E-1 3.75622E-1 5.05853E-1 6.39895E-1 7.80867E-1 8.51253E-1 1.88137E-1 3.24000E-1 4.61221E-1 6.04943E-1 7.52247E-1 9.10541E-1
6.44000E+2 2.52403E-1 4.09656E-1 5.70534E-1 1.38150E-1 2.53459E-1 3.78533E-1 5.09574E-1 6.44436E-1 7.86676E-1 8.57695E-1 1.89736E-1 3.26634E-1 4.64897E-1 6.09324E-1 7.57305E-1 9.16321E-1
6.45000E+2 2.54171E-1 4.12279E-1 5.74010E-1 1.39903E-1 2.55959E-1 3.81737E-1 5.13462E-1 6.48995E-1 7.92294E-1 8.63842E-1 1.91483E-1 3.29315E-1 4.68516E-1 6.13809E-1 7.62652E-1 9.22188E-1
6.46000E+2 2.55978E-1 4.14903E-1 5.77440E-1 1.41596E-1 2.58430E-1 3.84958E-1 5.17420E-1 6.53684E-1 7.97854E-1 8.69836E-1 1.93335E-1 3.32007E-1 4.72045E-1 6.18398E-1 7.68323E-1 9.28178E-1
6.47000E+2 2.57787E-1 4.17526E-1 5.80868E-1 1.42815E-1 2.60513E-1 3.87956E-1 5.21366E-1 6.58598E-1 8.03498E-1 8.75845E-1 1.95194E-1 3.34695E-1 4.75559E-1 6.23126E-1 7.74306E-1 9.34285E-1
6.48000E+2 2.59632E-1 4.20212E-1 5.84384E-1 1.43872E-1 2.62494E-1 3.90945E-1 5.25414E-1 6.63737E-1 8.09160E-1 8.81770E-1 1.97004E-1 3.37383E-1 4.79124E-1 6.27969E-1 7.80476E-1 9.40586E-1
6.49000E+2 2.61549E-1 4.23018E-1 5.88072E-1 1.45349E-1 2.64895E-1 3.94303E-1 5.29751E-1 6.69069E-1 8.14712E-1 8.87434E-1 1.98793E-1 3.40104E-1 4.82778E-1 6.32759E-1 7.86430E-1 9.47236E-1
6.50000E+2 2.63541E-1 4.25933E-1 5.91900E-1 1.47524E-1 2.67957E-1 3.98190E-1 5.34433E-1 6.74526E-1 8.20150E-1 8.92865E-1 2.00595E-1 3.42885E-1 4.86541E-1 6.37315E-1 7.91760E-1 9.54386E-1
6.51000E+2 2.65596E-1 4.28903E-1 5.95771E-1 1.50016E-1 2.71301E-1 4.02276E-1 5.39203E-1 6.79946E-1 8.25728E-1 8.98523E-1 2.02393E-1 3.45716E-1 4.90408E-1 6.41696E-1 7.96598E-1 9.61714E-1
6.52000E+2 2.67689E-1 4.31905E-1 5.99667E-1 1.52382E-1 2.74492E-1 4.06192E-1 5.43794E-1 6.85178E-1 8.31710E-1 9.04881E-1 2.04140E-1 3.48548E-1 4.94332E-1 6.46096E-1 8.01411E-1 9.68586E-1
6.53000E+2 2.69789E-1 4.35012E-1 6.03776E-1 1.54516E-1 2.77463E-1 4.09932E-1 5.48268E-1 6.90366E-1 8.38240E-1 9.12081E-1 2.05832E-1 3.51375E-1 4.98303E-1 6.50707E-1 8.06616E-1 9.74681E-1
6.54000E+2 2.71870E-1 4.38305E-1 6.08302E-1 1.56635E-1 2.80495E-1 4.13826E-1 5.53000E-1 6.95923E-1 8.45321E-1 9.19923E-1 2.07580E-1 3.54275E-1 5.02365E-1 6.55644E-1 8.12412E-1 9.80498E-1
6.55000E+2 2.73963E-1 4.41742E-1 6.13118E-1 1.58899E-1 2.83789E-1 4.18111E-1 5.58259E-1 7.02145E-1 8.52881E-1 9.28150E-1 2.09497E-1 3.57317E-1 5.06537E-1 6.60975E-1 8.18916E-1 9.86639E-1
6.56000E+2 2.76160E-1 4.45225E-1 6.17909E-1 1.61168E-1 2.87187E-1 4.22619E-1 5.63873E-1 7.08862E-1 8.60661E-1 9.36462E-1 2.11560E-1 3.60463E-1 5.10767E-1 6.66531E-1 8.25832E-1 9.93293E-1
6.57000E+2 2.78535E-1 4.48679E-1 6.22427E-1 1.63179E-1 2.90385E-1 4.27032E-1 5.69521E-1 7.15760E-1 8.68316E-1 9.44497E-1 2.13592E-1 3.63538E-1 5.14886E-1 6.71893E-1 8.32464E-1 1.00021E+0
6.58000E+2 2.81025E-1 4.52142E-1 6.26833E-1 1.64884E-1 2.93286E-1 4.31196E-1 5.74992E-1 7.22566E-1 8.75680E-1 9.52142E-1 2.15436E-1 3.66392E-1 5.18753E-1 6.76691E-1 8.38189E-1 1.00711E+0
6.59000E+2 2.83525E-1 4.55664E-1 6.31349E-1 1.66866E-1 2.96397E-1 4.35456E-1 5.80415E-1 7.29161E-1 8.83086E-1 9.59953E-1 2.17180E-1 3.69117E-1 5.22462E-1 6.81125E-1 8.43323E-1 1.01390E+0
6.60000E+2 2.85998E-1 4.59307E-1 6.36155E-1 1.69785E-1 3.00307E-1 4.40224E-1 5.85975E-1 7.35472E-1 8.90954E-1 9.68599E-1 2.19008E-1 3.71898E-1 5.26199E-1 6.85604E-1 8.48520E-1 1.02052E+0
6.61000E+2 2.88526E-1 4.63136E-1 6.41289E-1 1.73837E-1 3.05187E-1 4.45627E-1 5.91733E-1 7.41480E-1 8.99245E-1 9.78028E-1 2.21034E-1 3.74876E-1 5.30127E-1 6.90438E-1 8.54249E-1 1.02705E+0
6.62000E+2 2.91200E-1 4.67203E-1 6.46756E-1 1.78543E-1 3.10609E-1 4.51350E-1 5.97529E-1 7.47207E-1 9.07257E-1 9.87178E-1 2.23159E-1 3.78020E-1 5.34289E-1 6.95538E-1 8.60274E-1 1.03368E+0
6.63000E+2 2.94039E-1 4.71532E-1 6.52584E-1 1.83391E-1 3.16110E-1 4.57056E-1 6.03195E-1 7.52679E-1 9.14261E-1 9.94947E-1 2.25251E-1 3.81277E-1 5.38713E-1 7.00771E-1 8.66278E-1 1.04062E+0
6.64000E+2 2.96995E-1 4.76110E-1 6.58799E-1 1.88040E-1 3.21390E-1 4.62540E-1 6.08649E-1 7.57955E-1 9.20240E-1 1.00128E+0 2.27265E-1 3.84576E-1 5.43307E-1 7.06031E-1 8.72144E-1 1.04781E+0
6.65000E+2 3.00035E-1 4.80912E-1 6.65393E-1 1.92293E-1 3.26292E-1 4.67717E-1 6.13895E-1 7.63142E-1 9.25755E-1 1.00696E+0 2.29257E-1 3.87838E-1 5.47846E-1 7.11284E-1 8.78057E-1 1.05488E+0
6.66000E+2 3.03177E-1 4.85823E-1 6.72095E-1 1.95966E-1 3.30674E-1 4.72519E-1 6.18959E-1 7.68370E-1 9.31369E-1 1.01277E+0 2.31286E-1 3.90985E-1 5.52116E-1 7.16491E-1 8.84186E-1 1.06148E+0
