X GeG200 GeG300 GeG400 OrG200 OrG300 OrG400 OrG500 OrG600 OrG700 OrG750 OsG200 OsG300 OsG400 OsG500 OsG600 OsG700
5.65000E+2 2.43273E+16 4.23210E+16 6.09954E+16 9.64831E+15 2.18854E+16 3.57778E+16 5.06481E+16 6.61402E+16 8.25324E+16 9.07128E+16 1.73448E+16 3.20717E+16 4.69954E+16 6.43037E+16 8.23125E+16 1.01653E+17
5.66000E+2 2.46085E+16 4.27821E+16 6.16410E+16 9.64970E+15 2.20087E+16 3.60513E+16 5.10879E+16 6.67567E+16 8.31953E+16 9.13991E+16 1.76270E+16 3.24916E+16 4.75529E+16 6.50020E+16 8.31519E+16 1.02765E+17
5.67000E+2 2.48662E+16 4.31256E+16 6.20654E+16 9.66305E+15 2.21556E+16 3.63611E+16 5.15777E+16 6.74372E+16 8.39724E+16 9.22245E+16 1.78312E+16 3.28081E+16 4.79819E+16 6.55187E+16 8.37538E+16 1.03553E+17
5.68000E+2 2.51425E+16 4.33816E+16 6.22825E+16 9.73873E+15 2.23542E+16 3.67019E+16 5.20719E+16 6.80920E+16 8.47615E+16 9.30807E+16 1.79670E+16 3.30491E+16 4.83295E+16 6.59266E+16 8.42185E+16 1.04107E+17
5.69000E+2 2.53610E+16 4.36399E+16 6.25724E+16 9.84755E+15 2.25801E+16 3.70588E+16 5.25680E+16 6.87325E+16 8.55502E+16 9.39435E+16 1.81153E+16 3.33044E+16 4.86927E+16 6.63515E+16 8.47016E+16 1.04702E+17
5.70000E+2 2.54732E+16 4.39808E+16 6.31622E+16 9.90078E+15 2.27790E+16 3.74305E+16 5.31285E+16 6.94918E+16 8.64456E+16 9.49068E+16 1.82941E+16 3.35877E+16 4.90811E+16 6.68280E+16 8.52651E+16 1.05441E+17
5.71000E+2 2.56375E+16 4.43916E+16 6.38388E+16 9.94623E+15 2.29810E+16 3.78201E+16 5.37234E+16 7.03034E+16 8.73779E+16 9.58995E+16 1.84949E+16 3.38888E+16 4.94825E+16 6.73532E+16 8.59169E+16 1.06323E+17
5.72000E+2 2.59181E+16 4.48393E+16 6.44566E+16 1.00831E+16 2.32454E+16 3.82248E+16 5.42762E+16 7.10092E+16 8.81959E+16 9.67737E+16 1.87132E+16 3.42223E+16 4.99314E+16 6.79267E+16 8.66167E+16 1.07275E+17
5.73000E+2 2.62273E+16 4.52892E+16 6.50457E+16 1.02542E+16 2.35241E+16 3.86150E+16 5.47804E+16 7.16292E+16 8.89260E+16 9.75588E+16 1.89476E+16 3.45945E+16 5.04420E+16 6.85524E+16 8.73558E+16 1.08262E+17
5.74000E+2 2.65154E+16 4.57328E+16 6.56462E+16 1.04028E+16 2.37763E+16 3.89764E+16 5.52548E+16 7.22189E+16 8.96201E+16 9.83050E+16 1.91981E+16 3.49921E+16 5.09874E+16 6.92320E+16 8.81693E+16 1.09301E+17
5.75000E+2 2.67738E+16 4.61755E+16 6.62796E+16 1.06031E+16 2.40692E+16 3.93586E+16 5.57251E+16 7.27764E+16 9.02565E+16 9.89810E+16 1.94460E+16 3.53887E+16 5.15336E+16 6.99294E+16 8.90198E+16 1.10331E+17
5.76000E+2 2.70493E+16 4.66167E+16 6.68897E+16 1.08644E+16 2.44160E+16 3.97786E+16 5.62117E+16 7.33256E+16 9.08787E+16 9.96397E+16 1.96647E+16 3.57582E+16 5.20552E+16 7.06002E+16 8.98420E+16 1.11249E+17
5.77000E+2 2.73726E+16 4.70507E+16 6.74284E+16 1.10790E+16 2.47328E+16 4.01949E+16 5.67264E+16 7.39382E+16 9.16383E+16 1.00473E+17 1.98538E+16 3.61245E+16 5.26014E+16 7.13062E+16 9.07109E+16 1.12056E+17
5.78000E+2 2.77025E+16 4.74636E+16 6.79148E+16 1.11908E+16 2.49736E+16 4.05810E+16 5.72674E+16 7.46403E+16 9.25427E+16 1.01478E+17 2.00263E+16 3.65056E+16 5.31950E+16 7.20716E+16 9.16511E+16 1.12792E+17
5.79000E+2 2.80124E+16 4.78579E+16 6.83853E+16 1.12020E+16 2.51353E+16 4.09266E+16 5.78165E+16 7.54050E+16 9.34661E+16 1.02481E+17 2.02042E+16 3.68586E+16 5.37258E+16 7.27345E+16 9.24459E+16 1.13480E+17
5.80000E+2 2.83098E+16 4.82592E+16 6.88852E+16 1.11574E+16 2.52548E+16 4.12540E+16 5.83768E+16 7.62141E+16 9.44383E+16 1.03534E+17 2.03884E+16 3.71564E+16 5.41380E+16 7.32315E+16 9.30256E+16 1.14123E+17
5.81000E+2 2.85994E+16 4.86773E+16 6.94299E+16 1.11190E+16 2.53874E+16 4.16023E+16 5.89663E+16 7.70610E+16 9.55507E+16 1.04779E+17 2.05526E+16 3.74128E+16 5.44871E+16 7.36846E+16 9.35847E+16 1.14715E+17
5.82000E+2 2.88771E+16 4.90996E+16 6.99975E+16 1.10957E+16 2.55441E+16 4.19836E+16 5.95980E+16 7.79594E+16 9.66616E+16 1.05996E+17 2.07062E+16 3.76681E+16 5.48448E+16 7.41622E+16 9.41862E+16 1.15315E+17
5.83000E+2 2.91435E+16 4.95115E+16 7.05563E+16 1.10921E+16 2.57301E+16 4.24038E+16 6.02780E+16 7.89155E+16 9.76127E+16 1.06945E+17 2.08881E+16 3.79779E+16 5.52837E+16 7.46839E+16 9.47872E+16 1.16041E+17
5.84000E+2 2.94068E+16 4.99116E+16 7.10939E+16 1.11712E+16 2.59912E+16 4.28793E+16 6.09869E+16 7.98698E+16 9.85231E+16 1.07834E+17 2.10933E+16 3.83283E+16 5.57808E+16 7.52516E+16 9.54188E+16 1.16893E+17
5.85000E+2 2.97002E+16 5.03594E+16 7.16968E+16 1.13703E+16 2.63502E+16 4.34110E+16 6.16991E+16 8.07674E+16 9.95328E+16 1.08900E+17 2.12995E+16 3.86793E+16 5.62780E+16 7.58629E+16 9.61429E+16 1.17815E+17
5.86000E+2 3.00469E+16 5.08940E+16 7.24212E+16 1.16084E+16 2.67347E+16 4.39464E+16 6.23887E+16 8.16134E+16 1.00628E+17 1.10120E+17 2.15163E+16 3.90445E+16 5.67927E+16 7.65321E+16 9.69699E+16 1.18746E+17
5.87000E+2 3.04230E+16 5.14507E+16 7.31575E+16 1.18179E+16 2.70880E+16 4.44511E+16 6.30496E+16 8.24336E+16 1.01761E+17 1.11409E+17 2.17577E+16 3.94461E+16 5.73558E+16 7.72674E+16 9.78811E+16 1.19665E+17
5.88000E+2 3.08084E+16 5.19989E+16 7.38652E+16 1.20062E+16 2.74263E+16 4.49511E+16 6.37185E+16 8.32759E+16 1.02861E+17 1.12637E+17 2.20182E+16 3.98789E+16 5.79623E+16 7.80431E+16 9.88284E+16 1.20666E+17
5.89000E+2 3.12056E+16 5.26112E+16 7.46943E+16 1.21896E+16 2.77694E+16 4.54685E+16 6.44190E+16 8.41652E+16 1.03898E+17 1.13748E+17 2.22895E+16 4.03332E+16 5.86011E+16 7.88328E+16 9.97678E+16 1.21807E+17
5.90000E+2 3.16041E+16 5.32974E+16 7.56786E+16 1.23736E+16 2.81192E+16 4.60001E+16 6.51419E+16 8.50855E+16 1.04921E+17 1.14822E+17 2.25649E+16 4.08003E+16 5.92617E+16 7.96216E+16 1.00680E+17 1.23022E+17
5.91000E+2 3.19699E+16 5.39589E+16 7.66489E+16 1.25602E+16 2.84701E+16 4.65304E+16 6.58608E+16 8.59990E+16 1.05971E+17 1.15941E+17 2.28318E+16 4.12604E+16 5.99170E+16 8.03955E+16 1.01567E+17 1.24234E+17
5.92000E+2 3.23133E+16 5.45582E+16 7.75139E+16 1.27444E+16 2.88057E+16 4.70298E+16 6.65316E+16 8.68461E+16 1.07060E+17 1.17150E+17 2.30679E+16 4.16755E+16 6.05131E+16 8.11369E+16 1.02453E+17 1.25386E+17
5.93000E+2 3.26949E+16 5.51355E+16 7.82875E+16 1.29292E+16 2.91307E+16 4.75048E+16 6.71627E+16 8.76372E+16 1.08157E+17 1.18400E+17 2.32841E+16 4.20571E+16 6.10619E+16 8.18581E+16 1.03351E+17 1.26463E+17
5.94000E+2 3.31192E+16 5.57085E+16 7.90018E+16 1.31312E+16 2.94835E+16 4.80185E+16 6.78438E+16 8.84897E+16 1.09179E+17 1.19507E+17 2.35338E+16 4.24828E+16 6.16651E+16 8.26118E+16 1.04255E+17 1.27506E+17
5.95000E+2 3.35360E+16 5.62694E+16 7.96993E+16 1.33689E+16 2.98832E+16 4.85885E+16 6.85895E+16 8.94146E+16 1.10118E+17 1.20452E+17 2.38272E+16 4.29703E+16 6.23483E+16 8.34153E+16 1.05173E+17 1.28556E+17
5.96000E+2 3.39214E+16 5.68321E+16 8.04375E+16 1.36625E+16 3.03183E+16 4.91617E+16 6.92996E+16 9.02610E+16 1.11080E+17 1.21472E+17 2.41251E+16 4.34692E+16 6.30498E+16 8.42465E+16 1.06128E+17 1.29646E+17
5.97000E+2 3.42767E+16 5.74276E+16 8.12805E+16 1.40019E+16 3.07720E+16 4.97145E+16 6.99435E+16 9.09910E+16 1.12100E+17 1.22637E+17 2.44085E+16 4.39467E+16 6.37232E+16 8.50769E+16 1.07114E+17 1.30796E+17
5.98000E+2 3.46254E+16 5.80535E+16 8.21956E+16 1.43268E+16 3.12193E+16 5.02726E+16 7.06064E+16 9.17551E+16 1.13093E+17 1.23744E+17 2.46804E+16 4.43913E+16 6.43418E+16 8.58759E+16 1.08097E+17 1.32012E+17
5.99000E+2 3.50023E+16 5.86795E+16 8.30777E+16 1.46068E+16 3.16424E+16 5.08374E+16 7.13129E+16 9.26033E+16 1.14013E+17 1.24701E+17 2.49489E+16 4.48153E+16 6.49219E+16 8.66478E+16 1.09066E+17 1.33236E+17
6.00000E+2 3.54000E+16 5.92735E+16 8.38678E+16 1.48641E+16 3.20352E+16 5.13654E+16 7.19765E+16 9.34030E+16 1.14904E+17 1.25638E+17 2.52271E+16 4.52517E+16 6.55171E+16 8.74287E+16 1.10038E+17 1.34367E+17
6.01000E+2 3.57821E+16 5.98072E+16 8.45486E+16 1.51009E+16 3.23918E+16 5.18406E+16 7.25701E+16 9.41149E+16 1.15814E+17 1.26647E+17 2.55155E+16 4.57073E+16 6.61408E+16 8.82264E+16 1.11011E+17 1.35417E+17
6.02000E+2 3.61480E+16 6.03105E+16 8.51840E+16 1.52716E+16 3.27005E+16 5.22983E+16 7.31836E+16 9.48885E+16 1.16770E+17 1.27693E+17 2.58004E+16 4.61610E+16 6.67640E+16 8.90123E+16 1.11961E+17 1.36471E+17
6.03000E+2 3.65279E+16 6.08615E+16 8.59037E+16 1.53765E+16 3.29766E+16 5.27725E+16 7.38716E+16 9.58003E+16 1.17777E+17 1.28747E+17 2.60781E+16 4.66106E+16 6.73866E+16 8.97921E+16 1.12898E+17 1.37532E+17
6.04000E+2 3.69237E+16 6.14597E+16 8.67049E+16 1.55295E+16 3.32921E+16 5.32694E+16 7.45612E+16 9.66898E+16 1.18784E+17 1.29814E+17 2.63521E+16 4.70686E+16 6.80303E+16 9.05959E+16 1.13862E+17 1.38527E+17
6.05000E+2 3.73151E+16 6.20440E+16 8.74818E+16 1.58062E+16 3.36911E+16 5.37849E+16 7.51906E+16 9.74315E+16 1.19751E+17 1.30893E+17 2.66257E+16 4.75302E+16 6.86814E+16 9.14068E+16 1.14832E+17 1.39485E+17
6.06000E+2 3.77012E+16 6.25924E+16 8.81889E+16 1.61104E+16 3.41035E+16 5.42931E+16 7.57882E+16 9.81145E+16 1.20710E+17 1.31989E+17 2.69026E+16 4.79746E+16 6.92944E+16 9.21626E+16 1.15729E+17 1.40545E+17
6.07000E+2 3.81000E+16 6.31181E+16 8.88330E+16 1.63398E+16 3.44581E+16 5.47736E+16 7.63957E+16 9.88497E+16 1.21697E+17 1.33102E+17 2.71784E+16 4.83924E+16 6.98542E+16 9.28503E+16 1.16543E+17 1.41685E+17
6.08000E+2 3.84976E+16 6.36296E+16 8.94487E+16 1.65064E+16 3.47696E+16 5.52433E+16 7.70315E+16 9.96568E+16 1.22703E+17 1.34207E+17 2.74409E+16 4.87869E+16 7.03808E+16 9.35143E+16 1.17346E+17 1.42702E+17
6.09000E+2 3.88425E+16 6.41251E+16 9.00921E+16 1.66570E+16 3.50778E+16 5.57270E+16 7.77015E+16 1.00520E+17 1.23706E+17 1.35280E+17 2.76887E+16 4.91718E+16 7.09031E+16 9.41930E+16 1.18184E+17 1.43584E+17
6.10000E+2 3.91283E+16 6.46191E+16 9.08020E+16 1.68548E+16 3.54268E+16 5.62381E+16 7.83813E+16 1.01373E+17 1.24686E+17 1.36324E+17 2.79369E+16 4.95739E+16 7.14602E+16 9.49155E+16 1.19075E+17 1.44595E+17
6.11000E+2 3.94176E+16 6.51552E+16 9.15968E+16 1.71634E+16 3.58590E+16 5.67845E+16 7.90374E+16 1.02136E+17 1.25628E+17 1.37355E+17 2.81999E+16 5.00086E+16 7.20677E+16 9.56910E+16 1.20021E+17 1.45832E+17
6.12000E+2 3.97468E+16 6.57428E+16 9.24537E+16 1.75647E+16 3.63574E+16 5.73530E+16 7.96614E+16 1.02806E+17 1.26483E+17 1.38302E+17 2.84875E+16 5.04688E+16 7.27016E+16 9.64926E+16 1.20991E+17 1.47059E+17
6.13000E+2 4.00872E+16 6.63132E+16 9.32611E+16 1.79849E+16 3.68639E+16 5.79138E+16 8.02593E+16 1.03430E+17 1.27184E+17 1.39042E+17 2.87996E+16 5.09433E+16 7.33387E+16 9.72939E+16 1.21957E+17 1.48123E+17
6.14000E+2 4.04150E+16 6.68207E+16 9.39500E+16 1.83661E+16 3.73327E+16 5.84437E+16 8.08357E+16 1.04044E+17 1.27786E+17 1.39638E+17 2.91139E+16 5.14193E+16 7.39765E+16 9.80825E+16 1.22896E+17 1.49175E+17
6.15000E+2 4.07508E+16 6.73131E+16 9.45978E+16 1.86723E+16 3.77363E+16 5.89295E+16 8.13958E+16 1.04674E+17 1.28491E+17 1.40382E+17 2.94123E+16 5.18890E+16 7.46183E+16 9.88589E+16 1.23803E+17 1.50366E+17
6.16000E+2 4.11145E+16 6.78410E+16 9.52879E+16 1.89164E+16 3.80878E+16 5.93832E+16 8.19493E+16 1.05326E+17 1.29388E+17 1.41400E+17 2.96989E+16 5.23523E+16 7.52593E+16 9.96430E+16 1.24728E+17 1.51603E+17
6.17000E+2 4.14860E+16 6.83892E+16 9.60117E+16 1.92105E+16 3.84833E+16 5.98675E+16 8.25158E+16 1.05970E+17 1.30309E+17 1.42459E+17 2.99823E+16 5.28112E+16 7.58948E+16 1.00453E+17 1.25715E+17 1.52757E+17
6.18000E+2 4.18361E+16 6.89223E+16 9.67287E+16 1.96442E+16 3.89999E+16 6.04327E+16 8.31108E+16 1.06583E+17 1.31098E+17 1.43336E+17 3.02652E+16 5.32600E+16 7.65104E+16 1.01255E+17 1.26707E+17 1.53802E+17
6.19000E+2 4.21633E+16 6.94255E+16 9.74093E+16 2.01562E+16 3.95863E+16 6.10476E+16 8.37290E+16 1.07189E+17 1.31784E+17 1.44061E+17 3.05477E+16 5.36918E+16 7.70917E+16 1.02001E+17 1.27620E+17 1.54762E+17
6.20000E+2 4.24799E+16 6.98941E+16 9.80294E+16 2.06516E+16 4.01621E+16 6.16611E+16 8.43571E+16 1.07817E+17 1.32436E+17 1.44726E+17 3.08157E+16 5.40934E+16 7.76269E+16 1.02665E+17 1.28413E+17 1.55660E+17
6.21000E+2 4.27862E+16 7.03320E+16 9.85962E+16 2.10893E+16 4.06870E+16 6.22396E+16 8.49707E+16 1.08454E+17 1.33057E+17 1.45340E+17 3.10469E+16 5.44469E+16 7.81028E+16 1.03238E+17 1.29081E+17 1.56516E+17
6.22000E+2 4.30694E+16 7.07489E+16 9.91458E+16 2.14649E+16 4.11485E+16 6.27605E+16 8.55367E+16 1.09057E+17 1.33611E+17 1.45870E+17 3.12469E+16 5.47624E+16 7.85345E+16 1.03751E+17 1.29670E+17 1.57378E+17
6.23000E+2 4.33312E+16 7.11596E+16 9.97076E+16 2.17906E+16 4.15544E+16 6.32252E+16 8.60485E+16 1.09608E+17 1.34120E+17 1.46358E+17 3.14569E+16 5.50842E+16 7.89683E+16 1.04281E+17 1.30295E+17 1.58334E+17
6.24000E+2 4.35987E+16 7.15823E+16 1.00288E+17 2.21012E+16 4.19394E+16 6.36634E+16 8.65286E+16 1.10123E+17 1.34684E+17 1.46946E+17 3.16994E+16 5.54396E+16 7.94364E+16 1.04872E+17 1.31010E+17 1.59386E+17
6.25000E+2 4.38923E+16 7.20245E+16 1.00879E+17 2.24278E+16 4.23355E+16 6.41049E+16 8.70024E+16 1.10621E+17 1.35364E+17 1.47718E+17 3.19475E+16 5.58143E+16 7.99376E+16 1.05488E+17 1.31739E+17 1.60342E+17
6.26000E+2 4.41930E+16 7.24518E+16 1.01430E+17 2.27825E+16 4.27581E+16 6.45673E+16 8.74893E+16 1.11123E+17 1.36084E+17 1.48546E+17 3.21758E+16 5.61923E+16 8.04665E+16 1.06089E+17 1.32405E+17 1.61047E+17
6.27000E+2 4.44729E+16 7.28204E+16 1.01881E+17 2.31718E+16 4.32168E+16 6.50637E+16 8.80059E+16 1.11649E+17 1.36751E+17 1.49283E+17 3.24011E+16 5.65722E+16 8.10025E+16 1.06686E+17 1.33055E+17 1.61678E+17
6.28000E+2 4.47294E+16 7.31595E+16 1.02298E+17 2.35805E+16 4.36991E+16 6.55860E+16 8.85501E+16 1.12203E+17 1.37399E+17 1.49978E+17 3.26520E+16 5.69591E+16 8.15256E+16 1.07309E+17 1.33773E+17 1.62502E+17
6.29000E+2 4.49732E+16 7.35318E+16 1.02799E+17 2.39848E+16 4.41819E+16 6.61156E+16 8.91092E+16 1.12781E+17 1.38137E+17 1.50796E+17 3.29173E+16 5.73453E+16 8.20323E+16 1.07947E+17 1.34543E+17 1.63504E+17
6.30000E+2 4.52144E+16 7.39454E+16 1.03391E+17 2.43425E+16 4.46278E+16 6.66261E+16 8.96715E+16 1.13387E+17 1.38975E+17 1.51749E+17 3.31555E+16 5.77115E+16 8.25267E+16 1.08562E+17 1.35278E+17 1.64449E+17
6.31000E+2 4.54654E+16 7.43329E+16 1.03917E+17 2.45920E+16 4.49857E+16 6.70868E+16 9.02325E+16 1.14047E+17 1.39790E+17 1.52642E+17 3.33506E+16 5.80471E+16 8.30043E+16 1.09133E+17 1.35940E+17 1.65217E+17
6.32000E+2 4.57293E+16 7.46462E+16 1.04270E+17 2.46920E+16 4.52211E+16 6.74768E+16 9.07883E+16 1.14776E+17 1.40481E+17 1.53315E+17 3.35284E+16 5.83487E+16 8.34307E+16 1.09663E+17 1.36573E+17 1.65873E+17
6.33000E+2 4.59843E+16 7.49311E+16 1.04573E+17 2.47183E+16 4.53972E+16 6.78342E+16 9.13452E+16 1.15544E+17 1.41155E+17 1.53941E+17 3.37171E+16 5.86225E+16 8.37893E+16 1.10167E+17 1.37230E+17 1.66501E+17
6.34000E+2 4.62064E+16 7.52536E+16 1.04995E+17 2.47788E+16 4.56046E+16 6.82154E+16 9.19158E+16 1.16314E+17 1.41967E+17 1.54776E+17 3.39345E+16 5.89195E+16 8.41651E+16 1.10709E+17 1.37946E+17 1.67203E+17
6.35000E+2 4.64096E+16 7.56219E+16 1.05536E+17 2.49111E+16 4.58784E+16 6.86472E+16 9.25154E+16 1.17087E+17 1.42941E+17 1.55849E+17 3.41940E+16 5.93014E+16 8.46691E+16 1.11361E+17 1.38750E+17 1.68071E+17
6.36000E+2 4.66325E+16 7.60103E+16 1.06096E+17 2.50825E+16 4.61963E+16 6.91244E+16 9.31600E+16 1.17904E+17 1.43952E+17 1.56957E+17 3.44839E+16 5.97594E+16 8.52961E+16 1.12115E+17 1.39627E+17 1.69079E+17
6.37000E+2 4.68960E+16 7.63999E+16 1.06611E+17 2.52656E+16 4.65389E+16 6.96411E+16 9.38594E+16 1.18792E+17 1.44909E+17 1.57949E+17 3.47714E+16 6.02253E+16 8.59416E+16 1.12890E+17 1.40527E+17 1.70098E+17
6.38000E+2 4.71864E+16 7.67902E+16 1.07096E+17 2.54692E+16 4.69074E+16 7.01877E+16 9.45922E+16 1.19716E+17 1.45860E+17 1.58914E+17 3.50379E+16 6.06539E+16 8.65331E+16 1.13629E+17 1.41413E+17 1.71059E+17
6.39000E+2 4.74878E+16 7.71841E+16 1.07576E+17 2.57099E+16 4.73079E+16 7.07554E+16 9.53322E+16 1.20632E+17 1.46889E+17 1.59999E+17 3.53057E+16 6.10658E+16 8.70893E+16 1.14350E+17 1.42302E+17 1.72055E+17
6.40000E+2 4.77933E+16 7.76008E+16 1.08099E+17 2.59722E+16 4.77251E+16 7.13312E+16 9.60692E+16 1.21532E+17 1.48020E+17 1.61246E+17 3.56001E+16 6.14913E+16 8.76456E+16 1.15084E+17 1.43220E+17 1.73187E+17
6.41000E+2 4.81026E+16 7.80670E+16 1.08722E+17 2.62121E+16 4.81262E+16 7.19014E+16 9.68137E+16 1.22454E+17 1.49241E+17 1.62616E+17 3.59204E+16 6.19501E+16 8.82420E+16 1.15862E+17 1.44183E+17 1.74446E+17
6.42000E+2 4.84186E+16 7.85891E+16 1.09456E+17 2.64020E+16 4.84907E+16 7.24575E+16 9.75717E+16 1.23420E+17 1.50525E+17 1.64058E+17 3.62493E+16 6.24515E+16 8.89162E+16 1.16705E+17 1.45195E+17 1.75749E+17
6.43000E+2 4.87548E+16 7.91490E+16 1.10246E+17 2.66020E+16 4.88701E+16 7.30336E+16 9.83547E+16 1.24417E+17 1.51827E+17 1.65512E+17 3.65801E+16 6.29964E+16 8.96768E+16 1.17621E+17 1.46262E+17 1.77040E+17
6.44000E+2 4.91221E+16 7.97262E+16 1.11036E+17 2.68864E+16 4.93275E+16 7.36691E+16 9.91721E+16 1.25419E+17 1.53101E+17 1.66923E+17 3.69260E+16 6.35687E+16 9.04772E+16 1.18585E+17 1.47385E+17 1.78332E+17
6.45000E+2 4.95126E+16 8.03121E+16 1.11817E+17 2.72531E+16 4.98609E+16 7.43624E+16 1.00022E+17 1.26424E+17 1.54339E+17 1.68276E+17 3.73009E+16 6.41507E+16 9.12670E+16 1.19570E+17 1.48565E+17 1.79642E+17
6.46000E+2 4.99108E+16 8.08982E+16 1.12590E+17 2.76086E+16 5.03890E+16 7.50594E+16 1.00887E+17 1.27456E+17 1.55566E+17 1.69602E+17 3.76966E+16 6.47351E+16 9.20398E+16 1.20576E+17 1.49808E+17 1.80977E+17
6.47000E+2 5.03098E+16 8.14846E+16 1.13362E+17 2.78718E+16 5.08419E+16 7.57136E+16 1.01750E+17 1.28532E+17 1.56811E+17 1.70930E+17 3.80940E+16 6.53193E+16 9.28103E+16 1.21609E+17 1.51114E+17 1.82335E+17
6.48000E+2 5.07160E+16 8.20834E+16 1.14152E+17 2.81037E+16 5.12751E+16 7.63664E+16 1.02633E+17 1.29653E+17 1.58060E+17 1.72243E+17 3.84823E+16 6.59038E+16 9.35911E+16 1.22666E+17 1.52457E+17 1.83732E+17
6.49000E+2 5.11365E+16 8.27060E+16 1.14976E+17 2.84177E+16 5.17907E+16 7.70917E+16 1.03574E+17 1.30812E+17 1.59288E+17 1.73506E+17 3.88668E+16 6.64952E+16 9.43900E+16 1.23713E+17 1.53758E+17 1.85198E+17
6.50000E+2 5.15718E+16 8.33501E+16 1.15828E+17 2.88687E+16 5.24361E+16 7.79211E+16 1.04582E+17 1.31997E+17 1.60494E+17 1.74723E+17 3.92540E+16 6.70987E+16 9.52104E+16 1.24715E+17 1.54938E+17 1.86762E+17
6.51000E+2 5.20211E+16 8.40071E+16 1.16691E+17 2.93830E+16 5.31385E+16 7.87918E+16 1.05611E+17 1.33178E+17 1.61731E+17 1.75989E+17 3.96417E+16 6.77137E+16 9.60538E+16 1.25686E+17 1.56026E+17 1.88366E+17
6.52000E+2 5.24779E+16 8.46708E+16 1.17559E+17 2.98729E+16 5.38115E+16 7.96301E+16 1.06606E+17 1.34323E+17 1.63049E+17 1.77393E+17 4.00196E+16 6.83295E+16 9.69091E+16 1.26661E+17 1.57109E+17 1.89882E+17
6.53000E+2 5.29365E+16 8.53555E+16 1.18469E+17 3.03181E+16 5.44422E+16 8.04344E+16 1.07578E+17 1.35459E+17 1.64474E+17 1.78963E+17 4.03872E+16 6.89448E+16 9.77741E+16 1.27678E+17 1.58269E+17 1.91246E+17
6.54000E+2 5.33916E+16 8.60771E+16 1.19462E+17 3.07609E+16 5.50853E+16 8.12696E+16 1.08602E+17 1.36670E+17 1.66009E+17 1.80660E+17 4.07658E+16 6.95747E+16 9.86574E+16 1.28759E+17 1.59546E+17 1.92556E+17
6.55000E+2 5.38492E+16 8.68274E+16 1.20512E+17 3.12327E+16 5.57807E+16 8.21825E+16 1.09730E+17 1.38011E+17 1.67639E+17 1.82434E+17 4.11779E+16 7.02330E+16 9.95633E+16 1.29919E+17 1.60963E+17 1.93931E+17
6.56000E+2 5.43277E+16 8.75872E+16 1.21558E+17 3.17058E+16 5.64969E+16 8.31399E+16 1.10928E+17 1.39451E+17 1.69314E+17 1.84226E+17 4.16193E+16 7.09123E+16 1.00481E+17 1.31124E+17 1.62462E+17 1.95406E+17
6.57000E+2 5.48416E+16 8.83416E+16 1.22551E+17 3.21288E+16 5.71747E+16 8.40795E+16 1.12135E+17 1.40928E+17 1.70965E+17 1.85965E+17 4.20546E+16 7.15780E+16 1.01377E+17 1.32291E+17 1.63906E+17 1.96935E+17
6.58000E+2 5.53783E+16 8.90984E+16 1.23523E+17 3.24918E+16 5.77945E+16 8.49709E+16 1.13307E+17 1.42388E+17 1.72560E+17 1.87628E+17 4.24536E+16 7.22007E+16 1.02225E+17 1.33348E+17 1.65172E+17 1.98461E+17
6.59000E+2 5.59176E+16 8.98672E+16 1.24516E+17 3.29098E+16 5.84563E+16 8.58817E+16 1.14471E+17 1.43807E+17 1.74164E+17 1.89324E+17 4.28329E+16 7.27981E+16 1.03041E+17 1.34333E+17 1.66322E+17 1.99963E+17
6.60000E+2 5.64517E+16 9.06603E+16 1.25567E+17 3.35131E+16 5.92760E+16 8.68937E+16 1.15663E+17 1.45171E+17 1.75861E+17 1.91187E+17 4.32289E+16 7.34072E+16 1.03864E+17 1.35328E+17 1.67485E+17 2.01435E+17
6.61000E+2 5.69992E+16 9.14939E+16 1.26689E+17 3.43420E+16 6.02907E+16 8.80350E+16 1.16899E+17 1.46482E+17 1.77649E+17 1.93212E+17 4.36659E+16 7.40580E+16 1.04728E+17 1.36398E+17 1.68759E+17 2.02897E+17
6.62000E+2 5.75760E+16 9.23753E+16 1.27876E+17 3.53014E+16 6.14135E+16 8.92407E+16 1.18143E+17 1.47737E+17 1.79382E+17 1.95185E+17 4.41228E+16 7.47420E+16 1.05639E+17 1.37521E+17 1.70093E+17 2.04379E+17
6.63000E+2 5.81857E+16 9.33090E+16 1.29136E+17 3.62903E+16 6.25533E+16 9.04444E+16 1.19363E+17 1.48944E+17 1.80918E+17 1.96885E+17 4.45738E+16 7.54489E+16 1.06603E+17 1.38672E+17 1.71423E+17 2.05922E+17
6.64000E+2 5.88193E+16 9.42926E+16 1.30474E+17 3.72409E+16 6.36506E+16 9.16052E+16 1.20542E+17 1.50111E+17 1.82252E+17 1.98301E+17 4.50094E+16 7.61646E+16 1.07601E+17 1.39828E+17 1.72727E+17 2.07516E+17
6.65000E+2 5.94699E+16 9.53217E+16 1.31888E+17 3.81144E+16 6.46744E+16 9.27063E+16 1.21680E+17 1.51262E+17 1.83494E+17 1.99589E+17 4.54411E+16 7.68733E+16 1.08589E+17 1.40984E+17 1.74040E+17 2.09088E+17
6.66000E+2 6.01414E+16 9.63729E+16 1.33324E+17 3.88739E+16 6.55959E+16 9.37338E+16 1.22783E+17 1.52422E+17 1.84756E+17 2.00903E+17 4.58804E+16 7.75599E+16 1.09524E+17 1.42131E+17 1.75396E+17 2.10566E+17
