N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Vmp_Fe Jmp_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Vmp_FeB Jmp_FeB Jsc_e Eta_e Voc_e FF_e Vmp_e Jmp_e
2.154000E+13 3.162E+15 315 2.300E-4 1.481361E-1 7.235400E+0 3.361770E-1 7.264400E+1 2.704390E-1 1.337700E-1 1.677040E-1 8.465000E+0 3.449750E-1 7.315810E+1 2.785640E-1 1.519387E-1 1.1668118E+01 1.4525694E+01 2.5503297E+00 7.0272465E-01 2.9167444E+00 1.1957915E+01
3.162000E+13 3.162E+15 315 2.300E-4 1.315880E-1 6.204800E+0 3.274410E-1 7.200240E+1 2.622560E-1 1.182964E-1 1.503129E-1 7.343600E+0 3.366330E-1 7.256500E+1 2.707130E-1 1.356347E-1 1.2457281E+01 1.5507381E+01 2.7305701E+00 7.7530490E-01 3.1239726E+00 1.2783086E+01
4.642000E+13 3.162E+15 315 2.300E-4 1.160418E-1 5.264900E+0 3.183130E-1 7.126800E+1 2.536430E-1 1.037865E-1 1.336631E-1 6.301600E+0 3.279280E-1 7.188360E+1 2.624710E-1 1.200435E-1 1.3183369E+01 1.6451377E+01 2.9320461E+00 8.5638449E-01 3.3634192E+00 1.3542591E+01
6.813000E+13 3.162E+15 315 2.300E-4 1.016665E-1 4.420900E+0 3.087380E-1 7.042320E+1 2.446000E-1 9.037091E-2 1.179844E-1 5.348800E+0 3.188230E-1 7.109760E+1 2.538180E-1 1.053674E-1 1.3830557E+01 1.7347816E+01 3.1631971E+00 9.4855523E-01 3.6317361E+00 1.4232571E+01
1.000000E+14 3.162E+15 315 2.300E-4 8.856967E-2 3.673800E+0 2.986440E-1 6.944640E+1 2.350100E-1 7.816322E-2 1.034541E-1 4.491300E+0 3.092690E-1 7.018720E+1 2.446580E-1 9.178731E-2 1.4387472E+01 1.8201857E+01 3.4355205E+00 1.0554631E+00 3.9434639E+00 1.4843108E+01
1.000000E+10 3.162E+15 320 2.300E-4 3.718908E-1 2.504690E+1 4.358340E-1 7.726570E+1 3.624710E-1 3.455017E-1 3.724551E-1 2.513280E+1 4.362440E-1 7.734060E+1 3.630760E-1 3.461091E-1 1.5150820E-01 3.4178444E-01 9.3984101E-02 9.6844348E-02 1.6663178E-01 1.7549380E-01
1.468000E+10 3.162E+15 320 2.300E-4 3.712262E-1 2.493550E+1 4.349810E-1 7.721070E+1 3.615720E-1 3.448195E-1 3.720192E-1 2.505680E+1 4.355750E-1 7.731560E+1 3.624510E-1 3.456575E-1 2.1316104E-01 4.8410012E-01 1.3637146E-01 1.3567766E-01 2.4251554E-01 2.4243652E-01
2.154000E+10 3.162E+15 320 2.300E-4 3.702605E-1 2.477740E+1 4.337730E-1 7.713540E+1 3.603220E-1 3.438215E-1 3.713839E-1 2.494800E+1 4.346290E-1 7.727920E+1 3.615720E-1 3.449922E-1 3.0249023E-01 6.8382235E-01 1.9694958E-01 1.8607853E-01 3.4571261E-01 3.3934101E-01
3.162000E+10 3.162E+15 320 2.300E-4 3.688638E-1 2.455590E+1 4.320870E-1 7.703500E+1 3.586040E-1 3.423817E-1 3.704606E-1 2.479350E+1 4.333100E-1 7.722670E+1 3.603220E-1 3.440462E-1 4.3103099E-01 9.5831569E-01 2.8224597E-01 2.4823021E-01 4.7679575E-01 4.8380130E-01
4.642000E+10 3.162E+15 320 2.300E-4 3.668572E-1 2.425100E+1 4.297640E-1 7.690810E+1 3.562600E-1 3.403555E-1 3.691248E-1 2.457740E+1 4.315050E-1 7.715200E+1 3.586040E-1 3.426818E-1 6.1431798E-01 1.3280493E+00 4.0347157E-01 3.1612920E-01 6.5364580E-01 6.7885134E-01
6.813000E+10 3.162E+15 320 2.300E-4 3.640017E-1 2.384040E+1 4.265610E-1 7.677110E+1 3.532130E-1 3.374780E-1 3.672049E-1 2.428010E+1 4.290400E-1 7.705730E+1 3.562990E-1 3.407264E-1 8.7231951E-01 1.8109481E+00 5.7780160E-01 3.7141192E-01 8.6612648E-01 9.5337491E-01
1.000000E+11 3.162E+15 320 2.300E-4 3.599923E-1 2.330100E+1 4.225080E-1 7.659760E+1 3.493850E-1 3.334565E-1 3.644711E-1 2.387980E+1 4.257730E-1 7.694140E+1 3.532710E-1 3.379808E-1 1.2288491E+00 2.4238059E+00 7.6684055E-01 4.4683356E-01 1.1000054E+00 1.3386263E+00
1.468000E+11 3.162E+15 320 2.300E-4 3.544668E-1 2.261310E+1 4.174620E-1 7.640760E+1 3.447170E-1 3.279950E-1 3.606293E-1 2.335440E+1 4.217410E-1 7.677710E+1 3.494820E-1 3.341279E-1 1.7088184E+00 3.1741342E+00 1.0146037E+00 4.8126329E-01 1.3634465E+00 1.8354947E+00
2.154000E+11 3.162E+15 320 2.300E-4 3.470414E-1 2.176370E+1 4.115570E-1 7.618880E+1 3.392870E-1 3.207264E-1 3.553280E-1 2.268430E+1 4.167740E-1 7.658870E+1 3.448730E-1 3.288788E-1 2.3320988E+00 4.0583135E+00 1.2517575E+00 5.2213969E-01 1.6197267E+00 2.4788463E+00
3.162000E+11 3.162E+15 320 2.300E-4 3.373858E-1 2.075110E+1 4.048750E-1 7.595620E+1 3.332520E-1 3.113420E-1 3.481912E-1 2.185650E+1 4.110760E-1 7.635010E+1 3.395410E-1 3.218532E-1 3.1032950E+00 5.0575344E+00 1.5084802E+00 5.1591288E-01 1.8522064E+00 3.2658367E+00
4.642000E+11 3.162E+15 320 2.300E-4 3.253347E-1 1.958890E+1 3.977610E-1 7.568800E+1 3.267680E-1 2.997367E-1 3.388880E-1 2.086840E+1 4.046200E-1 7.609480E+1 3.335640E-1 3.128083E-1 3.9993449E+00 6.1312798E+00 1.6951708E+00 5.3459632E-01 2.0373901E+00 4.1787894E+00
6.813000E+11 3.162E+15 320 2.300E-4 3.109961E-1 1.830810E+1 3.904380E-1 7.538840E+1 3.200490E-1 2.860192E-1 3.272385E-1 1.973190E+1 3.977500E-1 7.579910E+1 3.271780E-1 3.015472E-1 4.9634747E+00 7.2157268E+00 1.8383407E+00 5.4182701E-01 2.1789362E+00 5.1494426E+00
1.000000E+12 3.162E+15 320 2.300E-4 2.947854E-1 1.695350E+1 3.829860E-1 7.508260E+1 3.132710E-1 2.705873E-1 3.133202E-1 1.847570E+1 3.906390E-1 7.547570E+1 3.205370E-1 2.881991E-1 5.9156097E+00 8.2389301E+00 1.9590978E+00 5.2082988E-01 2.2668210E+00 6.1109837E+00
1.468000E+12 3.162E+15 320 2.300E-4 2.773242E-1 1.557410E+1 3.756230E-1 7.475340E+1 3.065330E-1 2.540351E-1 2.975085E-1 1.714220E+1 3.833500E-1 7.515190E+1 3.138180E-1 2.731221E-1 6.7844448E+00 9.1476007E+00 2.0156515E+00 5.3025938E-01 2.3214092E+00 6.9884495E+00
2.154000E+12 3.162E+15 320 2.300E-4 2.592324E-1 1.420960E+1 3.683850E-1 7.439780E+1 2.998340E-1 2.369571E-1 2.803898E-1 1.577850E+1 3.761180E-1 7.480790E+1 3.071190E-1 2.568779E-1 7.5457096E+00 9.9432772E+00 2.0560037E+00 5.4820413E-01 2.3720447E+00 7.7549684E+00
3.162000E+12 3.162E+15 320 2.300E-4 2.409398E-1 1.288250E+1 3.611540E-1 7.402340E+1 2.931540E-1 2.197221E-1 2.625675E-1 1.442400E+1 3.689880E-1 7.443910E+1 3.004590E-1 2.400316E-1 8.2370057E+00 1.0687049E+01 2.1231043E+00 5.5844308E-01 2.4312801E+00 8.4611776E+00
4.642000E+12 3.162E+15 320 2.300E-4 2.226383E-1 1.159960E+1 3.537780E-1 7.363440E+1 2.863770E-1 2.025224E-1 2.444739E-1 1.310190E+1 3.618110E-1 7.406080E+1 2.937990E-1 2.229731E-1 8.9316692E+00 1.1466276E+01 2.2202199E+00 5.7574317E-01 2.5262169E+00 9.1718239E+00
6.813000E+12 3.162E+15 320 2.300E-4 2.043818E-1 1.036050E+1 3.462400E-1 7.320360E+1 2.794040E-1 1.854036E-1 2.263114E-1 1.181980E+1 3.545130E-1 7.366130E+1 2.870610E-1 2.058755E-1 9.6900112E+00 1.2346233E+01 2.3336239E+00 6.2135748E-01 2.6673773E+00 9.9438253E+00
1.000000E+13 3.162E+15 320 2.300E-4 1.862299E-1 9.167500E+0 3.384630E-1 7.272080E+1 2.721780E-1 1.684094E-1 2.081386E-1 1.057780E+1 3.470570E-1 7.321680E+1 2.801270E-1 1.888029E-1 1.0526015E+01 1.3332640E+01 2.4762503E+00 6.7744015E-01 2.8376415E+00 1.0801476E+01
1.468000E+13 3.162E+15 320 2.300E-4 1.683307E-1 8.028300E+0 3.303690E-1 7.218220E+1 2.646580E-1 1.516728E-1 1.900118E-1 9.377900E+0 3.393620E-1 7.271610E+1 2.729200E-1 1.718060E-1 1.1410397E+01 1.4391282E+01 2.6499726E+00 7.3422530E-01 3.0272607E+00 1.1718566E+01
2.154000E+13 3.162E+15 320 2.300E-4 1.509131E-1 6.954900E+0 3.218620E-1 7.159240E+1 2.567680E-1 1.354325E-1 1.720732E-1 8.227900E+0 3.312870E-1 7.216730E+1 2.654000E-1 1.550086E-1 1.2297150E+01 1.5471749E+01 2.8449652E+00 7.9662118E-01 3.2524491E+00 1.2629041E+01
3.162000E+13 3.162E+15 320 2.300E-4 1.342326E-1 5.959300E+0 3.129910E-1 7.092130E+1 2.485250E-1 1.198935E-1 1.545503E-1 7.139800E+0 3.228340E-1 7.154990E+1 2.575290E-1 1.386217E-1 1.3146335E+01 1.6534077E+01 3.0489354E+00 8.7854770E-01 3.4963053E+00 1.3510295E+01
4.642000E+13 3.162E+15 320 2.300E-4 1.185208E-1 5.050800E+0 3.037250E-1 7.015390E+1 2.398930E-1 1.052714E-1 1.377044E-1 6.126500E+0 3.140100E-1 7.084210E+1 2.492680E-1 1.228903E-1 1.3931000E+01 1.7558149E+01 3.2753734E+00 9.7145624E-01 3.7610122E+00 1.4337096E+01
6.813000E+13 3.162E+15 320 2.300E-4 1.039589E-1 4.234700E+0 2.940170E-1 6.927160E+1 2.307910E-1 9.174248E-2 1.217774E-1 5.198200E+0 3.047830E-1 7.002670E+1 2.405760E-1 1.080361E-1 1.4632025E+01 1.8535262E+01 3.5323492E+00 1.0783030E+00 4.0673218E+00 1.5081644E+01
1.000000E+14 3.162E+15 320 2.300E-4 9.066054E-2 3.512200E+0 2.837970E-1 6.825260E+1 2.211820E-1 7.939540E-2 1.069633E-1 4.361400E+0 2.951080E-1 6.908360E+1 2.313960E-1 9.423968E-2 1.5241452E+01 1.9470812E+01 3.8328341E+00 1.2028904E+00 4.4140780E+00 1.5751624E+01
1.000000E+10 3.162E+15 325 2.300E-4 3.724234E-1 2.413560E+1 4.232730E-1 7.655440E+1 3.500490E-1 3.447461E-1 3.730175E-1 2.422600E+1 4.237370E-1 7.663480E+1 3.507320E-1 3.453626E-1 1.5926867E-01 3.7315281E-01 1.0950188E-01 1.0491317E-01 1.9473558E-01 1.7850804E-01
1.468000E+10 3.162E+15 325 2.300E-4 3.717721E-1 2.402490E+1 4.224020E-1 7.649410E+1 3.491310E-1 3.440662E-1 3.726027E-1 2.415220E+1 4.230730E-1 7.660640E+1 3.500880E-1 3.449443E-1 2.2291841E-01 5.2707414E-01 1.5860147E-01 1.4659350E-01 2.7335984E-01 2.5456284E-01
2.154000E+10 3.162E+15 325 2.300E-4 3.708256E-1 2.386790E+1 4.211650E-1 7.641180E+1 3.478610E-1 3.430650E-1 3.719979E-1 2.404650E+1 4.221320E-1 7.656550E+1 3.492090E-1 3.442991E-1 3.1513619E-01 7.4272763E-01 2.2907527E-01 2.0074315E-01 3.8601525E-01 3.5843835E-01
3.162000E+10 3.162E+15 325 2.300E-4 3.694566E-1 2.364830E+1 4.194060E-1 7.630820E+1 3.460840E-1 3.416550E-1 3.711186E-1 2.389670E+1 4.208150E-1 7.650720E+1 3.479390E-1 3.434018E-1 4.4783527E-01 1.0394741E+00 3.3482647E-01 2.6010624E-01 5.3313943E-01 5.0867526E-01
4.642000E+10 3.162E+15 325 2.300E-4 3.674898E-1 2.334680E+1 4.169420E-1 7.618610E+1 3.437010E-1 3.396373E-1 3.698460E-1 2.368710E+1 4.189540E-1 7.643510E+1 3.462210E-1 3.420796E-1 6.3707597E-01 1.4366470E+00 4.8024365E-01 3.2576657E-01 7.2785880E-01 7.1395663E-01
6.813000E+10 3.162E+15 325 2.300E-4 3.646906E-1 2.294160E+1 4.137040E-1 7.602890E+1 3.405760E-1 3.368049E-1 3.680157E-1 2.339900E+1 4.164270E-1 7.634150E+1 3.438960E-1 3.402032E-1 9.0352124E-01 1.9547844E+00 6.5389612E-01 4.0947584E-01 9.6540815E-01 9.9890301E-01
1.000000E+11 3.162E+15 325 2.300E-4 3.607599E-1 2.241120E+1 4.095650E-1 7.583920E+1 3.366500E-1 3.328555E-1 3.654069E-1 2.301160E+1 4.131820E-1 7.620740E+1 3.408500E-1 3.375612E-1 1.2717330E+00 2.6091189E+00 8.7540115E-01 4.8315518E-01 1.2322136E+00 1.3940287E+00
1.468000E+11 3.162E+15 325 2.300E-4 3.553419E-1 2.173750E+1 4.043680E-1 7.564080E+1 3.319040E-1 3.274661E-1 3.617359E-1 2.250380E+1 4.090960E-1 7.603400E+1 3.370210E-1 3.338621E-1 1.7675879E+00 3.4052027E+00 1.1557190E+00 5.1713707E-01 1.5183030E+00 1.9157610E+00
2.154000E+11 3.162E+15 325 2.300E-4 3.480590E-1 2.090900E+1 3.983330E-1 7.540570E+1 3.263770E-1 3.203198E-1 3.566608E-1 2.185740E+1 4.040610E-1 7.583420E+1 3.323930E-1 3.287879E-1 2.4117593E+00 4.3390339E+00 1.4176077E+00 5.6504849E-01 1.8099057E+00 2.5755510E+00
3.162000E+11 3.162E+15 325 2.300E-4 3.385855E-1 1.992560E+1 3.915740E-1 7.514490E+1 3.202440E-1 3.111000E-1 3.498114E-1 2.106030E+1 3.982590E-1 7.558490E+1 3.269820E-1 3.220399E-1 3.2091293E+00 5.3878625E+00 1.6785559E+00 5.8212685E-01 2.0606639E+00 3.3970635E+00
4.642000E+11 3.162E+15 325 2.300E-4 3.267547E-1 1.880150E+1 3.842970E-1 7.486380E+1 3.136820E-1 2.996898E-1 3.408539E-1 2.011060E+1 3.917640E-1 7.530110E+1 3.209670E-1 3.132810E-1 4.1364350E+00 6.5095025E+00 1.9059944E+00 5.8073521E-01 2.2697037E+00 4.3383416E+00
6.813000E+11 3.162E+15 325 2.300E-4 3.126669E-1 1.756690E+1 3.768230E-1 7.454940E+1 3.068850E-1 2.862125E-1 3.295922E-1 1.901980E+1 3.847380E-1 7.499490E+1 3.144820E-1 3.023973E-1 5.1352247E+00 7.6388816E+00 2.0572442E+00 5.9404039E-01 2.4157185E+00 5.3521642E+00
1.000000E+12 3.162E+15 325 2.300E-4 2.967217E-1 1.626480E+1 3.693560E-1 7.420340E+1 3.000490E-1 2.710352E-1 3.160745E-1 1.781470E+1 3.774830E-1 7.465550E+1 3.077640E-1 2.894220E-1 6.1228603E+00 8.7001184E+00 2.1529446E+00 6.0558164E-01 2.5067909E+00 6.3529379E+00
1.468000E+12 3.162E+15 325 2.300E-4 2.795198E-1 1.494110E+1 3.619020E-1 7.384980E+1 2.932320E-1 2.547653E-1 3.006405E-1 1.653540E+1 3.701780E-1 7.428930E+1 3.009670E-1 2.747045E-1 7.0252345E+00 9.6417383E+00 2.2356812E+00 5.9160606E-01 2.5700492E+00 7.2584177E+00
2.154000E+12 3.162E+15 325 2.300E-4 2.616601E-1 1.363280E+1 3.545210E-1 7.348110E+1 2.864940E-1 2.379243E-1 2.838478E-1 1.522630E+1 3.628010E-1 7.392840E+1 2.941890E-1 2.587841E-1 7.8167595E+00 1.0465445E+01 2.2822429E+00 6.0504488E-01 2.6156654E+00 8.0606962E+00
3.162000E+12 3.162E+15 325 2.300E-4 2.435565E-1 1.236020E+1 3.471960E-1 7.308380E+1 2.797560E-1 2.209105E-1 2.662872E-1 1.392520E+1 3.555100E-1 7.354750E+1 2.874900E-1 2.421849E-1 8.5361595E+00 1.1238618E+01 2.3386121E+00 6.3047690E-01 2.6901805E+00 8.7843627E+00
4.642000E+12 3.162E+15 325 2.300E-4 2.253913E-1 1.112900E+1 3.398320E-1 7.264820E+1 2.729390E-1 2.038732E-1 2.483929E-1 1.265430E+1 3.482770E-1 7.313780E+1 2.807710E-1 2.253475E-1 9.2601681E+00 1.2053610E+01 2.4247941E+00 6.6942128E-01 2.7894619E+00 9.5294157E+00
6.813000E+12 3.162E+15 325 2.300E-4 2.072145E-1 9.938800E+0 3.321820E-1 7.219500E+1 2.659470E-1 1.868567E-1 2.303735E-1 1.142090E+1 3.409580E-1 7.270040E+1 2.739940E-1 2.084151E-1 1.0052806E+01 1.2977086E+01 2.5739241E+00 6.9518187E-01 2.9369256E+00 1.0343972E+01
1.000000E+13 3.162E+15 325 2.300E-4 1.890856E-1 8.791600E+0 3.242670E-1 7.169260E+1 2.586820E-1 1.699300E-1 2.122889E-1 1.022520E+1 3.333860E-1 7.223840E+1 2.670410E-1 1.914540E-1 1.0930058E+01 1.4020264E+01 2.7352678E+00 7.5555383E-01 3.1302309E+00 1.1242387E+01
1.468000E+13 3.162E+15 325 2.300E-4 1.711550E-1 7.695100E+0 3.160450E-1 7.112890E+1 2.511040E-1 1.532255E-1 1.941898E-1 9.068600E+0 3.255630E-1 7.172120E+1 2.597950E-1 1.745331E-1 1.1862003E+01 1.5145667E+01 2.9235509E+00 8.2583671E-01 3.3453300E+00 1.2208343E+01
2.154000E+13 3.162E+15 325 2.300E-4 1.536563E-1 6.661100E+0 3.074800E-1 7.049360E+1 2.431930E-1 1.369512E-1 1.762120E-1 7.958200E+0 3.174320E-1 7.113710E+1 2.522560E-1 1.577398E-1 1.2800320E+01 1.6298912E+01 3.1351597E+00 9.0459128E-01 3.5927788E+00 1.3179045E+01
3.162000E+13 3.162E+15 325 2.300E-4 1.368521E-1 5.701500E+0 2.985410E-1 6.977590E+1 2.349120E-1 1.213542E-1 1.585815E-1 6.905700E+0 3.089520E-1 7.047490E+1 2.443650E-1 1.412989E-1 1.3702355E+01 1.7437769E+01 3.3697791E+00 9.9184249E-01 3.8683936E+00 1.4115255E+01
4.642000E+13 3.162E+15 325 2.300E-4 1.209826E-1 4.825500E+0 2.891870E-1 6.896270E+1 2.262400E-1 1.066464E-1 1.415649E-1 5.923900E+0 3.000810E-1 6.972370E+1 2.360840E-1 1.254607E-1 1.4539127E+01 1.8541839E+01 3.6303531E+00 1.0914510E+00 4.1697023E+00 1.4996170E+01
6.813000E+13 3.162E+15 325 2.300E-4 1.062370E-1 4.038500E+0 2.793680E-1 6.803580E+1 2.171390E-1 9.299347E-2 1.254150E-1 5.022900E+0 2.907490E-1 6.887410E+1 2.273730E-1 1.104546E-1 1.5291632E+01 1.9598240E+01 3.9143729E+00 1.2171484E+00 4.5009742E+00 1.5808423E+01
1.000000E+14 3.162E+15 325 2.300E-4 9.274242E-2 3.341900E+0 2.690130E-1 6.697540E+1 2.075100E-1 8.052458E-2 1.103376E-1 4.209600E+0 2.809650E-1 6.789490E+1 2.181930E-1 9.646530E-2 1.5946676E+01 2.0612410E+01 4.2539106E+00 1.3542991E+00 4.8961241E+00 1.6524823E+01
1.000000E+10 3.162E+15 330 2.300E-4 3.728984E-1 2.322120E+1 4.107110E-1 7.580990E+1 3.376860E-1 3.438276E-1 3.735048E-1 2.331300E+1 4.112080E-1 7.589440E+1 3.383890E-1 3.444706E-1 1.6235400E-01 3.9377172E-01 1.2086341E-01 1.1133891E-01 2.0774907E-01 1.8666324E-01
1.468000E+10 3.162E+15 330 2.300E-4 3.722601E-1 2.311100E+1 4.098060E-1 7.574660E+1 3.367290E-1 3.431694E-1 3.731034E-1 2.324020E+1 4.105360E-1 7.586270E+1 3.377440E-1 3.440492E-1 2.2602313E-01 5.5593325E-01 1.7781632E-01 1.5303964E-01 3.0052347E-01 2.5571924E-01
2.154000E+10 3.162E+15 330 2.300E-4 3.713327E-1 2.295510E+1 4.084770E-1 7.566890E+1 3.354200E-1 3.421836E-1 3.725180E-1 2.313590E+1 4.095590E-1 7.582140E+1 3.368260E-1 3.434387E-1 3.1818597E-01 7.8146949E-01 2.6418660E-01 2.0113055E-01 4.1742621E-01 3.6545095E-01
3.162000E+10 3.162E+15 330 2.300E-4 3.699913E-1 2.273740E+1 4.066360E-1 7.556360E+1 3.336040E-1 3.407847E-1 3.716669E-1 2.298810E+1 4.081590E-1 7.576880E+1 3.355370E-1 3.425567E-1 4.5083380E-01 1.0905642E+00 3.7313890E-01 2.7082387E-01 5.7609146E-01 5.1728663E-01
4.642000E+10 3.162E+15 330 2.300E-4 3.680638E-1 2.243900E+1 4.041420E-1 7.542510E+1 3.311620E-1 3.387919E-1 3.704346E-1 2.278180E+1 4.062510E-1 7.569210E+1 3.337790E-1 3.412695E-1 6.4000501E-01 1.5047099E+00 5.1913718E-01 3.5274487E-01 7.8405172E-01 7.2599514E-01
6.813000E+10 3.162E+15 330 2.300E-4 3.653205E-1 2.203920E+1 4.008520E-1 7.525010E+1 3.279790E-1 3.359848E-1 3.686618E-1 2.249860E+1 4.037170E-1 7.558230E+1 3.314160E-1 3.394312E-1 9.0633204E-01 2.0419048E+00 7.0965553E-01 4.3952089E-01 1.0370652E+00 1.0153457E+00
1.000000E+11 3.162E+15 330 2.300E-4 3.614676E-1 2.151770E+1 3.965270E-1 7.506240E+1 3.239750E-1 3.320883E-1 3.661338E-1 2.211870E+1 4.004430E-1 7.543060E+1 3.283300E-1 3.368351E-1 1.2744521E+00 2.7171579E+00 9.7791696E-01 4.8813081E-01 1.3264094E+00 1.4092356E+00
1.468000E+11 3.162E+15 330 2.300E-4 3.561559E-1 2.085760E+1 3.912910E-1 7.483310E+1 3.191310E-1 3.267870E-1 3.625740E-1 2.162200E+1 3.961880E-1 7.526050E+1 3.244430E-1 3.332159E-1 1.7701490E+00 3.5352881E+00 1.2360294E+00 5.6789418E-01 1.6372676E+00 1.9293497E+00
2.154000E+11 3.162E+15 330 2.300E-4 3.490139E-1 2.004950E+1 3.850780E-1 7.458990E+1 3.135250E-1 3.197417E-1 3.576483E-1 2.099170E+1 3.911350E-1 7.502980E+1 3.197170E-1 3.282850E-1 2.4142153E+00 4.4884407E+00 1.5485702E+00 5.8630038E-01 1.9367128E+00 2.6024034E+00
3.162000E+11 3.162E+15 330 2.300E-4 3.397196E-1 1.909430E+1 3.782050E-1 7.430610E+1 3.072950E-1 3.106823E-1 3.509922E-1 2.021720E+1 3.851560E-1 7.477470E+1 3.142290E-1 3.216946E-1 3.2116383E+00 5.5541816E+00 1.8047233E+00 6.2668255E-01 2.2066709E+00 3.4232157E+00
4.642000E+11 3.162E+15 330 2.300E-4 3.281061E-1 1.800700E+1 3.708680E-1 7.399050E+1 3.006540E-1 2.994622E-1 3.422735E-1 1.929750E+1 3.785610E-1 7.446650E+1 3.081350E-1 3.131336E-1 4.1392045E+00 6.6873947E+00 2.0321692E+00 6.3921361E-01 2.4278320E+00 4.3659959E+00
6.813000E+11 3.162E+15 330 2.300E-4 3.142656E-1 1.681720E+1 3.632500E-1 7.365810E+1 2.937790E-1 2.862211E-1 3.312896E-1 1.824460E+1 3.714550E-1 7.412920E+1 3.015720E-1 3.024904E-1 5.1387064E+00 7.8236848E+00 2.2088813E+00 6.3551205E-01 2.5841258E+00 5.3784517E+00
1.000000E+12 3.162E+15 330 2.300E-4 2.985822E-1 1.556600E+1 3.556260E-1 7.329740E+1 2.868650E-1 2.713114E-1 3.180730E-1 1.708450E+1 3.640320E-1 7.377440E+1 2.947750E-1 2.897882E-1 6.1277757E+00 8.8881735E+00 2.3091377E+00 6.4656575E-01 2.6834026E+00 6.3759670E+00
1.468000E+12 3.162E+15 330 2.300E-4 2.816362E-1 1.429650E+1 3.481180E-1 7.290980E+1 2.800100E-1 2.552860E-1 3.029412E-1 1.585530E+1 3.565550E-1 7.339370E+1 2.879000E-1 2.753607E-1 7.0327179E+00 9.8314128E+00 2.3662549E+00 6.5932090E-01 2.7405349E+00 7.2903286E+00
2.154000E+12 3.162E+15 330 2.300E-4 2.640069E-1 1.304300E+1 3.407120E-1 7.250110E+1 2.732130E-1 2.386968E-1 2.864293E-1 1.459910E+1 3.491570E-1 7.298870E+1 2.810640E-1 2.597096E-1 7.8282494E+00 1.0658876E+01 2.4186827E+00 6.6804862E-01 2.7933140E+00 8.0908830E+00
3.162000E+12 3.162E+15 330 2.300E-4 2.460925E-1 1.182390E+1 3.332600E-1 7.208570E+1 2.664550E-1 2.218742E-1 2.691114E-1 1.335110E+1 3.417780E-1 7.257860E+1 2.742870E-1 2.433774E-1 8.5536696E+00 1.1438758E+01 2.4922611E+00 6.7912580E-01 2.8554033E+00 8.8353315E+00
4.642000E+12 3.162E+15 330 2.300E-4 2.280663E-1 1.064390E+1 3.257480E-1 7.163510E+1 2.596000E-1 2.050054E-1 2.514141E-1 1.213230E+1 3.343990E-1 7.215330E+1 2.675290E-1 2.267462E-1 9.2865913E+00 1.2268078E+01 2.5870293E+00 7.1819307E-01 2.9637908E+00 9.5881651E+00
6.813000E+12 3.162E+15 330 2.300E-4 2.099742E-1 9.502200E+0 3.180720E-1 7.113820E+1 2.525490E-1 1.881262E-1 2.335427E-1 1.094920E+1 3.269760E-1 7.169170E+1 2.607130E-1 2.099852E-1 1.0091731E+01 1.3215577E+01 2.7231356E+00 7.7205590E-01 3.1314127E+00 1.0409781E+01
1.000000E+13 3.162E+15 330 2.300E-4 1.918751E-1 8.401000E+0 3.101380E-1 7.058700E+1 2.452640E-1 1.712638E-1 2.155548E-1 9.801600E+0 3.194040E-1 7.118130E+1 2.537210E-1 1.931561E-1 1.0985466E+01 1.4289504E+01 2.9010282E+00 8.3491029E-01 3.3331888E+00 1.1333994E+01
1.468000E+13 3.162E+15 330 2.300E-4 1.739212E-1 7.347700E+0 3.017980E-1 6.999290E+1 2.376460E-1 1.545935E-1 1.974977E-1 8.690600E+0 3.115000E-1 7.063180E+1 2.464550E-1 1.763124E-1 1.1937607E+01 1.5452328E+01 3.1146067E+00 9.0455008E-01 3.5742833E+00 1.2318419E+01
2.154000E+13 3.162E+15 330 2.300E-4 1.563502E-1 6.354000E+0 2.931070E-1 6.932520E+1 2.296970E-1 1.383119E-1 1.795047E-1 7.623200E+0 3.032470E-1 7.002150E+1 2.388770E-1 1.595621E-1 1.2899105E+01 1.6649176E+01 3.3438088E+00 9.9440886E-01 3.8429820E+00 1.3317824E+01
3.162000E+13 3.162E+15 330 2.300E-4 1.394309E-1 5.431400E+0 2.840380E-1 6.857150E+1 2.213960E-1 1.226616E-1 1.618023E-1 6.610500E+0 2.946380E-1 6.933130E+1 2.309670E-1 1.431045E-1 1.3826379E+01 1.7836775E+01 3.5976351E+00 1.0958975E+00 4.1438820E+00 1.4285295E+01
4.642000E+13 3.162E+15 330 2.300E-4 1.234119E-1 4.589000E+0 2.745590E-1 6.771710E+1 2.127050E-1 1.078729E-1 1.446619E-1 5.665000E+0 2.856420E-1 6.854730E+1 2.226660E-1 1.272075E-1 1.4689424E+01 1.8993822E+01 3.8800316E+00 1.2111345E+00 4.4735164E+00 1.5199261E+01
6.813000E+13 3.162E+15 330 2.300E-4 1.084917E-1 3.832400E+0 2.646220E-1 6.674430E+1 2.035840E-1 9.412228E-2 1.283448E-1 4.796900E+0 2.762240E-1 6.765370E+1 2.139550E-1 1.121008E-1 1.5468566E+01 2.0106736E+01 4.2002143E+00 1.3441985E+00 4.8472810E+00 1.6037816E+01
