X GE200Nph GE300Nph Orion400Nph Orion600Nph Orion700Nph Osram200Nph Osram400Nph Osram600Nph Osram700Nph
6.37000E+2 2.13543E-1 2.60796E-1 1.47383E-1 1.86238E-1 1.99688E-1 1.25453E-1 1.72400E-1 2.07430E-1 2.22458E-1
6.38000E+2 2.14992E-1 2.62283E-1 1.48628E-1 1.87797E-1 2.01118E-1 1.26490E-1 1.73689E-1 2.08861E-1 2.23847E-1
6.39000E+2 2.16494E-1 2.63786E-1 1.49920E-1 1.89346E-1 2.02658E-1 1.27533E-1 1.74910E-1 2.10300E-1 2.25285E-1
6.40000E+2 2.18019E-1 2.65371E-1 1.51231E-1 1.90874E-1 2.04342E-1 1.28674E-1 1.76134E-1 2.11785E-1 2.26905E-1
6.41000E+2 2.19559E-1 2.67122E-1 1.52530E-1 1.92436E-1 2.06148E-1 1.29908E-1 1.77437E-1 2.13334E-1 2.28689E-1
6.42000E+2 2.21133E-1 2.69068E-1 1.53801E-1 1.94070E-1 2.08045E-1 1.31175E-1 1.78898E-1 2.14960E-1 2.30533E-1
6.43000E+2 2.22802E-1 2.71148E-1 1.55117E-1 1.95755E-1 2.09971E-1 1.32452E-1 1.80537E-1 2.16669E-1 2.32366E-1
6.44000E+2 2.24617E-1 2.73291E-1 1.56561E-1 1.97450E-1 2.11862E-1 1.33786E-1 1.82259E-1 2.18465E-1 2.34205E-1
6.45000E+2 2.26542E-1 2.75469E-1 1.58132E-1 1.99156E-1 2.13707E-1 1.35227E-1 1.83963E-1 2.20349E-1 2.36070E-1
6.46000E+2 2.28506E-1 2.77651E-1 1.59713E-1 2.00906E-1 2.15540E-1 1.36746E-1 1.85636E-1 2.22332E-1 2.37972E-1
6.47000E+2 2.30477E-1 2.79840E-1 1.61207E-1 2.02730E-1 2.17400E-1 1.38275E-1 1.87308E-1 2.24410E-1 2.39909E-1
6.48000E+2 2.32485E-1 2.82075E-1 1.62699E-1 2.04627E-1 2.19271E-1 1.39773E-1 1.89003E-1 2.26548E-1 2.41900E-1
6.49000E+2 2.34563E-1 2.84397E-1 1.64350E-1 2.06589E-1 2.21116E-1 1.41260E-1 1.90739E-1 2.28629E-1 2.43986E-1
6.50000E+2 2.36713E-1 2.86798E-1 1.66226E-1 2.08595E-1 2.22935E-1 1.42760E-1 1.92522E-1 2.30533E-1 2.46207E-1
6.51000E+2 2.38927E-1 2.89242E-1 1.68190E-1 2.10595E-1 2.24796E-1 1.44261E-1 1.94350E-1 2.32298E-1 2.48479E-1
6.52000E+2 2.41180E-1 2.91714E-1 1.70088E-1 2.12541E-1 2.26773E-1 1.45730E-1 1.96207E-1 2.34061E-1 2.50639E-1
6.53000E+2 2.43445E-1 2.94263E-1 1.71918E-1 2.14479E-1 2.28904E-1 1.47163E-1 1.98086E-1 2.35942E-1 2.52603E-1
6.54000E+2 2.45698E-1 2.96945E-1 1.73816E-1 2.16537E-1 2.31191E-1 1.48640E-1 2.00006E-1 2.38002E-1 2.54500E-1
6.55000E+2 2.47968E-1 2.99731E-1 1.75885E-1 2.18807E-1 2.33615E-1 1.50242E-1 2.01976E-1 2.40274E-1 2.56485E-1
6.56000E+2 2.50338E-1 3.02555E-1 1.78053E-1 2.21237E-1 2.36106E-1 1.51953E-1 2.03974E-1 2.42673E-1 2.58609E-1
6.57000E+2 2.52876E-1 3.05367E-1 1.80186E-1 2.23731E-1 2.38569E-1 1.53646E-1 2.05932E-1 2.44995E-1 2.60807E-1
6.58000E+2 2.55524E-1 3.08192E-1 1.82220E-1 2.26202E-1 2.40959E-1 1.55209E-1 2.07794E-1 2.47055E-1 2.63007E-1
6.59000E+2 2.58190E-1 3.11065E-1 1.84300E-1 2.28613E-1 2.43366E-1 1.56703E-1 2.09598E-1 2.48946E-1 2.65180E-1
6.60000E+2 2.60837E-1 3.14028E-1 1.86601E-1 2.30942E-1 2.45907E-1 1.58262E-1 2.11418E-1 2.50860E-1 2.67318E-1
6.61000E+2 2.63541E-1 3.17125E-1 1.89177E-1 2.33181E-1 2.48571E-1 1.59968E-1 2.13318E-1 2.52937E-1 2.69436E-1
6.62000E+2 2.66386E-1 3.20394E-1 1.91896E-1 2.35338E-1 2.51165E-1 1.61750E-1 2.15318E-1 2.55106E-1 2.71586E-1
6.63000E+2 2.69389E-1 3.23852E-1 1.94616E-1 2.37419E-1 2.53487E-1 1.63514E-1 2.17429E-1 2.57274E-1 2.73821E-1
6.64000E+2 2.72508E-1 3.27489E-1 1.97248E-1 2.39444E-1 2.55529E-1 1.65224E-1 2.19614E-1 2.59407E-1 2.76128E-1
6.65000E+2 2.75712E-1 3.31290E-1 1.99757E-1 2.41446E-1 2.57448E-1 1.66924E-1 2.21783E-1 2.61559E-1 2.78411E-1
6.66000E+2 2.79018E-1 3.35176E-1 2.02111E-1 2.43465E-1 2.59399E-1 1.68654E-1 2.23847E-1 2.63781E-1 2.80575E-1
6.67000E+2 2.82478E-1 3.39041E-1 2.04341E-1 2.45552E-1 2.61450E-1 1.70386E-1 2.25752E-1 2.65977E-1 2.82643E-1
6.68000E+2 2.86076E-1 3.42791E-1 2.06503E-1 2.47764E-1 2.63624E-1 1.72039E-1 2.27463E-1 2.67966E-1 2.84712E-1
6.69000E+2 2.89595E-1 3.46400E-1 2.08654E-1 2.50145E-1 2.65924E-1 1.73549E-1 2.28962E-1 2.69601E-1 2.86848E-1
6.70000E+2 2.92758E-1 3.49863E-1 2.10850E-1 2.52629E-1 2.68270E-1 1.74940E-1 2.30322E-1 2.70982E-1 2.88965E-1
6.71000E+2 2.95445E-1 3.53226E-1 2.13143E-1 2.55123E-1 2.70547E-1 1.76271E-1 2.31656E-1 2.72302E-1 2.90921E-1
6.72000E+2 2.97897E-1 3.56634E-1 2.15567E-1 2.57546E-1 2.72676E-1 1.77586E-1 2.33042E-1 2.73694E-1 2.92622E-1
6.73000E+2 3.00392E-1 3.60247E-1 2.18066E-1 2.59894E-1 2.74757E-1 1.78882E-1 2.34465E-1 2.75098E-1 2.94140E-1
6.74000E+2 3.03105E-1 3.64076E-1 2.20561E-1 2.62193E-1 2.76953E-1 1.80146E-1 2.35889E-1 2.76409E-1 2.95597E-1
6.75000E+2 3.05998E-1 3.67885E-1 2.22971E-1 2.64457E-1 2.79366E-1 1.81373E-1 2.37288E-1 2.77595E-1 2.97064E-1
6.76000E+2 3.09013E-1 3.71409E-1 2.25234E-1 2.66664E-1 2.81865E-1 1.82571E-1 2.38657E-1 2.78746E-1 2.98500E-1
6.77000E+2 3.12110E-1 3.74607E-1 2.27296E-1 2.68796E-1 2.84275E-1 1.83760E-1 2.40000E-1 2.79993E-1 2.99863E-1
6.78000E+2 3.15256E-1 3.77682E-1 2.29138E-1 2.70853E-1 2.86470E-1 1.84930E-1 2.41309E-1 2.81375E-1 3.01125E-1
6.79000E+2 3.18394E-1 3.80829E-1 2.30886E-1 2.72923E-1 2.88531E-1 1.86016E-1 2.42537E-1 2.82773E-1 3.02268E-1
6.80000E+2 3.21509E-1 3.84094E-1 2.32717E-1 2.75126E-1 2.90610E-1 1.86961E-1 2.43650E-1 2.84062E-1 3.03297E-1
6.81000E+2 3.24601E-1 3.87349E-1 2.34760E-1 2.77551E-1 2.92829E-1 1.87738E-1 2.44630E-1 2.85176E-1 3.04178E-1
6.82000E+2 3.27662E-1 3.90455E-1 2.36941E-1 2.80126E-1 2.95184E-1 1.88372E-1 2.45496E-1 2.86108E-1 3.04830E-1
6.83000E+2 3.30700E-1 3.93385E-1 2.39142E-1 2.82741E-1 2.97641E-1 1.88895E-1 2.46263E-1 2.86869E-1 3.05174E-1
6.84000E+2 3.33710E-1 3.96223E-1 2.41263E-1 2.85298E-1 3.00165E-1 1.89329E-1 2.46941E-1 2.87463E-1 3.05244E-1
6.85000E+2 3.36691E-1 3.99037E-1 2.43341E-1 2.87734E-1 3.02729E-1 1.89688E-1 2.47506E-1 2.87896E-1 3.05216E-1
6.86000E+2 3.39637E-1 4.01839E-1 2.45478E-1 2.90031E-1 3.05324E-1 1.89992E-1 2.47948E-1 2.88186E-1 3.05296E-1
6.87000E+2 3.42517E-1 4.04550E-1 2.47750E-1 2.92159E-1 3.07932E-1 1.90248E-1 2.48260E-1 2.88352E-1 3.05532E-1
6.88000E+2 3.45299E-1 4.07078E-1 2.50099E-1 2.94189E-1 3.10474E-1 1.90442E-1 2.48447E-1 2.88446E-1 3.05767E-1
6.89000E+2 3.47958E-1 4.09410E-1 2.52424E-1 2.96237E-1 3.12870E-1 1.90568E-1 2.48519E-1 2.88519E-1 3.05833E-1
6.90000E+2 3.50491E-1 4.11604E-1 2.54623E-1 2.98412E-1 3.15036E-1 1.90622E-1 2.48502E-1 2.88557E-1 3.05640E-1
6.91000E+2 3.52876E-1 4.13704E-1 2.56681E-1 3.00690E-1 3.17008E-1 1.90604E-1 2.48427E-1 2.88419E-1 3.05212E-1
6.92000E+2 3.55120E-1 4.15764E-1 2.58655E-1 3.02952E-1 3.18904E-1 1.90514E-1 2.48332E-1 2.87958E-1 3.04591E-1
6.93000E+2 3.57240E-1 4.17835E-1 2.60597E-1 3.05081E-1 3.20845E-1 1.90350E-1 2.48210E-1 2.87125E-1 3.03823E-1
6.94000E+2 3.59262E-1 4.19956E-1 2.62537E-1 3.07061E-1 3.22881E-1 1.90095E-1 2.47949E-1 2.86074E-1 3.02966E-1
6.95000E+2 3.61218E-1 4.22151E-1 2.64458E-1 3.09003E-1 3.24971E-1 1.89729E-1 2.47428E-1 2.84989E-1 3.02076E-1
6.96000E+2 3.63158E-1 4.24398E-1 2.66341E-1 3.11025E-1 3.27067E-1 1.89238E-1 2.46577E-1 2.83992E-1 3.01179E-1
6.97000E+2 3.65143E-1 4.26668E-1 2.68194E-1 3.13186E-1 3.29143E-1 1.88638E-1 2.45515E-1 2.83002E-1 3.00220E-1
6.98000E+2 3.67202E-1 4.28929E-1 2.70059E-1 3.15396E-1 3.31220E-1 1.87947E-1 2.44392E-1 2.81897E-1 2.99127E-1
6.99000E+2 3.69269E-1 4.31110E-1 2.71992E-1 3.17544E-1 3.33319E-1 1.87178E-1 2.43336E-1 2.80575E-1 2.97837E-1
7.00000E+2 3.71263E-1 4.33134E-1 2.74034E-1 3.19539E-1 3.35465E-1 1.86328E-1 2.42298E-1 2.79052E-1 2.96359E-1
7.01000E+2 3.73096E-1 4.34934E-1 2.76146E-1 3.21395E-1 3.37612E-1 1.85376E-1 2.41163E-1 2.77371E-1 2.94713E-1
7.02000E+2 3.74784E-1 4.36531E-1 2.78275E-1 3.23175E-1 3.39705E-1 1.84311E-1 2.39841E-1 2.75587E-1 2.92928E-1
7.03000E+2 3.76370E-1 4.37981E-1 2.80360E-1 3.24930E-1 3.41693E-1 1.83140E-1 2.38327E-1 2.73698E-1 2.90995E-1
7.04000E+2 3.77893E-1 4.39336E-1 2.82355E-1 3.26685E-1 3.43563E-1 1.81879E-1 2.36701E-1 2.71668E-1 2.88874E-1
7.05000E+2 3.79367E-1 4.40609E-1 2.84241E-1 3.28433E-1 3.45360E-1 1.80549E-1 2.35033E-1 2.69468E-1 2.86535E-1
7.06000E+2 3.80783E-1 4.41776E-1 2.86001E-1 3.30174E-1 3.47128E-1 1.79155E-1 2.33332E-1 2.67104E-1 2.84009E-1
7.07000E+2 3.82125E-1 4.42811E-1 2.87630E-1 3.31902E-1 3.48892E-1 1.77671E-1 2.31515E-1 2.64608E-1 2.81404E-1
7.08000E+2 3.83379E-1 4.43701E-1 2.89182E-1 3.33631E-1 3.50647E-1 1.76075E-1 2.29497E-1 2.62023E-1 2.78832E-1
7.09000E+2 3.84526E-1 4.44500E-1 2.90724E-1 3.35375E-1 3.52383E-1 1.74357E-1 2.27233E-1 2.59392E-1 2.76357E-1
7.10000E+2 3.85551E-1 4.45247E-1 2.92313E-1 3.37141E-1 3.54081E-1 1.72543E-1 2.24820E-1 2.56728E-1 2.73867E-1
7.11000E+2 3.86432E-1 4.45968E-1 2.93936E-1 3.38877E-1 3.55726E-1 1.70668E-1 2.22383E-1 2.54044E-1 2.71216E-1
7.12000E+2 3.87164E-1 4.46574E-1 2.95552E-1 3.40506E-1 3.57301E-1 1.68769E-1 2.20037E-1 2.51348E-1 2.68280E-1
7.13000E+2 3.87754E-1 4.46950E-1 2.97120E-1 3.41953E-1 3.58799E-1 1.66869E-1 2.17791E-1 2.48636E-1 2.65124E-1
7.14000E+2 3.88202E-1 4.46958E-1 2.98603E-1 3.43183E-1 3.60203E-1 1.64979E-1 2.15576E-1 2.45872E-1 2.61899E-1
7.15000E+2 3.88495E-1 4.46626E-1 2.99995E-1 3.44256E-1 3.61513E-1 1.63110E-1 2.13325E-1 2.43024E-1 2.58764E-1
7.16000E+2 3.88649E-1 4.46134E-1 3.01287E-1 3.45260E-1 3.62748E-1 1.61274E-1 2.11020E-1 2.40091E-1 2.55790E-1
7.17000E+2 3.88664E-1 4.45684E-1 3.02481E-1 3.46266E-1 3.63910E-1 1.59460E-1 2.08686E-1 2.37095E-1 2.52896E-1
7.18000E+2 3.88534E-1 4.45394E-1 3.03581E-1 3.47282E-1 3.64995E-1 1.57665E-1 2.06358E-1 2.34069E-1 2.49985E-1
7.19000E+2 3.88257E-1 4.45144E-1 3.04613E-1 3.48281E-1 3.65998E-1 1.55879E-1 2.04065E-1 2.31039E-1 2.46979E-1
7.20000E+2 3.87819E-1 4.44734E-1 3.05595E-1 3.49231E-1 3.66910E-1 1.54085E-1 2.01780E-1 2.28033E-1 2.43915E-1
7.21000E+2 3.87220E-1 4.43978E-1 3.06539E-1 3.50109E-1 3.67732E-1 1.52263E-1 1.99455E-1 2.25071E-1 2.40877E-1
7.22000E+2 3.86454E-1 4.42827E-1 3.07433E-1 3.50887E-1 3.68471E-1 1.50391E-1 1.97046E-1 2.22172E-1 2.37950E-1
7.23000E+2 3.85546E-1 4.41378E-1 3.08263E-1 3.51549E-1 3.69153E-1 1.48473E-1 1.94545E-1 2.19336E-1 2.35150E-1
7.24000E+2 3.84504E-1 4.39729E-1 3.09014E-1 3.52073E-1 3.69789E-1 1.46542E-1 1.92020E-1 2.16523E-1 2.32383E-1
7.25000E+2 3.83340E-1 4.37954E-1 3.09664E-1 3.52442E-1 3.70359E-1 1.44632E-1 1.89534E-1 2.13686E-1 2.29549E-1
7.26000E+2 3.82012E-1 4.36047E-1 3.10207E-1 3.52660E-1 3.70811E-1 1.42773E-1 1.87149E-1 2.10790E-1 2.26562E-1
7.27000E+2 3.80481E-1 4.33980E-1 3.10628E-1 3.52722E-1 3.71086E-1 1.40952E-1 1.84859E-1 2.07842E-1 2.23459E-1
7.28000E+2 3.78701E-1 4.31719E-1 3.10918E-1 3.52642E-1 3.71142E-1 1.39131E-1 1.82633E-1 2.04877E-1 2.20328E-1
7.29000E+2 3.76660E-1 4.29238E-1 3.11081E-1 3.52432E-1 3.70982E-1 1.37273E-1 1.80430E-1 2.01924E-1 2.17256E-1
7.30000E+2 3.74410E-1 4.26526E-1 3.11132E-1 3.52130E-1 3.70651E-1 1.35360E-1 1.78223E-1 1.99000E-1 2.14290E-1
7.31000E+2 3.72010E-1 4.23584E-1 3.11098E-1 3.51775E-1 3.70194E-1 1.33429E-1 1.75986E-1 1.96095E-1 2.11374E-1
7.32000E+2 3.69501E-1 4.20408E-1 3.10987E-1 3.51378E-1 3.69642E-1 1.31519E-1 1.73699E-1 1.93191E-1 2.08436E-1
7.33000E+2 3.66858E-1 4.17001E-1 3.10779E-1 3.50898E-1 3.69005E-1 1.29667E-1 1.71337E-1 1.90273E-1 2.05409E-1
7.34000E+2 3.63998E-1 4.13376E-1 3.10463E-1 3.50269E-1 3.68282E-1 1.27901E-1 1.68925E-1 1.87356E-1 2.02293E-1
7.35000E+2 3.60848E-1 4.09554E-1 3.10019E-1 3.49433E-1 3.67481E-1 1.26232E-1 1.66522E-1 1.84495E-1 1.99160E-1
7.36000E+2 3.57341E-1 4.05535E-1 3.09428E-1 3.48355E-1 3.66586E-1 1.24672E-1 1.64191E-1 1.81742E-1 1.96085E-1
7.37000E+2 3.53511E-1 4.01245E-1 3.08660E-1 3.47045E-1 3.65536E-1 1.23228E-1 1.61984E-1 1.79139E-1 1.93127E-1
7.38000E+2 3.49427E-1 3.96599E-1 3.07699E-1 3.45540E-1 3.64281E-1 1.21892E-1 1.59902E-1 1.76709E-1 1.90325E-1
7.39000E+2 3.45146E-1 3.91521E-1 3.06524E-1 3.43865E-1 3.62765E-1 1.20648E-1 1.57923E-1 1.74458E-1 1.87698E-1
7.40000E+2 3.40688E-1 3.85973E-1 3.05136E-1 3.42026E-1 3.60976E-1 1.19476E-1 1.56020E-1 1.72390E-1 1.85257E-1
7.41000E+2 3.35984E-1 3.80039E-1 3.03589E-1 3.40015E-1 3.58974E-1 1.18371E-1 1.54181E-1 1.70509E-1 1.83017E-1
7.42000E+2 3.30952E-1 3.73829E-1 3.01934E-1 3.37821E-1 3.56821E-1 1.17360E-1 1.52437E-1 1.68810E-1 1.80962E-1
7.43000E+2 3.25522E-1 3.67440E-1 3.00229E-1 3.35432E-1 3.54580E-1 1.16482E-1 1.50825E-1 1.67287E-1 1.79073E-1
7.44000E+2 3.19668E-1 3.60917E-1 2.98461E-1 3.32848E-1 3.52250E-1 1.15773E-1 1.49384E-1 1.65936E-1 1.77331E-1
7.45000E+2 3.13454E-1 3.54213E-1 2.96558E-1 3.30088E-1 3.49762E-1 1.15251E-1 1.48133E-1 1.64751E-1 1.75728E-1
7.46000E+2 3.06953E-1 3.47283E-1 2.94437E-1 3.27162E-1 3.47043E-1 1.14891E-1 1.47054E-1 1.63731E-1 1.74284E-1
7.47000E+2 3.00230E-1 3.40078E-1 2.92022E-1 3.24089E-1 3.44014E-1 1.14662E-1 1.46120E-1 1.62875E-1 1.73016E-1
7.48000E+2 2.93375E-1 3.32617E-1 2.89281E-1 3.20843E-1 3.40644E-1 1.14533E-1 1.45304E-1 1.62178E-1 1.71948E-1
7.49000E+2 2.86499E-1 3.24991E-1 2.86255E-1 3.17362E-1 3.36940E-1 1.14487E-1 1.44594E-1 1.61633E-1 1.71080E-1
7.50000E+2 2.79721E-1 3.17294E-1 2.82984E-1 3.13587E-1 3.32921E-1 1.14528E-1 1.43997E-1 1.61237E-1 1.70392E-1
7.51000E+2 2.73143E-1 3.09614E-1 2.79506E-1 3.09460E-1 3.28601E-1 1.14661E-1 1.43518E-1 1.60972E-1 1.69858E-1
7.52000E+2 2.66756E-1 3.01984E-1 2.75857E-1 3.05006E-1 3.24041E-1 1.14889E-1 1.43161E-1 1.60831E-1 1.69453E-1
7.53000E+2 2.60454E-1 2.94386E-1 2.72066E-1 3.00366E-1 3.19368E-1 1.15208E-1 1.42924E-1 1.60801E-1 1.69154E-1
7.54000E+2 2.54125E-1 2.86797E-1 2.68160E-1 2.95679E-1 3.14707E-1 1.15600E-1 1.42781E-1 1.60862E-1 1.68944E-1
7.55000E+2 2.47660E-1 2.79197E-1 2.64170E-1 2.91092E-1 3.10182E-1 1.16044E-1 1.42711E-1 1.60998E-1 1.68805E-1
7.56000E+2 2.40982E-1 2.71530E-1 2.60152E-1 2.86709E-1 3.05877E-1 1.16526E-1 1.42693E-1 1.61193E-1 1.68722E-1
7.57000E+2 2.34032E-1 2.63696E-1 2.56199E-1 2.82583E-1 3.01791E-1 1.17034E-1 1.42717E-1 1.61437E-1 1.68690E-1
7.58000E+2 2.26752E-1 2.55601E-1 2.52400E-1 2.78752E-1 2.97918E-1 1.17565E-1 1.42786E-1 1.61729E-1 1.68724E-1
7.59000E+2 2.19095E-1 2.47165E-1 2.48859E-1 2.75264E-1 2.94257E-1 1.18120E-1 1.42910E-1 1.62071E-1 1.68843E-1
7.60000E+2 2.11177E-1 2.38468E-1 2.45598E-1 2.72093E-1 2.90766E-1 1.18700E-1 1.43093E-1 1.62466E-1 1.69061E-1
7.61000E+2 2.03267E-1 2.29747E-1 2.42473E-1 2.69043E-1 2.87301E-1 1.19294E-1 1.43334E-1 1.62904E-1 1.69377E-1
7.62000E+2 1.95641E-1 2.21249E-1 2.39308E-1 2.65892E-1 2.83710E-1 1.19887E-1 1.43624E-1 1.63367E-1 1.69778E-1
7.63000E+2 1.88569E-1 2.13213E-1 2.35936E-1 2.62422E-1 2.79842E-1 1.20460E-1 1.43951E-1 1.63835E-1 1.70242E-1
7.64000E+2 1.82141E-1 2.05750E-1 2.32226E-1 2.58469E-1 2.75586E-1 1.20996E-1 1.44304E-1 1.64289E-1 1.70755E-1
7.65000E+2 1.76217E-1 1.98806E-1 2.28253E-1 2.54145E-1 2.71049E-1 1.21482E-1 1.44669E-1 1.64712E-1 1.71284E-1
7.66000E+2 1.70643E-1 1.92317E-1 2.24155E-1 2.49640E-1 2.66406E-1 1.21907E-1 1.45022E-1 1.65089E-1 1.71772E-1
7.67000E+2 1.65267E-1 1.86220E-1 2.20069E-1 2.45154E-1 2.61830E-1 1.22266E-1 1.45340E-1 1.65408E-1 1.72167E-1
7.68000E+2 1.60026E-1 1.80481E-1 2.16125E-1 2.40866E-1 2.57481E-1 1.22553E-1 1.45599E-1 1.65655E-1 1.72409E-1
7.69000E+2 1.55028E-1 1.75122E-1 2.12337E-1 2.36800E-1 2.53355E-1 1.22762E-1 1.45781E-1 1.65820E-1 1.72467E-1
7.70000E+2 1.50405E-1 1.70173E-1 2.08649E-1 2.32867E-1 2.49340E-1 1.22899E-1 1.45896E-1 1.65911E-1 1.72396E-1
7.71000E+2 1.46292E-1 1.65667E-1 2.05006E-1 2.28986E-1 2.45323E-1 1.22973E-1 1.45958E-1 1.65941E-1 1.72268E-1
7.72000E+2 1.42771E-1 1.61618E-1 2.01346E-1 2.25060E-1 2.41188E-1 1.22991E-1 1.45980E-1 1.65917E-1 1.72154E-1
7.73000E+2 1.39735E-1 1.57976E-1 1.97639E-1 2.21047E-1 2.36880E-1 1.22960E-1 1.45972E-1 1.65852E-1 1.72110E-1
7.74000E+2 1.37034E-1 1.54677E-1 1.93900E-1 2.16970E-1 2.32451E-1 1.22883E-1 1.45936E-1 1.65746E-1 1.72109E-1
7.75000E+2 1.34511E-1 1.51657E-1 1.90148E-1 2.12856E-1 2.27961E-1 1.22761E-1 1.45867E-1 1.65598E-1 1.72092E-1
7.76000E+2 1.32027E-1 1.48851E-1 1.86400E-1 2.08734E-1 2.23468E-1 1.22593E-1 1.45760E-1 1.65402E-1 1.71995E-1
7.77000E+2 1.29575E-1 1.46235E-1 1.82668E-1 2.04625E-1 2.19025E-1 1.22379E-1 1.45610E-1 1.65157E-1 1.71758E-1
7.78000E+2 1.27230E-1 1.43810E-1 1.78926E-1 2.00507E-1 2.14642E-1 1.22118E-1 1.45411E-1 1.64857E-1 1.71375E-1
7.79000E+2 1.25068E-1 1.41571E-1 1.75131E-1 1.96342E-1 2.10318E-1 1.21805E-1 1.45155E-1 1.64497E-1 1.70880E-1
7.80000E+2 1.23161E-1 1.39516E-1 1.71241E-1 1.92087E-1 2.06040E-1 1.21435E-1 1.44833E-1 1.64064E-1 1.70304E-1
7.81000E+2 1.21539E-1 1.37640E-1 1.67214E-1 1.87704E-1 2.01801E-1 1.21004E-1 1.44436E-1 1.63551E-1 1.69680E-1
7.82000E+2 1.20154E-1 1.35934E-1 1.63042E-1 1.83180E-1 1.97579E-1 1.20508E-1 1.43962E-1 1.62953E-1 1.69029E-1
7.83000E+2 1.18955E-1 1.34389E-1 1.58776E-1 1.78540E-1 1.93323E-1 1.19952E-1 1.43417E-1 1.62278E-1 1.68341E-1
7.84000E+2 1.17889E-1 1.32996E-1 1.54465E-1 1.73816E-1 1.88985E-1 1.19339E-1 1.42812E-1 1.61533E-1 1.67598E-1
7.85000E+2 1.16912E-1 1.31748E-1 1.50162E-1 1.69037E-1 1.84517E-1 1.18674E-1 1.42156E-1 1.60724E-1 1.66785E-1
7.86000E+2 1.16012E-1 1.30643E-1 1.45908E-1 1.64226E-1 1.79866E-1 1.17958E-1 1.41455E-1 1.59859E-1 1.65886E-1
7.87000E+2 1.15196E-1 1.29684E-1 1.41700E-1 1.59391E-1 1.75040E-1 1.17191E-1 1.40712E-1 1.58932E-1 1.64902E-1
7.88000E+2 1.14467E-1 1.28876E-1 1.37512E-1 1.54535E-1 1.70063E-1 1.16368E-1 1.39924E-1 1.57939E-1 1.63842E-1
7.89000E+2 1.13829E-1 1.28219E-1 1.33316E-1 1.49652E-1 1.64958E-1 1.15486E-1 1.39087E-1 1.56868E-1 1.62713E-1
7.90000E+2 1.13279E-1 1.27700E-1 1.29085E-1 1.44742E-1 1.59749E-1 1.14540E-1 1.38198E-1 1.55713E-1 1.61523E-1
7.91000E+2 1.12808E-1 1.27283E-1 1.24820E-1 1.39831E-1 1.54480E-1 1.13532E-1 1.37256E-1 1.54472E-1 1.60279E-1
7.92000E+2 1.12403E-1 1.26929E-1 1.20591E-1 1.35000E-1 1.49250E-1 1.12475E-1 1.36259E-1 1.53157E-1 1.58979E-1
7.93000E+2 1.12053E-1 1.26598E-1 1.16474E-1 1.30342E-1 1.44160E-1 1.11380E-1 1.35202E-1 1.51780E-1 1.57621E-1
7.94000E+2 1.11744E-1 1.26257E-1 1.12549E-1 1.25950E-1 1.39316E-1 1.10261E-1 1.34085E-1 1.50356E-1 1.56205E-1
7.95000E+2 1.11465E-1 1.25890E-1 1.08896E-1 1.21914E-1 1.34822E-1 1.09130E-1 1.32906E-1 1.48898E-1 1.54729E-1
7.96000E+2 1.11200E-1 1.25495E-1 1.05563E-1 1.18284E-1 1.30713E-1 1.07987E-1 1.31667E-1 1.47409E-1 1.53195E-1
7.97000E+2 1.10934E-1 1.25062E-1 1.02565E-1 1.15051E-1 1.26943E-1 1.06825E-1 1.30365E-1 1.45889E-1 1.51601E-1
7.98000E+2 1.10653E-1 1.24585E-1 9.99144E-2 1.12207E-1 1.23465E-1 1.05633E-1 1.29001E-1 1.44334E-1 1.49943E-1
7.99000E+2 1.10343E-1 1.24063E-1 9.76249E-2 1.09744E-1 1.20233E-1 1.04406E-1 1.27577E-1 1.42745E-1 1.48227E-1
8.00000E+2 1.09995E-1 1.23495E-1 9.57101E-2 1.07655E-1 1.17205E-1 1.03136E-1 1.26096E-1 1.41120E-1 1.46452E-1
8.01000E+2 1.09602E-1 1.22879E-1 9.41981E-2 1.05967E-1 1.14428E-1 1.01829E-1 1.24575E-1 1.39459E-1 1.44628E-1
8.02000E+2 1.09155E-1 1.22218E-1 9.31286E-2 1.04728E-1 1.12008E-1 1.00491E-1 1.23035E-1 1.37768E-1 1.42773E-1
8.03000E+2 1.08648E-1 1.21513E-1 9.25411E-2 1.03989E-1 1.10053E-1 9.91293E-2 1.21497E-1 1.36048E-1 1.40902E-1
8.04000E+2 1.08076E-1 1.20761E-1 9.24744E-2 1.03797E-1 1.08669E-1 9.77515E-2 1.19982E-1 1.34304E-1 1.39029E-1
8.05000E+2 1.07442E-1 1.19957E-1 9.29579E-2 1.04192E-1 1.07949E-1 9.63610E-2 1.18497E-1 1.32536E-1 1.37162E-1
8.06000E+2 1.06746E-1 1.19096E-1 9.39585E-2 1.05146E-1 1.07898E-1 9.49621E-2 1.17035E-1 1.30751E-1 1.35301E-1
8.07000E+2 1.05991E-1 1.18174E-1 9.54138E-2 1.06601E-1 1.08476E-1 9.35580E-2 1.15590E-1 1.28954E-1 1.33448E-1
8.08000E+2 1.05181E-1 1.17187E-1 9.72613E-2 1.08497E-1 1.09647E-1 9.21531E-2 1.14152E-1 1.27151E-1 1.31602E-1
8.09000E+2 1.04314E-1 1.16130E-1 9.94372E-2 1.10774E-1 1.11369E-1 9.07493E-2 1.12712E-1 1.25345E-1 1.29763E-1
8.10000E+2 1.03389E-1 1.15000E-1 1.01882E-1 1.13374E-1 1.13600E-1 8.93527E-2 1.11262E-1 1.23538E-1 1.27929E-1
