Ytrue T Nd Ypred RelError
3.281628e+00 4.000000e+01 3.000000e+02 3.398750e+02 3.285347e+00 1.133214e-03
1.763059e+00 5.000000e+01 3.000000e+02 3.833750e+02 1.759976e+00 1.748580e-03
5.739787e+00 2.000000e+01 9.000000e+02 8.287500e+01 5.736587e+00 5.575037e-04
4.824161e+00 3.000000e+01 3.000000e+02 2.618750e+02 4.804061e+00 4.166549e-03
2.381524e+00 4.000000e+01 1.000000e+03 1.248750e+02 2.380557e+00 4.060373e-04
5.716279e+01 -3.552714e-15 9.000000e+02 5.137500e+01 5.716725e+01 7.810650e-05
6.256268e+00 2.000000e+01 6.000000e+02 2.403750e+02 6.257362e+00 1.748548e-04
4.851189e+00 3.000000e+01 3.000000e+02 2.773750e+02 4.837578e+00 2.805838e-03
1.084868e+00 7.000000e+01 3.000000e+02 2.108750e+02 1.101322e+00 1.516745e-02
2.477841e+00 4.000000e+01 7.000000e+02 4.318750e+02 2.478289e+00 1.807951e-04
2.902307e+00 4.000000e+01 4.000000e+02 4.043750e+02 2.902464e+00 5.401011e-05
6.248472e+00 2.000000e+01 6.000000e+02 1.333750e+02 6.250423e+00 3.123561e-04
6.828409e+00 2.000000e+01 6.000000e+02 1.287500e+01 6.830892e+00 3.636960e-04
1.496282e+02 -3.552714e-15 3.000000e+02 4.687500e+01 1.496231e+02 3.407084e-05
2.513928e+00 4.000000e+01 7.000000e+02 4.878750e+02 2.516847e+00 1.161037e-03
1.076858e+00 7.000000e+01 3.000000e+02 2.068750e+02 1.093813e+00 1.574512e-02
7.368956e+00 2.000000e+01 5.000000e+02 3.713750e+02 7.366202e+00 3.736666e-04
2.462476e+00 4.000000e+01 9.000000e+02 2.828750e+02 2.464680e+00 8.949173e-04
1.032406e+02 -3.552714e-15 6.000000e+02 1.888750e+02 1.032408e+02 1.523997e-06
3.366861e+00 4.000000e+01 6.000000e+02 4.083750e+02 3.367212e+00 1.040642e-04
5.818387e+00 2.000000e+01 9.000000e+02 1.348750e+02 5.816184e+00 3.785690e-04
1.600019e+02 -3.552714e-15 3.000000e+02 5.437500e+01 1.600005e+02 8.871243e-06
1.016810e+02 -3.552714e-15 6.000000e+02 1.713750e+02 1.016810e+02 2.291448e-07
1.530616e+01 1.000000e+01 3.000000e+02 9.137500e+01 1.529850e+01 5.000830e-04
2.450534e+00 4.000000e+01 7.000000e+02 2.518750e+02 2.449868e+00 2.719053e-04
6.014632e+00 2.000000e+01 6.000000e+02 2.908750e+02 6.021754e+00 1.184122e-03
2.443642e+00 4.000000e+01 1.000000e+03 6.987500e+01 2.446353e+00 1.109474e-03
6.317557e+00 2.000000e+01 7.000000e+02 2.188750e+02 6.318139e+00 9.211434e-05
1.216495e+00 6.000000e+01 3.000000e+02 1.008750e+02 1.209674e+00 5.607242e-03
4.777828e+00 3.000000e+01 3.000000e+02 4.658750e+02 4.771676e+00 1.287715e-03
1.761992e+00 5.000000e+01 3.000000e+02 3.968750e+02 1.763018e+00 5.820778e-04
1.550859e+01 1.000000e+01 3.000000e+02 1.268750e+02 1.552824e+01 1.267222e-03
3.218482e+00 4.000000e+01 3.000000e+02 3.168750e+02 3.214623e+00 1.199100e-03
9.189752e+01 -3.552714e-15 7.000000e+02 4.028750e+02 9.189691e+01 6.620944e-06
7.645845e+01 -3.552714e-15 8.000000e+02 1.918750e+02 7.645832e+01 1.743521e-06
3.216960e+00 4.000000e+01 3.000000e+02 3.858750e+02 3.215889e+00 3.329222e-04
1.871339e+02 -3.552714e-15 4.000000e+02 3.008750e+02 1.871338e+02 3.622358e-07
2.928690e+00 4.000000e+01 4.000000e+02 7.837500e+01 2.926933e+00 5.998023e-04
2.984166e+00 4.000000e+01 6.000000e+02 1.143750e+02 2.983835e+00 1.109304e-04
1.084883e+00 7.000000e+01 3.000000e+02 4.248750e+02 1.087235e+00 2.168374e-03
3.527078e+00 4.000000e+01 5.000000e+02 4.783750e+02 3.528471e+00 3.948940e-04
1.216903e+00 6.000000e+01 3.000000e+02 2.318750e+02 1.219038e+00 1.754519e-03
3.005386e+00 4.000000e+01 3.000000e+02 1.413750e+02 3.004197e+00 3.957903e-04
6.411025e+01 -3.552714e-15 9.000000e+02 1.488750e+02 6.410801e+01 3.490103e-05
8.276737e+00 2.000000e+01 3.000000e+02 1.423750e+02 8.283217e+00 7.829590e-04
5.409308e+00 2.000000e+01 1.000000e+03 6.137500e+01 5.410431e+00 2.077708e-04
6.028122e+00 2.000000e+01 8.000000e+02 6.875000e+00 6.043754e+00 2.593215e-03
1.548414e+01 1.000000e+01 3.000000e+02 4.287500e+01 1.547260e+01 7.456789e-04
3.421087e+00 4.000000e+01 6.000000e+02 4.593750e+02 3.421728e+00 1.871804e-04
1.764381e+00 5.000000e+01 3.000000e+02 3.973750e+02 1.764631e+00 1.416337e-04
2.588532e+00 4.000000e+01 9.000000e+02 3.228750e+02 2.589329e+00 3.079233e-04
3.029612e+00 4.000000e+01 6.000000e+02 1.198750e+02 3.023943e+00 1.871195e-03
1.046241e+02 -3.552714e-15 6.000000e+02 4.488750e+02 1.046240e+02 9.921606e-07
7.122890e+01 -3.552714e-15 7.000000e+02 5.237500e+01 7.119913e+01 4.178553e-04
3.085183e+00 4.000000e+01 3.000000e+02 3.033750e+02 3.082638e+00 8.248580e-04
1.263379e+02 -3.552714e-15 5.000000e+02 4.658750e+02 1.263388e+02 7.273620e-06
2.449474e+00 4.000000e+01 1.000000e+03 6.387500e+01 2.449629e+00 6.322087e-05
8.142485e+00 2.000000e+01 3.000000e+02 6.237500e+01 8.138126e+00 5.353721e-04
6.508848e+00 2.000000e+01 6.000000e+02 2.003750e+02 6.514290e+00 8.360638e-04
2.836025e+00 4.000000e+01 8.000000e+02 2.203750e+02 2.832258e+00 1.328450e-03
1.043864e+02 -3.552714e-15 6.000000e+02 4.528750e+02 1.043847e+02 1.651371e-05
5.714010e+01 -3.552714e-15 6.000000e+02 1.687500e+01 5.709608e+01 7.702579e-04
2.476955e+00 4.000000e+01 9.000000e+02 2.588750e+02 2.474558e+00 9.676216e-04
2.578866e+00 4.000000e+01 7.000000e+02 3.375000e+00 2.600919e+00 8.551589e-03
3.482426e+00 4.000000e+01 6.000000e+02 4.903750e+02 3.481028e+00 4.015217e-04
4.813785e+00 3.000000e+01 3.000000e+02 3.463750e+02 4.802085e+00 2.430395e-03
5.762223e+00 2.000000e+01 8.000000e+02 1.308750e+02 5.762628e+00 7.026529e-05
1.240788e+02 -3.552714e-15 5.000000e+02 3.033750e+02 1.240790e+02 1.985546e-06
3.134365e+00 4.000000e+01 6.000000e+02 2.353750e+02 3.132670e+00 5.406714e-04
3.146539e+00 4.000000e+01 6.000000e+02 3.308750e+02 3.147117e+00 1.836847e-04
7.543997e+00 2.000000e+01 5.000000e+02 4.153750e+02 7.544328e+00 4.383393e-05
1.769279e+00 5.000000e+01 3.000000e+02 3.358750e+02 1.768841e+00 2.472324e-04
2.728630e+00 4.000000e+01 5.000000e+02 5.937500e+01 2.722421e+00 2.275382e-03
1.139824e+00 7.000000e+01 3.000000e+02 3.578750e+02 1.130415e+00 8.254803e-03
1.239986e+00 6.000000e+01 3.000000e+02 4.843750e+02 1.234597e+00 4.346120e-03
7.593001e+01 -3.552714e-15 7.000000e+02 1.208750e+02 7.592585e+01 5.472030e-05
6.003803e+00 2.000000e+01 8.000000e+02 6.387500e+01 6.005694e+00 3.150106e-04
2.597942e+00 4.000000e+01 7.000000e+02 1.037500e+01 2.609841e+00 4.579983e-03
6.305746e+00 2.000000e+01 6.000000e+02 1.458750e+02 6.306630e+00 1.401899e-04
5.701794e+00 2.000000e+01 7.000000e+02 3.443750e+02 5.700575e+00 2.138104e-04
1.035766e+02 -3.552714e-15 4.000000e+02 3.437500e+01 1.035791e+02 2.480952e-05
5.920571e+00 2.000000e+01 6.000000e+02 2.988750e+02 5.919911e+00 1.115295e-04
2.617945e+00 4.000000e+01 8.000000e+02 8.737500e+01 2.618868e+00 3.524362e-04
7.216885e+01 -3.552714e-15 8.000000e+02 1.093750e+02 7.216877e+01 1.049608e-06
5.954622e+00 2.000000e+01 6.000000e+02 3.058750e+02 5.958469e+00 6.461286e-04
1.422504e+00 6.000000e+01 3.000000e+02 2.875000e+00 1.373081e+00 3.474368e-02
5.170189e+01 -3.552714e-15 9.000000e+02 3.187500e+01 5.170462e+01 5.281463e-05
5.997536e+00 2.000000e+01 1.000000e+03 3.903750e+02 5.997391e+00 2.417533e-05
6.181510e+00 2.000000e+01 8.000000e+02 2.163750e+02 6.181859e+00 5.636593e-05
1.651138e+01 1.000000e+01 3.000000e+02 2.758750e+02 1.650842e+01 1.792499e-04
2.964862e+00 4.000000e+01 4.000000e+02 9.787500e+01 2.968603e+00 1.261561e-03
5.491612e+00 2.000000e+01 8.000000e+02 2.875000e+00 5.556580e+00 1.183030e-02
6.486523e+00 2.000000e+01 8.000000e+02 3.338750e+02 6.487156e+00 9.749427e-05
1.022359e+02 -3.552714e-15 6.000000e+02 2.903750e+02 1.022361e+02 2.032961e-06
2.672005e+02 -3.552714e-15 3.000000e+02 4.663750e+02 2.672002e+02 1.328067e-06
5.922968e+00 2.000000e+01 4.000000e+02 4.903750e+02 5.925555e+00 4.368601e-04
3.190751e+00 4.000000e+01 6.000000e+02 3.668750e+02 3.190008e+00 2.326662e-04
5.456632e+01 -3.552714e-15 1.000000e+03 1.368750e+02 5.456635e+01 4.835880e-07
2.395775e+02 -3.552714e-15 3.000000e+02 2.068750e+02 2.395785e+02 4.218576e-06
1.092837e+00 6.000000e+01 3.000000e+02 3.883750e+02 1.094895e+00 1.883189e-03
6.273838e+00 2.000000e+01 8.000000e+02 4.233750e+02 6.274446e+00 9.697245e-05
8.236400e+01 -3.552714e-15 7.000000e+02 2.673750e+02 8.236394e+01 6.621326e-07
2.940647e+00 4.000000e+01 3.000000e+02 1.213750e+02 2.981373e+00 1.384922e-02
1.736030e+00 5.000000e+01 3.000000e+02 1.088750e+02 1.740621e+00 2.644345e-03
2.508910e+00 4.000000e+01 9.000000e+02 1.787500e+01 2.511648e+00 1.091279e-03
6.276851e+01 -3.552714e-15 9.000000e+02 1.663750e+02 6.276794e+01 9.077382e-06
6.076138e+01 -3.552714e-15 9.000000e+02 4.848750e+02 6.076246e+01 1.784325e-05
6.537679e+01 -3.552714e-15 9.000000e+02 3.538750e+02 6.537699e+01 3.083692e-06
4.859538e+00 3.000000e+01 3.000000e+02 1.778750e+02 4.877210e+00 3.636633e-03
1.986430e+02 -3.552714e-15 4.000000e+02 4.608750e+02 1.986450e+02 1.026949e-05
2.988305e+00 4.000000e+01 4.000000e+02 2.308750e+02 2.991657e+00 1.121689e-03
7.278343e+01 -3.552714e-15 8.000000e+02 1.198750e+02 7.278344e+01 6.103021e-08
6.040811e+01 -3.552714e-15 9.000000e+02 7.087500e+01 6.040659e+01 2.524859e-05
3.075587e+00 4.000000e+01 6.000000e+02 2.718750e+02 3.074577e+00 3.284214e-04
2.993202e+00 4.000000e+01 5.000000e+02 2.028750e+02 2.991811e+00 4.649471e-04
5.992934e+00 2.000000e+01 7.000000e+02 3.093750e+02 5.995098e+00 3.611430e-04
1.525503e+02 -3.552714e-15 3.000000e+02 4.887500e+01 1.525647e+02 9.451969e-05
2.588090e+02 -3.552714e-15 3.000000e+02 4.038750e+02 2.588074e+02 6.263033e-06
1.208292e+00 6.000000e+01 3.000000e+02 4.037500e+01 1.216188e+00 6.535398e-03
6.607847e+00 2.000000e+01 4.000000e+02 3.438750e+02 6.609246e+00 2.117386e-04
1.142735e+00 7.000000e+01 3.000000e+02 3.058750e+02 1.130163e+00 1.100190e-02
2.591101e+00 4.000000e+01 7.000000e+02 2.968750e+02 2.590860e+00 9.294600e-05
6.558150e+01 -3.552714e-15 8.000000e+02 5.287500e+01 6.554404e+01 5.712240e-04
2.899248e+00 4.000000e+01 4.000000e+02 3.218750e+02 2.897937e+00 4.524903e-04
5.694031e+00 2.000000e+01 9.000000e+02 3.853750e+02 5.692501e+00 2.685912e-04
6.361637e+00 2.000000e+01 8.000000e+02 2.603750e+02 6.362495e+00 1.348905e-04
1.770945e+00 5.000000e+01 3.000000e+02 3.983750e+02 1.769614e+00 7.518696e-04
9.307388e+01 -3.552714e-15 7.000000e+02 4.243750e+02 9.307525e+01 1.476610e-05
2.280730e+00 4.000000e+01 1.000000e+03 1.643750e+02 2.281327e+00 2.614596e-04
6.264017e+00 2.000000e+01 7.000000e+02 1.808750e+02 6.264513e+00 7.924800e-05
5.577863e+00 2.000000e+01 9.000000e+02 4.853750e+02 5.580195e+00 4.181749e-04
2.754962e+00 4.000000e+01 5.000000e+02 4.387500e+01 2.761698e+00 2.444928e-03
6.460191e+00 2.000000e+01 6.000000e+02 1.893750e+02 6.459960e+00 3.573751e-05
7.873058e+01 -3.552714e-15 7.000000e+02 1.503750e+02 7.872963e+01 1.201156e-05
5.877696e+00 2.000000e+01 9.000000e+02 1.518750e+02 5.873854e+00 6.536118e-04
2.535859e+02 -3.552714e-15 3.000000e+02 3.443750e+02 2.535858e+02 2.539312e-07
1.815204e+00 5.000000e+01 3.000000e+02 2.583750e+02 1.816314e+00 6.114870e-04
6.381297e+00 2.000000e+01 8.000000e+02 4.078750e+02 6.384028e+00 4.280490e-04
6.355227e+00 2.000000e+01 6.000000e+02 3.688750e+02 6.354728e+00 7.850872e-05
1.037410e+02 -3.552714e-15 6.000000e+02 3.178750e+02 1.037398e+02 1.149866e-05
5.761649e+00 2.000000e+01 8.000000e+02 1.303750e+02 5.760852e+00 1.383071e-04
1.024535e+02 -3.552714e-15 6.000000e+02 2.943750e+02 1.024545e+02 9.766207e-06
4.664455e+00 3.000000e+01 3.000000e+02 4.278750e+02 4.665251e+00 1.705176e-04
7.938954e+00 2.000000e+01 3.000000e+02 4.958750e+02 7.937173e+00 2.243044e-04
2.502695e+00 4.000000e+01 1.000000e+03 4.813750e+02 2.503448e+00 3.005910e-04
8.341246e+00 2.000000e+01 3.000000e+02 4.723750e+02 8.339929e+00 1.578857e-04
1.554421e+01 1.000000e+01 3.000000e+02 3.237500e+01 1.554080e+01 2.191211e-04
2.660886e+00 4.000000e+01 7.000000e+02 3.887500e+01 2.656915e+00 1.492300e-03
7.251271e+00 2.000000e+01 5.000000e+02 3.253750e+02 7.249186e+00 2.874148e-04
5.973466e+01 -3.552714e-15 1.000000e+03 4.183750e+02 5.974004e+01 9.019065e-05
4.911944e+00 3.000000e+01 3.000000e+02 2.437500e+01 4.908989e+00 6.015409e-04
5.969212e+01 -3.552714e-15 1.000000e+03 4.753750e+02 5.969037e+01 2.926707e-05
5.750510e+00 2.000000e+01 8.000000e+02 9.937500e+01 5.751528e+00 1.770729e-04
2.949517e+00 4.000000e+01 4.000000e+02 3.087500e+01 2.946100e+00 1.158690e-03
6.721051e+00 2.000000e+01 7.000000e+02 1.138750e+02 6.720867e+00 2.727579e-05
6.498829e+01 -3.552714e-15 9.000000e+02 1.303750e+02 6.498874e+01 6.845041e-06
3.003541e+00 4.000000e+01 4.000000e+02 1.273750e+02 3.002268e+00 4.238869e-04
1.192993e+00 6.000000e+01 3.000000e+02 5.587500e+01 1.207975e+00 1.255883e-02
4.800142e+00 3.000000e+01 3.000000e+02 3.663750e+02 4.807128e+00 1.455476e-03
5.543989e+00 2.000000e+01 1.000000e+03 9.875000e+00 5.538496e+00 9.908694e-04
8.298825e+00 2.000000e+01 3.000000e+02 1.378750e+02 8.299271e+00 5.377789e-05
1.277959e+02 -3.552714e-15 5.000000e+02 4.953750e+02 1.277971e+02 9.187479e-06
7.096936e+00 2.000000e+01 5.000000e+02 8.487500e+01 7.095634e+00 1.834027e-04
1.707829e+00 5.000000e+01 3.000000e+02 1.223750e+02 1.703485e+00 2.543266e-03
2.710956e+00 4.000000e+01 9.000000e+02 4.633750e+02 2.708926e+00 7.490012e-04
6.531051e+00 2.000000e+01 7.000000e+02 1.298750e+02 6.536180e+00 7.852833e-04
1.242999e+02 -3.552714e-15 5.000000e+02 3.348750e+02 1.242995e+02 2.599611e-06
7.493165e+00 2.000000e+01 5.000000e+02 4.233750e+02 7.492150e+00 1.354286e-04
1.061107e+00 7.000000e+01 3.000000e+02 1.023750e+02 1.056025e+00 4.789497e-03
4.690097e+01 -3.552714e-15 1.000000e+03 4.537500e+01 4.690221e+01 2.640202e-05
2.753812e+00 4.000000e+01 8.000000e+02 1.738750e+02 2.752886e+00 3.361625e-04
1.012978e+00 7.000000e+01 3.000000e+02 8.137500e+01 1.013726e+00 7.378870e-04
3.005140e+00 4.000000e+01 4.000000e+02 2.038750e+02 2.999634e+00 1.832101e-03
2.628987e+00 4.000000e+01 7.000000e+02 3.603750e+02 2.627992e+00 3.786521e-04
5.557013e+01 -3.552714e-15 1.000000e+03 1.763750e+02 5.557011e+01 4.295912e-07
8.546845e-01 7.000000e+01 3.000000e+02 2.187500e+01 8.870880e-01 3.791283e-02
3.096084e+00 4.000000e+01 3.000000e+02 2.608750e+02 3.095320e+00 2.466551e-04
6.404303e+00 2.000000e+01 4.000000e+02 3.753750e+02 6.403417e+00 1.382000e-04
7.158381e+01 -3.552714e-15 8.000000e+02 9.937500e+01 7.158686e+01 4.260417e-05
8.179888e+00 2.000000e+01 3.000000e+02 4.037500e+01 8.168947e+00 1.337494e-03
7.009060e+00 2.000000e+01 5.000000e+02 1.953750e+02 7.009247e+00 2.672059e-05
1.078448e+00 7.000000e+01 3.000000e+02 4.778750e+02 1.086374e+00 7.349489e-03
8.498895e+00 2.000000e+01 3.000000e+02 2.268750e+02 8.513133e+00 1.675256e-03
1.560088e+01 1.000000e+01 3.000000e+02 1.568750e+02 1.558449e+01 1.050280e-03
8.832577e+01 -3.552714e-15 4.000000e+02 2.487500e+01 8.824917e+01 8.673566e-04
1.588156e+01 1.000000e+01 3.000000e+02 6.837500e+01 1.586966e+01 7.491304e-04
1.564239e+01 1.000000e+01 3.000000e+02 1.613750e+02 1.562885e+01 8.650005e-04
5.556036e+01 -3.552714e-15 1.000000e+03 1.758750e+02 5.556033e+01 5.594894e-07
1.097956e+00 6.000000e+01 3.000000e+02 3.283750e+02 1.095978e+00 1.801368e-03
1.750566e+00 5.000000e+01 3.000000e+02 1.988750e+02 1.756793e+00 3.557030e-03
5.125838e+00 2.000000e+01 1.000000e+03 1.053750e+02 5.128277e+00 4.758604e-04
7.213779e+00 2.000000e+01 5.000000e+02 9.287500e+01 7.211008e+00 3.841945e-04
2.453193e+02 -3.552714e-15 3.000000e+02 2.553750e+02 2.453195e+02 9.021534e-07
6.561410e+01 -3.552714e-15 7.000000e+02 3.537500e+01 6.559415e+01 3.040971e-04
1.231113e+00 6.000000e+01 3.000000e+02 1.108750e+02 1.226831e+00 3.478152e-03
5.940781e+01 -3.552714e-15 1.000000e+03 4.093750e+02 5.940491e+01 4.897742e-05
8.090435e+00 2.000000e+01 3.000000e+02 1.103750e+02 8.073729e+00 2.064868e-03
9.237207e+01 -3.552714e-15 7.000000e+02 4.138750e+02 9.237074e+01 1.440704e-05
3.305378e+00 4.000000e+01 5.000000e+02 3.713750e+02 3.305526e+00 4.463425e-05
9.377310e+01 -3.552714e-15 7.000000e+02 4.443750e+02 9.377327e+01 1.770301e-06
2.761544e+00 4.000000e+01 8.000000e+02 3.373750e+02 2.762394e+00 3.077272e-04
1.580572e+01 1.000000e+01 3.000000e+02 6.137500e+01 1.581900e+01 8.405260e-04
5.247015e+00 2.000000e+01 1.000000e+03 1.428750e+02 5.247287e+00 5.175348e-05
5.868135e+00 2.000000e+01 9.000000e+02 2.387500e+01 5.871214e+00 5.247723e-04
4.649888e+00 3.000000e+01 3.000000e+02 4.318750e+02 4.656995e+00 1.528310e-03
3.045330e+00 4.000000e+01 6.000000e+02 2.983750e+02 3.044624e+00 2.318698e-04
2.937197e+00 4.000000e+01 4.000000e+02 4.587500e+01 2.922018e+00 5.167884e-03
7.884026e+01 -3.552714e-15 7.000000e+02 1.518750e+02 7.884102e+01 9.605316e-06
1.128305e+00 7.000000e+01 3.000000e+02 2.808750e+02 1.126456e+00 1.638652e-03
4.696105e+00 3.000000e+01 3.000000e+02 4.873750e+02 4.691660e+00 9.466400e-04
8.557088e+00 2.000000e+01 3.000000e+02 2.298750e+02 8.560819e+00 4.359605e-04
5.020816e+00 2.000000e+01 7.000000e+02 4.443750e+02 5.021582e+00 1.525701e-04
9.379131e+01 -3.552714e-15 7.000000e+02 4.478750e+02 9.379086e+01 4.799904e-06
2.768591e+00 4.000000e+01 8.000000e+02 2.723750e+02 2.768055e+00 1.936007e-04
1.234030e+00 6.000000e+01 3.000000e+02 4.823750e+02 1.236968e+00 2.380507e-03
1.207153e+02 -3.552714e-15 5.000000e+02 1.143750e+02 1.207139e+02 1.138385e-05
6.520326e+01 -3.552714e-15 9.000000e+02 3.588750e+02 6.520321e+01 7.310681e-07
6.057516e+00 2.000000e+01 1.000000e+03 3.418750e+02 6.056031e+00 2.451117e-04
1.161048e+00 6.000000e+01 3.000000e+02 2.773750e+02 1.161847e+00 6.882339e-04
5.707925e+00 2.000000e+01 4.000000e+02 4.438750e+02 5.708242e+00 5.553024e-05
2.810118e+00 4.000000e+01 5.000000e+02 1.543750e+02 2.810189e+00 2.524592e-05
4.720501e+00 3.000000e+01 3.000000e+02 4.463750e+02 4.720096e+00 8.567318e-05
9.106711e+01 -3.552714e-15 4.000000e+02 2.637500e+01 9.104716e+01 2.189980e-04
2.467845e+00 4.000000e+01 7.000000e+02 9.937500e+01 2.471655e+00 1.543999e-03
2.343936e+00 4.000000e+01 1.000000e+03 2.403750e+02 2.341022e+00 1.242889e-03
1.050544e+02 -3.552714e-15 6.000000e+02 4.288750e+02 1.050546e+02 2.753379e-06
2.790638e+00 4.000000e+01 5.000000e+02 1.138750e+02 2.786913e+00 1.334579e-03
3.008371e+00 4.000000e+01 5.000000e+02 2.903750e+02 3.011645e+00 1.088214e-03
1.648641e+01 1.000000e+01 3.000000e+02 2.373750e+02 1.649715e+01 6.516316e-04
1.976380e+02 -3.552714e-15 4.000000e+02 4.318750e+02 1.976386e+02 3.454157e-06
7.567438e+00 2.000000e+01 4.000000e+02 1.338750e+02 7.572317e+00 6.446427e-04
2.821411e+00 4.000000e+01 8.000000e+02 1.553750e+02 2.821706e+00 1.043868e-04
2.335389e+00 4.000000e+01 1.000000e+03 2.368750e+02 2.333064e+00 9.954019e-04
2.269846e+00 4.000000e+01 1.000000e+03 1.653750e+02 2.269855e+00 3.970349e-06
3.352376e+00 4.000000e+01 5.000000e+02 3.953750e+02 3.349530e+00 8.488963e-04
3.406167e+00 4.000000e+01 6.000000e+02 4.628750e+02 3.408004e+00 5.393995e-04
6.357061e+00 2.000000e+01 8.000000e+02 2.708750e+02 6.356647e+00 6.520882e-05
2.450054e+02 -3.552714e-15 3.000000e+02 2.458750e+02 2.450054e+02 6.367453e-08
2.959772e+00 4.000000e+01 3.000000e+02 1.643750e+02 2.992067e+00 1.091133e-02
2.502940e+00 4.000000e+01 1.000000e+03 2.837500e+01 2.488337e+00 5.834695e-03
7.983064e+01 -3.552714e-15 8.000000e+02 2.643750e+02 7.983023e+01 5.229717e-06
7.941713e+01 -3.552714e-15 7.000000e+02 1.788750e+02 7.941517e+01 2.464719e-05
5.135606e+00 2.000000e+01 7.000000e+02 4.708750e+02 5.135711e+00 2.055000e-05
2.494913e+00 4.000000e+01 1.000000e+03 3.337500e+01 2.500141e+00 2.095359e-03
2.577042e+02 -3.552714e-15 3.000000e+02 3.898750e+02 2.577035e+02 2.791573e-06
5.734755e+00 2.000000e+01 9.000000e+02 9.387500e+01 5.734583e+00 3.004487e-05
8.148168e+00 2.000000e+01 3.000000e+02 8.037500e+01 8.142751e+00 6.648252e-04
5.666768e+00 2.000000e+01 9.000000e+02 4.128750e+02 5.664862e+00 3.363833e-04
2.361850e+02 -3.552714e-15 3.000000e+02 1.933750e+02 2.361858e+02 3.425192e-06
7.403347e+00 2.000000e+01 5.000000e+02 3.508750e+02 7.401941e+00 1.899511e-04
5.908864e+00 2.000000e+01 9.000000e+02 1.593750e+02 5.909449e+00 9.907297e-05
7.950194e+00 2.000000e+01 3.000000e+02 3.273750e+02 7.951469e+00 1.603985e-04
5.123217e+00 2.000000e+01 7.000000e+02 4.558750e+02 5.123980e+00 1.487708e-04
6.847952e+00 2.000000e+01 6.000000e+02 2.637500e+01 6.837333e+00 1.550748e-03
2.831405e+00 4.000000e+01 5.000000e+02 1.633750e+02 2.835649e+00 1.498838e-03
1.624369e+01 1.000000e+01 3.000000e+02 2.888750e+02 1.624570e+01 1.238281e-04
2.372248e+00 4.000000e+01 1.000000e+03 3.993750e+02 2.373866e+00 6.820574e-04
2.488946e+00 4.000000e+01 1.000000e+03 4.748750e+02 2.489309e+00 1.461139e-04
6.283890e+00 2.000000e+01 6.000000e+02 2.418750e+02 6.284009e+00 1.896815e-05
2.521770e+02 -3.552714e-15 3.000000e+02 3.228750e+02 2.521759e+02 4.233770e-06
1.050615e+02 -3.552714e-15 6.000000e+02 4.253750e+02 1.050605e+02 9.302059e-06
7.032447e+00 2.000000e+01 5.000000e+02 2.003750e+02 7.031724e+00 1.029354e-04
5.999922e+00 2.000000e+01 7.000000e+02 3.875000e+00 5.988827e+00 1.849150e-03
5.538879e+01 -3.552714e-15 1.000000e+03 1.653750e+02 5.538874e+01 8.761955e-07
7.854067e+01 -3.552714e-15 8.000000e+02 4.568750e+02 7.853991e+01 9.571452e-06
4.972387e+00 3.000000e+01 3.000000e+02 2.118750e+02 4.953972e+00 3.703512e-03
5.780817e+00 2.000000e+01 9.000000e+02 4.548750e+02 5.781944e+00 1.949397e-04
2.409719e+00 4.000000e+01 1.000000e+03 4.458750e+02 2.407187e+00 1.050908e-03
2.538537e+00 4.000000e+01 7.000000e+02 1.728750e+02 2.540018e+00 5.834897e-04
6.062887e+00 2.000000e+01 7.000000e+02 2.018750e+02 6.065383e+00 4.116924e-04
5.960871e+01 -3.552714e-15 1.000000e+03 4.738750e+02 5.960428e+01 7.422287e-05
6.897157e+00 2.000000e+01 5.000000e+02 2.133750e+02 6.900630e+00 5.035484e-04
1.043219e+02 -3.552714e-15 6.000000e+02 4.538750e+02 1.043221e+02 1.249762e-06
2.490484e+02 -3.552714e-15 3.000000e+02 2.973750e+02 2.490484e+02 2.531601e-08
2.995669e+00 4.000000e+01 5.000000e+02 2.058750e+02 2.997388e+00 5.736657e-04
1.089183e+00 7.000000e+01 3.000000e+02 4.803750e+02 1.090562e+00 1.265940e-03
2.696101e+02 -3.552714e-15 3.000000e+02 4.873750e+02 2.696100e+02 3.435115e-07
7.099635e+01 -3.552714e-15 8.000000e+02 9.387500e+01 7.099474e+01 2.270900e-05
6.371780e+00 2.000000e+01 8.000000e+02 3.173750e+02 6.371865e+00 1.341451e-05
6.492357e+01 -3.552714e-15 9.000000e+02 3.648750e+02 6.492358e+01 1.736552e-07
2.442790e+00 4.000000e+01 9.000000e+02 1.158750e+02 2.443433e+00 2.635541e-04
5.710348e+00 2.000000e+01 9.000000e+02 3.828750e+02 5.706002e+00 7.610502e-04
2.426434e+00 4.000000e+01 7.000000e+02 9.087500e+01 2.419274e+00 2.950781e-03
8.341416e+00 2.000000e+01 3.000000e+02 1.268750e+02 8.365355e+00 2.869966e-03
6.442718e+00 2.000000e+01 6.000000e+02 3.808750e+02 6.444194e+00 2.290790e-04
7.043212e+00 2.000000e+01 5.000000e+02 1.938750e+02 7.044761e+00 2.199364e-04
2.740393e+00 4.000000e+01 9.000000e+02 4.128750e+02 2.739643e+00 2.739727e-04
7.197879e+00 2.000000e+01 5.000000e+02 1.078750e+02 7.189733e+00 1.131764e-03
2.047781e+02 -3.552714e-15 3.000000e+02 1.073750e+02 2.047743e+02 1.864317e-05
