Name T I01mean I01sd erI01 n1mean n1sd ern1 Rsh1mean Rsh1sd erRsh1 I02mean I02sd erI02 n2mean n2sd ern2 Rsh2mean Rsh2sd erRsh2 Rsmean Rssd erRs Iphmean Iphsd erIph rmsremean rmsresd 
TLBO 330 1.620282077E-05 4.337900665E-06 8.018805102E-02 5.089917132E+00 2.531106354E-01 1.410236460E-02 6.210546500E+04 2.092743359E+05 5.210546500E+00 3.957094409E-04 8.239709952E-06 4.149406366E-03 2.567965711E+00 2.296957142E-01 2.099841519E-02 6.941328173E+02 3.143807826E+01 1.038415152E-02 7.651143232E+01 1.341786429E+01 4.360709597E-02 1.029263689E-03 2.588322744E-06 7.148647630E-04 9.950780404E-02 1.536983960E-05
TLBO 340 1.538380394E-05 2.687288331E-06 2.558692953E-02 4.892798440E+00 1.572375703E-01 4.369199823E-03 1.257038937E+04 1.844035611E+04 2.570389372E-01 6.153853297E-04 1.165169082E-04 3.289823556E-02 2.642187474E+00 9.778349952E-01 6.945683485E-02 6.404229073E+02 9.978516113E+02 2.975378265E-01 8.707056967E+01 1.749711123E+01 3.254922589E-02 1.039803192E-03 1.613841774E-06 1.892383673E-04 9.950452017E-02 4.149759718E-06
TLBO 350 1.567302147E-05 3.250429166E-06 4.486809785E-02 4.762337881E+00 2.515940204E-01 6.341523314E-03 1.084407275E+04 2.688103753E+03 8.440727460E-02 1.035959375E-03 3.743431578E-04 1.776043360E-01 3.206170135E+00 1.956422327E+00 3.201877022E-01 3.320550371E+03 9.485783052E+03 8.188957077E+00 9.262850661E+01 2.735699117E+01 7.371493393E-02 1.049864783E-03 3.856596088E-06 1.287783940E-04 9.950921901E-02 2.348524950E-05
GOTLBO 260 1.383426341E-04 2.622868577E-04 8.222842271E+00 1.006111575E+01 8.165999296E+00 5.793436447E-01 4.980930641E+04 1.341613359E+05 3.980930641E+00 1.179194933E-05 9.124500648E-06 3.159168016E-01 3.117513189E+00 1.714128804E+00 6.651766998E-02 1.736649808E+04 9.850013233E+03 2.251223914E-01 1.167591361E+02 1.619994518E+02 1.067591361E+01 1.625794524E-02 2.769552706E-02 1.593535962E+01 4.771761359E-01 2.656551672E-01
GOTLBO 270 2.212969491E-04 3.297939575E-04 1.375312994E+01 1.023267411E+01 7.750642164E+00 6.680537883E-01 5.829291841E+04 1.717525297E+05 4.829291841E+00 2.634296162E-05 2.146806357E-05 5.184337237E-01 3.187037306E+00 2.494722170E+00 1.175325616E-01 1.506449457E+04 1.314662082E+04 8.028145693E-01 1.829955639E+02 2.045252588E+02 8.149778193E+00 1.796079521E-02 2.517044630E-02 1.751628373E+01 5.371305386E-01 2.564337671E-01
GOTLBO 280 1.330143501E-04 2.773595376E-04 7.867623338E+00 9.910982410E+00 7.837037561E+00 6.754515765E-01 1.757965825E+04 5.051548493E+04 7.579658251E-01 6.130966102E-05 3.908461216E-05 9.135607519E-01 4.422508929E+00 3.182701089E+00 5.875673078E-01 1.284088303E+04 1.307974983E+04 1.510300458E+00 1.399065020E+02 1.772216496E+02 3.663550066E+00 1.961624953E-02 2.832193221E-02 1.901658116E+01 7.083226364E-01 2.649953662E-01
GOTLBO 290 1.662510120E-04 2.690626522E-04 1.008340080E+01 1.093866238E+01 8.932961337E+00 9.152230498E-01 1.302153985E+04 3.445216323E+04 3.021539846E-01 1.264309678E-04 8.218151262E-05 1.229064056E+00 5.705962530E+00 4.620933310E+00 1.094593840E+00 1.156783472E+04 1.386549207E+04 2.571233878E+00 1.219930654E+02 1.784541482E+02 2.049826636E+00 1.804668483E-02 2.609077320E-02 1.722897457E+01 7.974206099E-01 2.699930124E-01
GOTLBO 300 2.031771386E-04 2.836818101E-04 1.254514258E+01 1.127201245E+01 6.763135483E+00 1.041643256E+00 3.113529419E+04 1.026046427E+05 2.113529419E+00 2.202407036E-04 1.507414968E-04 1.278550733E+00 5.420386335E+00 5.710320883E+00 1.032644875E+00 9.198913490E+03 1.266591746E+04 3.350199041E+00 1.621615586E+02 1.937592690E+02 2.243231172E+00 1.679842087E-02 2.670722473E-02 1.579842087E+01 8.098073131E-01 2.253694683E-01
GOTLBO 310 1.274364389E-04 2.487146373E-04 7.495762595E+00 1.076878062E+01 8.378630483E+00 1.015511904E+00 4.323458849E+04 1.698782740E+05 3.323458849E+00 4.763344811E-04 2.867648448E-04 1.992961743E+00 1.030701237E+01 7.880972714E+00 2.944659057E+00 5.241973558E+03 6.547362110E+03 2.694239067E+00 8.920253445E+01 1.401316183E+02 4.867089076E-01 1.165862782E-02 2.460656386E-02 1.054319586E+01 7.651224716E-01 3.381183602E-01
GOTLBO 320 1.330139414E-04 2.049135306E-04 7.867596096E+00 1.117196192E+01 8.485346397E+00 1.158423044E+00 9.614394568E+04 1.993322120E+05 8.614394568E+00 4.866479466E-04 1.432435985E-03 9.158778525E-01 1.130305702E+01 8.324146348E+00 3.410949080E+00 2.343335692E+03 5.504499209E+03 1.400455487E+00 7.615481946E+01 1.307638685E+02 8.792599230E-02 1.977086452E-03 1.413060493E-03 9.383200505E-01 7.312742208E-01 3.094619038E-01
GOTLBO 330 9.372568834E-05 1.769690094E-04 5.248379223E+00 7.104710585E+00 5.587951818E+00 4.155247751E-01 6.702230448E+04 1.690998004E+05 5.702230448E+00 5.293257726E-04 8.203836711E-04 3.432132404E-01 1.077079448E+01 9.116262638E+00 3.282364070E+00 3.569474955E+03 8.859321392E+03 4.195750487E+00 4.725977422E+01 7.572037896E+01 4.092528222E-01 1.150254023E-03 1.353934882E-04 1.167514783E-01 4.604789516E-01 2.910118857E-01
GOTLBO 340 7.052908624E-05 1.205104847E-04 3.701939083E+00 6.291155017E+00 4.332856410E+00 2.914168462E-01 6.248388947E+04 1.669307894E+05 5.248388947E+00 1.214238812E-03 2.152180609E-03 1.038048464E+00 1.058485350E+01 7.879512507E+00 3.284345464E+00 1.635385474E+03 4.688052791E+03 2.313395710E+00 5.381587247E+01 8.009304426E+01 4.020458614E-01 1.147694983E-03 1.497920540E-04 1.035528679E-01 4.183505038E-01 2.638001788E-01
GOTLBO 350 8.541542540E-05 1.205623959E-04 4.694361693E+00 6.754831917E+00 4.046327523E+00 4.273804194E-01 7.623908889E+04 2.037343832E+05 6.623908889E+00 9.601015533E-04 1.920088869E-03 9.137460313E-02 1.301002154E+01 9.043851999E+00 4.357067690E+00 8.508392041E+02 2.687402100E+03 1.354526826E+00 3.610713366E+01 5.879079449E+01 6.389286634E-01 1.124421001E-03 1.021633197E-04 7.087714349E-02 3.835673645E-01 2.632643142E-01
STLBO 260 1.497954717E-05 1.448426794E-07 1.363522235E-03 6.368536608E+00 1.339060041E-02 2.989659021E-04 9.975364323E+03 1.897413246E+02 2.463567700E-03 8.960982725E-06 1.762529741E-10 3.527765022E-06 2.923059481E+00 1.031604346E-04 5.967167698E-06 1.417528825E+04 1.407743577E-01 2.017757573E-06 1.003391724E+01 2.243152106E-01 3.391724059E-03 9.600391240E-04 3.093870544E-07 4.075421569E-05 9.950371930E-02 1.680336102E-09
STLBO 270 1.500413527E-05 7.117005316E-14 2.756848627E-04 6.134852441E+00 6.302256088E-09 5.763355202E-05 1.000716100E+04 9.658685006E-05 7.160999020E-04 1.734877350E-05 1.026553612E-20 4.265431281E-08 2.851853899E+00 4.485081168E-16 7.177792210E-07 8.356098103E+03 9.185446232E-12 5.528896728E-08 1.999472493E+01 1.224431040E-07 2.637533039E-04 9.699890910E-04 1.293422421E-13 1.124635537E-05 9.950371913E-02 0.000000000E+00
STLBO 280 1.500504460E-05 6.793133787E-14 3.363068889E-04 5.915842014E+00 5.717945546E-09 7.309256947E-05 1.000563530E+04 8.357032977E-05 5.635300000E-04 3.203960867E-05 4.284031757E-15 1.249943391E-06 2.785724670E+00 1.960392280E-10 3.727575665E-06 5.115284681E+03 2.376354908E-07 1.436274260E-06 2.999046099E+01 1.243335173E-07 3.179669412E-04 9.799936647E-04 1.138626724E-13 6.464597840E-06 9.950371916E-02 0.000000000E+00
STLBO 290 1.500069860E-05 4.683471136E-14 4.657300654E-05 5.711485643E+00 3.893382948E-09 9.742561985E-06 1.000118814E+04 5.261178576E-05 1.188140000E-04 5.671932772E-05 4.401427208E-15 3.711707746E-07 2.724138549E+00 3.475404059E-10 2.269111446E-07 3.239171836E+03 3.214906181E-12 4.732693416E-07 3.999906159E+01 1.002694410E-07 2.346025490E-05 9.899980950E-04 6.727181031E-14 1.924220637E-06 9.950371917E-02 0.000000000E+00
STLBO 300 1.500474255E-05 3.800412780E-14 3.161701830E-04 5.521425607E+00 3.019673964E-09 6.821313111E-05 1.000565320E+04 3.803507141E-05 5.653196667E-04 9.665837317E-05 5.276657416E-15 1.377529819E-06 2.666687881E+00 5.017616442E-10 7.955360294E-06 2.114603511E+03 1.837089246E-12 3.551978722E-06 4.999064578E+01 9.574353049E-08 1.870844353E-04 9.999928235E-04 5.025418992E-14 7.176454903E-06 9.950371926E-02 1.401587865E-17
STLBO 310 1.500784845E-05 3.224659893E-14 5.232300261E-04 5.343554789E+00 2.579253494E-09 1.130732042E-04 1.000887818E+04 2.972949951E-05 8.878180392E-04 1.591513813E-04 0.000000000E+00 1.019154426E-06 2.612948957E+00 6.006532889E-10 1.750191261E-05 1.418968470E+03 3.003266530E-07 6.714712935E-06 5.998400466E+01 9.209372923E-08 2.665889248E-04 1.009989418E-03 8.759924156E-19 1.047722772E-05 9.950371923E-02 1.401587865E-17
STLBO 320 1.470694253E-05 2.100557267E-06 1.953716439E-02 5.662809353E+00 3.476045735E+00 9.405476701E-02 9.813583117E+03 1.337857864E+03 1.864168826E-02 2.490279690E-04 3.556829406E-05 1.960508868E-02 3.100510076E+00 3.842001508E+00 2.099551516E-01 9.586968745E+02 1.250653077E+02 1.793448498E-02 6.904158063E+01 6.823863531E+00 1.369170525E-02 1.027521734E-03 5.372305665E-05 7.374248654E-03 1.173044774E-01 1.271228303E-01
STLBO 330 1.499774383E-05 2.264993611E-14 1.504112680E-04 5.018969415E+00 1.700519093E-09 3.308113666E-05 9.998080867E+03 1.953735477E-05 1.919133176E-04 3.940744182E-04 5.401524166E-14 3.846244249E-07 2.515095426E+00 1.058670955E-09 2.230036782E-05 6.869929476E+02 1.624324837E-07 8.688314642E-06 8.000634942E+01 7.701082159E-08 7.936779167E-05 1.030002026E-03 8.759924156E-19 1.966990291E-06 9.950371965E-02 4.204763595E-17
STLBO 340 1.499762663E-05 2.360126277E-14 1.582243791E-04 4.871346004E+00 1.587450649E-09 3.444904522E-05 9.997747168E+03 1.954923393E-05 2.252831784E-04 5.957859586E-04 1.840076696E-13 1.520534563E-06 2.470501827E+00 2.306172439E-09 3.497481746E-05 4.935615617E+02 2.922260749E-07 1.266559773E-05 9.000666853E+01 9.859045783E-08 7.409475599E-05 1.040002350E-03 4.379962078E-19 2.259615385E-06 9.950372142E-02 2.803175730E-17
STLBO 350 1.500319064E-05 2.227809980E-14 2.127095948E-04 4.732543960E+00 1.635153183E-09 4.569549944E-05 1.000363772E+04 2.008413672E-05 3.637722549E-04 8.797184174E-04 1.167803374E-12 8.179963687E-07 2.428739277E+00 6.680847672E-09 6.911377738E-05 3.613735240E+02 8.415438660E-07 2.873914773E-05 9.999148045E+01 1.401976189E-07 8.519550784E-05 1.049995774E-03 2.376354094E-13 4.024817927E-06 9.950371968E-02 4.204763595E-17
PSO 260 4.965454208E-04 4.917364381E-04 3.210302805E+01 1.912644957E+01 1.258579928E+01 2.002374421E+00 4.502936140E+05 5.014873132E+05 4.402936140E+01 6.730829052E-06 7.616506790E-06 2.488764330E-01 3.114620863E+00 5.715566700E+00 6.552818995E-02 1.443638190E+04 9.275662102E+03 1.841687602E-02 2.738955393E+02 2.510766670E+02 2.638955393E+01 4.283237527E-02 3.948645144E-02 4.361705757E+01 3.721439162E-01 2.227450510E-01
PSO 270 5.421208480E-04 4.730263805E-04 3.514138987E+01 1.730600307E+01 1.251125077E+01 1.821094825E+00 4.040419980E+05 4.906272352E+05 3.940419980E+01 2.215538696E-04 1.398324651E-03 1.177057880E+01 1.817354655E+00 1.846700783E+00 3.627457703E-01 1.159060057E+04 1.429938213E+04 3.870829510E-01 3.665247397E+02 2.485363802E+02 1.732623699E+01 5.550906283E-02 4.037591945E-02 5.622583797E+01 4.575773115E-01 1.566220174E-01
PSO 280 4.905800306E-04 4.725484742E-04 3.170533537E+01 1.766131787E+01 1.220300495E+01 1.985645787E+00 4.910856095E+05 5.039580268E+05 4.810856095E+01 4.205963522E-05 7.409766350E-05 3.127403718E-01 2.292124537E+00 4.491775223E+00 1.771860636E-01 9.419575885E+03 1.499058166E+04 8.414594694E-01 2.847191592E+02 2.640100877E+02 8.490638641E+00 3.412566311E-02 3.859890013E-02 3.382210522E+01 4.345372202E-01 2.109495897E-01
PSO 290 5.516864577E-04 4.752064260E-04 3.577909718E+01 1.672564373E+01 1.186950107E+01 1.928451146E+00 3.703266031E+05 4.851986607E+05 3.603266031E+01 1.202686544E-04 1.727846331E-04 1.120418274E+00 2.718246699E+00 6.044772990E+00 2.162604093E-03 9.839645254E+03 1.750854393E+04 2.037705441E+00 3.169963838E+02 2.611331218E+02 6.924909594E+00 4.332327286E-02 3.895627697E-02 4.276088168E+01 5.355180269E-01 2.636057024E-01
PSO 300 4.998408750E-04 4.856769365E-04 3.232272500E+01 1.655827713E+01 1.289352742E+01 1.999117946E+00 5.861746517E+05 4.949432687E+05 5.761746517E+01 1.335407337E-04 1.330732881E-04 3.815763005E-01 3.669791699E+00 8.007451870E+00 3.761718869E-01 1.001548995E+04 1.869781606E+04 3.736360967E+00 2.631000467E+02 2.559705068E+02 4.262000935E+00 3.705500284E-02 4.245421249E-02 3.605500284E+01 6.669222179E-01 2.291161689E-01
PSO 310 3.588166085E-04 4.500343273E-04 2.292110723E+01 1.304526592E+01 1.192600087E+01 1.441584583E+00 4.696167798E+05 4.993831029E+05 4.596167798E+01 4.519956000E-04 1.393816841E-03 1.840032777E+00 6.619306499E+00 1.114886809E+01 1.533314833E+00 5.845569701E+03 1.472412007E+04 3.119618636E+00 2.971356048E+02 2.616426755E+02 3.952260081E+00 4.170001540E-02 4.066144976E-02 4.028714396E+01 6.900103615E-01 3.523749801E-01
PSO 320 4.285725632E-04 4.759910112E-04 2.757150421E+01 1.305141181E+01 1.182024494E+01 1.521532762E+00 4.719164298E+05 5.026108255E+05 4.619164298E+01 9.600422944E-04 2.696502174E-03 2.779577788E+00 1.613763296E+01 1.436586382E+01 5.297612861E+00 7.211069321E+03 1.723949760E+04 6.386842175E+00 1.666218052E+02 2.313688162E+02 1.380311503E+00 3.068209159E-02 4.121683718E-02 2.908048195E+01 6.928800763E-01 4.051188403E-01
PSO 330 4.601273076E-04 4.955392168E-04 2.967515384E+01 1.702577959E+01 1.313144063E+01 2.392173760E+00 5.695383839E+05 4.991422653E+05 5.595383839E+01 1.513888967E-03 2.973629032E-03 2.841633660E+00 1.517097443E+01 1.433947465E+01 5.031833207E+00 1.003301892E+04 1.993598281E+04 1.360412627E+01 9.784575912E+01 1.642764029E+02 2.230719890E-01 1.057874313E-02 2.220180282E-02 9.270624400E+00 6.215802270E-01 4.474944793E-01
PSO 340 2.216540182E-04 4.127095662E-04 1.377693455E+01 7.605389472E+00 1.002431042E+01 5.611963239E-01 6.085214125E+05 4.922375375E+05 5.985214125E+01 2.637182082E-03 4.193537493E-03 3.426398531E+00 1.833906397E+01 1.414260723E+01 6.422954464E+00 8.994477062E+03 1.917230685E+04 1.722338659E+01 1.200090749E+02 1.473687265E+02 3.334341655E-01 8.555642347E-03 2.370141119E-02 7.226579180E+00 3.697850747E-01 4.720229495E-01
PSO 350 7.256751059E-05 2.415598604E-04 3.837834039E+00 5.025385638E+00 6.458783418E+00 6.192680253E-02 5.110247602E+05 5.036257956E+05 5.010247602E+01 3.334434472E-03 4.302175455E-03 2.790346017E+00 1.951085518E+01 1.290489567E+01 7.033881543E+00 1.394917376E+04 2.242230287E+04 3.760154031E+01 1.458211302E+02 1.405443379E+02 4.582113023E-01 1.283029685E-02 2.673006974E-02 1.121933034E+01 4.383733255E-01 6.334588322E-01
IJAYA 260 9.423492718E-06 9.970786450E-06 3.717671521E-01 5.290242464E+00 1.378765650E+00 1.695641893E-01 4.564086089E+04 1.502090570E+05 3.564086089E+00 8.854159592E-06 6.348784389E-07 1.192440291E-02 2.898927908E+00 1.405769172E-01 8.261505071E-03 1.410091729E+04 3.508963552E+02 5.248529124E-03 2.951652041E+01 3.184462599E+01 1.951652041E+00 1.030309782E-03 6.876192924E-05 7.323935587E-02 1.036020724E-01 1.399706361E-02
IJAYA 270 1.344356579E-05 1.270468002E-05 1.037622809E-01 5.568619541E+00 1.415152013E+00 9.224540705E-02 7.060227785E+04 1.750907514E+05 6.060227785E+00 1.726204723E-05 8.149306663E-07 4.998943086E-03 2.854742119E+00 1.310497044E-01 1.013470350E-03 8.332569057E+03 1.786794755E+02 2.815738271E-03 2.571408724E+01 3.228004906E+01 2.857043621E-01 1.015476537E-03 9.141659962E-05 4.688302825E-02 1.047045483E-01 2.349253200E-02
IJAYA 280 1.192770829E-05 8.874448992E-06 2.048194474E-01 5.458789796E+00 9.193058801E-01 7.719158493E-02 1.634192518E+04 3.714163759E+04 6.341925179E-01 3.239945378E-05 9.635241483E-07 1.123252216E-02 2.844900982E+00 1.178151599E-01 2.124650635E-02 5.155400336E+03 8.078062912E+01 7.843758943E-03 2.645327874E+01 2.357871040E+01 1.182240419E-01 1.005383754E-03 2.823174649E-05 2.590179002E-02 1.006806456E-01 2.177045901E-03
IJAYA 290 1.532564711E-05 1.081216386E-05 2.170980751E-02 5.572171481E+00 9.614952777E-01 2.438242582E-02 6.451408202E+04 1.752527677E+05 5.451408202E+00 5.785510273E-05 3.240307429E-06 2.002485798E-02 2.848975387E+00 1.702188249E-01 4.582640788E-02 3.295600174E+03 1.135695759E+02 1.742108794E-02 2.543225824E+01 2.698278937E+01 3.641935441E-01 1.006244668E-03 2.237600379E-05 1.640875570E-02 1.022389133E-01 5.778431189E-03
IJAYA 300 1.395828485E-05 1.092283361E-05 6.944767696E-02 5.162148164E+00 1.126426451E+00 6.500591375E-02 3.401665122E+04 1.023144946E+05 2.401665122E+00 9.901855570E-05 1.225297552E-05 2.441918741E-02 2.823019298E+00 4.638330889E-01 5.863223670E-02 2.174710948E+03 1.696457814E+02 2.842857358E-02 4.116324748E+01 4.288233687E+01 1.767350504E-01 1.021051721E-03 3.553459470E-05 2.105172119E-02 1.072851080E-01 3.849836116E-02
IJAYA 310 1.724935746E-05 1.999541504E-05 1.499571640E-01 5.151344615E+00 1.469469751E+00 3.586146350E-02 5.282386492E+04 1.581786732E+05 4.282386492E+00 1.763557766E-04 3.237269419E-05 1.080996939E-01 3.135959074E+00 8.902827323E-01 2.001818678E-01 1.602373267E+03 3.224902834E+02 1.292597827E-01 3.659693451E+01 6.220894909E+01 3.900510915E-01 1.037681133E-03 7.018281583E-05 2.740706205E-02 1.152067808E-01 5.846089517E-02
IJAYA 320 3.911284438E-05 8.747533960E-05 1.607522958E+00 5.610851003E+00 4.060951862E+00 8.401641378E-02 4.686652248E+04 1.499837910E+05 3.686652248E+00 3.904091002E-04 2.474056651E-04 5.369964134E-01 6.294272445E+00 5.685298151E+00 1.456301442E+00 2.014575068E+03 2.382757023E+03 1.063681184E+00 3.982254259E+01 7.247541354E+01 4.311065345E-01 1.138482973E-03 2.186555172E-04 1.161597774E-01 3.186741795E-01 2.869617069E-01
IJAYA 330 1.381334379E-05 1.322421315E-05 7.911041373E-02 4.489006144E+00 1.292832790E+00 1.056216385E-01 5.047081553E+04 1.353678880E+05 4.047081553E+00 5.762249540E-04 2.066841244E-04 4.622242629E-01 5.162287760E+00 2.569851992E+00 1.052475857E+00 2.290827343E+03 5.493327950E+03 2.334542876E+00 3.793023088E+01 5.920727888E+01 5.258721139E-01 1.050432395E-03 3.469024372E-05 1.983727683E-02 1.073118711E-01 1.199466490E-02
IJAYA 340 1.540494357E-05 1.205340050E-05 2.699623817E-02 4.636406448E+00 1.017487108E+00 4.826166641E-02 5.413002458E+04 1.202236105E+05 4.413002458E+00 8.562758452E-04 2.731966533E-04 4.372227724E-01 5.612858702E+00 2.510975585E+00 1.271871380E+00 1.570113516E+03 2.814449920E+03 2.181150541E+00 3.834160334E+01 4.947030560E+01 5.739821851E-01 1.050758609E-03 2.192464840E-05 1.034481589E-02 1.065005124E-01 1.328393084E-02
IJAYA 350 1.438593706E-05 1.058760991E-05 4.093752958E-02 4.462627734E+00 9.280479348E-01 5.699097702E-02 3.486805043E+04 1.241847112E+05 2.486805043E+00 1.308288050E-03 5.396187440E-04 4.871680462E-01 7.821326025E+00 4.340774415E+00 2.220546010E+00 1.911000770E+03 5.559867199E+03 4.288311301E+00 3.774662668E+01 5.833882901E+01 6.225337332E-01 1.061937892E-03 2.296650172E-05 1.136942069E-02 1.055216469E-01 8.179136162E-03
ISCA 260 2.143978906E-04 2.856232396E-04 1.329319271E+01 1.132569064E+01 7.270196252E+00 7.778502875E-01 4.958724502E+04 1.373583977E+05 3.958724502E+00 1.323133849E-05 1.049563063E-05 4.765447291E-01 4.097828808E+00 2.020138796E+00 4.018888029E-01 1.711514872E+04 1.029173662E+04 2.073909107E-01 4.730980437E+01 9.736334375E+01 3.730980437E+00 1.381667126E-02 2.069941381E-02 1.339236589E+01 8.180853967E-01 3.511039628E-01
ISCA 270 2.285424950E-04 2.945283693E-04 1.423616634E+01 8.846774516E+00 5.732574127E+00 4.421348308E-01 5.206107516E+04 1.379750032E+05 4.206107516E+00 3.692707141E-05 2.357176376E-05 1.128512023E+00 5.467023486E+00 2.674737314E+00 9.170082352E-01 1.509165847E+04 1.144910120E+04 8.060653568E-01 6.690384079E+01 1.032870256E+02 2.345192039E+00 1.610263227E-02 2.057830043E-02 1.560065183E+01 7.968174579E-01 3.651237880E-01
ISCA 280 1.837661922E-04 2.512643230E-04 1.125107948E+01 9.866471270E+00 6.521442792E+00 6.679269682E-01 4.699246163E+04 9.886651705E+04 3.699246163E+00 7.036463469E-05 5.300478149E-05 1.196179216E+00 6.073747561E+00 3.613338182E+00 1.180319637E+00 1.259424948E+04 1.153037773E+04 1.462085369E+00 5.422154414E+01 9.580710408E+01 8.073848047E-01 1.478659416E-02 2.336922599E-02 1.408836139E+01 8.756636429E-01 3.683883833E-01
ISCA 290 1.883521865E-04 2.594651678E-04 1.155681243E+01 1.029242821E+01 6.078305182E+00 8.020755238E-01 5.064311928E+04 1.497932158E+05 4.064311928E+00 1.511685498E-04 1.041371764E-04 1.665204472E+00 7.414832575E+00 4.947140759E+00 1.721900565E+00 1.253880880E+04 1.271909734E+04 2.870993999E+00 5.276922435E+01 9.379270014E+01 3.192306088E-01 1.032132301E-02 1.707795566E-02 9.425578797E+00 9.019716974E-01 3.593801854E-01
ISCA 300 2.680707797E-04 3.000154318E-04 1.687138531E+01 8.263720483E+00 4.879003201E+00 4.967663726E-01 1.058017621E+05 2.288313920E+05 9.580176210E+00 2.986673126E-04 2.216053009E-04 2.089931211E+00 9.835889056E+00 7.242431299E+00 2.688458396E+00 1.192225672E+04 1.386563179E+04 4.638077778E+00 8.745303829E+01 1.379249697E+02 7.490607658E-01 1.634868126E-02 2.520948429E-02 1.534868126E+01 8.786958246E-01 2.943740158E-01
ISCA 310 2.243185739E-04 2.462349625E-04 1.395457160E+01 1.062602675E+01 6.612454073E+00 9.887937319E-01 7.243006266E+04 1.855967620E+05 6.243006266E+00 7.458961490E-04 5.422163832E-04 3.686703833E+00 1.611611385E+01 8.760319318E+00 5.167895423E+00 6.797801854E+03 1.068161201E+04 3.790696653E+00 7.357591456E+01 9.797283197E+01 2.262652427E-01 8.060808769E-03 1.596533445E-02 6.980998781E+00 9.535500179E-01 2.477943706E-01
ISCA 320 2.407251520E-04 3.219003536E-04 1.504834347E+01 1.140309037E+01 7.439176581E+00 1.203077059E+00 1.015726167E+05 2.018088031E+05 9.157261669E+00 8.052515440E-04 1.618672286E-03 2.170184134E+00 1.282559570E+01 7.663393584E+00 4.005110517E+00 2.555066201E+03 7.864672031E+03 1.617347017E+00 6.486749751E+01 1.036970717E+02 7.332146419E-02 4.681828966E-03 1.054588708E-02 3.590028398E+00 8.408875502E-01 2.422003368E-01
ISCA 330 2.262085197E-04 2.432242675E-04 1.408056798E+01 1.144637134E+01 6.561836194E+00 1.280546411E+00 5.948643478E+04 1.368560085E+05 4.948643478E+00 1.383304780E-03 2.323890145E-03 2.510264175E+00 1.336109449E+01 8.458902402E+00 4.312242386E+00 1.699697018E+03 4.508843003E+03 1.474089808E+00 5.829061772E+01 8.838654184E+01 2.713672784E-01 1.222796569E-03 1.234227374E-04 1.871811350E-01 6.395071400E-01 2.766469535E-01
ISCA 340 2.551777905E-04 2.285575096E-04 1.601185270E+01 1.167220579E+01 5.817171479E+00 1.396012044E+00 6.747379075E+04 1.818170682E+05 5.747379075E+00 1.707130466E-03 2.466640095E-03 1.865346249E+00 1.361177682E+01 8.858565544E+00 4.509528714E+00 1.133446328E+03 3.920614909E+03 1.296434853E+00 2.737458524E+01 5.340157292E+01 6.958379417E-01 1.192901511E-03 1.626528146E-04 1.470206836E-01 6.601332696E-01 2.628557620E-01
ISCA 350 1.501305837E-04 1.465243547E-04 9.008705580E+00 8.898067485E+00 4.207873091E+00 8.802728852E-01 1.055626001E+05 2.058147396E+05 9.556260009E+00 1.661804029E-03 2.576939403E-03 8.890196628E-01 1.268849906E+01 7.869322462E+00 4.224676083E+00 1.025623187E+03 2.846441581E+03 1.838206440E+00 1.854821240E+01 2.835668024E+01 8.145178760E-01 1.166417839E-03 1.027730947E-04 1.108741323E-01 6.407444276E-01 2.736693843E-01
NNA 260 6.973282725E-05 1.735189653E-04 3.648855150E+00 1.119597957E+01 1.029699722E+01 7.574888932E-01 3.536516350E+04 1.470894533E+05 2.536516350E+00 3.244481719E-05 8.291884755E-05 2.620663462E+00 6.991583557E+00 7.836048289E+00 1.391857533E+00 1.395645032E+04 1.434884631E+04 1.543997479E-02 1.209029560E+02 2.042516568E+02 1.109029560E+01 2.021076099E-02 2.293916405E-02 2.005287603E+01 7.630296316E-01 3.277471447E-01
NNA 270 1.331634181E-04 2.675108720E-04 7.877561209E+00 1.181913211E+01 8.740111256E+00 9.266662730E-01 1.343102505E+05 2.825480246E+05 1.243102505E+01 3.426529821E-05 7.363579257E-05 9.750848483E-01 7.993232865E+00 8.150388296E+00 1.802821914E+00 8.490745578E+03 1.255005051E+04 1.611373429E-02 1.344740969E+02 2.140043252E+02 5.723704843E+00 2.182383325E-02 2.786843494E-02 2.149879716E+01 6.456834309E-01 3.642323845E-01
NNA 280 8.788950416E-05 2.212585691E-04 4.859300277E+00 1.149899566E+01 1.015445721E+01 9.439052163E-01 2.673578040E+04 9.735706281E+04 1.673578040E+00 9.986237012E-05 1.790681942E-04 2.116845027E+00 9.768509125E+00 9.599931837E+00 2.506644301E+00 7.620417464E+03 1.232484521E+04 4.897369129E-01 8.558758672E+01 1.379353259E+02 1.852919557E+00 1.721907593E-02 2.053630272E-02 1.657048564E+01 6.431795765E-01 4.442179503E-01
NNA 290 8.206546755E-05 1.583615997E-04 4.471031170E+00 1.467459411E+01 9.203285486E+00 1.569337997E+00 2.399112581E+04 9.427687903E+04 1.399112581E+00 2.057951067E-04 4.204449469E-04 2.628307868E+00 1.198409374E+01 9.728845973E+00 3.399224284E+00 5.042936253E+03 1.165264863E+04 5.568604861E-01 8.929723021E+01 1.576030703E+02 1.232430755E+00 1.941267964E-02 2.555432093E-02 1.860876731E+01 5.960717879E-01 4.304736315E-01
