N_Fe N_B T n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+12 1.000e+15 300 1.212666634E+00 1.212906145E+00 1.205530192E+00 1.205539353E+00
4.642000E+12 1.000e+15 300 1.218695507E+00 1.218852235E+00 1.206964641E+00 1.206971562E+00
6.813000E+12 1.000e+15 300 1.210000515E+00 1.210085271E+00 1.208852670E+00 1.208857183E+00
1.000000E+13 1.000e+15 300 1.185260531E+00 1.185453722E+00 1.210081615E+00 1.210084582E+00
1.000000E+10 1.000e+15 305 1.151641710E+00 1.188776983E+00 1.095523964E+00 1.099594664E+00
1.468000E+10 1.000e+15 305 1.158794197E+00 1.267607247E+00 1.096842521E+00 1.099793948E+00
2.154000E+10 1.000e+15 305 1.179783656E+00 1.266943746E+00 1.097967514E+00 1.100087165E+00
3.162000E+10 1.000e+15 305 1.204809375E+00 1.288615739E+00 1.099003950E+00 1.100519063E+00
4.642000E+10 1.000e+15 305 1.210855626E+00 1.289453680E+00 1.100072439E+00 1.101156101E+00
6.813000E+10 1.000e+15 305 1.216716774E+00 1.290682992E+00 1.101317858E+00 1.102097426E+00
1.000000E+11 1.000e+15 305 1.242001264E+00 1.292485657E+00 1.102699752E+00 1.103018816E+00
1.468000E+11 1.000e+15 305 1.232014492E+00 1.295127565E+00 1.103776366E+00 1.104007545E+00
2.154000E+11 1.000e+15 305 1.266135458E+00 1.298992986E+00 1.105290348E+00 1.105460339E+00
3.162000E+11 1.000e+15 305 1.267909667E+00 1.294179035E+00 1.107456867E+00 1.107583883E+00
4.642000E+11 1.000e+15 305 1.256543551E+00 1.278723701E+00 1.113680060E+00 1.113868192E+00
6.813000E+11 1.000e+15 305 1.260618544E+00 1.263329923E+00 1.119620478E+00 1.119698824E+00
1.000000E+12 1.000e+15 305 1.252498479E+00 1.260020739E+00 1.131253706E+00 1.131337505E+00
1.468000E+12 1.000e+15 305 1.254697835E+00 1.249120424E+00 1.153582571E+00 1.153596036E+00
2.154000E+12 1.000e+15 305 1.243900050E+00 1.245244730E+00 1.171326056E+00 1.171435497E+00
3.162000E+12 1.000e+15 305 1.229726944E+00 1.230326777E+00 1.190687785E+00 1.190710177E+00
4.642000E+12 1.000e+15 305 1.219621603E+00 1.219958320E+00 1.205645869E+00 1.205655227E+00
6.813000E+12 1.000e+15 305 1.214300455E+00 1.214492192E+00 1.209132015E+00 1.209137992E+00
1.000000E+13 1.000e+15 305 1.183229189E+00 1.183767036E+00 1.212241556E+00 1.212245197E+00
1.000000E+10 1.000e+15 310 1.151235356E+00 1.179862891E+00 1.053441314E+00 1.055198218E+00
1.468000E+10 1.000e+15 310 1.165513516E+00 1.335086997E+00 1.054016408E+00 1.055293600E+00
2.154000E+10 1.000e+15 310 1.173168403E+00 1.333685753E+00 1.054514677E+00 1.055433745E+00
3.162000E+10 1.000e+15 310 1.211814473E+00 1.331660609E+00 1.054981704E+00 1.055639481E+00
4.642000E+10 1.000e+15 310 1.226465004E+00 1.328752404E+00 1.055472020E+00 1.055942598E+00
6.813000E+10 1.000e+15 310 1.236778210E+00 1.324618500E+00 1.056050517E+00 1.056388698E+00
1.000000E+11 1.000e+15 310 1.257423421E+00 1.318824762E+00 1.056800121E+00 1.061611331E+00
1.468000E+11 1.000e+15 310 1.260796894E+00 1.310867441E+00 1.061597981E+00 1.061640686E+00
2.154000E+11 1.000e+15 310 1.273341385E+00 1.300239670E+00 1.061705904E+00 1.065584110E+00
3.162000E+11 1.000e+15 310 1.264956125E+00 1.299336539E+00 1.065626905E+00 1.065648297E+00
4.642000E+11 1.000e+15 310 1.264651348E+00 1.293928858E+00 1.074549148E+00 1.074566923E+00
6.813000E+11 1.000e+15 310 1.309199962E+00 1.305489569E+00 1.085184650E+00 1.085250465E+00
1.000000E+12 1.000e+15 310 1.286339863E+00 1.292271072E+00 1.094548084E+00 1.095338383E+00
1.468000E+12 1.000e+15 310 1.251114518E+00 1.266361854E+00 1.121278026E+00 1.121919269E+00
2.154000E+12 1.000e+15 310 1.265487374E+00 1.271742986E+00 1.143355733E+00 1.143732566E+00
3.162000E+12 1.000e+15 310 1.263765553E+00 1.259511203E+00 1.169563817E+00 1.169588452E+00
4.642000E+12 1.000e+15 310 1.236726855E+00 1.236151794E+00 1.186401411E+00 1.186417476E+00
6.813000E+12 1.000e+15 310 1.211968978E+00 1.212347859E+00 1.204351744E+00 1.204359510E+00
1.000000E+13 1.000e+15 310 1.172281159E+00 1.172547238E+00 1.207403732E+00 1.207420821E+00
1.000000E+10 1.000e+15 315 1.137762974E+00 1.319450334E+00 1.013044911E+00 1.014664566E+00
1.468000E+10 1.000e+15 315 1.152832580E+00 1.380967096E+00 1.013486314E+00 1.014620190E+00
2.154000E+10 1.000e+15 315 1.198069645E+00 1.381344581E+00 1.013983238E+00 1.014796347E+00
3.162000E+10 1.000e+15 315 1.240332289E+00 1.381899243E+00 1.013961508E+00 1.014690812E+00
4.642000E+10 1.000e+15 315 1.259101551E+00 1.382714332E+00 1.014337763E+00 1.014607609E+00
6.813000E+10 1.000e+15 315 1.263436520E+00 1.383912344E+00 1.014723628E+00 1.014813989E+00
1.000000E+11 1.000e+15 315 1.316694995E+00 1.385677995E+00 1.014505230E+00 1.015340741E+00
1.468000E+11 1.000e+15 315 1.280442716E+00 1.388265260E+00 1.015036278E+00 1.015235481E+00
2.154000E+11 1.000e+15 315 1.339215916E+00 1.387252249E+00 1.015550478E+00 1.015659435E+00
3.162000E+11 1.000e+15 315 1.335750126E+00 1.354925685E+00 1.015357926E+00 1.015729153E+00
4.642000E+11 1.000e+15 315 1.321385292E+00 1.353476339E+00 1.016464726E+00 1.017616402E+00
6.813000E+11 1.000e+15 315 1.312980559E+00 1.318482704E+00 1.019348963E+00 1.019655268E+00
1.000000E+12 1.000e+15 315 1.319396117E+00 1.330453284E+00 1.053171516E+00 1.053292930E+00
1.468000E+12 1.000e+15 315 1.295315167E+00 1.305419568E+00 1.076950182E+00 1.077038249E+00
2.154000E+12 1.000e+15 315 1.316199881E+00 1.311241633E+00 1.107050315E+00 1.107152031E+00
3.162000E+12 1.000e+15 315 1.255683102E+00 1.286122347E+00 1.139655772E+00 1.139680825E+00
4.642000E+12 1.000e+15 315 1.257555761E+00 1.255576238E+00 1.158180572E+00 1.158298428E+00
6.813000E+12 1.000e+15 315 1.226299455E+00 1.227122018E+00 1.185019825E+00 1.185030716E+00
1.000000E+13 1.000e+15 315 1.177504295E+00 1.178153013E+00 1.194847082E+00 1.194853115E+00
1.000000E+10 1.000e+15 320 1.131895215E+00 1.413845105E+00 1.012739255E+00 1.014856946E+00
1.468000E+10 1.000e+15 320 1.179300985E+00 1.413473203E+00 1.013228584E+00 1.014712293E+00
2.154000E+10 1.000e+15 320 1.227639085E+00 1.414980422E+00 1.013581546E+00 1.014612124E+00
3.162000E+10 1.000e+15 320 1.276434491E+00 1.415155435E+00 1.013828638E+00 1.014539960E+00
4.642000E+10 1.000e+15 320 1.325669333E+00 1.415412629E+00 1.013995644E+00 1.014484367E+00
6.813000E+10 1.000e+15 320 1.292055805E+00 1.411075259E+00 1.014102100E+00 1.014436753E+00
1.000000E+11 1.000e+15 320 1.346019158E+00 1.411746205E+00 1.014167178E+00 1.014394457E+00
1.468000E+11 1.000e+15 320 1.310981110E+00 1.412731908E+00 1.014147644E+00 1.014303180E+00
2.154000E+11 1.000e+15 320 1.375255821E+00 1.405431042E+00 1.014162733E+00 1.014268881E+00
3.162000E+11 1.000e+15 320 1.348807166E+00 1.385903863E+00 1.014253137E+00 1.014327726E+00
4.642000E+11 1.000e+15 320 1.428700613E+00 1.393561789E+00 1.014579452E+00 1.014631043E+00
6.813000E+11 1.000e+15 320 1.405167325E+00 1.430311241E+00 1.014901671E+00 1.014956562E+00
1.000000E+12 1.000e+15 320 1.329659435E+00 1.350545654E+00 1.015356635E+00 1.015388763E+00
1.468000E+12 1.000e+15 320 1.355762649E+00 1.379371903E+00 1.023409263E+00 1.024155070E+00
2.154000E+12 1.000e+15 320 1.303232653E+00 1.342068688E+00 1.071003586E+00 1.071317510E+00
3.162000E+12 1.000e+15 320 1.289124161E+00 1.304704640E+00 1.106753692E+00 1.106779224E+00
4.642000E+12 1.000e+15 320 1.255194839E+00 1.253865390E+00 1.126755888E+00 1.126816329E+00
6.813000E+12 1.000e+15 320 1.237937904E+00 1.239560374E+00 1.160295130E+00 1.160327392E+00
1.000000E+13 1.000e+15 320 1.164977538E+00 1.165005682E+00 1.176936824E+00 1.176944987E+00
1.000000E+10 1.000e+15 325 1.119927877E+00 1.541290932E+00 1.017615254E+00 1.020549499E+00
1.468000E+10 1.000e+15 325 1.200742911E+00 1.541110043E+00 1.018394069E+00 1.020436883E+00
2.154000E+10 1.000e+15 325 1.266074378E+00 1.540843939E+00 1.018955802E+00 1.020351273E+00
3.162000E+10 1.000e+15 325 1.311304166E+00 1.540447614E+00 1.019247385E+00 1.020279357E+00
4.642000E+10 1.000e+15 325 1.346452958E+00 1.539861343E+00 1.019500361E+00 1.020210190E+00
6.813000E+10 1.000e+15 325 1.397966766E+00 1.538980387E+00 1.019647702E+00 1.020133441E+00
1.000000E+11 1.000e+15 325 1.434784131E+00 1.537703621E+00 1.019706929E+00 1.019125988E+00
1.468000E+11 1.000e+15 325 1.426790534E+00 1.535766436E+00 1.017503295E+00 1.017700507E+00
2.154000E+11 1.000e+15 325 1.492510137E+00 1.532872441E+00 1.017423963E+00 1.017557324E+00
3.162000E+11 1.000e+15 325 1.426813988E+00 1.522992368E+00 1.017268758E+00 1.017358648E+00
4.642000E+11 1.000e+15 325 1.418792772E+00 1.482676961E+00 1.017025323E+00 1.017085649E+00
6.813000E+11 1.000e+15 325 1.435248109E+00 1.434544569E+00 1.014934823E+00 1.014970934E+00
1.000000E+12 1.000e+15 325 1.417987467E+00 1.471794491E+00 1.014589754E+00 1.014612729E+00
1.468000E+12 1.000e+15 325 1.408092705E+00 1.372192324E+00 1.014404377E+00 1.014542559E+00
2.154000E+12 1.000e+15 325 1.340155799E+00 1.362471939E+00 1.016824642E+00 1.016193602E+00
3.162000E+12 1.000e+15 325 1.340133230E+00 1.355276274E+00 1.063458469E+00 1.063487546E+00
4.642000E+12 1.000e+15 325 1.284124225E+00 1.293203181E+00 1.086434227E+00 1.086438029E+00
6.813000E+12 1.000e+15 325 1.257129011E+00 1.264597719E+00 1.129022613E+00 1.129018317E+00
1.000000E+13 1.000e+15 325 1.157810929E+00 1.157993460E+00 1.151536963E+00 1.151542472E+00
1.000000E+10 1.000e+15 330 1.167625333E+00 1.885600406E+00 1.026106903E+00 1.029999977E+00
1.468000E+10 1.000e+15 330 1.265919283E+00 1.885577393E+00 1.026847890E+00 1.029900065E+00
2.154000E+10 1.000e+15 330 1.350698298E+00 1.885543383E+00 1.027532720E+00 1.029814729E+00
3.162000E+10 1.000e+15 330 1.427249502E+00 1.885491701E+00 1.028149408E+00 1.029731012E+00
4.642000E+10 1.000e+15 330 1.453968013E+00 1.885135110E+00 1.028548611E+00 1.029636328E+00
6.813000E+10 1.000e+15 330 1.597607721E+00 1.831073103E+00 1.028773199E+00 1.029516545E+00
1.000000E+11 1.000e+15 330 1.688398279E+00 1.763747256E+00 1.028848295E+00 1.029353365E+00
1.468000E+11 1.000e+15 330 1.544962425E+00 1.684177036E+00 1.028782572E+00 1.029123661E+00
2.154000E+11 1.000e+15 330 1.571497345E+00 1.642340324E+00 1.025340573E+00 1.025539508E+00
3.162000E+11 1.000e+15 330 1.591603315E+00 1.564644352E+00 1.024998947E+00 1.025131465E+00
4.642000E+11 1.000e+15 330 1.654549434E+00 1.724740183E+00 1.024466243E+00 1.024553559E+00
6.813000E+11 1.000e+15 330 1.577917667E+00 1.676804408E+00 1.021166002E+00 1.020968491E+00
1.000000E+12 1.000e+15 330 1.526910581E+00 1.507055961E+00 1.019974048E+00 1.020003132E+00
1.468000E+12 1.000e+15 330 1.520555148E+00 1.518616951E+00 1.014972482E+00 1.014936591E+00
2.154000E+12 1.000e+15 330 1.441537960E+00 1.475704318E+00 1.013589273E+00 1.013602159E+00
3.162000E+12 1.000e+15 330 1.400472241E+00 1.382861145E+00 1.014699318E+00 1.015139265E+00
4.642000E+12 1.000e+15 330 1.302955517E+00 1.306861146E+00 1.054432961E+00 1.054449735E+00
6.813000E+12 1.000e+15 330 1.251357216E+00 1.262886246E+00 1.088709165E+00 1.088750175E+00
1.000000E+13 1.000e+15 330 1.150162538E+00 1.150496032E+00 1.126804215E+00 1.126776036E+00
1.000000E+10 1.000e+15 335 1.212058876E+00 2.023272221E+00 1.037865586E+00 1.045092536E+00
1.468000E+10 1.000e+15 335 1.367345929E+00 2.023543375E+00 1.039846828E+00 1.044992542E+00
2.154000E+10 1.000e+15 335 1.518805136E+00 2.023948607E+00 1.041287219E+00 1.044895674E+00
3.162000E+10 1.000e+15 335 1.465994310E+00 2.024562079E+00 1.042285496E+00 1.044787336E+00
4.642000E+10 1.000e+15 335 1.563387082E+00 1.968799259E+00 1.042931508E+00 1.044651214E+00
6.813000E+10 1.000e+15 335 1.796799622E+00 1.986810017E+00 1.043292493E+00 1.044466097E+00
1.000000E+11 1.000e+15 335 1.855233176E+00 1.989891863E+00 1.043409597E+00 1.044205049E+00
1.468000E+11 1.000e+15 335 1.861407507E+00 1.994717667E+00 1.043295502E+00 1.043830654E+00
2.154000E+11 1.000e+15 335 1.866337373E+00 2.002468296E+00 1.042929108E+00 1.043285776E+00
3.162000E+11 1.000e+15 335 1.871166689E+00 2.015061458E+00 1.037875925E+00 1.038080636E+00
4.642000E+11 1.000e+15 335 1.763001949E+00 1.858011660E+00 1.036910308E+00 1.037042996E+00
6.813000E+11 1.000e+15 335 1.811436666E+00 1.851280294E+00 1.031111303E+00 1.031184261E+00
1.000000E+12 1.000e+15 335 1.681810304E+00 1.878823524E+00 1.029452487E+00 1.029491566E+00
1.468000E+12 1.000e+15 335 1.615594935E+00 1.567675139E+00 1.020526735E+00 1.020547659E+00
2.154000E+12 1.000e+15 335 1.465805330E+00 1.518427566E+00 1.016401033E+00 1.016410219E+00
3.162000E+12 1.000e+15 335 1.386696324E+00 1.389866809E+00 1.012914105E+00 1.012989859E+00
4.642000E+12 1.000e+15 335 1.360696504E+00 1.361632302E+00 1.015059246E+00 1.014762133E+00
6.813000E+12 1.000e+15 335 1.281248780E+00 1.296156958E+00 1.052527323E+00 1.052529345E+00
1.000000E+13 1.000e+15 335 1.141125939E+00 1.144224437E+00 1.085047105E+00 1.085067811E+00
