X GE200N GE300N Orion400N Orion600N Orion700N Osram200N Osram400N Osram600N Osram700N
6.37000E+2 3.99596E-1 4.88020E-1 2.57135E-1 3.24157E-1 3.49089E-1 2.14244E-1 2.96533E-1 3.54174E-1 3.79648E-1
6.38000E+2 4.01677E-1 4.90033E-1 2.58899E-1 3.26359E-1 3.51038E-1 2.15676E-1 2.98282E-1 3.56059E-1 3.81421E-1
6.39000E+2 4.03852E-1 4.92071E-1 2.60741E-1 3.28536E-1 3.53171E-1 2.17114E-1 2.99909E-1 3.57951E-1 3.83270E-1
6.40000E+2 4.06061E-1 4.94253E-1 2.62611E-1 3.30670E-1 3.55550E-1 2.18714E-1 3.01535E-1 3.59915E-1 3.85423E-1
6.41000E+2 4.08291E-1 4.96738E-1 2.64453E-1 3.32855E-1 3.58133E-1 2.20467E-1 3.03292E-1 3.61982E-1 3.87847E-1
6.42000E+2 4.10577E-1 4.99578E-1 2.66241E-1 3.35159E-1 3.60866E-1 2.22271E-1 3.05314E-1 3.64173E-1 3.90366E-1
6.43000E+2 4.13033E-1 5.02657E-1 2.68101E-1 3.37543E-1 3.63640E-1 2.24085E-1 3.07632E-1 3.66498E-1 3.92858E-1
6.44000E+2 4.15751E-1 5.05844E-1 2.70179E-1 3.39938E-1 3.66345E-1 2.25990E-1 3.10084E-1 3.68962E-1 3.95351E-1
6.45000E+2 4.18663E-1 5.09083E-1 2.72466E-1 3.42343E-1 3.68962E-1 2.28071E-1 3.12497E-1 3.71567E-1 3.97883E-1
6.46000E+2 4.21639E-1 5.12323E-1 2.74764E-1 3.44816E-1 3.71550E-1 2.30276E-1 3.14851E-1 3.74330E-1 4.00467E-1
6.47000E+2 4.24619E-1 5.15562E-1 2.76905E-1 3.47408E-1 3.74179E-1 2.32491E-1 3.17195E-1 3.77245E-1 4.03102E-1
6.48000E+2 4.27658E-1 5.18878E-1 2.79038E-1 3.50119E-1 3.76816E-1 2.34647E-1 3.19573E-1 3.80251E-1 4.05821E-1
6.49000E+2 4.30816E-1 5.22344E-1 2.81435E-1 3.52932E-1 3.79401E-1 2.36778E-1 3.22010E-1 3.83152E-1 4.08690E-1
6.50000E+2 4.34096E-1 5.25943E-1 2.84209E-1 3.55810E-1 3.81933E-1 2.38924E-1 3.24520E-1 3.85749E-1 4.11775E-1
6.51000E+2 4.37482E-1 5.29610E-1 2.87125E-1 3.58670E-1 3.84531E-1 2.41065E-1 3.27099E-1 3.88106E-1 4.14936E-1
6.52000E+2 4.40930E-1 5.33317E-1 2.89921E-1 3.61429E-1 3.87317E-1 2.43146E-1 3.29717E-1 3.90451E-1 4.17902E-1
6.53000E+2 4.44389E-1 5.37154E-1 2.92590E-1 3.64166E-1 3.90358E-1 2.45162E-1 3.32366E-1 3.92987E-1 4.20531E-1
6.54000E+2 4.47816E-1 5.41220E-1 2.95369E-1 3.67097E-1 3.93655E-1 2.47243E-1 3.35074E-1 3.95811E-1 4.23041E-1
6.55000E+2 4.51263E-1 5.45464E-1 2.98428E-1 3.70379E-1 3.97176E-1 2.49527E-1 3.37858E-1 3.98979E-1 4.25691E-1
6.56000E+2 4.54882E-1 5.49765E-1 3.01645E-1 3.73922E-1 4.00799E-1 2.51984E-1 3.40679E-1 4.02349E-1 4.28562E-1
6.57000E+2 4.58795E-1 5.54029E-1 3.04795E-1 3.77561E-1 4.04364E-1 2.54404E-1 3.43426E-1 4.05580E-1 4.31547E-1
6.58000E+2 4.62895E-1 5.58306E-1 3.07767E-1 3.81151E-1 4.07793E-1 2.56601E-1 3.46005E-1 4.08369E-1 4.34525E-1
6.59000E+2 4.67014E-1 5.62655E-1 3.10808E-1 3.84630E-1 4.11242E-1 2.58678E-1 3.48479E-1 4.10871E-1 4.37450E-1
6.60000E+2 4.71087E-1 5.67153E-1 3.14211E-1 3.87959E-1 4.14906E-1 2.60855E-1 3.50972E-1 4.13402E-1 4.40309E-1
6.61000E+2 4.75252E-1 5.71881E-1 3.18067E-1 3.91128E-1 4.18767E-1 2.63268E-1 3.53592E-1 4.16194E-1 4.43127E-1
6.62000E+2 4.79656E-1 5.76904E-1 3.22152E-1 3.94149E-1 4.22498E-1 2.65799E-1 3.56368E-1 4.19129E-1 4.45987E-1
6.63000E+2 4.84332E-1 5.82249E-1 3.26225E-1 3.97036E-1 4.25760E-1 2.68292E-1 3.59319E-1 4.22054E-1 4.48980E-1
6.64000E+2 4.89201E-1 5.87901E-1 3.30139E-1 3.99819E-1 4.28544E-1 2.70690E-1 3.62383E-1 4.24912E-1 4.52081E-1
6.65000E+2 4.94208E-1 5.93832E-1 3.33835E-1 4.02555E-1 4.31112E-1 2.73063E-1 3.65410E-1 4.27793E-1 4.55133E-1
6.66000E+2 4.99384E-1 5.99895E-1 3.37262E-1 4.05313E-1 4.33727E-1 2.75480E-1 3.68258E-1 4.30779E-1 4.57981E-1
6.67000E+2 5.04818E-1 6.05902E-1 3.40472E-1 4.08174E-1 4.36501E-1 2.77891E-1 3.70835E-1 4.33714E-1 4.60665E-1
6.68000E+2 5.10484E-1 6.11687E-1 3.43559E-1 4.11234E-1 4.39472E-1 2.80168E-1 3.73086E-1 4.36303E-1 4.63343E-1
6.69000E+2 5.15990E-1 6.17202E-1 3.46620E-1 4.14565E-1 4.42644E-1 2.82204E-1 3.74984E-1 4.38309E-1 4.66122E-1
6.70000E+2 5.20846E-1 6.22443E-1 3.49744E-1 4.18057E-1 4.45882E-1 2.84040E-1 3.76649E-1 4.39898E-1 4.68860E-1
6.71000E+2 5.24845E-1 6.27490E-1 3.53022E-1 4.21556E-1 4.48997E-1 2.85775E-1 3.78266E-1 4.41380E-1 4.71330E-1
6.72000E+2 5.28412E-1 6.32601E-1 3.56505E-1 4.24926E-1 4.51856E-1 2.87479E-1 3.79962E-1 4.42977E-1 4.73381E-1
6.73000E+2 5.32047E-1 6.38060E-1 3.60102E-1 4.28163E-1 4.54628E-1 2.89147E-1 3.81713E-1 4.44588E-1 4.75130E-1
6.74000E+2 5.36056E-1 6.43885E-1 3.63681E-1 4.31309E-1 4.57582E-1 2.90758E-1 3.83462E-1 4.46044E-1 4.76775E-1
6.75000E+2 5.40369E-1 6.49658E-1 3.67110E-1 4.34388E-1 4.60885E-1 2.92304E-1 3.85166E-1 4.47294E-1 4.78431E-1
6.76000E+2 5.44887E-1 6.54911E-1 3.70288E-1 4.37366E-1 4.64320E-1 2.93800E-1 3.86814E-1 4.48484E-1 4.80032E-1
6.77000E+2 5.49535E-1 6.59574E-1 3.73125E-1 4.40212E-1 4.67598E-1 2.95277E-1 3.88417E-1 4.49825E-1 4.81513E-1
6.78000E+2 5.54256E-1 6.64008E-1 3.75594E-1 4.42927E-1 4.70514E-1 2.96718E-1 3.89960E-1 4.51379E-1 4.82825E-1
6.79000E+2 5.58947E-1 6.68555E-1 3.77902E-1 4.45653E-1 4.73201E-1 2.98021E-1 3.91366E-1 4.52953E-1 4.83945E-1
6.80000E+2 5.63586E-1 6.73295E-1 3.80339E-1 4.48590E-1 4.75910E-1 2.99095E-1 3.92584E-1 4.54349E-1 4.84878E-1
6.81000E+2 5.68171E-1 6.78003E-1 3.83115E-1 4.51880E-1 4.78839E-1 2.99897E-1 3.93585E-1 4.55461E-1 4.85573E-1
6.82000E+2 5.72688E-1 6.82437E-1 3.86106E-1 4.55404E-1 4.81983E-1 3.00469E-1 3.94398E-1 4.56280E-1 4.85899E-1
6.83000E+2 5.77152E-1 6.86552E-1 3.89123E-1 4.58982E-1 4.85282E-1 3.00861E-1 3.95051E-1 4.56824E-1 4.85736E-1
6.84000E+2 5.81553E-1 6.90493E-1 3.92000E-1 4.62456E-1 4.88683E-1 3.01112E-1 3.95559E-1 4.57100E-1 4.85137E-1
6.85000E+2 5.85891E-1 6.94382E-1 3.94800E-1 4.65724E-1 4.92138E-1 3.01242E-1 3.95886E-1 4.57120E-1 4.84384E-1
6.86000E+2 5.90156E-1 6.98239E-1 3.97686E-1 4.68757E-1 4.95633E-1 3.01286E-1 3.96015E-1 4.56913E-1 4.83805E-1
6.87000E+2 5.94295E-1 7.01926E-1 4.00782E-1 4.71509E-1 4.99138E-1 3.01252E-1 3.95936E-1 4.56512E-1 4.83475E-1
6.88000E+2 5.98250E-1 7.05287E-1 4.03995E-1 4.74095E-1 5.02528E-1 3.01121E-1 3.95658E-1 4.55996E-1 4.83143E-1
6.89000E+2 6.01982E-1 7.08297E-1 4.07159E-1 4.76703E-1 5.05670E-1 3.00883E-1 3.95200E-1 4.55451E-1 4.82546E-1
6.90000E+2 6.05487E-1 7.11060E-1 4.10110E-1 4.79507E-1 5.08434E-1 3.00532E-1 3.94600E-1 4.54850E-1 4.81542E-1
6.91000E+2 6.08724E-1 7.13654E-1 4.12826E-1 4.82468E-1 5.10875E-1 3.00069E-1 3.93909E-1 4.53974E-1 4.80172E-1
6.92000E+2 6.11710E-1 7.16171E-1 4.15400E-1 4.85395E-1 5.13189E-1 2.99494E-1 3.93189E-1 4.52594E-1 4.78502E-1
6.93000E+2 6.14473E-1 7.18701E-1 4.17916E-1 4.88100E-1 5.15567E-1 2.98804E-1 3.92428E-1 4.50633E-1 4.76608E-1
6.94000E+2 6.17061E-1 7.21307E-1 4.20420E-1 4.90560E-1 5.18091E-1 2.97975E-1 3.91452E-1 4.48336E-1 4.74579E-1
6.95000E+2 6.19528E-1 7.24034E-1 4.22886E-1 4.92953E-1 5.20695E-1 2.96972E-1 3.90068E-1 4.45993E-1 4.72503E-1
6.96000E+2 6.21961E-1 7.26842E-1 4.25285E-1 4.95466E-1 5.23299E-1 2.95779E-1 3.88167E-1 4.43794E-1 4.70423E-1
6.97000E+2 6.24462E-1 7.29682E-1 4.27631E-1 4.98192E-1 5.25866E-1 2.94417E-1 3.85941E-1 4.41614E-1 4.68252E-1
6.98000E+2 6.27084E-1 7.32498E-1 4.29988E-1 5.00989E-1 5.28426E-1 2.92918E-1 3.83626E-1 4.39259E-1 4.65879E-1
6.99000E+2 6.29711E-1 7.35169E-1 4.32445E-1 5.03679E-1 5.31015E-1 2.91303E-1 3.81421E-1 4.36573E-1 4.63207E-1
7.00000E+2 6.32207E-1 7.37565E-1 4.35070E-1 5.06119E-1 5.33669E-1 2.89565E-1 3.79252E-1 4.33583E-1 4.60249E-1
7.01000E+2 6.34422E-1 7.39574E-1 4.37798E-1 5.08333E-1 5.36319E-1 2.87675E-1 3.76936E-1 4.30357E-1 4.57041E-1
7.02000E+2 6.36385E-1 7.41232E-1 4.40544E-1 5.10420E-1 5.38876E-1 2.85615E-1 3.74336E-1 4.26980E-1 4.53625E-1
7.03000E+2 6.38169E-1 7.42636E-1 4.43213E-1 5.12463E-1 5.41257E-1 2.83397E-1 3.71445E-1 4.23450E-1 4.49990E-1
7.04000E+2 6.39841E-1 7.43875E-1 4.45734E-1 5.14498E-1 5.43447E-1 2.81046E-1 3.68386E-1 4.19711E-1 4.46076E-1
7.05000E+2 6.41426E-1 7.44972E-1 4.48074E-1 5.16517E-1 5.45514E-1 2.78595E-1 3.65271E-1 4.15723E-1 4.41837E-1
7.06000E+2 6.42909E-1 7.45888E-1 4.50210E-1 5.18520E-1 5.47531E-1 2.76052E-1 3.62114E-1 4.11491E-1 4.37321E-1
7.07000E+2 6.44261E-1 7.46578E-1 4.52133E-1 5.20497E-1 5.49534E-1 2.73378E-1 3.58786E-1 4.07069E-1 4.32697E-1
7.08000E+2 6.45463E-1 7.47022E-1 4.53931E-1 5.22469E-1 5.51519E-1 2.70540E-1 3.55156E-1 4.02523E-1 4.28137E-1
7.09000E+2 6.46481E-1 7.47312E-1 4.55707E-1 5.24459E-1 5.53467E-1 2.67522E-1 3.51157E-1 3.97920E-1 4.23738E-1
7.10000E+2 6.47291E-1 7.47514E-1 4.57554E-1 5.26478E-1 5.55351E-1 2.64366E-1 3.46939E-1 3.93279E-1 4.19328E-1
7.11000E+2 6.47858E-1 7.47671E-1 4.59447E-1 5.28445E-1 5.57147E-1 2.61126E-1 3.42694E-1 3.88619E-1 4.14686E-1
7.12000E+2 6.48173E-1 7.47635E-1 4.61324E-1 5.30240E-1 5.58827E-1 2.57857E-1 3.38604E-1 3.83956E-1 4.09621E-1
7.13000E+2 6.48250E-1 7.47215E-1 4.63121E-1 5.31746E-1 5.60383E-1 2.54597E-1 3.34676E-1 3.79280E-1 4.04235E-1
7.14000E+2 6.48090E-1 7.46183E-1 4.64781E-1 5.32912E-1 5.61787E-1 2.51360E-1 3.30809E-1 3.74539E-1 3.98758E-1
7.15000E+2 6.47674E-1 7.44585E-1 4.66294E-1 5.33830E-1 5.63042E-1 2.48166E-1 3.26898E-1 3.69683E-1 3.93433E-1
7.16000E+2 6.47024E-1 7.42725E-1 4.67649E-1 5.34639E-1 5.64177E-1 2.45029E-1 3.22913E-1 3.64711E-1 3.88368E-1
7.17000E+2 6.46147E-1 7.40942E-1 4.68847E-1 5.35449E-1 5.65194E-1 2.41936E-1 3.18896E-1 3.59657E-1 3.83439E-1
7.18000E+2 6.45032E-1 7.39429E-1 4.69896E-1 5.36272E-1 5.66090E-1 2.38879E-1 3.14899E-1 3.54572E-1 3.78498E-1
7.19000E+2 6.43675E-1 7.37985E-1 4.70838E-1 5.37067E-1 5.66857E-1 2.35844E-1 3.10967E-1 3.49496E-1 3.73425E-1
7.20000E+2 6.42056E-1 7.36282E-1 4.71701E-1 5.37784E-1 5.67480E-1 2.32806E-1 3.07058E-1 3.44470E-1 3.68280E-1
7.21000E+2 6.40175E-1 7.34011E-1 4.72500E-1 5.38388E-1 5.67961E-1 2.29734E-1 3.03100E-1 3.39524E-1 3.63190E-1
7.22000E+2 6.38023E-1 7.31094E-1 4.73223E-1 5.38837E-1 5.68316E-1 2.26596E-1 2.99023E-1 3.34686E-1 3.58279E-1
7.23000E+2 6.35644E-1 7.27693E-1 4.73843E-1 5.39108E-1 5.68579E-1 2.23396E-1 2.94820E-1 3.29957E-1 3.53573E-1
7.24000E+2 6.33051E-1 7.23974E-1 4.74342E-1 5.39164E-1 5.68773E-1 2.20186E-1 2.90592E-1 3.25275E-1 3.48931E-1
7.25000E+2 6.30264E-1 7.20056E-1 4.74685E-1 5.38985E-1 5.68864E-1 2.17016E-1 2.86434E-1 3.20571E-1 3.44200E-1
7.26000E+2 6.27215E-1 7.15933E-1 4.74862E-1 5.38575E-1 5.68773E-1 2.13933E-1 2.82440E-1 3.15790E-1 3.39253E-1
7.27000E+2 6.23842E-1 7.11560E-1 4.74853E-1 5.37930E-1 5.68412E-1 2.10913E-1 2.78601E-1 3.10945E-1 3.34146E-1
7.28000E+2 6.20071E-1 7.06880E-1 4.74643E-1 5.37069E-1 5.67716E-1 2.07903E-1 2.74868E-1 3.06089E-1 3.29012E-1
7.29000E+2 6.15883E-1 7.01854E-1 4.74239E-1 5.36013E-1 5.66694E-1 2.04844E-1 2.71180E-1 3.01263E-1 3.23980E-1
7.30000E+2 6.11366E-1 6.96464E-1 4.73668E-1 5.34820E-1 5.65412E-1 2.01713E-1 2.67495E-1 2.96494E-1 3.19118E-1
7.31000E+2 6.06616E-1 6.90715E-1 4.72969E-1 5.33549E-1 5.63943E-1 1.98564E-1 2.63776E-1 2.91765E-1 3.14345E-1
7.32000E+2 6.01701E-1 6.84599E-1 4.72153E-1 5.32220E-1 5.62333E-1 1.95454E-1 2.59992E-1 2.87053E-1 3.09553E-1
7.33000E+2 5.96583E-1 6.78124E-1 4.71195E-1 5.30768E-1 5.60597E-1 1.92439E-1 2.56108E-1 2.82330E-1 3.04642E-1
7.34000E+2 5.91125E-1 6.71314E-1 4.70073E-1 5.29094E-1 5.58737E-1 1.89558E-1 2.52159E-1 2.77624E-1 2.99611E-1
7.35000E+2 5.85212E-1 6.64202E-1 4.68763E-1 5.27113E-1 5.56763E-1 1.86831E-1 2.48234E-1 2.73013E-1 2.94570E-1
7.36000E+2 5.78737E-1 6.56791E-1 4.67234E-1 5.24773E-1 5.54652E-1 1.84272E-1 2.44426E-1 2.68573E-1 2.89628E-1
7.37000E+2 5.71757E-1 6.48960E-1 4.65441E-1 5.22091E-1 5.52313E-1 1.81890E-1 2.40813E-1 2.64367E-1 2.84872E-1
7.38000E+2 5.64385E-1 6.40577E-1 4.63364E-1 5.19123E-1 5.49671E-1 1.79675E-1 2.37396E-1 2.60428E-1 2.80358E-1
7.39000E+2 5.56718E-1 6.31520E-1 4.60969E-1 5.15907E-1 5.46644E-1 1.77600E-1 2.34140E-1 2.56762E-1 2.76114E-1
7.40000E+2 5.48783E-1 6.21729E-1 4.58263E-1 5.12453E-1 5.43213E-1 1.75637E-1 2.31006E-1 2.53377E-1 2.72156E-1
7.41000E+2 5.40476E-1 6.11344E-1 4.55323E-1 5.08754E-1 5.39471E-1 1.73777E-1 2.27976E-1 2.50273E-1 2.68501E-1
7.42000E+2 5.31664E-1 6.00545E-1 4.52231E-1 5.04790E-1 5.35513E-1 1.72061E-1 2.25092E-1 2.47445E-1 2.65129E-1
7.43000E+2 5.22237E-1 5.89487E-1 4.49072E-1 5.00545E-1 5.31432E-1 1.70544E-1 2.22412E-1 2.44883E-1 2.62007E-1
7.44000E+2 5.12156E-1 5.78243E-1 4.45827E-1 4.96021E-1 5.27231E-1 1.69278E-1 2.19991E-1 2.42578E-1 2.59111E-1
7.45000E+2 5.01527E-1 5.66741E-1 4.42391E-1 4.91248E-1 5.22804E-1 1.68289E-1 2.17857E-1 2.40524E-1 2.56423E-1
7.46000E+2 4.90466E-1 5.54909E-1 4.38637E-1 4.86241E-1 5.18044E-1 1.67538E-1 2.15980E-1 2.38714E-1 2.53975E-1
7.47000E+2 4.79082E-1 5.42669E-1 4.34457E-1 4.81029E-1 5.12836E-1 1.66981E-1 2.14320E-1 2.37148E-1 2.51790E-1
7.48000E+2 4.67517E-1 5.30053E-1 4.29803E-1 4.75574E-1 5.07134E-1 1.66570E-1 2.12840E-1 2.35817E-1 2.49901E-1
7.49000E+2 4.55950E-1 5.17208E-1 4.24740E-1 4.69786E-1 5.00949E-1 1.66280E-1 2.11517E-1 2.34712E-1 2.48308E-1
7.50000E+2 4.44569E-1 5.04286E-1 4.19326E-1 4.63580E-1 4.94315E-1 1.66119E-1 2.10362E-1 2.33823E-1 2.46979E-1
7.51000E+2 4.33537E-1 4.91425E-1 4.13621E-1 4.56870E-1 4.87250E-1 1.66090E-1 2.09383E-1 2.33129E-1 2.45878E-1
7.52000E+2 4.22836E-1 4.78677E-1 4.07679E-1 4.49695E-1 4.79850E-1 1.66199E-1 2.08585E-1 2.32614E-1 2.44965E-1
7.53000E+2 4.12299E-1 4.66013E-1 4.01542E-1 4.42266E-1 4.72302E-1 1.66439E-1 2.07962E-1 2.32263E-1 2.44208E-1
7.54000E+2 4.01747E-1 4.53398E-1 3.95252E-1 4.34788E-1 4.64792E-1 1.66783E-1 2.07479E-1 2.32042E-1 2.43582E-1
7.55000E+2 3.91008E-1 4.40799E-1 3.88855E-1 4.27475E-1 4.57501E-1 1.67203E-1 2.07102E-1 2.31931E-1 2.43059E-1
7.56000E+2 3.79962E-1 4.28127E-1 3.82434E-1 4.20482E-1 4.50555E-1 1.67675E-1 2.06803E-1 2.31904E-1 2.42618E-1
7.57000E+2 3.68516E-1 4.15225E-1 3.76126E-1 4.13883E-1 4.43949E-1 1.68183E-1 2.06564E-1 2.31949E-1 2.42252E-1
7.58000E+2 3.56581E-1 4.01948E-1 3.70060E-1 4.07734E-1 4.37674E-1 1.68724E-1 2.06391E-1 2.32062E-1 2.41981E-1
7.59000E+2 3.44086E-1 3.88169E-1 3.64387E-1 4.02101E-1 4.31725E-1 1.69297E-1 2.06298E-1 2.32247E-1 2.41833E-1
7.60000E+2 3.31214E-1 3.74018E-1 3.59139E-1 3.96946E-1 4.26042E-1 1.69904E-1 2.06290E-1 2.32507E-1 2.41825E-1
7.61000E+2 3.18389E-1 3.59867E-1 3.54104E-1 3.91980E-1 4.20413E-1 1.70530E-1 2.06367E-1 2.32827E-1 2.41960E-1
7.62000E+2 3.06042E-1 3.46101E-1 3.49024E-1 3.86881E-1 4.14613E-1 1.71152E-1 2.06513E-1 2.33182E-1 2.42214E-1
7.63000E+2 2.94593E-1 3.33092E-1 3.43654E-1 3.81333E-1 4.08424E-1 1.71746E-1 2.06712E-1 2.33543E-1 2.42559E-1
7.64000E+2 2.84177E-1 3.21013E-1 3.37807E-1 3.75096E-1 4.01686E-1 1.72284E-1 2.06948E-1 2.33884E-1 2.42970E-1
7.65000E+2 2.74575E-1 3.09773E-1 3.31594E-1 3.68339E-1 3.94556E-1 1.72749E-1 2.07200E-1 2.34180E-1 2.43404E-1
7.66000E+2 2.65544E-1 2.99271E-1 3.25215E-1 3.61338E-1 3.87291E-1 1.73128E-1 2.07435E-1 2.34409E-1 2.43780E-1
7.67000E+2 2.56843E-1 2.89406E-1 3.18872E-1 3.54382E-1 3.80142E-1 1.73412E-1 2.07618E-1 2.34555E-1 2.44021E-1
7.68000E+2 2.48374E-1 2.80122E-1 3.12750E-1 3.47730E-1 3.73341E-1 1.73592E-1 2.07717E-1 2.34600E-1 2.44047E-1
7.69000E+2 2.40303E-1 2.71450E-1 3.06868E-1 3.41415E-1 3.66881E-1 1.73661E-1 2.07707E-1 2.34529E-1 2.43811E-1
7.70000E+2 2.32834E-1 2.63436E-1 3.01146E-1 3.35309E-1 3.60599E-1 1.73630E-1 2.07600E-1 2.34353E-1 2.43393E-1
7.71000E+2 2.26173E-1 2.56129E-1 2.95504E-1 3.29292E-1 3.54329E-1 1.73509E-1 2.07420E-1 2.34091E-1 2.42898E-1
7.72000E+2 2.20444E-1 2.49546E-1 2.89853E-1 3.23227E-1 3.47906E-1 1.73310E-1 2.07181E-1 2.33754E-1 2.42422E-1
7.73000E+2 2.15478E-1 2.43606E-1 2.84148E-1 3.17053E-1 3.41249E-1 1.73042E-1 2.06902E-1 2.33361E-1 2.42047E-1
7.74000E+2 2.11039E-1 2.38211E-1 2.78413E-1 3.10804E-1 3.34436E-1 1.72710E-1 2.06584E-1 2.32910E-1 2.41733E-1
7.75000E+2 2.06887E-1 2.33257E-1 2.72673E-1 3.04517E-1 3.27553E-1 1.72317E-1 2.06221E-1 2.32401E-1 2.41397E-1
7.76000E+2 2.02805E-1 2.28648E-1 2.66954E-1 2.98235E-1 3.20683E-1 1.71859E-1 2.05804E-1 2.31827E-1 2.40951E-1
7.77000E+2 1.98781E-1 2.24340E-1 2.61273E-1 2.91989E-1 3.13903E-1 1.71338E-1 2.05326E-1 2.31186E-1 2.40308E-1
7.78000E+2 1.94933E-1 2.20336E-1 2.55591E-1 2.85744E-1 3.07227E-1 1.70752E-1 2.04782E-1 2.30470E-1 2.39464E-1
7.79000E+2 1.91375E-1 2.16627E-1 2.49849E-1 2.79449E-1 3.00650E-1 1.70096E-1 2.04160E-1 2.29671E-1 2.38466E-1
7.80000E+2 1.88216E-1 2.13209E-1 2.43986E-1 2.73042E-1 2.94157E-1 1.69363E-1 2.03446E-1 2.28772E-1 2.37357E-1
7.81000E+2 1.85498E-1 2.10072E-1 2.37943E-1 2.66470E-1 2.87736E-1 1.68544E-1 2.02629E-1 2.27766E-1 2.36185E-1
7.82000E+2 1.83150E-1 2.07203E-1 2.31710E-1 2.59715E-1 2.81357E-1 1.67639E-1 2.01705E-1 2.26642E-1 2.34978E-1
7.83000E+2 1.81091E-1 2.04587E-1 2.25359E-1 2.52814E-1 2.74944E-1 1.66652E-1 2.00684E-1 2.25415E-1 2.33722E-1
7.84000E+2 1.79240E-1 2.02209E-1 2.18961E-1 2.45811E-1 2.68433E-1 1.65590E-1 1.99583E-1 2.24094E-1 2.32394E-1
7.85000E+2 1.77527E-1 2.00056E-1 2.12589E-1 2.38748E-1 2.61752E-1 1.64457E-1 1.98413E-1 2.22688E-1 2.30973E-1
7.86000E+2 1.75936E-1 1.98125E-1 2.06304E-1 2.31658E-1 2.54829E-1 1.63257E-1 1.97184E-1 2.21207E-1 2.29436E-1
7.87000E+2 1.74477E-1 1.96422E-1 2.00100E-1 2.24551E-1 2.47677E-1 1.61989E-1 1.95898E-1 2.19645E-1 2.27784E-1
7.88000E+2 1.73153E-1 1.94950E-1 1.93940E-1 2.17434E-1 2.40330E-1 1.60648E-1 1.94554E-1 2.17996E-1 2.26033E-1
7.89000E+2 1.71969E-1 1.93711E-1 1.87783E-1 2.10297E-1 2.32820E-1 1.59228E-1 1.93145E-1 2.16244E-1 2.24191E-1
7.90000E+2 1.70922E-1 1.92682E-1 1.81594E-1 2.03140E-1 2.25182E-1 1.57724E-1 1.91668E-1 2.14379E-1 2.22269E-1
7.91000E+2 1.69996E-1 1.91809E-1 1.75372E-1 1.95999E-1 2.17480E-1 1.56138E-1 1.90121E-1 2.12401E-1 2.20279E-1
7.92000E+2 1.69172E-1 1.91034E-1 1.69216E-1 1.88989E-1 2.09852E-1 1.54489E-1 1.88501E-1 2.10328E-1 2.18217E-1
7.93000E+2 1.68432E-1 1.90297E-1 1.63233E-1 1.82238E-1 2.02440E-1 1.52792E-1 1.86804E-1 2.08174E-1 2.16079E-1
7.94000E+2 1.67756E-1 1.89544E-1 1.57533E-1 1.75875E-1 1.95390E-1 1.51066E-1 1.85027E-1 2.05961E-1 2.13869E-1
7.95000E+2 1.67127E-1 1.88756E-1 1.52228E-1 1.70026E-1 1.88850E-1 1.49328E-1 1.83170E-1 2.03707E-1 2.11582E-1
7.96000E+2 1.66520E-1 1.87927E-1 1.47384E-1 1.64756E-1 1.82864E-1 1.47579E-1 1.81234E-1 2.01418E-1 2.09221E-1
7.97000E+2 1.65914E-1 1.87043E-1 1.43019E-1 1.60052E-1 1.77367E-1 1.45808E-1 1.79217E-1 1.99090E-1 2.06784E-1
7.98000E+2 1.65285E-1 1.86097E-1 1.39148E-1 1.55899E-1 1.72292E-1 1.44000E-1 1.77119E-1 1.96721E-1 2.04267E-1
7.99000E+2 1.64616E-1 1.85086E-1 1.35789E-1 1.52286E-1 1.67571E-1 1.42149E-1 1.74945E-1 1.94312E-1 2.01675E-1
8.00000E+2 1.63892E-1 1.84007E-1 1.32960E-1 1.49201E-1 1.63147E-1 1.40245E-1 1.72698E-1 1.91860E-1 1.99011E-1
8.01000E+2 1.63103E-1 1.82862E-1 1.30696E-1 1.46678E-1 1.59083E-1 1.38294E-1 1.70402E-1 1.89365E-1 1.96287E-1
8.02000E+2 1.62235E-1 1.81651E-1 1.29051E-1 1.44783E-1 1.55524E-1 1.36307E-1 1.68085E-1 1.86835E-1 1.93529E-1
8.03000E+2 1.61280E-1 1.80378E-1 1.28077E-1 1.43581E-1 1.52619E-1 1.34293E-1 1.65778E-1 1.84274E-1 1.90754E-1
8.04000E+2 1.60232E-1 1.79039E-1 1.27825E-1 1.43138E-1 1.50512E-1 1.32262E-1 1.63506E-1 1.81684E-1 1.87985E-1
8.05000E+2 1.59094E-1 1.77625E-1 1.28334E-1 1.43505E-1 1.49330E-1 1.30218E-1 1.61282E-1 1.79071E-1 1.85230E-1
8.06000E+2 1.57867E-1 1.76132E-1 1.29555E-1 1.44639E-1 1.49073E-1 1.28169E-1 1.59095E-1 1.76439E-1 1.82490E-1
8.07000E+2 1.56557E-1 1.74552E-1 1.31398E-1 1.46459E-1 1.49687E-1 1.26117E-1 1.56936E-1 1.73799E-1 1.79767E-1
8.08000E+2 1.55168E-1 1.72879E-1 1.33777E-1 1.48879E-1 1.51115E-1 1.24070E-1 1.54791E-1 1.71156E-1 1.77062E-1
8.09000E+2 1.53699E-1 1.71109E-1 1.36601E-1 1.51815E-1 1.53299E-1 1.22029E-1 1.52650E-1 1.68517E-1 1.74372E-1
8.10000E+2 1.52147E-1 1.69234E-1 1.39787E-1 1.55187E-1 1.56177E-1 1.20002E-1 1.50501E-1 1.65883E-1 1.71695E-1
