X GE200 GE300 Orion400 Orion600 Orion700 Osram200 Osram400 Osram600 Osram700
6.37000E+2 8.24447E-4 1.20968E-3 1.10293E-3 1.66320E-3 2.03879E-3 5.24431E-4 1.23594E-3 1.74593E-3 2.09199E-3
6.38000E+2 8.28741E-4 1.21467E-3 1.11050E-3 1.67450E-3 2.05017E-3 5.27935E-4 1.24323E-3 1.75522E-3 2.10176E-3
6.39000E+2 8.33227E-4 1.21972E-3 1.11840E-3 1.68567E-3 2.06263E-3 5.31455E-4 1.25001E-3 1.76455E-3 2.11195E-3
6.40000E+2 8.37785E-4 1.22513E-3 1.12642E-3 1.69662E-3 2.07652E-3 5.35372E-4 1.25679E-3 1.77423E-3 2.12381E-3
6.41000E+2 8.42385E-4 1.23129E-3 1.13432E-3 1.70783E-3 2.09161E-3 5.39664E-4 1.26411E-3 1.78442E-3 2.13717E-3
6.42000E+2 8.47102E-4 1.23833E-3 1.14199E-3 1.71965E-3 2.10757E-3 5.44080E-4 1.27254E-3 1.79522E-3 2.15105E-3
6.43000E+2 8.52169E-4 1.24596E-3 1.14997E-3 1.73188E-3 2.12377E-3 5.48520E-4 1.28220E-3 1.80668E-3 2.16478E-3
6.44000E+2 8.57777E-4 1.25386E-3 1.15888E-3 1.74417E-3 2.13957E-3 5.53184E-4 1.29242E-3 1.81883E-3 2.17852E-3
6.45000E+2 8.63785E-4 1.26189E-3 1.16869E-3 1.75651E-3 2.15485E-3 5.58277E-4 1.30248E-3 1.83167E-3 2.19247E-3
6.46000E+2 8.69925E-4 1.26992E-3 1.17855E-3 1.76920E-3 2.16997E-3 5.63675E-4 1.31229E-3 1.84529E-3 2.20671E-3
6.47000E+2 8.76073E-4 1.27795E-3 1.18773E-3 1.78250E-3 2.18532E-3 5.69095E-4 1.32206E-3 1.85966E-3 2.22123E-3
6.48000E+2 8.82344E-4 1.28617E-3 1.19688E-3 1.79641E-3 2.20072E-3 5.74373E-4 1.33197E-3 1.87448E-3 2.23621E-3
6.49000E+2 8.88859E-4 1.29476E-3 1.20716E-3 1.81084E-3 2.21582E-3 5.79589E-4 1.34213E-3 1.88878E-3 2.25202E-3
6.50000E+2 8.95627E-4 1.30368E-3 1.21906E-3 1.82561E-3 2.23061E-3 5.84842E-4 1.35259E-3 1.90158E-3 2.26902E-3
6.51000E+2 9.02613E-4 1.31277E-3 1.23157E-3 1.84028E-3 2.24578E-3 5.90084E-4 1.36334E-3 1.91320E-3 2.28644E-3
6.52000E+2 9.09726E-4 1.32196E-3 1.24356E-3 1.85444E-3 2.26205E-3 5.95178E-4 1.37425E-3 1.92476E-3 2.30278E-3
6.53000E+2 9.16863E-4 1.33147E-3 1.25501E-3 1.86848E-3 2.27981E-3 6.00113E-4 1.38529E-3 1.93726E-3 2.31727E-3
6.54000E+2 9.23935E-4 1.34155E-3 1.26693E-3 1.88352E-3 2.29907E-3 6.05207E-4 1.39658E-3 1.95118E-3 2.33110E-3
6.55000E+2 9.31046E-4 1.35207E-3 1.28005E-3 1.90036E-3 2.31963E-3 6.10796E-4 1.40818E-3 1.96680E-3 2.34570E-3
6.56000E+2 9.38512E-4 1.36273E-3 1.29385E-3 1.91854E-3 2.34079E-3 6.16812E-4 1.41994E-3 1.98341E-3 2.36152E-3
6.57000E+2 9.46585E-4 1.37330E-3 1.30736E-3 1.93721E-3 2.36161E-3 6.22735E-4 1.43139E-3 1.99934E-3 2.37797E-3
6.58000E+2 9.55045E-4 1.38390E-3 1.32011E-3 1.95563E-3 2.38164E-3 6.28114E-4 1.44214E-3 2.01309E-3 2.39438E-3
6.59000E+2 9.63543E-4 1.39468E-3 1.33315E-3 1.97348E-3 2.40178E-3 6.33198E-4 1.45245E-3 2.02542E-3 2.41050E-3
6.60000E+2 9.71946E-4 1.40583E-3 1.34775E-3 1.99056E-3 2.42318E-3 6.38527E-4 1.46284E-3 2.03790E-3 2.42625E-3
6.61000E+2 9.80539E-4 1.41755E-3 1.36429E-3 2.00682E-3 2.44573E-3 6.44433E-4 1.47376E-3 2.05166E-3 2.44178E-3
6.62000E+2 9.89627E-4 1.43000E-3 1.38181E-3 2.02232E-3 2.46752E-3 6.50628E-4 1.48533E-3 2.06613E-3 2.45754E-3
6.63000E+2 9.99273E-4 1.44325E-3 1.39928E-3 2.03713E-3 2.48657E-3 6.56730E-4 1.49763E-3 2.08055E-3 2.47403E-3
6.64000E+2 1.00932E-3 1.45726E-3 1.41607E-3 2.05141E-3 2.50283E-3 6.62600E-4 1.51040E-3 2.09464E-3 2.49112E-3
6.65000E+2 1.01965E-3 1.47196E-3 1.43192E-3 2.06545E-3 2.51783E-3 6.68409E-4 1.52302E-3 2.10884E-3 2.50794E-3
6.66000E+2 1.03033E-3 1.48699E-3 1.44662E-3 2.07960E-3 2.53310E-3 6.74325E-4 1.53489E-3 2.12356E-3 2.52363E-3
6.67000E+2 1.04154E-3 1.50188E-3 1.46039E-3 2.09428E-3 2.54930E-3 6.80228E-4 1.54563E-3 2.13803E-3 2.53842E-3
6.68000E+2 1.05323E-3 1.51622E-3 1.47363E-3 2.10998E-3 2.56665E-3 6.85800E-4 1.55501E-3 2.15079E-3 2.55318E-3
6.69000E+2 1.06459E-3 1.52989E-3 1.48676E-3 2.12707E-3 2.58518E-3 6.90784E-4 1.56292E-3 2.16068E-3 2.56849E-3
6.70000E+2 1.07461E-3 1.54288E-3 1.50016E-3 2.14499E-3 2.60409E-3 6.95280E-4 1.56986E-3 2.16851E-3 2.58358E-3
6.71000E+2 1.08286E-3 1.55539E-3 1.51422E-3 2.16294E-3 2.62228E-3 6.99526E-4 1.57660E-3 2.17582E-3 2.59719E-3
6.72000E+2 1.09022E-3 1.56806E-3 1.52916E-3 2.18023E-3 2.63898E-3 7.03698E-4 1.58367E-3 2.18369E-3 2.60849E-3
6.73000E+2 1.09772E-3 1.58159E-3 1.54459E-3 2.19684E-3 2.65517E-3 7.07779E-4 1.59097E-3 2.19163E-3 2.61813E-3
6.74000E+2 1.10599E-3 1.59603E-3 1.55994E-3 2.21298E-3 2.67242E-3 7.11723E-4 1.59826E-3 2.19881E-3 2.62719E-3
6.75000E+2 1.11489E-3 1.61034E-3 1.57465E-3 2.22878E-3 2.69171E-3 7.15508E-4 1.60536E-3 2.20497E-3 2.63632E-3
6.76000E+2 1.12421E-3 1.62336E-3 1.58828E-3 2.24406E-3 2.71177E-3 7.19169E-4 1.61223E-3 2.21084E-3 2.64514E-3
6.77000E+2 1.13380E-3 1.63492E-3 1.60045E-3 2.25866E-3 2.73092E-3 7.22784E-4 1.61891E-3 2.21745E-3 2.65330E-3
6.78000E+2 1.14354E-3 1.64591E-3 1.61104E-3 2.27259E-3 2.74795E-3 7.26312E-4 1.62534E-3 2.22511E-3 2.66053E-3
6.79000E+2 1.15322E-3 1.65718E-3 1.62094E-3 2.28658E-3 2.76364E-3 7.29502E-4 1.63120E-3 2.23287E-3 2.66670E-3
6.80000E+2 1.16279E-3 1.66893E-3 1.63139E-3 2.30165E-3 2.77946E-3 7.32130E-4 1.63628E-3 2.23975E-3 2.67184E-3
6.81000E+2 1.17225E-3 1.68060E-3 1.64330E-3 2.31853E-3 2.79657E-3 7.34095E-4 1.64045E-3 2.24523E-3 2.67567E-3
6.82000E+2 1.18157E-3 1.69159E-3 1.65613E-3 2.33661E-3 2.81493E-3 7.35494E-4 1.64384E-3 2.24927E-3 2.67747E-3
6.83000E+2 1.19078E-3 1.70179E-3 1.66907E-3 2.35497E-3 2.83420E-3 7.36454E-4 1.64656E-3 2.25195E-3 2.67657E-3
6.84000E+2 1.19986E-3 1.71156E-3 1.68141E-3 2.37279E-3 2.85406E-3 7.37068E-4 1.64868E-3 2.25331E-3 2.67327E-3
6.85000E+2 1.20881E-3 1.72120E-3 1.69342E-3 2.38956E-3 2.87424E-3 7.37387E-4 1.65004E-3 2.25341E-3 2.66912E-3
6.86000E+2 1.21761E-3 1.73076E-3 1.70580E-3 2.40512E-3 2.89465E-3 7.37494E-4 1.65058E-3 2.25239E-3 2.66593E-3
6.87000E+2 1.22615E-3 1.73990E-3 1.71908E-3 2.41924E-3 2.91512E-3 7.37410E-4 1.65025E-3 2.25041E-3 2.66411E-3
6.88000E+2 1.23431E-3 1.74823E-3 1.73286E-3 2.43251E-3 2.93492E-3 7.37090E-4 1.64909E-3 2.24787E-3 2.66228E-3
6.89000E+2 1.24201E-3 1.75569E-3 1.74643E-3 2.44589E-3 2.95327E-3 7.36507E-4 1.64718E-3 2.24518E-3 2.65899E-3
6.90000E+2 1.24924E-3 1.76254E-3 1.75909E-3 2.46028E-3 2.96941E-3 7.35649E-4 1.64468E-3 2.24222E-3 2.65346E-3
6.91000E+2 1.25592E-3 1.76897E-3 1.77074E-3 2.47547E-3 2.98367E-3 7.34514E-4 1.64180E-3 2.23790E-3 2.64591E-3
6.92000E+2 1.26208E-3 1.77521E-3 1.78178E-3 2.49049E-3 2.99718E-3 7.33107E-4 1.63880E-3 2.23110E-3 2.63671E-3
6.93000E+2 1.26778E-3 1.78148E-3 1.79257E-3 2.50437E-3 3.01107E-3 7.31419E-4 1.63563E-3 2.22143E-3 2.62627E-3
6.94000E+2 1.27312E-3 1.78794E-3 1.80331E-3 2.51699E-3 3.02581E-3 7.29388E-4 1.63156E-3 2.21011E-3 2.61509E-3
6.95000E+2 1.27821E-3 1.79470E-3 1.81389E-3 2.52927E-3 3.04102E-3 7.26934E-4 1.62579E-3 2.19856E-3 2.60365E-3
6.96000E+2 1.28323E-3 1.80166E-3 1.82418E-3 2.54216E-3 3.05623E-3 7.24013E-4 1.61787E-3 2.18772E-3 2.59219E-3
6.97000E+2 1.28839E-3 1.80870E-3 1.83424E-3 2.55615E-3 3.07122E-3 7.20681E-4 1.60859E-3 2.17697E-3 2.58023E-3
6.98000E+2 1.29380E-3 1.81568E-3 1.84435E-3 2.57050E-3 3.08617E-3 7.17010E-4 1.59894E-3 2.16536E-3 2.56715E-3
6.99000E+2 1.29922E-3 1.82230E-3 1.85489E-3 2.58430E-3 3.10129E-3 7.13058E-4 1.58975E-3 2.15212E-3 2.55243E-3
7.00000E+2 1.30437E-3 1.82824E-3 1.86615E-3 2.59682E-3 3.11679E-3 7.08804E-4 1.58071E-3 2.13738E-3 2.53613E-3
7.01000E+2 1.30894E-3 1.83322E-3 1.87785E-3 2.60818E-3 3.13227E-3 7.04177E-4 1.57106E-3 2.12148E-3 2.51845E-3
7.02000E+2 1.31299E-3 1.83733E-3 1.88963E-3 2.61889E-3 3.14720E-3 6.99135E-4 1.56022E-3 2.10483E-3 2.49963E-3
7.03000E+2 1.31667E-3 1.84081E-3 1.90108E-3 2.62937E-3 3.16111E-3 6.93705E-4 1.54817E-3 2.08743E-3 2.47960E-3
7.04000E+2 1.32012E-3 1.84388E-3 1.91189E-3 2.63981E-3 3.17390E-3 6.87950E-4 1.53542E-3 2.06900E-3 2.45803E-3
7.05000E+2 1.32339E-3 1.84660E-3 1.92193E-3 2.65017E-3 3.18597E-3 6.81951E-4 1.52244E-3 2.04934E-3 2.43467E-3
7.06000E+2 1.32645E-3 1.84887E-3 1.93109E-3 2.66045E-3 3.19775E-3 6.75725E-4 1.50928E-3 2.02848E-3 2.40979E-3
7.07000E+2 1.32924E-3 1.85058E-3 1.93934E-3 2.67059E-3 3.20945E-3 6.69180E-4 1.49541E-3 2.00668E-3 2.38431E-3
7.08000E+2 1.33172E-3 1.85168E-3 1.94705E-3 2.68071E-3 3.22104E-3 6.62233E-4 1.48028E-3 1.98427E-3 2.35918E-3
7.09000E+2 1.33382E-3 1.85240E-3 1.95467E-3 2.69092E-3 3.23242E-3 6.54846E-4 1.46361E-3 1.96158E-3 2.33494E-3
7.10000E+2 1.33549E-3 1.85290E-3 1.96259E-3 2.70128E-3 3.24342E-3 6.47120E-4 1.44603E-3 1.93870E-3 2.31064E-3
7.11000E+2 1.33666E-3 1.85329E-3 1.97071E-3 2.71137E-3 3.25391E-3 6.39190E-4 1.42834E-3 1.91573E-3 2.28506E-3
7.12000E+2 1.33731E-3 1.85320E-3 1.97876E-3 2.72058E-3 3.26372E-3 6.31187E-4 1.41129E-3 1.89274E-3 2.25715E-3
7.13000E+2 1.33747E-3 1.85216E-3 1.98647E-3 2.72831E-3 3.27281E-3 6.23207E-4 1.39492E-3 1.86969E-3 2.22747E-3
7.14000E+2 1.33714E-3 1.84960E-3 1.99359E-3 2.73429E-3 3.28101E-3 6.15285E-4 1.37880E-3 1.84632E-3 2.19729E-3
7.15000E+2 1.33628E-3 1.84564E-3 2.00008E-3 2.73900E-3 3.28834E-3 6.07466E-4 1.36250E-3 1.82238E-3 2.16795E-3
7.16000E+2 1.33494E-3 1.84103E-3 2.00589E-3 2.74315E-3 3.29497E-3 5.99786E-4 1.34589E-3 1.79787E-3 2.14004E-3
7.17000E+2 1.33313E-3 1.83661E-3 2.01103E-3 2.74731E-3 3.30091E-3 5.92216E-4 1.32915E-3 1.77296E-3 2.11288E-3
7.18000E+2 1.33083E-3 1.83286E-3 2.01553E-3 2.75153E-3 3.30614E-3 5.84732E-4 1.31249E-3 1.74789E-3 2.08565E-3
7.19000E+2 1.32803E-3 1.82928E-3 2.01957E-3 2.75561E-3 3.31062E-3 5.77304E-4 1.29610E-3 1.72287E-3 2.05770E-3
7.20000E+2 1.32469E-3 1.82506E-3 2.02327E-3 2.75929E-3 3.31426E-3 5.69867E-4 1.27981E-3 1.69809E-3 2.02935E-3
7.21000E+2 1.32081E-3 1.81943E-3 2.02670E-3 2.76239E-3 3.31707E-3 5.62347E-4 1.26331E-3 1.67371E-3 2.00130E-3
7.22000E+2 1.31637E-3 1.81220E-3 2.02980E-3 2.76469E-3 3.31914E-3 5.54666E-4 1.24632E-3 1.64986E-3 1.97424E-3
7.23000E+2 1.31146E-3 1.80377E-3 2.03246E-3 2.76608E-3 3.32068E-3 5.46834E-4 1.22880E-3 1.62655E-3 1.94831E-3
7.24000E+2 1.30611E-3 1.79455E-3 2.03460E-3 2.76637E-3 3.32181E-3 5.38975E-4 1.21118E-3 1.60347E-3 1.92273E-3
7.25000E+2 1.30036E-3 1.78484E-3 2.03607E-3 2.76545E-3 3.32234E-3 5.31217E-4 1.19385E-3 1.58028E-3 1.89666E-3
7.26000E+2 1.29407E-3 1.77462E-3 2.03683E-3 2.76335E-3 3.32181E-3 5.23669E-4 1.17720E-3 1.55671E-3 1.86940E-3
7.27000E+2 1.28711E-3 1.76378E-3 2.03679E-3 2.76004E-3 3.31970E-3 5.16278E-4 1.16120E-3 1.53283E-3 1.84126E-3
7.28000E+2 1.27933E-3 1.75218E-3 2.03589E-3 2.75562E-3 3.31564E-3 5.08908E-4 1.14564E-3 1.50889E-3 1.81297E-3
7.29000E+2 1.27069E-3 1.73972E-3 2.03416E-3 2.75020E-3 3.30967E-3 5.01422E-4 1.13027E-3 1.48510E-3 1.78524E-3
7.30000E+2 1.26137E-3 1.72636E-3 2.03171E-3 2.74408E-3 3.30218E-3 4.93758E-4 1.11491E-3 1.46159E-3 1.75845E-3
7.31000E+2 1.25157E-3 1.71211E-3 2.02871E-3 2.73756E-3 3.29360E-3 4.86048E-4 1.09941E-3 1.43828E-3 1.73215E-3
7.32000E+2 1.24143E-3 1.69695E-3 2.02521E-3 2.73074E-3 3.28420E-3 4.78435E-4 1.08364E-3 1.41505E-3 1.70574E-3
7.33000E+2 1.23087E-3 1.68090E-3 2.02110E-3 2.72329E-3 3.27406E-3 4.71056E-4 1.06745E-3 1.39177E-3 1.67868E-3
7.34000E+2 1.21961E-3 1.66402E-3 2.01629E-3 2.71470E-3 3.26320E-3 4.64005E-4 1.05099E-3 1.36857E-3 1.65096E-3
7.35000E+2 1.20741E-3 1.64639E-3 2.01067E-3 2.70454E-3 3.25167E-3 4.57329E-4 1.03463E-3 1.34584E-3 1.62318E-3
7.36000E+2 1.19405E-3 1.62802E-3 2.00411E-3 2.69253E-3 3.23934E-3 4.51064E-4 1.01876E-3 1.32395E-3 1.59595E-3
7.37000E+2 1.17965E-3 1.60861E-3 1.99642E-3 2.67877E-3 3.22568E-3 4.45234E-4 1.00370E-3 1.30322E-3 1.56974E-3
7.38000E+2 1.16444E-3 1.58783E-3 1.98751E-3 2.66354E-3 3.21025E-3 4.39811E-4 9.89458E-4 1.28380E-3 1.54487E-3
7.39000E+2 1.14862E-3 1.56538E-3 1.97724E-3 2.64704E-3 3.19257E-3 4.34733E-4 9.75888E-4 1.26573E-3 1.52148E-3
7.40000E+2 1.13225E-3 1.54111E-3 1.96563E-3 2.62932E-3 3.17253E-3 4.29928E-4 9.62827E-4 1.24904E-3 1.49967E-3
7.41000E+2 1.11511E-3 1.51537E-3 1.95302E-3 2.61034E-3 3.15068E-3 4.25376E-4 9.50196E-4 1.23374E-3 1.47953E-3
7.42000E+2 1.09693E-3 1.48860E-3 1.93976E-3 2.59000E-3 3.12756E-3 4.21175E-4 9.38178E-4 1.21980E-3 1.46095E-3
7.43000E+2 1.07748E-3 1.46119E-3 1.92621E-3 2.56822E-3 3.10373E-3 4.17461E-4 9.27008E-4 1.20717E-3 1.44375E-3
7.44000E+2 1.05668E-3 1.43332E-3 1.91229E-3 2.54501E-3 3.07919E-3 4.14363E-4 9.16916E-4 1.19581E-3 1.42779E-3
7.45000E+2 1.03475E-3 1.40481E-3 1.89755E-3 2.52052E-3 3.05334E-3 4.11942E-4 9.08022E-4 1.18568E-3 1.41298E-3
7.46000E+2 1.01193E-3 1.37548E-3 1.88145E-3 2.49483E-3 3.02554E-3 4.10104E-4 9.00197E-4 1.17676E-3 1.39949E-3
7.47000E+2 9.88442E-4 1.34514E-3 1.86352E-3 2.46809E-3 2.99512E-3 4.08739E-4 8.93281E-4 1.16904E-3 1.38745E-3
7.48000E+2 9.64582E-4 1.31387E-3 1.84356E-3 2.44010E-3 2.96182E-3 4.07733E-4 8.87109E-4 1.16248E-3 1.37704E-3
7.49000E+2 9.40717E-4 1.28203E-3 1.82184E-3 2.41040E-3 2.92570E-3 4.07024E-4 8.81595E-4 1.15703E-3 1.36826E-3
7.50000E+2 9.17235E-4 1.25000E-3 1.79862E-3 2.37856E-3 2.88695E-3 4.06629E-4 8.76782E-4 1.15265E-3 1.36094E-3
7.51000E+2 8.94474E-4 1.21812E-3 1.77415E-3 2.34413E-3 2.84569E-3 4.06558E-4 8.72701E-4 1.14923E-3 1.35487E-3
7.52000E+2 8.72396E-4 1.18652E-3 1.74866E-3 2.30732E-3 2.80247E-3 4.06825E-4 8.69376E-4 1.14669E-3 1.34984E-3
7.53000E+2 8.50655E-4 1.15513E-3 1.72234E-3 2.26920E-3 2.75839E-3 4.07413E-4 8.66781E-4 1.14496E-3 1.34567E-3
7.54000E+2 8.28884E-4 1.12386E-3 1.69536E-3 2.23083E-3 2.71453E-3 4.08255E-4 8.64768E-4 1.14387E-3 1.34222E-3
7.55000E+2 8.06727E-4 1.09263E-3 1.66792E-3 2.19331E-3 2.67195E-3 4.09283E-4 8.63197E-4 1.14332E-3 1.33934E-3
7.56000E+2 7.83937E-4 1.06122E-3 1.64038E-3 2.15743E-3 2.63138E-3 4.10439E-4 8.61947E-4 1.14319E-3 1.33691E-3
7.57000E+2 7.60322E-4 1.02924E-3 1.61332E-3 2.12357E-3 2.59280E-3 4.11682E-4 8.60951E-4 1.14341E-3 1.33489E-3
7.58000E+2 7.35697E-4 9.96328E-4 1.58730E-3 2.09202E-3 2.55615E-3 4.13005E-4 8.60233E-4 1.14397E-3 1.33340E-3
7.59000E+2 7.09918E-4 9.62175E-4 1.56297E-3 2.06312E-3 2.52141E-3 4.14409E-4 8.59843E-4 1.14488E-3 1.33258E-3
7.60000E+2 6.83361E-4 9.27098E-4 1.54046E-3 2.03667E-3 2.48822E-3 4.15894E-4 8.59812E-4 1.14616E-3 1.33254E-3
7.61000E+2 6.56900E-4 8.92021E-4 1.51886E-3 2.01119E-3 2.45534E-3 4.17427E-4 8.60130E-4 1.14774E-3 1.33328E-3
7.62000E+2 6.31425E-4 8.57897E-4 1.49707E-3 1.98503E-3 2.42147E-3 4.18950E-4 8.60738E-4 1.14949E-3 1.33468E-3
7.63000E+2 6.07804E-4 8.25653E-4 1.47404E-3 1.95656E-3 2.38532E-3 4.20403E-4 8.61568E-4 1.15127E-3 1.33658E-3
7.64000E+2 5.86315E-4 7.95710E-4 1.44896E-3 1.92456E-3 2.34597E-3 4.21721E-4 8.62553E-4 1.15295E-3 1.33885E-3
7.65000E+2 5.66504E-4 7.67851E-4 1.42231E-3 1.88989E-3 2.30433E-3 4.22859E-4 8.63604E-4 1.15441E-3 1.34124E-3
7.66000E+2 5.47870E-4 7.41818E-4 1.39495E-3 1.85397E-3 2.26190E-3 4.23785E-4 8.64581E-4 1.15554E-3 1.34331E-3
7.67000E+2 5.29919E-4 7.17365E-4 1.36774E-3 1.81828E-3 2.22015E-3 4.24481E-4 8.65345E-4 1.15626E-3 1.34464E-3
7.68000E+2 5.12445E-4 6.94352E-4 1.34148E-3 1.78415E-3 2.18043E-3 4.24922E-4 8.65758E-4 1.15648E-3 1.34478E-3
7.69000E+2 4.95793E-4 6.72857E-4 1.31625E-3 1.75175E-3 2.14270E-3 4.25092E-4 8.65715E-4 1.15613E-3 1.34348E-3
7.70000E+2 4.80384E-4 6.52993E-4 1.29171E-3 1.72042E-3 2.10601E-3 4.25014E-4 8.65271E-4 1.15526E-3 1.34118E-3
7.71000E+2 4.66641E-4 6.34880E-4 1.26751E-3 1.68955E-3 2.06939E-3 4.24720E-4 8.64519E-4 1.15397E-3 1.33845E-3
7.72000E+2 4.54820E-4 6.18561E-4 1.24327E-3 1.65843E-3 2.03188E-3 4.24231E-4 8.63526E-4 1.15231E-3 1.33583E-3
7.73000E+2 4.44574E-4 6.03838E-4 1.21880E-3 1.62675E-3 1.99300E-3 4.23575E-4 8.62362E-4 1.15037E-3 1.33376E-3
7.74000E+2 4.35415E-4 5.90465E-4 1.19420E-3 1.59469E-3 1.95321E-3 4.22764E-4 8.61036E-4 1.14815E-3 1.33203E-3
7.75000E+2 4.26850E-4 5.78187E-4 1.16958E-3 1.56243E-3 1.91301E-3 4.21800E-4 8.59521E-4 1.14564E-3 1.33018E-3
7.76000E+2 4.18427E-4 5.66760E-4 1.14505E-3 1.53020E-3 1.87289E-3 4.20680E-4 8.57783E-4 1.14281E-3 1.32772E-3
7.77000E+2 4.10125E-4 5.56084E-4 1.12068E-3 1.49815E-3 1.83329E-3 4.19404E-4 8.55794E-4 1.13965E-3 1.32418E-3
7.78000E+2 4.02186E-4 5.46158E-4 1.09631E-3 1.46611E-3 1.79430E-3 4.17970E-4 8.53525E-4 1.13612E-3 1.31953E-3
7.79000E+2 3.94844E-4 5.36964E-4 1.07168E-3 1.43381E-3 1.75589E-3 4.16365E-4 8.50931E-4 1.13218E-3 1.31403E-3
7.80000E+2 3.88327E-4 5.28492E-4 1.04653E-3 1.40094E-3 1.71797E-3 4.14569E-4 8.47955E-4 1.12775E-3 1.30792E-3
7.81000E+2 3.82720E-4 5.20717E-4 1.02061E-3 1.36722E-3 1.68047E-3 4.12566E-4 8.44550E-4 1.12279E-3 1.30146E-3
7.82000E+2 3.77875E-4 5.13605E-4 9.93878E-4 1.33256E-3 1.64321E-3 4.10351E-4 8.40699E-4 1.11725E-3 1.29481E-3
7.83000E+2 3.73626E-4 5.07120E-4 9.66633E-4 1.29715E-3 1.60576E-3 4.07935E-4 8.36446E-4 1.11120E-3 1.28789E-3
7.84000E+2 3.69807E-4 5.01225E-4 9.39192E-4 1.26122E-3 1.56773E-3 4.05335E-4 8.31856E-4 1.10469E-3 1.28057E-3
7.85000E+2 3.66274E-4 4.95889E-4 9.11862E-4 1.22498E-3 1.52871E-3 4.02561E-4 8.26979E-4 1.09776E-3 1.27274E-3
7.86000E+2 3.62992E-4 4.91103E-4 8.84903E-4 1.18860E-3 1.48828E-3 3.99624E-4 8.21855E-4 1.09046E-3 1.26427E-3
7.87000E+2 3.59981E-4 4.86880E-4 8.58292E-4 1.15214E-3 1.44651E-3 3.96520E-4 8.16499E-4 1.08276E-3 1.25517E-3
7.88000E+2 3.57249E-4 4.83232E-4 8.31867E-4 1.11562E-3 1.40360E-3 3.93237E-4 8.10895E-4 1.07463E-3 1.24552E-3
7.89000E+2 3.54807E-4 4.80160E-4 8.05461E-4 1.07900E-3 1.35974E-3 3.89761E-4 8.05023E-4 1.06599E-3 1.23537E-3
7.90000E+2 3.52647E-4 4.77610E-4 7.78912E-4 1.04228E-3 1.31513E-3 3.86079E-4 7.98868E-4 1.05680E-3 1.22478E-3
7.91000E+2 3.50735E-4 4.75447E-4 7.52226E-4 1.00564E-3 1.27015E-3 3.82198E-4 7.92419E-4 1.04705E-3 1.21381E-3
7.92000E+2 3.49036E-4 4.73526E-4 7.25818E-4 9.69676E-4 1.22560E-3 3.78161E-4 7.85668E-4 1.03683E-3 1.20245E-3
7.93000E+2 3.47509E-4 4.71698E-4 7.00155E-4 9.35038E-4 1.18231E-3 3.74008E-4 7.78592E-4 1.02621E-3 1.19067E-3
7.94000E+2 3.46115E-4 4.69833E-4 6.75709E-4 9.02387E-4 1.14114E-3 3.69782E-4 7.71186E-4 1.01530E-3 1.17849E-3
7.95000E+2 3.44816E-4 4.67880E-4 6.52954E-4 8.72378E-4 1.10294E-3 3.65529E-4 7.63446E-4 1.00419E-3 1.16589E-3
7.96000E+2 3.43565E-4 4.65823E-4 6.32177E-4 8.45338E-4 1.06798E-3 3.61248E-4 7.55376E-4 9.92904E-4 1.15288E-3
7.97000E+2 3.42314E-4 4.63633E-4 6.13453E-4 8.21202E-4 1.03588E-3 3.56911E-4 7.46970E-4 9.81431E-4 1.13945E-3
7.98000E+2 3.41017E-4 4.61288E-4 5.96849E-4 7.99895E-4 1.00624E-3 3.52487E-4 7.38228E-4 9.69754E-4 1.12558E-3
7.99000E+2 3.39636E-4 4.58781E-4 5.82443E-4 7.81359E-4 9.78669E-4 3.47955E-4 7.29165E-4 9.57877E-4 1.11130E-3
8.00000E+2 3.38143E-4 4.56108E-4 5.70305E-4 7.65529E-4 9.52831E-4 3.43295E-4 7.19801E-4 9.45787E-4 1.09662E-3
8.01000E+2 3.36514E-4 4.53268E-4 5.60595E-4 7.52582E-4 9.29092E-4 3.38520E-4 7.10230E-4 9.33491E-4 1.08161E-3
8.02000E+2 3.34724E-4 4.50268E-4 5.53539E-4 7.42858E-4 9.08310E-4 3.33655E-4 7.00575E-4 9.21018E-4 1.06641E-3
8.03000E+2 3.32753E-4 4.47112E-4 5.49362E-4 7.36694E-4 8.91345E-4 3.28725E-4 6.90957E-4 9.08392E-4 1.05112E-3
8.04000E+2 3.30591E-4 4.43794E-4 5.48283E-4 7.34422E-4 8.79039E-4 3.23753E-4 6.81490E-4 8.95628E-4 1.03586E-3
8.05000E+2 3.28242E-4 4.40289E-4 5.50465E-4 7.36303E-4 8.72134E-4 3.18751E-4 6.72220E-4 8.82744E-4 1.02068E-3
8.06000E+2 3.25711E-4 4.36586E-4 5.55700E-4 7.42123E-4 8.70635E-4 3.13734E-4 6.63105E-4 8.69772E-4 1.00558E-3
8.07000E+2 3.23009E-4 4.32670E-4 5.63608E-4 7.51457E-4 8.74218E-4 3.08712E-4 6.54103E-4 8.56755E-4 9.90579E-4
8.08000E+2 3.20143E-4 4.28525E-4 5.73810E-4 7.63874E-4 8.82558E-4 3.03700E-4 6.45166E-4 8.43729E-4 9.75673E-4
8.09000E+2 3.17111E-4 4.24136E-4 5.85922E-4 7.78940E-4 8.95311E-4 2.98704E-4 6.36239E-4 8.30717E-4 9.60849E-4
8.10000E+2 3.13910E-4 4.19489E-4 5.99588E-4 7.96242E-4 9.12120E-4 2.93744E-4 6.27283E-4 8.17733E-4 9.46099E-4
