fname time Tem kT_1 n1 Rs tau_n Rsh n2 tau_g rmsre 
0D59 54958 335.08 34.601 1.000000000E+00 7.769288433E-01 1.110352845E-05 9.535356034E+04 1.908005225E+00 7.053000409E-06 1.919259740E-02 
0D60 55054 335.08 34.601 1.000000000E+00 7.801885280E-01 1.076659583E-05 9.872156339E+04 1.956048734E+00 6.455867922E-06 2.503316370E-02 
0D60 55054 335.08 34.601 1.000000000E+00 7.801885280E-01 1.076659583E-05 9.872156339E+04 1.956048734E+00 6.455867922E-06 2.503316370E-02 
0D60 55054 335.08 34.601 1.000000000E+00 7.801885280E-01 1.076659583E-05 9.872156339E+04 1.956048734E+00 6.455867922E-06 2.503316370E-02 
0D61 55146 335.08 34.601 1.000000000E+00 7.994738356E-01 1.079404424E-05 9.489973574E+04 1.914248937E+00 7.006696790E-06 9.629400533E-03 
0D61 55146 335.08 34.601 1.000000000E+00 7.994738356E-01 1.079404424E-05 9.489973574E+04 1.914248937E+00 7.006696790E-06 9.629400533E-03 
0D61 55146 335.08 34.601 1.000000000E+00 7.994738356E-01 1.079404424E-05 9.489973574E+04 1.914248937E+00 7.006696790E-06 9.629400533E-03 
0D62 55854 337.57 34.346 1.000000000E+00 8.372907359E-01 1.061842174E-05 9.356311955E+04 1.966624664E+00 6.394974941E-06 1.547460536E-02 
0D62 55854 337.57 34.346 1.000000000E+00 8.372907359E-01 1.061842174E-05 9.356311955E+04 1.966624664E+00 6.394974941E-06 1.547460536E-02 
0D62 55854 337.57 34.346 1.000000000E+00 8.372907359E-01 1.061842174E-05 9.356311955E+04 1.966624664E+00 6.394974941E-06 1.547460536E-02 
0D63 55946 337.58 34.345 1.000000000E+00 8.417449835E-01 1.062348309E-05 1.036328894E+05 2.033292743E+00 5.584789177E-06 1.959182174E-02 
0D63 55946 337.58 34.345 1.000000000E+00 8.417449835E-01 1.062348309E-05 1.036328894E+05 2.033292743E+00 5.584789177E-06 1.959182174E-02 
0D63 55946 337.58 34.345 1.000000000E+00 8.417449835E-01 1.062348309E-05 1.036328894E+05 2.033292743E+00 5.584789177E-06 1.959182174E-02 
0D64 56036 337.57 34.346 1.000000000E+00 8.296431671E-01 1.070348667E-05 1.000644733E+05 1.991945403E+00 6.012975335E-06 7.521033927E-03 
0D64 56036 337.57 34.346 1.000000000E+00 8.296431671E-01 1.070348667E-05 1.000644733E+05 1.991945403E+00 6.012975335E-06 7.521033927E-03 
0D64 56036 337.57 34.346 1.000000000E+00 8.296431671E-01 1.070348667E-05 1.000644733E+05 1.991945403E+00 6.012975335E-06 7.521033927E-03 
0D65 56730 340.07 34.094 1.000000000E+00 8.171594980E-01 1.077794857E-05 8.619262010E+04 1.910760915E+00 7.073773847E-06 2.775770794E-02 
0D65 56730 340.07 34.094 1.000000000E+00 8.171594980E-01 1.077794857E-05 8.619262010E+04 1.910760915E+00 7.073773847E-06 2.775770794E-02 
0D65 56730 340.07 34.094 1.000000000E+00 8.171594980E-01 1.077794857E-05 8.619262010E+04 1.910760915E+00 7.073773847E-06 2.775770794E-02 
0D66 56818 340.07 34.094 1.000000000E+00 8.458883610E-01 1.013224215E-05 1.002639653E+05 2.099236383E+00 5.244889417E-06 3.487612614E-02 
0D66 56818 340.07 34.094 1.000000000E+00 8.458883610E-01 1.013224215E-05 1.002639653E+05 2.099236383E+00 5.244889417E-06 3.487612614E-02 
0D66 56818 340.07 34.094 1.000000000E+00 8.458883610E-01 1.013224215E-05 1.002639653E+05 2.099236383E+00 5.244889417E-06 3.487612615E-02 
0D67 56914 340.08 34.093 1.000000000E+00 7.917177298E-01 1.082092701E-05 8.775523015E+04 1.908433003E+00 7.032268521E-06 1.265427456E-02 
0D67 56914 340.08 34.093 1.000000000E+00 8.000239923E-01 1.066103538E-05 9.375605505E+04 1.979751088E+00 6.218533968E-06 1.211670528E-02 
0D67 56914 340.08 34.093 1.000000000E+00 7.917177298E-01 1.082092701E-05 8.775523015E+04 1.908433003E+00 7.032268521E-06 1.265427456E-02 
0D68 57610 342.57 33.845 1.000000000E+00 7.945199327E-01 1.089538107E-05 7.677173807E+04 1.860425718E+00 7.937966053E-06 2.432908167E-02 
0D68 57610 342.57 33.845 1.000000000E+00 7.945199327E-01 1.089538107E-05 7.677173807E+04 1.860425718E+00 7.937966053E-06 2.432908167E-02 
0D68 57610 342.57 33.845 1.000000000E+00 7.945199327E-01 1.089538107E-05 7.677173807E+04 1.860425718E+00 7.937966053E-06 2.432908167E-02 
0D69 57704 342.58 33.844 1.000000000E+00 8.051907660E-01 1.073731564E-05 8.378725087E+04 1.909785015E+00 7.056775983E-06 1.509775840E-02 
0D69 57704 342.58 33.844 1.000000000E+00 8.051907660E-01 1.073731564E-05 8.378725087E+04 1.909785015E+00 7.056775983E-06 1.509775840E-02 
0D69 57704 342.58 33.844 1.000000000E+00 8.051907660E-01 1.073731564E-05 8.378725087E+04 1.909785015E+00 7.056775983E-06 1.509775840E-02 
0D70 57788 342.58 33.844 1.000000000E+00 8.218087519E-01 1.053223314E-05 7.906473283E+04 1.894706764E+00 7.473810471E-06 2.225208343E-02 
0D70 57788 342.58 33.844 1.000000000E+00 8.218087519E-01 1.053223314E-05 7.906473283E+04 1.894706764E+00 7.473810471E-06 2.225208343E-02 
0D70 57788 342.58 33.844 1.000000000E+00 8.218087519E-01 1.053223314E-05 7.906473283E+04 1.894706764E+00 7.473810471E-06 2.225208343E-02 
0D71 58478 345.08 33.599 1.000000000E+00 8.403204353E-01 1.061728187E-05 8.020726475E+04 1.895694007E+00 7.264143886E-06 1.122965373E-02 
0D71 58478 345.08 33.599 1.000000000E+00 8.403204353E-01 1.061728187E-05 8.020726475E+04 1.895694007E+00 7.264143886E-06 1.122965373E-02 
0D71 58478 345.08 33.599 1.000000000E+00 8.403204353E-01 1.061728187E-05 8.020726475E+04 1.895694007E+00 7.264143886E-06 1.122965373E-02 
0D72 58566 345.08 33.599 1.000000000E+00 8.477393485E-01 1.051433868E-05 8.112540321E+04 1.902836728E+00 7.210195208E-06 1.612126172E-02 
0D72 58566 345.08 33.599 1.000000000E+00 8.477393480E-01 1.051433868E-05 8.112540316E+04 1.902836727E+00 7.210195215E-06 1.612126165E-02 
0D72 58566 345.08 33.599 1.000000000E+00 8.477393485E-01 1.051433868E-05 8.112540321E+04 1.902836728E+00 7.210195208E-06 1.612126172E-02 
0D73 58656 345.08 33.599 1.000000000E+00 8.391711289E-01 1.068783071E-05 7.092827680E+04 1.818185598E+00 8.770841133E-06 7.400464163E-03 
0D73 58656 345.08 33.599 1.000000000E+00 8.391711289E-01 1.068783071E-05 7.092827680E+04 1.818185598E+00 8.770841133E-06 7.400464163E-03 
0D73 58656 345.08 33.599 1.000000000E+00 8.391711289E-01 1.068783071E-05 7.092827680E+04 1.818185598E+00 8.770841133E-06 7.400464163E-03 
