X GeBow200 GeBow300 GeBow400 OrBow200 OrBow300 OrBow400 OrBow500 OrBow600 OrBow700 OrBow750 OsBow200 OsBow300 OsBow400 OsBow500 OsBow600 OsBow700
5.65000E+2 1.10313E+13 1.91906E+13 2.76586E+13 4.37505E+12 9.92398E+12 1.62236E+13 2.29665E+13 2.99915E+13 3.74245E+13 4.11340E+13 7.86505E+12 1.45430E+13 2.13102E+13 2.91587E+13 3.73249E+13 4.60947E+13
5.66000E+2 1.12569E+13 1.95701E+13 2.81969E+13 4.41413E+12 1.00676E+13 1.64912E+13 2.33695E+13 3.05370E+13 3.80566E+13 4.18093E+13 8.06327E+12 1.48629E+13 2.17525E+13 2.97343E+13 3.80368E+13 4.70085E+13
5.67000E+2 1.14746E+13 1.99005E+13 2.86403E+13 4.45905E+12 1.02238E+13 1.67790E+13 2.38007E+13 3.11191E+13 3.87493E+13 4.25573E+13 8.22827E+12 1.51394E+13 2.21414E+13 3.02338E+13 3.86485E+13 4.77850E+13
5.68000E+2 1.17038E+13 2.01941E+13 2.89924E+13 4.53337E+12 1.04058E+13 1.70847E+13 2.42394E+13 3.16967E+13 3.94564E+13 4.33290E+13 8.36361E+12 1.53843E+13 2.24973E+13 3.06887E+13 3.92036E+13 4.84615E+13
5.69000E+2 1.19088E+13 2.04920E+13 2.93821E+13 4.62412E+12 1.06030E+13 1.74017E+13 2.46844E+13 3.22747E+13 4.01718E+13 4.41130E+13 8.50641E+12 1.56387E+13 2.28646E+13 3.11567E+13 3.97734E+13 4.91647E+13
5.70000E+2 1.20657E+13 2.08321E+13 2.99177E+13 4.68964E+12 1.07896E+13 1.77295E+13 2.51650E+13 3.29157E+13 4.09461E+13 4.49539E+13 8.66526E+12 1.59093E+13 2.32479E+13 3.16540E+13 4.03870E+13 4.99436E+13
5.71000E+2 1.22486E+13 2.12086E+13 3.04998E+13 4.75193E+12 1.09795E+13 1.80690E+13 2.56670E+13 3.35883E+13 4.17459E+13 4.58172E+13 8.83617E+12 1.61908E+13 2.36409E+13 3.21788E+13 4.10479E+13 5.07970E+13
5.72000E+2 1.24893E+13 2.16069E+13 3.10599E+13 4.85876E+12 1.12014E+13 1.84196E+13 2.61543E+13 3.42175E+13 4.24993E+13 4.66327E+13 9.01743E+12 1.64908E+13 2.40606E+13 3.27321E+13 4.17383E+13 5.16931E+13
5.73000E+2 1.27463E+13 2.20102E+13 3.16117E+13 4.98348E+12 1.14326E+13 1.87666E+13 2.66229E+13 3.48113E+13 4.32174E+13 4.74129E+13 9.20840E+12 1.68127E+13 2.45145E+13 3.33160E+13 4.24543E+13 5.26143E+13
5.74000E+2 1.29955E+13 2.24143E+13 3.21741E+13 5.09856E+12 1.16531E+13 1.91029E+13 2.70811E+13 3.53955E+13 4.39240E+13 4.81806E+13 9.40925E+12 1.71501E+13 2.49896E+13 3.39315E+13 4.32130E+13 5.35699E+13
5.75000E+2 1.32324E+13 2.28213E+13 3.27573E+13 5.24037E+12 1.18957E+13 1.94522E+13 2.75410E+13 3.59682E+13 4.46074E+13 4.89193E+13 9.61078E+12 1.74901E+13 2.54694E+13 3.45611E+13 4.39962E+13 5.45288E+13
5.76000E+2 1.34797E+13 2.32308E+13 3.33335E+13 5.41414E+12 1.21674E+13 1.98231E+13 2.80123E+13 3.65408E+13 4.52881E+13 4.96540E+13 9.79961E+12 1.78196E+13 2.59410E+13 3.51826E+13 4.47715E+13 5.54393E+13
5.77000E+2 1.37527E+13 2.36395E+13 3.38777E+13 5.56637E+12 1.24264E+13 2.01949E+13 2.85008E+13 3.71484E+13 4.60414E+13 5.04800E+13 9.97503E+12 1.81499E+13 2.64283E+13 3.58260E+13 4.55754E+13 5.62998E+13
5.78000E+2 1.40311E+13 2.40399E+13 3.43982E+13 5.66802E+12 1.26489E+13 2.05539E+13 2.90054E+13 3.78046E+13 4.68720E+13 5.13977E+13 1.01432E+13 1.84897E+13 2.69428E+13 3.65036E+13 4.64205E+13 5.71283E+13
5.79000E+2 1.43010E+13 2.44327E+13 3.49124E+13 5.71891E+12 1.28322E+13 2.08941E+13 2.95168E+13 3.84962E+13 4.77168E+13 5.23189E+13 1.03148E+13 1.88172E+13 2.74284E+13 3.71328E+13 4.71960E+13 5.79342E+13
5.80000E+2 1.45660E+13 2.48304E+13 3.54429E+13 5.74072E+12 1.29941E+13 2.12260E+13 3.00361E+13 3.92137E+13 4.85905E+13 5.32706E+13 1.04903E+13 1.91177E+13 2.78551E+13 3.76792E+13 4.78636E+13 5.87187E+13
5.81000E+2 1.48275E+13 2.52370E+13 3.59963E+13 5.76467E+12 1.31622E+13 2.15689E+13 3.05714E+13 3.99526E+13 4.95387E+13 5.43232E+13 1.06556E+13 1.93969E+13 2.82491E+13 3.82021E+13 4.85194E+13 5.94746E+13
5.82000E+2 1.50840E+13 2.56473E+13 3.65634E+13 5.79588E+12 1.33431E+13 2.19303E+13 3.11313E+13 4.07224E+13 5.04915E+13 5.53674E+13 1.08160E+13 1.96761E+13 2.86484E+13 3.87389E+13 4.91985E+13 6.02352E+13
5.83000E+2 1.53362E+13 2.60545E+13 3.71290E+13 5.83700E+12 1.35400E+13 2.23142E+13 3.17202E+13 4.15278E+13 5.13669E+13 5.62779E+13 1.09920E+13 1.99852E+13 2.90921E+13 3.93011E+13 4.98801E+13 6.10645E+13
5.84000E+2 1.55887E+13 2.64584E+13 3.76872E+13 5.92193E+12 1.37780E+13 2.27305E+13 3.23295E+13 4.23394E+13 5.22276E+13 5.71634E+13 1.11817E+13 2.03180E+13 2.95697E+13 3.98913E+13 5.05820E+13 6.19657E+13
5.85000E+2 1.58596E+13 2.68913E+13 3.82852E+13 6.07159E+12 1.40707E+13 2.31810E+13 3.29466E+13 4.31288E+13 5.31493E+13 5.81513E+13 1.13737E+13 2.06543E+13 3.00517E+13 4.05099E+13 5.13392E+13 6.29117E+13
5.86000E+2 1.61621E+13 2.73758E+13 3.89552E+13 6.24413E+12 1.43805E+13 2.36387E+13 3.35588E+13 4.38996E+13 5.41277E+13 5.92332E+13 1.15736E+13 2.10019E+13 3.05487E+13 4.11665E+13 5.21599E+13 6.38731E+13
5.87000E+2 1.64848E+13 2.78787E+13 3.96406E+13 6.40358E+12 1.46777E+13 2.40859E+13 3.41636E+13 4.46669E+13 5.51396E+13 6.03672E+13 1.17895E+13 2.13740E+13 3.10784E+13 4.18675E+13 5.30371E+13 6.48410E+13
5.88000E+2 1.68174E+13 2.83847E+13 4.03208E+13 6.55384E+12 1.49712E+13 2.45375E+13 3.47820E+13 4.54579E+13 5.61490E+13 6.14855E+13 1.20191E+13 2.17687E+13 3.16399E+13 4.26014E+13 5.39475E+13 6.58682E+13
5.89000E+2 1.71622E+13 2.89347E+13 4.10798E+13 6.70393E+12 1.52724E+13 2.50064E+13 3.54287E+13 4.62885E+13 5.71409E+13 6.25580E+13 1.22586E+13 2.21821E+13 3.22290E+13 4.33558E+13 5.48695E+13 6.69906E+13
5.90000E+2 1.75143E+13 2.95362E+13 4.19394E+13 6.85716E+12 1.55831E+13 2.54922E+13 3.61002E+13 4.71525E+13 5.81450E+13 6.36320E+13 1.25050E+13 2.26106E+13 3.28415E+13 4.41246E+13 5.57948E+13 6.81761E+13
5.91000E+2 1.78554E+13 3.01363E+13 4.28088E+13 7.01492E+12 1.59007E+13 2.59875E+13 3.67836E+13 4.80309E+13 5.91854E+13 6.47535E+13 1.27517E+13 2.30442E+13 3.34639E+13 4.49013E+13 5.67257E+13 6.93851E+13
5.92000E+2 1.81907E+13 3.07134E+13 4.36362E+13 7.17445E+12 1.62161E+13 2.64753E+13 3.74538E+13 4.88898E+13 6.02689E+13 6.59490E+13 1.29860E+13 2.34611E+13 3.40657E+13 4.56758E+13 5.76758E+13 7.05856E+13
5.93000E+2 1.85541E+13 3.12889E+13 4.44274E+13 7.33723E+12 1.65314E+13 2.69585E+13 3.81142E+13 4.97334E+13 6.13781E+13 6.71907E+13 1.32135E+13 2.38671E+13 3.46521E+13 4.64537E+13 5.86509E+13 7.17666E+13
5.94000E+2 1.89483E+13 3.18721E+13 4.51988E+13 7.51265E+12 1.68682E+13 2.74725E+13 3.88150E+13 5.06271E+13 6.24641E+13 6.83727E+13 1.34643E+13 2.43054E+13 3.52801E+13 4.72642E+13 5.96470E+13 7.29494E+13
5.95000E+2 1.93446E+13 3.24579E+13 4.59730E+13 7.71160E+12 1.72375E+13 2.80273E+13 3.95645E+13 5.15770E+13 6.35192E+13 6.94805E+13 1.37442E+13 2.47866E+13 3.59644E+13 4.81165E+13 6.06668E+13 7.41551E+13
5.96000E+2 1.97285E+13 3.30533E+13 4.67821E+13 7.94606E+12 1.76330E+13 2.85922E+13 4.03044E+13 5.24954E+13 6.46035E+13 7.06478E+13 1.40311E+13 2.52815E+13 3.66695E+13 4.89974E+13 6.17235E+13 7.54013E+13
5.97000E+2 2.01000E+13 3.36757E+13 4.76631E+13 8.21073E+12 1.80448E+13 2.91527E+13 4.10150E+13 5.33573E+13 6.57357E+13 7.19147E+13 1.43132E+13 2.57704E+13 3.73675E+13 4.98893E+13 6.28119E+13 7.66991E+13
5.98000E+2 2.04717E+13 3.43232E+13 4.85968E+13 8.47047E+12 1.84579E+13 2.97228E+13 4.17449E+13 5.42487E+13 6.68642E+13 7.31615E+13 1.45919E+13 2.62456E+13 3.80410E+13 5.07727E+13 6.39103E+13 7.80498E+13
5.99000E+2 2.08638E+13 3.49770E+13 4.95201E+13 8.70666E+12 1.88611E+13 3.03026E+13 4.25074E+13 5.51980E+13 6.79600E+13 7.43306E+13 1.48713E+13 2.67130E+13 3.86980E+13 5.16481E+13 6.50110E+13 7.94180E+13
6.00000E+2 2.12715E+13 3.56169E+13 5.03954E+13 8.93170E+12 1.92496E+13 3.08650E+13 4.32500E+13 5.61250E+13 6.90450E+13 7.54946E+13 1.51587E+13 2.71913E+13 3.93686E+13 5.25351E+13 6.61205E+13 8.07400E+13
6.01000E+2 2.16716E+13 3.62225E+13 5.12072E+13 9.14592E+12 1.96183E+13 3.13975E+13 4.39524E+13 5.70011E+13 7.01436E+13 7.67042E+13 1.54536E+13 2.76829E+13 4.00585E+13 5.34347E+13 6.72346E+13 8.20159E+13
6.02000E+2 2.20643E+13 3.68128E+13 5.19952E+13 9.32158E+12 1.99600E+13 3.19222E+13 4.46703E+13 5.79187E+13 7.12748E+13 7.79420E+13 1.57482E+13 2.81761E+13 4.07519E+13 5.43320E+13 6.83395E+13 8.32999E+13
6.03000E+2 2.26384E+13 3.77192E+13 5.32392E+13 9.52965E+12 2.04374E+13 3.27060E+13 4.57822E+13 5.93726E+13 7.29926E+13 7.97918E+13 1.61620E+13 2.88871E+13 4.17631E+13 5.56491E+13 6.99691E+13 8.52363E+13
6.04000E+2 2.30575E+13 3.83792E+13 5.41438E+13 9.69756E+12 2.07897E+13 3.32647E+13 4.65606E+13 6.03791E+13 7.41760E+13 8.10636E+13 1.64559E+13 2.93926E+13 4.24823E+13 5.65737E+13 7.11024E+13 8.65047E+13
6.05000E+2 2.34771E+13 3.90355E+13 5.50399E+13 9.94458E+12 2.11970E+13 3.38392E+13 4.73068E+13 6.12998E+13 7.53424E+13 8.23525E+13 1.67518E+13 2.99040E+13 4.32115E+13 5.75093E+13 7.22476E+13 8.77583E+13
6.06000E+2 2.38970E+13 3.96743E+13 5.58988E+13 1.02117E+13 2.16166E+13 3.44138E+13 4.80385E+13 6.21901E+13 7.65121E+13 8.36616E+13 1.70523E+13 3.04089E+13 4.39225E+13 5.84175E+13 7.33554E+13 8.90847E+13
6.07000E+2 2.43290E+13 4.03044E+13 5.67247E+13 1.04339E+13 2.20034E+13 3.49759E+13 4.87828E+13 6.31210E+13 7.77102E+13 8.49930E+13 1.73549E+13 3.09012E+13 4.46057E+13 5.92900E+13 7.44194E+13 9.04734E+13
6.08000E+2 2.47645E+13 4.09313E+13 5.75400E+13 1.06181E+13 2.23664E+13 3.55365E+13 4.95523E+13 6.41066E+13 7.89314E+13 8.63317E+13 1.76520E+13 3.13833E+13 4.52741E+13 6.01552E+13 7.54853E+13 9.17963E+13
6.09000E+2 2.51707E+13 4.15543E+13 5.83815E+13 1.07941E+13 2.27311E+13 3.61122E+13 5.03521E+13 6.51389E+13 8.01637E+13 8.76640E+13 1.79428E+13 3.18643E+13 4.59466E+13 6.10389E+13 7.65855E+13 9.30453E+13
6.10000E+2 2.55431E+13 4.21836E+13 5.92758E+13 1.10029E+13 2.31268E+13 3.67124E+13 5.11676E+13 6.61765E+13 8.13955E+13 8.89928E+13 1.82373E+13 3.23620E+13 4.66495E+13 6.19612E+13 7.77327E+13 9.43918E+13
6.11000E+2 2.59221E+13 4.28479E+13 6.02367E+13 1.12871E+13 2.35819E+13 3.73431E+13 5.19773E+13 6.71674E+13 8.26164E+13 9.03285E+13 1.85451E+13 3.28870E+13 4.73938E+13 6.29291E+13 7.89291E+13 9.59034E+13
6.12000E+2 2.63324E+13 4.35547E+13 6.12507E+13 1.16366E+13 2.40868E+13 3.79965E+13 5.27758E+13 6.81093E+13 8.37952E+13 9.16255E+13 1.88730E+13 3.34357E+13 4.81649E+13 6.39265E+13 8.01570E+13 9.74270E+13
6.13000E+2 2.67551E+13 4.42589E+13 6.22445E+13 1.20035E+13 2.46038E+13 3.86530E+13 5.35669E+13 6.90317E+13 8.48856E+13 9.27999E+13 1.92215E+13 3.40007E+13 4.89479E+13 6.49361E+13 8.13970E+13 9.88603E+13
6.14000E+2 2.71747E+13 4.49295E+13 6.31710E+13 1.23492E+13 2.51021E+13 3.92969E+13 5.43531E+13 6.99582E+13 8.59219E+13 9.38911E+13 1.95759E+13 3.45738E+13 4.97410E+13 6.59497E+13 8.26338E+13 1.00304E+14
6.15000E+2 2.76047E+13 4.55980E+13 6.40807E+13 1.26486E+13 2.55626E+13 3.99190E+13 5.51377E+13 7.09061E+13 8.70403E+13 9.50948E+13 1.99239E+13 3.51497E+13 5.05466E+13 6.69672E+13 8.38647E+13 1.01858E+14
6.16000E+2 2.80590E+13 4.62987E+13 6.50301E+13 1.29096E+13 2.59933E+13 4.05266E+13 5.59270E+13 7.18804E+13 8.83020E+13 9.64999E+13 2.02683E+13 3.57283E+13 5.13614E+13 6.80022E+13 8.51219E+13 1.03463E+14
6.17000E+2 2.85241E+13 4.70216E+13 6.60136E+13 1.32083E+13 2.64595E+13 4.11624E+13 5.67344E+13 7.28606E+13 8.95950E+13 9.79488E+13 2.06146E+13 3.63108E+13 5.21821E+13 6.90672E+13 8.64361E+13 1.05029E+14
6.18000E+2 2.89799E+13 4.77425E+13 6.70040E+13 1.36075E+13 2.70152E+13 4.18617E+13 5.75709E+13 7.38303E+13 9.08116E+13 9.92887E+13 2.09647E+13 3.68932E+13 5.29987E+13 7.01392E+13 8.77699E+13 1.06538E+14
6.19000E+2 2.94250E+13 4.84508E+13 6.79802E+13 1.40666E+13 2.76266E+13 4.26040E+13 5.84329E+13 7.48052E+13 9.19693E+13 1.00538E+14 2.13187E+13 3.74705E+13 5.38009E+13 7.11843E+13 8.90634E+13 1.08006E+14
6.20000E+2 2.98677E+13 4.91428E+13 6.89247E+13 1.45202E+13 2.82380E+13 4.33541E+13 5.93117E+13 7.58065E+13 9.31162E+13 1.01757E+14 2.16666E+13 3.80332E+13 5.45796E+13 7.21840E+13 9.02873E+13 1.09445E+14
6.21000E+2 3.03075E+13 4.98196E+13 6.98405E+13 1.49386E+13 2.88206E+13 4.40874E+13 6.01889E+13 7.68235E+13 9.42510E+13 1.02951E+14 2.19921E+13 3.85674E+13 5.53240E+13 7.31287E+13 9.14342E+13 1.10868E+14
6.22000E+2 3.07357E+13 5.04887E+13 7.07537E+13 1.53180E+13 2.93649E+13 4.47879E+13 6.10418E+13 7.78263E+13 9.53493E+13 1.04098E+14 2.22988E+13 3.90802E+13 5.60448E+13 7.40399E+13 9.25370E+13 1.12310E+14
6.23000E+2 3.11532E+13 5.11605E+13 7.16852E+13 1.56664E+13 2.98757E+13 4.54560E+13 6.18649E+13 7.88032E+13 9.64261E+13 1.05224E+14 2.26161E+13 3.96030E+13 5.67745E+13 7.49729E+13 9.36759E+13 1.13835E+14
6.24000E+2 3.15792E+13 5.18481E+13 7.26400E+13 1.60082E+13 3.03773E+13 4.61123E+13 6.26739E+13 7.97637E+13 9.75533E+13 1.06435E+14 2.29603E+13 4.01557E+13 5.75369E+13 7.59602E+13 9.48926E+13 1.15446E+14
6.25000E+2 3.20288E+13 5.25572E+13 7.36127E+13 1.63658E+13 3.08928E+13 4.67782E+13 6.34868E+13 8.07215E+13 9.87772E+13 1.07792E+14 2.33125E+13 4.07284E+13 5.83315E+13 7.69758E+13 9.61320E+13 1.17003E+14
6.26000E+2 3.24885E+13 5.32630E+13 7.45665E+13 1.67486E+13 3.14336E+13 4.74667E+13 6.43179E+13 8.16921E+13 1.00043E+14 1.09204E+14 2.36541E+13 4.13099E+13 5.91550E+13 7.79914E+13 9.73378E+13 1.18394E+14
6.27000E+2 3.29380E+13 5.39330E+13 7.54564E+13 1.71617E+13 3.20077E+13 4.81881E+13 6.51798E+13 8.26904E+13 1.01282E+14 1.10564E+14 2.39972E+13 4.18991E+13 5.99929E+13 7.90150E+13 9.85443E+13 1.19744E+14
6.28000E+2 3.33749E+13 5.45880E+13 7.63295E+13 1.75946E+13 3.26061E+13 4.89370E+13 6.60716E+13 8.37205E+13 1.02520E+14 1.11906E+14 2.43633E+13 4.25000E+13 6.08303E+13 8.00684E+13 9.98144E+13 1.21251E+14
6.29000E+2 3.38068E+13 5.52746E+13 7.72754E+13 1.80296E+13 3.32120E+13 4.96998E+13 6.69844E+13 8.47789E+13 1.03839E+14 1.13355E+14 2.47443E+13 4.31071E+13 6.16646E+13 8.11451E+13 1.01138E+14 1.22908E+14
6.30000E+2 3.42416E+13 5.59999E+13 7.82997E+13 1.84349E+13 3.37973E+13 5.04569E+13 6.79095E+13 8.58699E+13 1.05248E+14 1.14922E+14 2.51091E+13 4.37057E+13 6.24987E+13 8.22155E+13 1.02448E+14 1.24540E+14
6.31000E+2 3.46876E+13 5.67118E+13 7.92826E+13 1.87623E+13 3.43216E+13 5.11835E+13 6.88424E+13 8.70115E+13 1.06652E+14 1.16457E+14 2.54447E+13 4.42867E+13 6.33277E+13 8.32625E+13 1.03714E+14 1.26051E+14
6.32000E+2 3.51482E+13 5.73743E+13 8.01435E+13 1.89787E+13 3.47577E+13 5.18637E+13 6.97813E+13 8.82184E+13 1.07976E+14 1.17840E+14 2.57705E+13 4.48477E+13 6.41262E+13 8.42890E+13 1.04972E+14 1.27492E+14
6.33000E+2 3.56069E+13 5.80212E+13 8.09739E+13 1.91401E+13 3.51523E+13 5.25258E+13 7.07311E+13 8.94687E+13 1.09300E+14 1.19201E+14 2.61081E+13 4.53930E+13 6.48804E+13 8.53056E+13 1.06261E+14 1.28927E+14
6.34000E+2 3.58324E+13 5.83580E+13 8.14218E+13 1.92156E+13 3.53657E+13 5.29000E+13 7.12794E+13 9.01995E+13 1.10093E+14 1.20026E+14 2.63157E+13 4.56912E+13 6.52688E+13 8.58529E+13 1.06975E+14 1.29664E+14
6.35000E+2 3.62595E+13 5.90828E+13 8.24541E+13 1.94628E+13 3.58444E+13 5.36335E+13 7.22815E+13 9.14794E+13 1.11679E+14 1.21764E+14 2.67155E+13 4.63317E+13 6.61512E+13 8.70057E+13 1.08404E+14 1.31312E+14
6.36000E+2 3.67061E+13 5.98304E+13 8.35119E+13 1.97433E+13 3.63627E+13 5.44103E+13 7.33295E+13 9.28067E+13 1.13310E+14 1.23547E+14 2.71435E+13 4.70388E+13 6.71396E+13 8.82500E+13 1.09906E+14 1.33088E+14
6.37000E+2 3.71892E+13 6.05863E+13 8.45442E+13 2.00360E+13 3.69060E+13 5.52264E+13 7.44320E+13 9.42040E+13 1.14915E+14 1.25256E+14 2.75742E+13 4.77596E+13 6.81530E+13 8.95234E+13 1.11440E+14 1.34890E+14
6.38000E+2 3.76986E+13 6.13499E+13 8.55620E+13 2.03481E+13 3.74757E+13 5.60750E+13 7.55725E+13 9.56449E+13 1.16532E+14 1.26961E+14 2.79928E+13 4.84582E+13 6.91338E+13 9.07813E+13 1.12979E+14 1.36664E+14
6.39000E+2 3.82217E+13 6.21236E+13 8.65850E+13 2.06933E+13 3.80770E+13 5.69493E+13 7.67306E+13 9.70935E+13 1.18227E+14 1.28780E+14 2.84167E+13 4.91503E+13 7.00960E+13 9.20374E+13 1.14535E+14 1.38483E+14
6.40000E+2 3.87534E+13 6.29229E+13 8.76520E+13 2.10597E+13 3.86981E+13 5.78391E+13 7.78980E+13 9.85443E+13 1.20022E+14 1.30747E+14 2.88664E+13 4.98604E+13 7.10677E+13 9.33166E+13 1.16130E+14 1.40429E+14
6.41000E+2 3.92921E+13 6.37682E+13 8.88083E+13 2.14111E+13 3.93114E+13 5.87319E+13 7.90813E+13 1.00025E+14 1.21906E+14 1.32831E+14 2.93412E+13 5.06033E+13 7.20795E+13 9.46407E+13 1.17774E+14 1.42495E+14
6.42000E+2 3.98415E+13 6.46675E+13 9.00663E+13 2.17251E+13 3.99008E+13 5.96221E+13 8.02874E+13 1.01557E+14 1.23860E+14 1.34996E+14 2.98280E+13 5.13886E+13 7.31652E+13 9.60318E+13 1.19475E+14 1.44616E+14
6.43000E+2 4.04131E+13 6.56069E+13 9.13831E+13 2.20505E+13 4.05087E+13 6.05378E+13 8.15267E+13 1.03130E+14 1.25850E+14 1.37194E+14 3.03214E+13 5.22180E+13 7.43335E+13 9.74968E+13 1.21237E+14 1.46749E+14
6.44000E+2 4.10163E+13 6.65703E+13 9.27135E+13 2.24498E+13 4.11878E+13 6.15127E+13 8.28074E+13 1.04723E+14 1.27837E+14 1.39378E+14 3.08327E+13 5.30790E+13 7.55472E+13 9.90171E+13 1.23065E+14 1.48905E+14
6.45000E+2 4.16453E+13 6.75509E+13 9.40500E+13 2.29228E+13 4.19382E+13 6.25466E+13 8.41294E+13 1.06336E+14 1.29815E+14 1.41538E+14 3.13740E+13 5.39575E+13 7.67651E+13 1.00571E+14 1.24958E+14 1.51098E+14
6.46000E+2 4.22875E+13 6.85419E+13 9.53931E+13 2.33917E+13 4.26926E+13 6.35950E+13 8.54778E+13 1.07989E+14 1.31805E+14 1.43697E+14 3.19389E+13 5.48475E+13 7.79818E+13 1.02159E+14 1.26927E+14 1.53335E+14
6.47000E+2 4.29373E+13 6.95438E+13 9.67501E+13 2.37875E+13 4.33915E+13 6.46185E+13 8.68395E+13 1.09697E+14 1.33832E+14 1.45882E+14 3.25117E+13 5.57473E+13 7.92098E+13 1.03789E+14 1.28969E+14 1.55616E+14
6.48000E+2 4.36005E+13 7.05671E+13 9.81368E+13 2.41608E+13 4.40812E+13 6.56522E+13 8.82338E+13 1.11463E+14 1.35884E+14 1.48077E+14 3.30833E+13 5.66575E+13 8.04602E+13 1.05456E+14 1.31067E+14 1.57955E+14
6.49000E+2 4.42957E+13 7.16420E+13 9.95953E+13 2.46161E+13 4.48624E+13 6.67788E+13 8.97182E+13 1.13313E+14 1.37979E+14 1.50295E+14 3.36674E+13 5.75998E+13 8.17630E+13 1.07164E+14 1.33189E+14 1.60423E+14
6.50000E+2 4.49993E+13 7.27275E+13 1.01066E+14 2.51895E+13 4.57534E+13 6.79904E+13 9.12538E+13 1.15175E+14 1.40040E+14 1.52456E+14 3.42513E+13 5.85473E+13 8.30763E+13 1.08821E+14 1.35192E+14 1.62960E+14
6.51000E+2 4.57222E+13 7.38353E+13 1.02562E+14 2.58252E+13 4.67044E+13 6.92515E+13 9.28236E+13 1.17052E+14 1.42149E+14 1.54680E+14 3.48418E+13 5.95147E+13 8.44234E+13 1.10468E+14 1.37134E+14 1.65558E+14
6.52000E+2 4.64604E+13 7.49618E+13 1.04079E+14 2.64475E+13 4.76411E+13 7.04990E+13 9.43813E+13 1.18920E+14 1.44352E+14 1.57052E+14 3.54307E+13 6.04943E+13 8.57967E+13 1.12137E+14 1.39094E+14 1.68109E+14
6.53000E+2 4.72086E+13 7.61198E+13 1.05651E+14 2.70376E+13 4.85514E+13 7.17312E+13 9.59377E+13 1.20802E+14 1.46678E+14 1.59599E+14 3.60172E+13 6.14848E+13 8.71947E+13 1.13863E+14 1.41144E+14 1.70553E+14
6.54000E+2 4.79624E+13 7.73243E+13 1.07314E+14 2.76330E+13 4.94839E+13 7.30057E+13 9.75583E+13 1.22772E+14 1.49129E+14 1.62290E+14 3.66205E+13 6.24999E+13 8.86254E+13 1.15666E+14 1.43323E+14 1.72976E+14
6.55000E+2 4.87272E+13 7.85686E+13 1.09050E+14 2.82619E+13 5.04750E+13 7.43655E+13 9.92923E+13 1.24884E+14 1.51694E+14 1.65081E+14 3.72612E+13 6.35526E+13 9.00931E+13 1.17561E+14 1.45653E+14 1.75484E+14
6.56000E+2 4.95198E+13 7.98359E+13 1.10801E+14 2.88999E+13 5.14971E+13 7.57822E+13 1.01111E+14 1.27110E+14 1.54330E+14 1.67922E+14 3.79360E+13 6.46367E+13 9.15887E+13 1.19520E+14 1.48085E+14 1.78113E+14
6.57000E+2 5.03541E+13 8.11130E+13 1.12524E+14 2.94998E+13 5.24963E+13 7.71996E+13 1.02959E+14 1.29396E+14 1.56976E+14 1.70748E+14 3.86135E+13 6.57210E+13 9.30821E+13 1.21466E+14 1.50494E+14 1.80820E+14
6.58000E+2 5.12192E+13 8.24069E+13 1.14246E+14 3.00516E+13 5.34539E+13 7.85893E+13 1.04797E+14 1.31694E+14 1.59601E+14 1.73536E+14 3.92652E+13 6.67782E+13 9.45473E+13 1.23333E+14 1.52767E+14 1.83556E+14
6.59000E+2 5.20968E+13 8.37267E+13 1.16008E+14 3.06612E+13 5.44621E+13 8.00135E+13 1.06649E+14 1.33981E+14 1.62264E+14 1.76388E+14 3.99062E+13 6.78240E+13 9.60006E+13 1.25155E+14 1.54958E+14 1.86300E+14
6.60000E+2 5.29798E+13 8.50845E+13 1.17845E+14 3.14520E+13 5.56305E+13 8.15496E+13 1.08549E+14 1.36243E+14 1.65045E+14 1.79429E+14 4.05703E+13 6.88925E+13 9.74760E+13 1.27005E+14 1.57184E+14 1.89047E+14
6.61000E+2 5.38838E+13 8.64930E+13 1.19764E+14 3.24649E+13 5.69953E+13 8.32232E+13 1.10509E+14 1.38475E+14 1.67939E+14 1.82652E+14 4.12792E+13 7.00101E+13 9.90040E+13 1.28943E+14 1.59535E+14 1.91807E+14
6.62000E+2 5.48260E+13 8.79632E+13 1.21769E+14 3.36153E+13 5.84802E+13 8.49783E+13 1.12500E+14 1.40681E+14 1.70815E+14 1.85862E+14 4.20154E+13 7.11722E+13 1.00594E+14 1.30953E+14 1.61969E+14 1.94617E+14
6.63000E+2 5.58109E+13 8.95006E+13 1.23866E+14 3.48091E+13 6.00002E+13 8.67529E+13 1.14491E+14 1.42864E+14 1.73534E+14 1.88849E+14 4.27545E+13 7.23694E+13 1.02252E+14 1.33012E+14 1.64426E+14 1.97517E+14
6.64000E+2 5.68304E+13 9.11042E+13 1.26062E+14 3.59816E+13 6.14983E+13 8.85077E+13 1.16466E+14 1.45036E+14 1.76089E+14 1.91596E+14 4.34874E+13 7.35891E+13 1.03962E+14 1.35100E+14 1.66886E+14 2.00499E+14
6.65000E+2 5.78785E+13 9.27710E+13 1.28359E+14 3.70945E+13 6.29438E+13 9.02256E+13 1.18424E+14 1.47215E+14 1.78584E+14 1.94248E+14 4.42251E+13 7.48163E+13 1.05683E+14 1.37211E+14 1.69383E+14 2.03493E+14
6.66000E+2 5.89597E+13 9.44793E+13 1.30704E+14 3.81101E+13 6.43071E+13 9.18921E+13 1.20371E+14 1.49427E+14 1.81126E+14 1.96956E+14 4.49789E+13 7.60360E+13 1.07372E+14 1.39338E+14 1.71950E+14 2.06429E+14
