name T n1 Rs I01 Rsh n2 I02
D82AI3PR 296.09 7.168354536E-01 1.467360124E+01 6.316080072E-16 5.250853103E+04 3.064663512E+00 2.011507438E-06
D82AI4PR 296.1 7.173296269E-01 1.469735161E+01 6.431182842E-16 5.176041862E+04 3.062204257E+00 2.000556772E-06
D82AI4PR 296.1 7.173296274E-01 1.469735161E+01 6.431182986E-16 5.176041877E+04 3.062204257E+00 2.000556774E-06
D82BI1PR 295.99 1.624345077E+00 2.816508211E+00 3.551517602E-09 1.805216447E+19 4.127341705E+00 1.238067273E-05
D82BI1PR 295.99 1.624345076E+00 2.816508214E+00 3.551517587E-09 9.758731686E+18 4.127341705E+00 1.238067272E-05
D82BI2PR 296.02 1.617684453E+00 2.823393085E+00 3.323545655E-09 1.742372823E+19 4.113164102E+00 1.219153513E-05
D82BI2PR 296.02 1.617684450E+00 2.823393090E+00 3.323545578E-09 1.028524222E+19 4.113164098E+00 1.219153510E-05
D82BI3PR 296.02 1.618157738E+00 2.824555028E+00 3.326400500E-09 1.877307132E+19 4.114173912E+00 1.217140339E-05
D82BI3PR 296.02 1.618157737E+00 2.824555032E+00 3.326400471E-09 1.839919631E+19 4.114173909E+00 1.217140338E-05
D82BI4PR 296.02 1.614518129E+00 2.830877341E+00 3.199286896E-09 1.025162790E+19 4.103956825E+00 1.204321954E-05
D82BI4PR 296.02 1.614518135E+00 2.830877329E+00 3.199287074E-09 1.024393309E+19 4.103956828E+00 1.204321955E-05
D53AI1PR 296.08 7.094937635E-01 1.247992411E+02 8.077279112E-14 5.572970945E+04 2.578471772E+00 8.576506713E-07
D53AI1PR 296.08 7.094937741E-01 1.247992406E+02 8.077281574E-14 5.572970967E+04 2.578471775E+00 8.576506743E-07
D53AI2PR 296.23 1.531370254E+00 1.017236086E+02 1.141770437E-08 4.009341388E+19 3.675207316E+00 2.547516826E-06
D53AI2PR 296.23 1.531370236E+00 1.017236093E+02 1.141770305E-08 4.121573907E+19 3.675207302E+00 2.547516818E-06
D53AI3PR 296.33 6.070421348E-01 1.274714970E+02 2.346392489E-15 4.779668399E+04 2.497526959E+00 7.552133398E-07
D53AI3PR 296.33 6.070421368E-01 1.274714969E+02 2.346392683E-15 4.779668429E+04 2.497526963E+00 7.552133459E-07
D53BI1PR 295.95 1.000000000E+00 1.076041873E+02 2.263501461E-29 4.699230937E+04 2.515903643E+00 2.096582162E-06
D53BI1PR 295.95 1.000000000E+00 1.076041872E+02 1.770476523E-26 4.699230987E+04 2.515903646E+00 2.096582172E-06
D53BI2PR 295.97 1.000000000E+00 1.077481198E+02 1.000000000E-35 5.185710407E+04 2.529787421E+00 2.159369340E-06
D53BI2PR 295.97 1.000000000E+00 1.077481199E+02 1.113345993E-31 5.185710399E+04 2.529787420E+00 2.159369338E-06
D53BI3PR 295.97 1.000000000E+00 1.101156906E+02 3.624047060E-31 3.818159399E+04 2.463690644E+00 1.895533992E-06
D53BI3PR 295.97 1.000000000E+00 1.101156907E+02 1.264500530E-34 3.818159384E+04 2.463690641E+00 1.895533984E-06
D53CI1PR 296.05 4.681343503E-01 2.105577703E+02 1.549275338E-09 2.765739710E+18 2.181873935E+00 1.880776687E-05
D53CI1PR 296.05 4.681343517E-01 2.105577703E+02 1.549275392E-09 2.739312135E+18 2.181873926E+00 1.880776670E-05
D53CI2PR 296.08 4.738629222E-01 2.102860597E+02 1.837523640E-09 2.719895996E+18 2.205821443E+00 1.942428576E-05
D53CI2PR 296.08 4.738629196E-01 2.102860598E+02 1.837523521E-09 1.590143533E+17 2.205821435E+00 1.942428566E-05
D53CI3PR 296.1 4.675483696E-01 2.102160254E+02 1.529882078E-09 2.725517050E+18 2.167467061E+00 1.873785519E-05
D53CI3PR 296.1 4.675483685E-01 2.102160254E+02 1.529882035E-09 3.975671888E+17 2.167467057E+00 1.873785511E-05
D44BIV1PR 297.13 1.000000000E+00 2.821941979E+02 2.550542875E-25 1.333904944E+04 1.654690580E+00 2.749942559E-07
D44BIV1PR 297.13 1.000000000E+00 2.821941974E+02 3.101008323E-25 1.333904948E+04 1.654690586E+00 2.749942614E-07
D44BIV2PR 297.11 1.000000000E+00 2.811386310E+02 2.653599243E-25 1.363707589E+04 1.671191464E+00 2.898980466E-07
D44BIV2PR 297.11 1.000000000E+00 2.811386307E+02 1.000000000E-35 1.363707596E+04 1.671191469E+00 2.898980523E-07
D44BIV3PR 297.09 1.000000000E+00 2.829956192E+02 2.793305584E-25 1.338158120E+04 1.648657351E+00 2.666963442E-07
D44BIV3PR 297.09 1.000000000E+00 2.829956193E+02 1.000000000E-35 1.338158121E+04 1.648657351E+00 2.666963449E-07
D52AI1PR 296.09 9.919048901E-01 1.013624520E+02 3.698813737E-06 1.522923213E+03 2.648367362E+00 2.330295424E-20
D52AI1PR 296.09 9.919048860E-01 1.013624521E+02 3.698813658E-06 1.522923200E+03 3.962184798E+00 3.902755183E-22
D52AI1PR 296.09 9.919048893E-01 1.013624520E+02 3.698813714E-06 1.522923206E+03 2.669026626E+00 2.241721279E-20
D52AI1PR 296.09 9.919048976E-01 1.013624520E+02 3.698813876E-06 1.522923238E+03 2.912831460E+00 2.872498965E-20
D52AI2PR 296.16 9.340378141E-01 1.017582881E+02 2.556548978E-06 1.343848275E+03 2.381161450E+00 1.664451655E-20
D52AI2PR 296.16 9.340378142E-01 1.017582881E+02 2.556548973E-06 1.343848272E+03 2.411197214E+00 1.845680114E-20
D52AI2PR 296.16 9.340378198E-01 1.017582881E+02 2.556549065E-06 1.343848292E+03 2.601763231E+00 2.234325768E-20
D52AI2PR 296.16 9.340378186E-01 1.017582881E+02 2.556549037E-06 1.343848285E+03 2.626963350E+00 2.288796894E-20
D52AI3PR 296.19 9.345067431E-01 1.017544889E+02 2.509847731E-06 1.324751460E+03 3.079314758E+00 3.507170688E-20
D52AI3PR 296.19 9.345067483E-01 1.017544888E+02 2.509847815E-06 1.324751474E+03 3.256763848E+00 3.669261507E-20
D52AI3PR 296.19 9.345067459E-01 1.017544888E+02 2.509847773E-06 1.324751468E+03 2.362669483E+00 1.680609043E-20
D52AI3PR 296.19 9.345067470E-01 1.017544888E+02 2.509847792E-06 1.324751467E+03 1.928884073E+00 8.867905537E-21
D52BI1PR 295.87 8.124710686E-01 4.779209750E+01 1.903983174E-06 1.738639378E+03 1.342223871E+00 4.189006240E-21
D52BI1PR 295.87 8.124710666E-01 4.779209752E+01 1.903983150E-06 1.738639380E+03 2.975958288E+00 6.237165948E-20
D52BI1PR 295.87 8.124710697E-01 4.779209749E+01 1.903983189E-06 1.738639376E+03 2.465255773E+00 3.866844827E-20
D52BI1PR 295.87 8.124710680E-01 4.779209751E+01 1.903983169E-06 1.738639374E+03 1.533003072E+00 7.981516598E-21
D52BI2PR 295.87 8.126554816E-01 4.780470984E+01 1.897917645E-06 1.741590687E+03 2.199487481E+00 2.882394126E-20
D52BI2PR 295.87 8.126554830E-01 4.780470983E+01 1.897917669E-06 1.741590702E+03 3.685508267E+00 9.921914263E-20
D52BI2PR 295.87 8.126554829E-01 4.780470983E+01 1.897917667E-06 1.741590697E+03 1.642738291E+00 1.000513724E-20
D52BI2PR 295.87 8.126554774E-01 4.780470988E+01 1.897917587E-06 1.741590664E+03 1.912023302E+00 1.756819792E-20
D52BI3PR 295.87 8.123388551E-01 4.782243731E+01 1.883357239E-06 1.740322654E+03 2.974278694E+00 3.815299666E-20
D52BI3PR 295.87 8.123388553E-01 4.782243731E+01 1.883357244E-06 1.740322651E+03 1.497787980E+00 3.512602666E-20
D52BI3PR 295.87 8.123388569E-01 4.782243731E+01 1.883357267E-06 1.740322663E+03 1.565247086E+00 8.560970939E-21
D52BI3PR 295.87 8.123388555E-01 4.782243731E+01 1.883357245E-06 1.740322654E+03 1.803506032E+00 1.319152298E-20
D54AI1PR 296.08 4.417165469E-01 1.009308788E+02 1.179327802E-10 4.995322213E+02 1.761299817E+00 9.423896210E-06
D54AI1PR 296.08 4.417165463E-01 1.009308788E+02 1.179327775E-10 4.995322200E+02 1.761299806E+00 9.423895992E-06
D54AI2PR 296.07 4.595478411E-01 1.008493723E+02 2.228946482E-10 5.133112469E+02 1.885717737E+00 1.199081392E-05
D54AI2PR 296.07 4.595478433E-01 1.008493723E+02 2.228946638E-10 5.133112488E+02 1.885717753E+00 1.199081426E-05
D54AI3PR 296.07 3.000000000E+00 4.951612849E+01 4.507743042E-21 1.223328913E+18 5.000000000E+00 2.168458211E-04
D54AI3PR 296.07 4.699721991E-01 1.008493386E+02 3.230586820E-10 4.978868778E+02 1.916061754E+00 1.282770358E-05
D54CI1PR 296.06 1.000000000E+00 4.366194354E+01 3.600947395E-24 3.456643681E+04 1.716911847E+00 4.457238790E-06
D54CI1PR 296.06 1.000000000E+00 4.366194354E+01 3.813872713E-24 3.456643741E+04 1.716911848E+00 4.457238796E-06
D54CI2PR 296.07 1.000000000E+00 4.376383881E+01 3.751560897E-24 7.004957141E+04 1.708838749E+00 4.297467213E-06
D54CI2PR 296.07 1.000000000E+00 4.376383882E+01 3.605142667E-24 7.004956969E+04 1.708838748E+00 4.297467204E-06
D54CI3PR 296.08 1.000000000E+00 4.387590289E+01 4.089377825E-24 5.673787815E+04 1.697415499E+00 4.116569706E-06
D54CI3PR 296.08 1.000000000E+00 4.387590290E+01 3.820408926E-24 5.673787546E+04 1.697415497E+00 4.116569684E-06
D74AI1PR 291.99 9.083204594E-01 3.798808644E+01 1.749170541E-13 1.628786442E+04 3.434295368E+00 1.413195061E-06
D74AI1PR 291.99 9.083204580E-01 3.798808643E+01 1.749170475E-13 1.628786440E+04 3.434295363E+00 1.413195052E-06
D74AI2PR 292 8.986822723E-01 3.785900457E+01 1.368535923E-13 1.633927105E+04 3.423949761E+00 1.402556976E-06
D74AI2PR 292 8.986822744E-01 3.785900449E+01 1.368535984E-13 1.633927104E+04 3.423949760E+00 1.402556974E-06
D74AI3PR 291.98 8.958068810E-01 3.794152442E+01 1.285082631E-13 1.640168136E+04 3.432042052E+00 1.412231959E-06
D74AI3PR 291.98 8.958068826E-01 3.794152441E+01 1.285082685E-13 1.640168136E+04 3.432042053E+00 1.412231960E-06
D74AI4PR 291.97 8.951657770E-01 3.797009368E+01 1.264953534E-13 1.640390403E+04 3.438922489E+00 1.421233989E-06
D74AI4PR 291.97 8.951657779E-01 3.797009365E+01 1.264953562E-13 1.640390401E+04 3.438922488E+00 1.421233986E-06
D74BI1PR 292.01 1.000000000E+00 6.629121582E+01 4.454583997E-26 1.651440017E+05 1.867589404E+00 5.108398444E-07
D74BI1PR 292.01 1.000000000E+00 6.629121560E+01 4.439239264E-26 1.651440025E+05 1.867589406E+00 5.108398462E-07
D74BI2PR 292.02 1.000000000E+00 6.702109335E+01 4.310264812E-26 1.595315659E+05 1.851488872E+00 4.773033941E-07
D74BI2PR 292.02 1.000000000E+00 6.702109328E+01 4.499062740E-26 1.595315652E+05 1.851488872E+00 4.773033939E-07
D74BI3PR 292.01 1.000000000E+00 6.670741222E+01 4.249940963E-26 1.727378732E+05 1.855856423E+00 4.766732268E-07
D74BI3PR 292.01 1.000000000E+00 6.670741228E+01 4.246063318E-26 1.727378731E+05 1.855856422E+00 4.766732262E-07
D74BI4PR 291.99 1.000000000E+00 6.779860578E+01 4.318618359E-26 1.362226908E+05 1.833180161E+00 4.389807683E-07
D74BI4PR 291.99 1.000000000E+00 6.779860579E+01 4.257633550E-26 1.362226912E+05 1.833180161E+00 4.389807679E-07
D81AI1PR 296.04 1.000000000E+00 1.669097417E+02 4.129788104E-24 3.701143586E+04 1.571689374E+00 6.575878368E-07
D81AI1PR 296.04 1.000000000E+00 1.669097417E+02 4.132939567E-24 3.701143579E+04 1.571689373E+00 6.575878362E-07
D81AI2PR 296.07 1.000000000E+00 1.670230068E+02 4.144626634E-24 3.643909798E+04 1.569632741E+00 6.515720014E-07
D81AI2PR 296.07 1.000000000E+00 1.670230066E+02 5.869954921E-24 3.643909809E+04 1.569632741E+00 6.515720017E-07
D81AI3PR 296.09 1.000000000E+00 1.663469056E+02 3.872393047E-24 3.608183640E+04 1.572394087E+00 6.544140362E-07
D81AI3PR 296.09 1.000000000E+00 1.663469054E+02 3.906026216E-24 3.608183659E+04 1.572394089E+00 6.544140402E-07
D81AI4PR 296.09 1.000000000E+00 1.661988578E+02 4.124648595E-24 3.615456602E+04 1.573232559E+00 6.556158596E-07
D81AI4PR 296.09 1.000000000E+00 1.661988579E+02 3.869955424E-24 3.615456583E+04 1.573232557E+00 6.556158566E-07
D81BI1PR 295.99 1.140741683E+00 1.248099033E+01 1.550499693E-11 1.164134452E+05 3.140197429E+00 1.744264384E-06
D81BI1PR 295.99 1.140741686E+00 1.248099032E+01 1.550499784E-11 1.164134450E+05 3.140197431E+00 1.744264386E-06
D81BI2PR 296 1.137754062E+00 1.249142271E+01 1.483225958E-11 1.125269195E+05 3.137152859E+00 1.732269173E-06
D81BI2PR 296 1.137754064E+00 1.249142271E+01 1.483226022E-11 1.125269201E+05 3.137152861E+00 1.732269177E-06
D81BI3PR 296 1.136346964E+00 1.249348074E+01 1.445249950E-11 1.105974013E+05 3.129950792E+00 1.709417813E-06
D81BI3PR 296 1.136346965E+00 1.249348073E+01 1.445249986E-11 1.105974011E+05 3.129950792E+00 1.709417813E-06
D81BI4PR 296 1.135704321E+00 1.249962615E+01 1.434778958E-11 1.110714124E+05 3.133386486E+00 1.717092382E-06
D81BI4PR 296 1.135704323E+00 1.249962614E+01 1.434779011E-11 1.110714120E+05 3.133386488E+00 1.717092385E-06
D81CI1PR 295.94 1.000000000E+00 1.017347178E+01 5.583817488E-23 1.088584487E+04 1.528606429E+00 1.372355531E-05
D81CI1PR 295.94 1.000000000E+00 1.017347178E+01 5.172292746E-23 1.088584465E+04 1.528606428E+00 1.372355529E-05
D81CI2PR 295.94 1.000000000E+00 1.016979339E+01 5.658926773E-23 1.128265096E+04 1.529752289E+00 1.369482982E-05
D81CI2PR 295.94 1.000000000E+00 1.016979340E+01 5.236205608E-23 1.128265087E+04 1.529752289E+00 1.369482982E-05
D81CI3PR 295.85 1.000000000E+00 1.017181044E+01 5.242071653E-23 1.107050557E+04 1.529234454E+00 1.355906008E-05
D81CI3PR 295.85 1.000000000E+00 1.017181044E+01 5.399561830E-23 1.107050544E+04 1.529234454E+00 1.355906008E-05
D81CI4PR 295.85 1.000000000E+00 1.017394693E+01 5.336686215E-23 1.129432532E+04 1.530262962E+00 1.356011435E-05
D81CI4PR 295.85 1.000000000E+00 1.017394693E+01 5.166046470E-23 1.129432528E+04 1.530262962E+00 1.356011436E-05
D71AI1PR 292.04 6.503725617E-01 7.865976558E+01 1.181052471E-16 9.968106241E+05 3.673143700E+00 1.890176258E-06
D71AI1PR 292.04 6.503725636E-01 7.865976543E+01 1.181052560E-16 9.968105129E+05 3.673143694E+00 1.890176247E-06
D71AI2PR 292.08 6.647750560E-01 7.725187366E+01 2.117201775E-16 8.436096268E+19 3.700764111E+00 1.959150827E-06
D71AI2PR 292.08 6.647750523E-01 7.725187389E+01 2.117201466E-16 7.477940396E+19 3.700764109E+00 1.959150824E-06
D71AI3PR 292.1 6.263430547E-01 7.864388503E+01 4.004765913E-17 4.726184577E+05 3.625098154E+00 1.803766722E-06
D71AI3PR 292.1 6.263430497E-01 7.864388523E+01 4.004765008E-17 4.726184694E+05 3.625098155E+00 1.803766725E-06
D71AI4PR 292.11 6.444956169E-01 7.768512796E+01 8.956852671E-17 7.608238082E+05 3.654712007E+00 1.865094435E-06
D71AI4PR 292.11 6.444956165E-01 7.768512807E+01 8.956852600E-17 7.608238919E+05 3.654712013E+00 1.865094448E-06
D71BI1PR 292.09 5.975702291E-01 1.385561008E+02 9.807044244E-18 4.326188669E+06 2.739817812E+00 1.479953756E-07
D71BI1PR 292.09 5.975702248E-01 1.385561011E+02 9.807042146E-18 4.326188640E+06 2.739817812E+00 1.479953756E-07
D71BI2PR 292.03 5.596760863E-01 1.413806266E+02 1.255846190E-18 1.725162012E+06 2.671485931E+00 1.296265099E-07
D71BI2PR 292.03 5.596760805E-01 1.413806273E+02 1.255845796E-18 1.725161981E+06 2.671485929E+00 1.296265095E-07
D71BI3PR 291.99 5.453972811E-01 1.430384498E+02 5.543482805E-19 1.000000000E+20 2.705891057E+00 1.405188317E-07
D71BI3PR 291.99 5.453972810E-01 1.430384500E+02 5.543482808E-19 9.997200949E+19 2.705891057E+00 1.405188316E-07
D71BI4PR 291.95 5.757608861E-01 1.403582623E+02 3.002088011E-18 9.587253809E+19 2.724463939E+00 1.435623540E-07
D71BI4PR 291.95 5.757608857E-01 1.403582619E+02 3.002087900E-18 9.994489548E+19 2.724463938E+00 1.435623537E-07
D72AI1PR 291.95 9.504837879E-01 1.246607938E+02 5.245915835E-13 2.246734777E+06 3.999938142E+00 1.021977940E-06
D72AI1PR 291.95 9.504837957E-01 1.246607926E+02 5.245916592E-13 2.246734698E+06 3.999938143E+00 1.021977939E-06
D72AI2PR 291.95 8.536617759E-01 1.342221687E+02 6.141496419E-14 7.841373437E+19 3.936031901E+00 9.991739388E-07
D72AI2PR 291.95 8.536617827E-01 1.342221675E+02 6.141497394E-14 9.105749331E+19 3.936031902E+00 9.991739382E-07
D72AI3PR 291.94 9.221960468E-01 1.272451885E+02 2.863132726E-13 7.628545695E+19 4.019308238E+00 1.047152424E-06
D72AI3PR 291.94 9.221960388E-01 1.272451893E+02 2.863132251E-13 8.753888275E+19 4.019308234E+00 1.047152422E-06
D72AI4PR 291.92 8.770598675E-01 1.322384248E+02 1.058671035E-13 8.813945498E+19 3.973748928E+00 1.021113002E-06
D72AI4PR 291.92 8.770598666E-01 1.322384253E+02 1.058671020E-13 8.592952442E+19 3.973748929E+00 1.021113002E-06
D72BI1PR 292.23 1.000000000E+00 1.813856177E+01 9.474830110E-23 9.390943788E+04 1.243802436E+00 3.187099927E-06
D72BI1PR 292.23 1.000000000E+00 1.813856177E+01 9.478728289E-23 9.390943756E+04 1.243802436E+00 3.187099927E-06
D72BI2PR 292.33 1.000000000E+00 1.811119756E+01 9.623262403E-23 9.005314593E+04 1.244414803E+00 3.178131812E-06
D72BI2PR 292.33 1.000000000E+00 1.811119756E+01 9.502814594E-23 9.005315059E+04 1.244414803E+00 3.178131820E-06
D72BI3PR 292.33 1.000000000E+00 1.810564545E+01 9.121660530E-23 8.729202266E+04 1.244437704E+00 3.165941727E-06
D72BI3PR 292.33 1.000000000E+00 1.810564545E+01 9.325982175E-23 8.729202246E+04 1.244437704E+00 3.165941725E-06
D72BI4PR 292.43 1.000000000E+00 1.809458276E+01 2.737111473E-23 9.905077076E+04 1.245430189E+00 3.174432974E-06
D72BI4PR 292.43 1.000000000E+00 1.809458276E+01 9.942153628E-23 9.905077426E+04 1.245430189E+00 3.174432982E-06
D72CI1PR 292.13 5.074964799E-01 7.811941247E+01 3.173891534E-20 4.759279649E+05 3.092835854E+00 8.151793312E-07
D72CI1PR 292.13 5.074964784E-01 7.811941274E+01 3.173891240E-20 4.759279563E+05 3.092835851E+00 8.151793278E-07
D72CI2PR 292.13 5.422069103E-01 7.592373263E+01 2.995461865E-19 6.302776403E+05 3.092184681E+00 8.100346462E-07
D72CI2PR 292.13 5.422069132E-01 7.592373217E+01 2.995462359E-19 6.302776556E+05 3.092184684E+00 8.100346486E-07
D72CI3PR 292.13 5.580808378E-01 7.485775156E+01 8.060939328E-19 8.074885434E+19 3.142103440E+00 8.790317959E-07
D72CI3PR 292.13 5.580808367E-01 7.485775224E+01 8.060939111E-19 8.079664746E+19 3.142103440E+00 8.790317962E-07
D72CI4PR 292.12 5.484252837E-01 7.480058628E+01 4.310810795E-19 7.832280575E+05 3.097374548E+00 8.205019158E-07
D72CI4PR 292.12 5.484252824E-01 7.480058635E+01 4.310810461E-19 7.832280424E+05 3.097374546E+00 8.205019134E-07
