N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Vmp_Fe Jmp_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Vmp_FeB Jmp_FeB Jsc_e Eta_e Voc_e FF_e Vmp_e Jmp_e
3.162000E+13 5.623E+16 315 1.800E-4 2.659324E+1 1.153120E+1 5.389550E-1 8.045470E+1 4.601070E-1 2.506203E+1 2.243612E+1 9.270200E+0 5.176730E-1 7.981540E+1 4.401270E-1 2.106258E+1 -1.8528694E+01 -2.4389981E+01 -4.1110894E+00 -8.0097325E-01 -4.5395988E+00 -1.8988415E+01
4.642000E+13 5.623E+16 315 1.800E-4 2.560741E+1 1.098510E+1 5.341630E-1 8.030890E+1 4.555960E-1 2.411144E+1 2.136131E+1 8.705500E+0 5.119280E-1 7.960800E+1 4.346580E-1 2.002834E+1 -1.9877526E+01 -2.6185745E+01 -4.3433842E+00 -8.8043915E-01 -4.8171206E+00 -2.0386612E+01
6.813000E+13 5.623E+16 315 1.800E-4 2.459083E+1 1.042750E+1 5.291540E-1 8.013550E+1 4.507910E-1 2.313156E+1 2.028104E+1 8.146000E+0 5.059160E-1 7.939210E+1 4.289940E-1 1.898867E+1 -2.1250340E+01 -2.8007611E+01 -4.5932526E+00 -9.3636521E-01 -5.0809568E+00 -2.1817694E+01
1.000000E+14 5.623E+16 315 1.800E-4 2.354849E+1 9.862100E+0 5.237860E-1 7.995650E+1 4.457130E-1 2.212664E+1 1.920321E+1 7.596000E+0 4.998050E-1 7.914260E+1 4.231350E-1 1.795171E+1 -2.2627884E+01 -2.9832807E+01 -4.7980712E+00 -1.0283968E+00 -5.3358857E+00 -2.3256447E+01
1.000000E+10 5.623E+16 320 1.800E-4 3.620922E+1 1.659190E+1 5.652850E-1 8.106080E+1 4.845020E-1 3.424535E+1 3.609488E+1 1.652310E+1 5.648000E-1 8.104950E+1 4.840530E-1 3.413485E+1 -3.1677623E-01 -4.1638676E-01 -8.5871105E-02 -1.3942097E-02 -9.2758438E-02 -3.2371608E-01
1.468000E+10 5.623E+16 320 1.800E-4 3.619214E+1 1.658210E+1 5.652290E-1 8.105890E+1 4.844430E-1 3.422913E+1 3.601949E+1 1.647940E+1 5.645340E-1 8.104250E+1 4.837990E-1 3.406246E+1 -4.7932383E-01 -6.2320230E-01 -1.2311039E-01 -2.0236296E-02 -1.3311313E-01 -4.8930700E-01
2.154000E+10 5.623E+16 320 1.800E-4 3.616725E+1 1.656770E+1 5.651470E-1 8.105600E+1 4.843650E-1 3.420496E+1 3.591236E+1 1.641740E+1 5.641580E-1 8.103250E+1 4.834280E-1 3.396038E+1 -7.0975564E-01 -9.1549210E-01 -1.7530550E-01 -2.9000710E-02 -1.9382411E-01 -7.2019218E-01
3.162000E+10 5.623E+16 320 1.800E-4 3.613108E+1 1.654680E+1 5.650280E-1 8.105190E+1 4.842480E-1 3.417012E+1 3.576221E+1 1.633070E+1 5.636340E-1 8.101830E+1 4.829390E-1 3.381522E+1 -1.0314519E+00 -1.3232746E+00 -2.4732362E-01 -4.1472112E-02 -2.7104872E-01 -1.0495274E+00
4.642000E+10 5.623E+16 320 1.800E-4 3.607878E+1 1.651660E+1 5.648570E-1 8.104590E+1 4.840720E-1 3.412018E+1 3.555575E+1 1.621180E+1 5.629190E-1 8.099840E+1 4.822560E-1 3.361666E+1 -1.4710138E+00 -1.8801120E+00 -3.4427689E-01 -5.8643134E-02 -3.7656348E-01 -1.4978288E+00
6.813000E+10 5.623E+16 320 1.800E-4 3.600363E+1 1.647330E+1 5.646110E-1 8.103740E+1 4.838180E-1 3.404855E+1 3.527896E+1 1.605300E+1 5.619660E-1 8.097140E+1 4.813380E-1 3.335085E+1 -2.0541138E+00 -2.6182022E+00 -4.7066904E-01 -8.1510262E-02 -5.1523046E-01 -2.0920007E+00
1.000000E+11 5.623E+16 320 1.800E-4 3.589671E+1 1.641170E+1 5.642600E-1 8.102540E+1 4.834860E-1 3.394460E+1 3.491972E+1 1.584780E+1 5.607360E-1 8.093560E+1 4.801460E-1 3.300617E+1 -2.7978174E+00 -3.5582226E+00 -6.2845974E-01 -1.1095241E-01 -6.9562175E-01 -2.8431957E+00
1.468000E+11 5.623E+16 320 1.800E-4 3.574657E+1 1.632550E+1 5.637660E-1 8.100870E+1 4.829980E-1 3.380026E+1 3.447146E+1 1.559290E+1 5.591650E-1 8.089600E+1 4.786620E-1 3.257599E+1 -3.6990310E+00 -4.6982922E+00 -8.2283405E-01 -1.3931468E-01 -9.0585841E-01 -3.7581974E+00
2.154000E+11 5.623E+16 320 1.800E-4 3.553963E+1 1.620680E+1 5.630860E-1 8.098590E+1 4.823140E-1 3.360213E+1 3.393620E+1 1.528990E+1 5.572530E-1 8.085160E+1 4.768850E-1 3.206204E+1 -4.7248366E+00 -5.9967691E+00 -1.0467418E+00 -1.6610679E-01 -1.1384296E+00 -4.8034685E+00
3.162000E+11 5.623E+16 320 1.800E-4 3.526137E+1 1.604770E+1 5.621690E-1 8.095570E+1 4.814160E-1 3.333440E+1 3.332494E+1 1.494520E+1 5.550700E-1 8.079490E+1 4.748340E-1 3.147456E+1 -5.8107531E+00 -7.3769505E+00 -1.2789378E+00 -1.9902246E-01 -1.3861686E+00 -5.9090262E+00
4.642000E+11 5.623E+16 320 1.800E-4 3.489905E+1 1.584130E+1 5.609700E-1 8.091680E+1 4.802440E-1 3.298601E+1 3.265368E+1 1.456760E+1 5.526430E-1 8.072560E+1 4.725100E-1 3.083023E+1 -6.8763153E+00 -8.7433757E+00 -1.5067593E+00 -2.3685175E-01 -1.6367908E+00 -6.9924227E+00
6.813000E+11 5.623E+16 320 1.800E-4 3.444542E+1 1.558400E+1 5.594310E-1 8.087250E+1 4.787600E-1 3.255082E+1 3.193702E+1 1.416490E+1 5.499780E-1 8.064410E+1 4.699320E-1 3.014240E+1 -7.8542081E+00 -1.0018426E+01 -1.7187960E+00 -2.8321973E-01 -1.8785697E+00 -7.9901401E+00
1.000000E+12 5.623E+16 320 1.800E-4 3.390227E+1 1.527720E+1 5.575240E-1 8.082610E+1 4.769820E-1 3.202886E+1 3.118332E+1 1.374150E+1 5.469350E-1 8.057030E+1 4.671190E-1 2.941748E+1 -8.7192448E+00 -1.1175636E+01 -1.9360619E+00 -3.1748672E-01 -2.1114534E+00 -8.8769670E+00
1.468000E+12 5.623E+16 320 1.800E-4 3.328099E+1 1.492750E+1 5.553310E-1 8.076800E+1 4.749120E-1 3.143214E+1 3.039431E+1 1.329850E+1 5.436730E-1 8.047740E+1 4.640140E-1 2.865981E+1 -9.4974355E+00 -1.2249502E+01 -2.1443037E+00 -3.6109516E-01 -2.3486360E+00 -9.6732323E+00
2.154000E+12 5.623E+16 320 1.800E-4 3.259866E+1 1.454430E+1 5.528850E-1 8.069740E+1 4.725680E-1 3.077718E+1 2.956818E+1 1.283580E+1 5.401650E-1 8.036590E+1 4.606350E-1 2.786548E+1 -1.0249126E+01 -1.3310429E+01 -2.3548360E+00 -4.1248838E-01 -2.5905543E+00 -1.0449129E+01
3.162000E+12 5.623E+16 320 1.800E-4 3.187110E+1 1.413610E+1 5.502000E-1 8.061440E+1 4.699710E-1 3.007872E+1 2.870303E+1 1.235330E+1 5.362240E-1 8.026160E+1 4.569630E-1 2.703340E+1 -1.1037406E+01 -1.4431771E+01 -2.6063735E+00 -4.3956263E-01 -2.8466200E+00 -1.1265028E+01
4.642000E+12 5.623E+16 320 1.800E-4 3.110752E+1 1.370770E+1 5.471440E-1 8.053760E+1 4.671190E-1 2.934525E+1 2.779849E+1 1.185190E+1 5.320650E-1 8.013130E+1 4.529980E-1 2.616322E+1 -1.1903632E+01 -1.5658249E+01 -2.8340522E+00 -5.0704282E-01 -3.1172323E+00 -1.2162226E+01
6.813000E+12 5.623E+16 320 1.800E-4 3.030988E+1 1.326040E+1 5.438550E-1 8.044330E+1 4.640140E-1 2.857762E+1 2.685583E+1 1.133370E+1 5.275540E-1 7.999540E+1 4.487400E-1 2.525663E+1 -1.2861453E+01 -1.6999744E+01 -3.0899207E+00 -5.5990719E-01 -3.4037527E+00 -1.3148983E+01
1.000000E+13 5.623E+16 320 1.800E-4 2.947620E+1 1.279370E+1 5.403150E-1 8.033010E+1 4.605960E-1 2.777646E+1 2.587770E+1 1.080120E+1 5.227690E-1 7.984300E+1 4.442090E-1 2.431562E+1 -1.3905795E+01 -1.8447024E+01 -3.3563582E+00 -6.1007227E-01 -3.6890293E+00 -1.4232991E+01
1.468000E+13 5.623E+16 320 1.800E-4 2.860428E+1 1.230750E+1 5.363440E-1 8.022220E+1 4.569040E-1 2.693667E+1 2.486785E+1 1.025770E+1 5.176920E-1 7.967850E+1 4.394040E-1 2.334461E+1 -1.5025143E+01 -1.9983037E+01 -3.6029145E+00 -6.8236726E-01 -3.9826674E+00 -1.5387106E+01
2.154000E+13 5.623E+16 320 1.800E-4 2.769351E+1 1.180250E+1 5.321400E-1 8.008880E+1 4.528810E-1 2.606103E+1 2.383105E+1 9.706700E+0 5.123610E-1 7.949740E+1 4.343460E-1 2.234789E+1 -1.6207679E+01 -2.1591272E+01 -3.8603641E+00 -7.4392370E-01 -4.2673353E+00 -1.6615170E+01
3.162000E+13 5.623E+16 320 1.800E-4 2.674511E+1 1.128080E+1 5.275790E-1 7.994790E+1 4.485840E-1 2.514754E+1 2.277302E+1 9.152100E+0 5.067470E-1 7.930610E+1 4.290530E-1 2.133083E+1 -1.7442087E+01 -2.3259143E+01 -4.1109271E+00 -8.0926940E-01 -4.5521183E+00 -1.7892928E+01
4.642000E+13 5.623E+16 320 1.800E-4 2.576174E+1 1.074480E+1 5.227350E-1 7.978870E+1 4.439940E-1 2.420029E+1 2.170032E+1 8.597800E+0 5.009640E-1 7.908830E+1 4.235450E-1 2.029952E+1 -1.8715945E+01 -2.4971504E+01 -4.3458213E+00 -8.8559243E-01 -4.8280584E+00 -1.9216070E+01
6.813000E+13 5.623E+16 320 1.800E-4 2.474724E+1 1.019770E+1 5.175830E-1 7.961500E+1 4.391110E-1 2.322348E+1 2.062019E+1 8.048000E+0 4.948680E-1 7.886890E+1 4.178220E-1 1.926176E+1 -2.0014607E+01 -2.6710984E+01 -4.5901129E+00 -9.4600026E-01 -5.0952319E+00 -2.0567799E+01
1.000000E+14 5.623E+16 320 1.800E-4 2.370653E+1 9.643000E+0 5.121700E-1 7.941990E+1 4.339550E-1 2.222116E+1 1.954044E+1 7.506800E+0 4.886510E-1 7.861830E+1 4.119040E-1 1.822468E+1 -2.1320349E+01 -2.8456866E+01 -4.8130465E+00 -1.0196099E+00 -5.3534319E+00 -2.1928945E+01
1.000000E+10 5.623E+16 325 1.800E-4 3.632205E+1 1.624210E+1 5.548370E-1 8.059470E+1 4.737990E-1 3.428062E+1 3.622255E+1 1.618170E+1 5.543710E-1 8.058340E+1 4.733500E-1 3.418561E+1 -2.7469077E-01 -3.7326115E-01 -8.4059231E-02 -1.4022739E-02 -9.4855815E-02 -2.7792396E-01
1.468000E+10 5.623E+16 325 1.800E-4 3.630515E+1 1.623250E+1 5.547800E-1 8.059260E+1 4.737400E-1 3.426447E+1 3.615203E+1 1.614130E+1 5.541130E-1 8.057630E+1 4.731150E-1 3.411704E+1 -4.2354468E-01 -5.6501025E-01 -1.2037256E-01 -2.0229273E-02 -1.3210319E-01 -4.3213010E-01
2.154000E+10 5.623E+16 325 1.800E-4 3.628051E+1 1.621840E+1 5.546960E-1 8.058960E+1 4.736430E-1 3.424183E+1 3.605159E+1 1.608380E+1 5.537470E-1 8.056610E+1 4.727640E-1 3.402075E+1 -6.3497893E-01 -8.3686691E-01 -1.7137790E-01 -2.9168596E-02 -1.8592786E-01 -6.4983870E-01
3.162000E+10 5.623E+16 325 1.800E-4 3.624471E+1 1.619790E+1 5.545750E-1 8.058520E+1 4.735250E-1 3.420714E+1 3.591042E+1 1.600310E+1 5.532350E-1 8.055170E+1 4.722750E-1 3.388512E+1 -9.3089972E-01 -1.2172642E+00 -2.4221172E-01 -4.1588197E-02 -2.6467630E-01 -9.5032864E-01
4.642000E+10 5.623E+16 325 1.800E-4 3.619292E+1 1.616840E+1 5.543990E-1 8.057890E+1 4.733500E-1 3.415743E+1 3.571554E+1 1.589210E+1 5.525320E-1 8.053150E+1 4.715920E-1 3.369879E+1 -1.3366171E+00 -1.7385997E+00 -3.3789898E-01 -5.8858956E-02 -3.7277986E-01 -1.3609984E+00
6.813000E+10 5.623E+16 325 1.800E-4 3.611851E+1 1.612600E+1 5.541460E-1 8.056990E+1 4.730960E-1 3.408612E+1 3.545290E+1 1.574300E+1 5.515930E-1 8.050390E+1 4.706930E-1 3.344637E+1 -1.8774487E+00 -2.4328273E+00 -4.6284126E-01 -8.1983606E-02 -5.1052384E-01 -1.9127636E+00
1.000000E+11 5.623E+16 325 1.800E-4 3.601260E+1 1.606570E+1 5.537850E-1 8.055710E+1 4.727440E-1 3.398395E+1 3.510981E+1 1.554910E+1 5.503740E-1 8.046730E+1 4.695210E-1 3.311691E+1 -2.5713326E+00 -3.3223788E+00 -6.1976038E-01 -1.1159813E-01 -6.8644427E-01 -2.6181187E+00
1.468000E+11 5.623E+16 325 1.800E-4 3.586383E+1 1.598120E+1 5.532790E-1 8.053940E+1 4.722360E-1 3.384153E+1 3.467838E+1 1.530650E+1 5.487890E-1 8.042890E+1 4.680370E-1 3.270364E+1 -3.4184123E+00 -4.4079313E+00 -8.1816509E-01 -1.3738843E-01 -8.9715129E-01 -3.4793986E+00
2.154000E+11 5.623E+16 325 1.800E-4 3.565866E+1 1.586490E+1 5.525800E-1 8.051520E+1 4.715530E-1 3.364404E+1 3.415894E+1 1.501590E+1 5.468760E-1 8.038200E+1 4.662600E-1 3.220508E+1 -4.3904173E+00 -5.6540068E+00 -1.0430152E+00 -1.6570874E-01 -1.1352035E+00 -4.4681150E+00
3.162000E+11 5.623E+16 325 1.800E-4 3.538261E+1 1.570900E+1 5.516380E-1 8.048320E+1 4.706350E-1 3.337838E+1 3.356105E+1 1.468290E+1 5.446800E-1 8.032230E+1 4.641890E-1 3.163134E+1 -5.4276013E+00 -6.9884015E+00 -1.2774473E+00 -2.0031797E-01 -1.3886585E+00 -5.5231299E+00
4.642000E+11 5.623E+16 325 1.800E-4 3.502283E+1 1.550660E+1 5.504070E-1 8.044200E+1 4.694240E-1 3.303334E+1 3.290030E+1 1.431610E+1 5.422270E-1 8.024950E+1 4.618460E-1 3.099749E+1 -6.4514001E+00 -8.3158123E+00 -1.5085933E+00 -2.3987688E-01 -1.6408067E+00 -6.5677898E+00
6.813000E+11 5.623E+16 325 1.800E-4 3.457192E+1 1.525410E+1 5.487980E-1 8.039910E+1 4.679000E-1 3.260122E+1 3.219207E+1 1.392340E+1 5.395060E-1 8.016810E+1 4.592480E-1 3.031792E+1 -7.3926591E+00 -9.5572920E+00 -1.7223163E+00 -2.8814454E-01 -1.8839494E+00 -7.5311895E+00
1.000000E+12 5.623E+16 325 1.800E-4 3.403141E+1 1.495280E+1 5.468470E-1 8.034830E+1 4.660840E-1 3.208180E+1 3.144608E+1 1.351010E+1 5.364380E-1 8.008920E+1 4.563960E-1 2.960177E+1 -8.2214699E+00 -1.0678677E+01 -1.9403920E+00 -3.2351428E-01 -2.1227180E+00 -8.3779787E+00
1.468000E+12 5.623E+16 325 1.800E-4 3.341248E+1 1.460920E+1 5.446030E-1 8.028540E+1 4.639550E-1 3.148830E+1 3.066510E+1 1.307780E+1 5.331480E-1 7.999120E+1 4.532710E-1 2.885201E+1 -8.9593055E+00 -1.1709921E+01 -2.1485591E+00 -3.6779046E-01 -2.3570888E+00 -9.1372837E+00
2.154000E+12 5.623E+16 325 1.800E-4 3.273217E+1 1.423240E+1 5.420980E-1 8.020950E+1 4.615530E-1 3.083597E+1 2.984764E+1 1.262620E+1 5.295850E-1 7.987810E+1 4.498540E-1 2.806742E+1 -9.6641812E+00 -1.2721167E+01 -2.3627935E+00 -4.1488218E-01 -2.6006215E+00 -9.8639276E+00
3.162000E+12 5.623E+16 325 1.800E-4 3.200649E+1 1.383100E+1 5.393140E-1 8.012630E+1 4.588960E-1 3.013977E+1 2.899154E+1 1.215530E+1 5.256120E-1 7.976820E+1 4.461620E-1 2.724418E+1 -1.0399413E+01 -1.3785756E+01 -2.6068659E+00 -4.4892576E-01 -2.8541203E+00 -1.0628288E+01
4.642000E+12 5.623E+16 325 1.800E-4 3.124488E+1 1.340990E+1 5.361920E-1 8.004340E+1 4.559860E-1 2.940851E+1 2.809602E+1 1.166590E+1 5.214210E-1 7.963140E+1 4.421580E-1 2.638394E+1 -1.1207495E+01 -1.4949554E+01 -2.8328357E+00 -5.1738385E-01 -3.1273889E+00 -1.1463678E+01
6.813000E+12 5.623E+16 325 1.800E-4 3.044946E+1 1.297030E+1 5.328420E-1 7.994130E+1 4.528030E-1 2.864441E+1 2.716199E+1 1.115970E+1 5.168440E-1 7.949330E+1 4.378610E-1 2.548680E+1 -1.2103200E+01 -1.6224450E+01 -3.0953247E+00 -5.6356951E-01 -3.4124985E+00 -1.2389198E+01
1.000000E+13 5.623E+16 325 1.800E-4 2.961828E+1 1.251180E+1 5.291910E-1 7.982670E+1 4.493260E-1 2.784574E+1 2.619178E+1 1.063920E+1 5.120280E-1 7.933260E+1 4.332910E-1 2.455447E+1 -1.3082349E+01 -1.7600947E+01 -3.3519651E+00 -6.2282088E-01 -3.7007461E+00 -1.3403955E+01
1.468000E+13 5.623E+16 325 1.800E-4 2.874901E+1 1.203430E+1 5.251500E-1 7.971050E+1 4.455370E-1 2.701084E+1 2.518886E+1 1.010760E+1 5.068750E-1 7.916560E+1 4.284470E-1 2.359112E+1 -1.4133827E+01 -1.9061894E+01 -3.6054254E+00 -6.8830401E-01 -3.9888248E+00 -1.4495793E+01
2.154000E+13 5.623E+16 325 1.800E-4 2.784092E+1 1.153860E+1 5.208800E-1 7.956700E+1 4.414550E-1 2.613773E+1 2.415774E+1 9.568000E+0 5.015090E-1 7.897470E+1 4.233500E-1 2.260082E+1 -1.5246377E+01 -2.0595736E+01 -3.8625428E+00 -7.4998702E-01 -4.2766033E+00 -1.5649476E+01
3.162000E+13 5.623E+16 325 1.800E-4 2.689508E+1 1.102650E+1 5.161960E-1 7.942410E+1 4.370800E-1 2.522776E+1 2.310388E+1 9.024500E+0 4.958150E-1 7.878000E+1 4.180180E-1 2.158870E+1 -1.6409365E+01 -2.2184055E+01 -4.1106058E+00 -8.1759330E-01 -4.5600907E+00 -1.6856318E+01
4.642000E+13 5.623E+16 325 1.800E-4 2.591405E+1 1.050060E+1 5.112920E-1 7.925190E+1 4.324120E-1 2.428381E+1 2.203364E+1 8.480700E+0 4.899900E-1 7.855190E+1 4.124510E-1 2.056163E+1 -1.7611298E+01 -2.3817609E+01 -4.3474357E+00 -8.9113058E-01 -4.8396052E+00 -1.8102553E+01
6.813000E+13 5.623E+16 325 1.800E-4 2.490157E+1 9.963900E+0 5.060100E-1 7.907570E+1 4.274510E-1 2.331001E+1 2.095410E+1 7.940700E+0 4.838140E-1 7.832740E+1 4.066700E-1 1.952626E+1 -1.8838652E+01 -2.5478862E+01 -4.5877135E+00 -9.5534896E-01 -5.1100401E+00 -1.9377751E+01
1.000000E+14 5.623E+16 325 1.800E-4 2.386242E+1 9.419800E+0 5.005420E-1 7.886540E+1 4.222170E-1 2.231030E+1 1.987293E+1 7.408700E+0 4.774970E-1 7.807400E+1 4.007130E-1 1.848868E+1 -2.0074996E+01 -2.7145113E+01 -4.8262083E+00 -1.0136537E+00 -5.3664343E+00 -2.0670053E+01
1.000000E+10 5.623E+16 330 1.800E-4 3.643376E+1 1.588990E+1 5.443690E-1 8.011690E+1 4.630960E-1 3.431239E+1 3.634376E+1 1.583480E+1 5.439040E-1 8.010510E+1 4.626660E-1 3.422511E+1 -2.4763536E-01 -3.4796777E-01 -8.5493028E-02 -1.4730648E-02 -9.2939615E-02 -2.5501744E-01
1.468000E+10 5.623E+16 330 1.800E-4 3.641702E+1 1.588050E+1 5.443110E-1 8.011470E+1 4.630370E-1 3.429632E+1 3.627586E+1 1.579620E+1 5.436460E-1 8.009770E+1 4.624120E-1 3.416054E+1 -3.8912930E-01 -5.3367266E-01 -1.2232225E-01 -2.1224080E-02 -1.3516085E-01 -3.9747615E-01
2.154000E+10 5.623E+16 330 1.800E-4 3.639263E+1 1.586670E+1 5.442250E-1 8.011150E+1 4.629590E-1 3.427234E+1 3.617905E+1 1.574140E+1 5.432800E-1 8.008700E+1 4.620610E-1 3.406778E+1 -5.9034165E-01 -7.9599019E-01 -1.7394345E-01 -3.0591731E-02 -1.9434663E-01 -6.0045004E-01
3.162000E+10 5.623E+16 330 1.800E-4 3.635718E+1 1.584670E+1 5.441000E-1 8.010680E+1 4.628220E-1 3.423923E+1 3.604276E+1 1.566430E+1 5.427660E-1 8.007200E+1 4.615720E-1 3.393685E+1 -8.7235273E-01 -1.1644312E+00 -2.4577811E-01 -4.3460885E-02 -2.7081365E-01 -8.9100786E-01
4.642000E+10 5.623E+16 330 1.800E-4 3.630589E+1 1.581780E+1 5.439190E-1 8.010010E+1 4.626460E-1 3.418971E+1 3.585420E+1 1.555800E+1 5.420610E-1 8.005090E+1 4.608890E-1 3.375655E+1 -1.2597966E+00 -1.6698804E+00 -3.4276585E-01 -6.1460896E-02 -3.8121977E-01 -1.2831880E+00
6.813000E+10 5.623E+16 330 1.800E-4 3.623219E+1 1.577620E+1 5.436600E-1 8.009050E+1 4.623930E-1 3.411867E+1 3.559935E+1 1.541490E+1 5.411140E-1 8.002210E+1 4.599900E-1 3.351139E+1 -1.7776729E+00 -2.3438362E+00 -4.7051084E-01 -8.5476387E-02 -5.2240266E-01 -1.8121600E+00
1.000000E+11 5.623E+16 330 1.800E-4 3.612725E+1 1.571720E+1 5.432900E-1 8.007700E+1 4.620210E-1 3.401829E+1 3.526524E+1 1.522820E+1 5.398760E-1 7.998480E+1 4.587990E-1 3.319146E+1 -2.4443616E+00 -3.2111477E+00 -6.3236743E-01 -1.1527190E-01 -7.0226831E-01 -2.4910926E+00
1.468000E+11 5.623E+16 330 1.800E-4 3.597980E+1 1.563440E+1 5.427710E-1 8.005820E+1 4.615140E-1 3.387633E+1 3.484330E+1 1.499370E+1 5.382570E-1 7.994660E+1 4.573140E-1 3.278641E+1 -3.2617462E+00 -4.2731280E+00 -8.3863285E-01 -1.3959318E-01 -9.1840617E-01 -3.3243042E+00
2.154000E+11 5.623E+16 330 1.800E-4 3.577634E+1 1.552050E+1 5.420530E-1 8.003260E+1 4.608110E-1 3.368080E+1 3.433291E+1 1.471160E+1 5.363200E-1 7.989610E+1 4.554980E-1 3.229787E+1 -4.2042169E+00 -5.4983822E+00 -1.0689514E+00 -1.7084689E-01 -1.1664157E+00 -4.2817994E+00
3.162000E+11 5.623E+16 330 1.800E-4 3.550240E+1 1.536760E+1 5.410860E-1 7.999860E+1 4.598540E-1 3.341852E+1 3.374278E+1 1.438710E+1 5.340890E-1 7.983220E+1 4.534080E-1 3.173098E+1 -5.2148045E+00 -6.8151330E+00 -1.3100813E+00 -2.0843720E-01 -1.4216776E+00 -5.3182726E+00
4.642000E+11 5.623E+16 330 1.800E-4 3.514508E+1 1.516910E+1 5.398120E-1 7.995640E+1 4.586230E-1 3.307534E+1 3.308820E+1 1.402840E+1 5.315920E-1 7.975490E+1 4.510060E-1 3.110475E+1 -6.2163551E+00 -8.1313621E+00 -1.5462987E+00 -2.5264905E-01 -1.6888911E+00 -6.3353346E+00
6.813000E+11 5.623E+16 330 1.800E-4 3.469677E+1 1.492130E+1 5.381460E-1 7.991290E+1 4.570610E-1 3.264619E+1 3.238495E+1 1.364390E+1 5.287870E-1 7.967360E+1 4.483690E-1 3.043003E+1 -7.1385628E+00 -9.3624257E+00 -1.7698998E+00 -3.0035043E-01 -1.9385818E+00 -7.2828058E+00
1.000000E+12 5.623E+16 330 1.800E-4 3.415878E+1 1.462540E+1 5.361510E-1 7.985770E+1 4.551860E-1 3.213054E+1 3.164354E+1 1.323880E+1 5.256760E-1 7.958790E+1 4.454590E-1 2.971956E+1 -7.9486682E+00 -1.0473759E+01 -1.9926723E+00 -3.3899625E-01 -2.1835904E+00 -8.1124350E+00
1.468000E+12 5.623E+16 330 1.800E-4 3.354207E+1 1.428760E+1 5.338550E-1 7.978970E+1 4.529980E-1 3.154015E+1 3.086740E+1 1.281520E+1 5.223380E-1 7.948310E+1 4.422950E-1 2.897440E+1 -8.6650317E+00 -1.1489481E+01 -2.2048941E+00 -3.8574238E-01 -2.4198781E+00 -8.8552308E+00
2.154000E+12 5.623E+16 330 1.800E-4 3.286367E+1 1.391720E+1 5.312900E-1 7.970850E+1 4.505570E-1 3.088896E+1 3.005525E+1 1.237300E+1 5.186780E-1 7.937000E+1 4.388180E-1 2.819613E+1 -9.3441911E+00 -1.2480401E+01 -2.4315664E+00 -4.2648356E-01 -2.6751409E+00 -9.5503532E+00
3.162000E+12 5.623E+16 330 1.800E-4 3.213972E+1 1.352250E+1 5.284000E-1 7.962570E+1 4.478420E-1 3.019489E+1 2.920479E+1 1.191190E+1 5.146650E-1 7.925060E+1 4.350680E-1 2.737939E+1 -1.0049482E+01 -1.3520933E+01 -2.6687263E+00 -4.7330872E-01 -2.9360927E+00 -1.0283282E+01
4.642000E+12 5.623E+16 330 1.800E-4 3.137992E+1 1.310850E+1 5.252230E-1 7.953480E+1 4.448540E-1 2.946696E+1 2.831498E+1 1.143270E+1 5.104210E-1 7.910530E+1 4.310060E-1 2.652569E+1 -1.0824447E+01 -1.4657955E+01 -2.8999591E+00 -5.4294719E-01 -3.2129483E+00 -1.1088383E+01
6.813000E+12 5.623E+16 330 1.800E-4 3.058655E+1 1.267650E+1 5.218080E-1 7.942480E+1 4.416110E-1 2.870500E+1 2.738648E+1 1.093710E+1 5.057490E-1 7.896440E+1 4.266700E-1 2.563368E+1 -1.1684853E+01 -1.5903667E+01 -3.1752905E+00 -5.8304755E-01 -3.5017695E+00 -1.1981580E+01
1.000000E+13 5.623E+16 330 1.800E-4 2.975769E+1 1.222610E+1 5.180370E-1 7.931010E+1 4.380570E-1 2.790986E+1 2.642140E+1 1.042750E+1 5.008830E-1 7.879280E+1 4.220410E-1 2.470726E+1 -1.2627226E+01 -1.7248621E+01 -3.4247519E+00 -6.5653207E-01 -3.7948920E+00 -1.2962182E+01
1.468000E+13 5.623E+16 330 1.800E-4 2.889091E+1 1.175720E+1 5.139410E-1 7.918280E+1 4.342090E-1 2.707735E+1 2.542301E+1 9.906700E+0 4.956300E-1 7.862240E+1 4.171190E-1 2.375039E+1 -1.3640792E+01 -1.8679278E+01 -3.6944898E+00 -7.1277397E-01 -4.0971521E+00 -1.4008023E+01
2.154000E+13 5.623E+16 330 1.800E-4 2.798535E+1 1.127060E+1 5.095790E-1 7.903260E+1 4.300490E-1 2.620782E+1 2.439564E+1 9.378200E+0 4.902140E-1 7.841910E+1 4.119630E-1 2.276469E+1 -1.4714556E+01 -2.0178712E+01 -3.9503156E+00 -7.8233492E-01 -4.3902001E+00 -1.5124871E+01
3.162000E+13 5.623E+16 330 1.800E-4 2.704196E+1 1.076810E+1 5.048010E-1 7.888270E+1 4.255960E-1 2.530128E+1 2.334460E+1 8.845500E+0 4.844190E-1 7.821950E+1 4.065720E-1 2.175631E+1 -1.5838181E+01 -2.1735346E+01 -4.2075146E+00 -8.4787042E-01 -4.6791220E+00 -1.6293986E+01
4.642000E+13 5.623E+16 330 1.800E-4 2.606317E+1 1.025210E+1 4.998220E-1 7.869950E+1 4.208300E-1 2.436171E+1 2.227606E+1 8.312400E+0 4.784680E-1 7.798970E+1 4.009470E-1 2.073202E+1 -1.7000807E+01 -2.3335018E+01 -4.4629944E+00 -9.1012018E-01 -4.9590095E+00 -1.7507652E+01
