T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph T SAD TDD
300 155_300 38.647 6.102600E-1 2.442990E+1 8.273340E+1 1.233440E+1 5.305180E-1 2.324971E+1 1.000000E+2 3.000000E+2 1.000000E+17 7.979000E+13
300 156_300 38.647 6.070150E-1 2.390399E+1 8.265490E+1 1.199330E+1 5.274710E-1 2.273737E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.000000E+14
330 157_330 35.134 4.947220E-1 3.252511E+1 7.832960E+1 1.260390E+1 4.146190E-1 3.039884E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.000000E+9
330 158_330 35.134 4.947220E-1 3.252496E+1 7.832930E+1 1.260380E+1 4.146190E-1 3.039852E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.253000E+9
330 159_330 35.134 4.947210E-1 3.252477E+1 7.832880E+1 1.260360E+1 4.146190E-1 3.039812E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.571000E+9
330 160_330 35.134 4.947200E-1 3.252453E+1 7.832820E+1 1.260340E+1 4.146190E-1 3.039762E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.968000E+9
330 161_330 35.134 4.947190E-1 3.252423E+1 7.832750E+1 1.260320E+1 4.146000E-1 3.039842E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.467000E+9
330 162_330 35.134 4.947180E-1 3.252386E+1 7.832650E+1 1.260280E+1 4.146000E-1 3.039763E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.092000E+9
330 163_330 35.134 4.947160E-1 3.252339E+1 7.832540E+1 1.260240E+1 4.146000E-1 3.039664E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.875000E+9
330 164_330 35.134 4.947140E-1 3.252281E+1 7.832390E+1 1.260190E+1 4.146000E-1 3.039541E+1 1.000000E+2 3.300000E+2 1.000000E+15 4.856000E+9
330 165_330 35.134 4.947120E-1 3.252208E+1 7.832210E+1 1.260130E+1 4.145800E-1 3.039529E+1 1.000000E+2 3.300000E+2 1.000000E+15 6.086000E+9
330 166_330 35.134 4.947090E-1 3.252116E+1 7.831980E+1 1.260050E+1 4.145800E-1 3.039335E+1 1.000000E+2 3.300000E+2 1.000000E+15 7.627000E+9
330 167_330 35.134 4.947040E-1 3.252001E+1 7.831690E+1 1.259950E+1 4.145610E-1 3.039234E+1 1.000000E+2 3.300000E+2 1.000000E+15 9.559000E+9
330 168_330 35.134 4.946990E-1 3.251856E+1 7.831340E+1 1.259820E+1 4.145410E-1 3.039073E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.198000E+10
330 169_330 35.134 4.946930E-1 3.251676E+1 7.830890E+1 1.259660E+1 4.145210E-1 3.038834E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.501000E+10
330 170_330 35.134 4.946850E-1 3.251449E+1 7.830320E+1 1.259460E+1 4.145020E-1 3.038499E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.882000E+10
330 171_330 35.134 4.946750E-1 3.251166E+1 7.829620E+1 1.259220E+1 4.144820E-1 3.038043E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.358000E+10
330 172_330 35.134 4.946630E-1 3.250811E+1 7.828740E+1 1.258900E+1 4.144430E-1 3.037579E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.955000E+10
330 173_330 35.134 4.946470E-1 3.250367E+1 7.827630E+1 1.258520E+1 4.143850E-1 3.037070E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.704000E+10
330 174_330 35.134 4.946280E-1 3.249811E+1 7.826250E+1 1.258030E+1 4.143260E-1 3.036325E+1 1.000000E+2 3.300000E+2 1.000000E+15 4.642000E+10
330 175_330 35.134 4.946030E-1 3.249116E+1 7.824530E+1 1.257420E+1 4.142480E-1 3.035429E+1 1.000000E+2 3.300000E+2 1.000000E+15 5.817000E+10
330 176_330 35.134 4.945730E-1 3.248248E+1 7.822370E+1 1.256660E+1 4.141500E-1 3.034308E+1 1.000000E+2 3.300000E+2 1.000000E+15 7.290000E+10
330 177_330 35.134 4.945340E-1 3.247162E+1 7.819680E+1 1.255710E+1 4.140330E-1 3.032873E+1 1.000000E+2 3.300000E+2 1.000000E+15 9.137000E+10
330 178_330 35.134 4.944860E-1 3.245807E+1 7.816330E+1 1.254530E+1 4.138770E-1 3.031154E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.145000E+11
330 179_330 35.134 4.944250E-1 3.244117E+1 7.812150E+1 1.253050E+1 4.137010E-1 3.028872E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.435000E+11
330 180_330 35.134 4.943490E-1 3.242012E+1 7.806950E+1 1.251210E+1 4.134670E-1 3.026141E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.798000E+11
330 181_330 35.134 4.942540E-1 3.239393E+1 7.800500E+1 1.248920E+1 4.131740E-1 3.022758E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.254000E+11
330 182_330 35.134 4.941340E-1 3.236143E+1 7.792510E+1 1.246090E+1 4.128030E-1 3.018614E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.825000E+11
330 183_330 35.134 4.939840E-1 3.232117E+1 7.782660E+1 1.242590E+1 4.123340E-1 3.013553E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.540000E+11
330 184_330 35.134 4.937950E-1 3.227146E+1 7.770560E+1 1.238280E+1 4.117680E-1 3.007222E+1 1.000000E+2 3.300000E+2 1.000000E+15 4.437000E+11
330 185_330 35.134 4.935570E-1 3.221030E+1 7.755790E+1 1.232990E+1 4.110450E-1 2.999637E+1 1.000000E+2 3.300000E+2 1.000000E+15 5.560000E+11
330 186_330 35.134 4.932580E-1 3.213538E+1 7.737870E+1 1.226530E+1 4.101460E-1 2.990474E+1 1.000000E+2 3.300000E+2 1.000000E+15 6.968000E+11
330 187_330 35.134 4.928810E-1 3.204412E+1 7.716350E+1 1.218720E+1 4.090330E-1 2.979504E+1 1.000000E+2 3.300000E+2 1.000000E+15 8.733000E+11
330 188_330 35.134 4.924050E-1 3.193369E+1 7.690840E+1 1.209330E+1 4.076460E-1 2.966619E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.094000E+12
330 189_330 35.134 4.918040E-1 3.180113E+1 7.661070E+1 1.198190E+1 4.059670E-1 2.951437E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.372000E+12
330 190_330 35.134 4.910430E-1 3.164353E+1 7.627240E+1 1.185150E+1 4.039360E-1 2.934000E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.719000E+12
330 191_330 35.134 4.900780E-1 3.145828E+1 7.589450E+1 1.170070E+1 4.015530E-1 2.913853E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.154000E+12
330 192_330 35.134 4.888100E-1 3.124335E+1 7.549450E+1 1.152960E+1 3.987600E-1 2.891357E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.700000E+12
330 193_330 35.134 4.872050E-1 3.099762E+1 7.508350E+1 1.133930E+1 3.955570E-1 2.866659E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.384000E+12
330 194_330 35.134 4.851850E-1 3.072113E+1 7.468600E+1 1.113230E+1 3.921390E-1 2.838862E+1 1.000000E+2 3.300000E+2 1.000000E+15 4.241000E+12
330 195_330 35.134 4.826580E-1 3.041516E+1 7.432100E+1 1.091040E+1 3.884470E-1 2.808724E+1 1.000000E+2 3.300000E+2 1.000000E+15 5.315000E+12
330 196_330 35.134 4.795240E-1 3.008122E+1 7.402550E+1 1.067790E+1 3.845610E-1 2.776661E+1 1.000000E+2 3.300000E+2 1.000000E+15 6.661000E+12
330 197_330 35.134 4.757100E-1 2.972432E+1 7.381140E+1 1.043700E+1 3.806930E-1 2.741589E+1 1.000000E+2 3.300000E+2 1.000000E+15 8.348000E+12
330 198_330 35.134 4.714020E-1 2.934698E+1 7.366430E+1 1.019090E+1 3.767290E-1 2.705099E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.046000E+13
330 199_330 35.134 4.667130E-1 2.895241E+1 7.357740E+1 9.942100E+0 3.728220E-1 2.666718E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.311000E+13
330 200_330 35.134 4.618810E-1 2.854328E+1 7.350990E+1 9.691200E+0 3.689360E-1 2.626813E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.643000E+13
330 201_330 35.134 4.569980E-1 2.812159E+1 7.345490E+1 9.440100E+0 3.650490E-1 2.585973E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.059000E+13
330 202_330 35.134 4.521470E-1 2.768870E+1 7.339390E+1 9.188400E+0 3.612600E-1 2.543446E+1 1.000000E+2 3.300000E+2 1.000000E+15 2.581000E+13
330 203_330 35.134 4.473370E-1 2.724553E+1 7.332610E+1 8.936900E+0 3.574710E-1 2.500046E+1 1.000000E+2 3.300000E+2 1.000000E+15 3.234000E+13
330 204_330 35.134 4.425830E-1 2.679268E+1 7.325110E+1 8.686100E+0 3.537010E-1 2.455772E+1 1.000000E+2 3.300000E+2 1.000000E+15 4.054000E+13
330 205_330 35.134 4.378670E-1 2.633066E+1 7.316460E+1 8.435400E+0 3.499710E-1 2.410311E+1 1.000000E+2 3.300000E+2 1.000000E+15 5.080000E+13
330 206_330 35.134 4.332040E-1 2.585994E+1 7.306500E+1 8.185200E+0 3.462210E-1 2.364156E+1 1.000000E+2 3.300000E+2 1.000000E+15 6.367000E+13
330 207_330 35.134 4.285890E-1 2.538102E+1 7.295400E+1 7.936000E+0 3.425100E-1 2.317004E+1 1.000000E+2 3.300000E+2 1.000000E+15 7.979000E+13
330 208_330 35.134 4.240220E-1 2.489445E+1 7.282520E+1 7.687300E+0 3.387790E-1 2.269111E+1 1.000000E+2 3.300000E+2 1.000000E+15 1.000000E+14
330 209_330 35.134 5.599320E-1 3.222998E+1 8.048320E+1 1.452450E+1 4.777050E-1 3.040470E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.000000E+9
330 210_330 35.134 5.599300E-1 3.222980E+1 8.048300E+1 1.452430E+1 4.777050E-1 3.040430E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.253000E+9
330 211_330 35.134 5.599270E-1 3.222957E+1 8.048260E+1 1.452410E+1 4.777050E-1 3.040380E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.571000E+9
330 212_330 35.134 5.599230E-1 3.222928E+1 8.048220E+1 1.452380E+1 4.777050E-1 3.040318E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.968000E+9
330 213_330 35.134 5.599180E-1 3.222891E+1 8.048170E+1 1.452340E+1 4.776860E-1 3.040364E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.467000E+9
330 214_330 35.134 5.599120E-1 3.222846E+1 8.048110E+1 1.452290E+1 4.776860E-1 3.040266E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.092000E+9
330 215_330 35.134 5.599050E-1 3.222789E+1 8.048030E+1 1.452230E+1 4.776860E-1 3.040143E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.875000E+9
330 216_330 35.134 5.598960E-1 3.222718E+1 8.047930E+1 1.452160E+1 4.776660E-1 3.040113E+1 1.000000E+2 3.300000E+2 1.000000E+16 4.856000E+9
330 217_330 35.134 5.598850E-1 3.222629E+1 8.047810E+1 1.452070E+1 4.776460E-1 3.040044E+1 1.000000E+2 3.300000E+2 1.000000E+16 6.086000E+9
330 218_330 35.134 5.598700E-1 3.222517E+1 8.047660E+1 1.451950E+1 4.776270E-1 3.039927E+1 1.000000E+2 3.300000E+2 1.000000E+16 7.627000E+9
330 219_330 35.134 5.598520E-1 3.222376E+1 8.047460E+1 1.451810E+1 4.776070E-1 3.039749E+1 1.000000E+2 3.300000E+2 1.000000E+16 9.559000E+9
330 220_330 35.134 5.598300E-1 3.222201E+1 8.047220E+1 1.451630E+1 4.775680E-1 3.039619E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.198000E+10
330 221_330 35.134 5.598020E-1 3.221981E+1 8.046920E+1 1.451400E+1 4.775290E-1 3.039394E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.501000E+10
330 222_330 35.134 5.597670E-1 3.221706E+1 8.046540E+1 1.451120E+1 4.774900E-1 3.039049E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.882000E+10
330 223_330 35.134 5.597230E-1 3.221361E+1 8.046070E+1 1.450760E+1 4.774320E-1 3.038681E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.358000E+10
330 224_330 35.134 5.596680E-1 3.220930E+1 8.045480E+1 1.450320E+1 4.773540E-1 3.038251E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.955000E+10
330 225_330 35.134 5.595990E-1 3.220391E+1 8.044750E+1 1.449770E+1 4.772560E-1 3.037714E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.704000E+10
330 226_330 35.134 5.595130E-1 3.219716E+1 8.043850E+1 1.449080E+1 4.771390E-1 3.037013E+1 1.000000E+2 3.300000E+2 1.000000E+16 4.642000E+10
330 227_330 35.134 5.594050E-1 3.218874E+1 8.042720E+1 1.448220E+1 4.770020E-1 3.036080E+1 1.000000E+2 3.300000E+2 1.000000E+16 5.817000E+10
330 228_330 35.134 5.592700E-1 3.217821E+1 8.041330E+1 1.447140E+1 4.768260E-1 3.034951E+1 1.000000E+2 3.300000E+2 1.000000E+16 7.290000E+10
330 229_330 35.134 5.591030E-1 3.216509E+1 8.039620E+1 1.445810E+1 4.765920E-1 3.033648E+1 1.000000E+2 3.300000E+2 1.000000E+16 9.137000E+10
330 230_330 35.134 5.588930E-1 3.214873E+1 8.037520E+1 1.444160E+1 4.763180E-1 3.031917E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.145000E+11
330 231_330 35.134 5.586330E-1 3.212837E+1 8.034950E+1 1.442110E+1 4.759860E-1 3.029731E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.435000E+11
330 232_330 35.134 5.583090E-1 3.210309E+1 8.031840E+1 1.439580E+1 4.755570E-1 3.027154E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.798000E+11
330 233_330 35.134 5.579080E-1 3.207175E+1 8.028110E+1 1.436480E+1 4.750290E-1 3.023975E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.254000E+11
330 234_330 35.134 5.574120E-1 3.203301E+1 8.023650E+1 1.432670E+1 4.744040E-1 3.019934E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.825000E+11
330 235_330 35.134 5.568010E-1 3.198528E+1 8.018400E+1 1.428030E+1 4.736430E-1 3.014996E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.540000E+11
330 236_330 35.134 5.560500E-1 3.192671E+1 8.012300E+1 1.422410E+1 4.727250E-1 3.008966E+1 1.000000E+2 3.300000E+2 1.000000E+16 4.437000E+11
330 237_330 35.134 5.551350E-1 3.185520E+1 8.005340E+1 1.415660E+1 4.716310E-1 3.001623E+1 1.000000E+2 3.300000E+2 1.000000E+16 5.560000E+11
330 238_330 35.134 5.540240E-1 3.176837E+1 7.997550E+1 1.407610E+1 4.703220E-1 2.992854E+1 1.000000E+2 3.300000E+2 1.000000E+16 6.968000E+11
330 239_330 35.134 5.526890E-1 3.166371E+1 7.989060E+1 1.398100E+1 4.688180E-1 2.982177E+1 1.000000E+2 3.300000E+2 1.000000E+16 8.733000E+11
330 240_330 35.134 5.510980E-1 3.153860E+1 7.980030E+1 1.387000E+1 4.670610E-1 2.969633E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.094000E+12
330 241_330 35.134 5.491970E-1 3.139047E+1 7.971200E+1 1.374200E+1 4.650680E-1 2.954834E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.372000E+12
330 242_330 35.134 5.469690E-1 3.121702E+1 7.962760E+1 1.359620E+1 4.628610E-1 2.937426E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.719000E+12
330 243_330 35.134 5.444630E-1 3.101644E+1 7.954220E+1 1.343250E+1 4.604200E-1 2.917449E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.154000E+12
330 244_330 35.134 5.416930E-1 3.078759E+1 7.945700E+1 1.325140E+1 4.577640E-1 2.894807E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.700000E+12
330 245_330 35.134 5.386440E-1 3.053020E+1 7.937920E+1 1.305390E+1 4.549320E-1 2.869410E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.384000E+12
330 246_330 35.134 5.353730E-1 3.024496E+1 7.930530E+1 1.284140E+1 4.519630E-1 2.841245E+1 1.000000E+2 3.300000E+2 1.000000E+16 4.241000E+12
330 247_330 35.134 5.319810E-1 2.993336E+1 7.922560E+1 1.261590E+1 4.488570E-1 2.810662E+1 1.000000E+2 3.300000E+2 1.000000E+16 5.315000E+12
330 248_330 35.134 5.284500E-1 2.959754E+1 7.914780E+1 1.237940E+1 4.456740E-1 2.777674E+1 1.000000E+2 3.300000E+2 1.000000E+16 6.661000E+12
330 249_330 35.134 5.248300E-1 2.923996E+1 7.906890E+1 1.213390E+1 4.424120E-1 2.742671E+1 1.000000E+2 3.300000E+2 1.000000E+16 8.348000E+12
330 250_330 35.134 5.212010E-1 2.886304E+1 7.897880E+1 1.188110E+1 4.391110E-1 2.705722E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.046000E+13
330 251_330 35.134 5.174860E-1 2.846891E+1 7.889160E+1 1.162250E+1 4.357520E-1 2.667235E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.311000E+13
330 252_330 35.134 5.137670E-1 2.805928E+1 7.879630E+1 1.135920E+1 4.323730E-1 2.627181E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.643000E+13
330 253_330 35.134 5.100680E-1 2.763537E+1 7.868900E+1 1.109190E+1 4.289550E-1 2.585803E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.059000E+13
330 254_330 35.134 5.062640E-1 2.719806E+1 7.858920E+1 1.082130E+1 4.255180E-1 2.543081E+1 1.000000E+2 3.300000E+2 1.000000E+16 2.581000E+13
330 255_330 35.134 5.025020E-1 2.674788E+1 7.847410E+1 1.054760E+1 4.220410E-1 2.499189E+1 1.000000E+2 3.300000E+2 1.000000E+16 3.234000E+13
330 256_330 35.134 4.987100E-1 2.628527E+1 7.835430E+1 1.027120E+1 4.185450E-1 2.454038E+1 1.000000E+2 3.300000E+2 1.000000E+16 4.054000E+13
330 257_330 35.134 4.948660E-1 2.581061E+1 7.823260E+1 9.992500E+0 4.150100E-1 2.407771E+1 1.000000E+2 3.300000E+2 1.000000E+16 5.080000E+13
330 258_330 35.134 4.910570E-1 2.532428E+1 7.809500E+1 9.711600E+0 4.114550E-1 2.360314E+1 1.000000E+2 3.300000E+2 1.000000E+16 6.367000E+13
330 259_330 35.134 4.871560E-1 2.482674E+1 7.796070E+1 9.429000E+0 4.078610E-1 2.311804E+1 1.000000E+2 3.300000E+2 1.000000E+16 7.979000E+13
330 260_330 35.134 4.832640E-1 2.431852E+1 7.781300E+1 9.144800E+0 4.042290E-1 2.262280E+1 1.000000E+2 3.300000E+2 1.000000E+16 1.000000E+14
330 261_330 35.134 6.015120E-1 3.217646E+1 8.149460E+1 1.577290E+1 5.173340E-1 3.048880E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.000000E+9
330 262_330 35.134 6.015110E-1 3.217627E+1 8.149450E+1 1.577270E+1 5.173140E-1 3.048967E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.253000E+9
330 263_330 35.134 6.015090E-1 3.217603E+1 8.149450E+1 1.577260E+1 5.173140E-1 3.048933E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.571000E+9
330 264_330 35.134 6.015060E-1 3.217574E+1 8.149440E+1 1.577230E+1 5.173140E-1 3.048889E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.968000E+9
330 265_330 35.134 6.015030E-1 3.217537E+1 8.149400E+1 1.577200E+1 5.173340E-1 3.048710E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.467000E+9
330 266_330 35.134 6.014990E-1 3.217490E+1 8.149390E+1 1.577170E+1 5.173340E-1 3.048642E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.092000E+9
330 267_330 35.134 6.014940E-1 3.217432E+1 8.149380E+1 1.577120E+1 5.173340E-1 3.048556E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.875000E+9
330 268_330 35.134 6.014880E-1 3.217359E+1 8.149360E+1 1.577070E+1 5.173140E-1 3.048564E+1 1.000000E+2 3.300000E+2 1.000000E+17 4.856000E+9
330 269_330 35.134 6.014800E-1 3.217268E+1 8.149340E+1 1.577000E+1 5.173140E-1 3.048430E+1 1.000000E+2 3.300000E+2 1.000000E+17 6.086000E+9
330 270_330 35.134 6.014710E-1 3.217153E+1 8.149310E+1 1.576910E+1 5.172950E-1 3.048376E+1 1.000000E+2 3.300000E+2 1.000000E+17 7.627000E+9
330 271_330 35.134 6.014580E-1 3.217010E+1 8.149270E+1 1.576800E+1 5.172950E-1 3.048166E+1 1.000000E+2 3.300000E+2 1.000000E+17 9.559000E+9
330 272_330 35.134 6.014430E-1 3.216830E+1 8.149230E+1 1.576660E+1 5.172750E-1 3.048017E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.198000E+10
330 273_330 35.134 6.014240E-1 3.216605E+1 8.149170E+1 1.576490E+1 5.172560E-1 3.047801E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.501000E+10
330 274_330 35.134 6.014000E-1 3.216323E+1 8.149100E+1 1.576280E+1 5.172360E-1 3.047503E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.882000E+10
330 275_330 35.134 6.013710E-1 3.215971E+1 8.149010E+1 1.576010E+1 5.171970E-1 3.047215E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.358000E+10
330 276_330 35.134 6.013340E-1 3.215530E+1 8.148900E+1 1.575680E+1 5.171580E-1 3.046798E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.955000E+10
330 277_330 35.134 6.012870E-1 3.214978E+1 8.148760E+1 1.575260E+1 5.171190E-1 3.046218E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.704000E+10
330 278_330 35.134 6.012290E-1 3.214288E+1 8.148590E+1 1.574730E+1 5.170610E-1 3.045551E+1 1.000000E+2 3.300000E+2 1.000000E+17 4.642000E+10
330 279_330 35.134 6.011560E-1 3.213426E+1 8.148380E+1 1.574080E+1 5.169820E-1 3.044747E+1 1.000000E+2 3.300000E+2 1.000000E+17 5.817000E+10
330 280_330 35.134 6.010660E-1 3.212350E+1 8.148110E+1 1.573270E+1 5.169040E-1 3.043631E+1 1.000000E+2 3.300000E+2 1.000000E+17 7.290000E+10
330 281_330 35.134 6.009540E-1 3.211008E+1 8.147780E+1 1.572250E+1 5.167870E-1 3.042355E+1 1.000000E+2 3.300000E+2 1.000000E+17 9.137000E+10
330 282_330 35.134 6.008140E-1 3.209336E+1 8.147370E+1 1.570990E+1 5.166500E-1 3.040714E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.145000E+11
330 283_330 35.134 6.006400E-1 3.207255E+1 8.146850E+1 1.569420E+1 5.164750E-1 3.038709E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.435000E+11
330 284_330 35.134 6.004260E-1 3.204672E+1 8.146220E+1 1.567470E+1 5.162600E-1 3.036203E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.798000E+11
330 285_330 35.134 6.001610E-1 3.201472E+1 8.145440E+1 1.565060E+1 5.160060E-1 3.033035E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.254000E+11
330 286_330 35.134 5.998270E-1 3.197518E+1 8.144600E+1 1.562100E+1 5.156930E-1 3.029125E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.825000E+11
330 287_330 35.134 5.994080E-1 3.192649E+1 8.143710E+1 1.558460E+1 5.152830E-1 3.024475E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.540000E+11
330 288_330 35.134 5.989000E-1 3.186679E+1 8.142580E+1 1.554010E+1 5.148140E-1 3.018590E+1 1.000000E+2 3.300000E+2 1.000000E+17 4.437000E+11
330 289_330 35.134 5.982880E-1 3.179395E+1 8.141220E+1 1.548620E+1 5.142290E-1 3.011536E+1 1.000000E+2 3.300000E+2 1.000000E+17 5.560000E+11
330 290_330 35.134 5.975570E-1 3.170561E+1 8.139540E+1 1.542110E+1 5.135450E-1 3.002872E+1 1.000000E+2 3.300000E+2 1.000000E+17 6.968000E+11
330 291_330 35.134 5.966910E-1 3.159924E+1 8.137500E+1 1.534320E+1 5.127050E-1 2.992606E+1 1.000000E+2 3.300000E+2 1.000000E+17 8.733000E+11
330 292_330 35.134 5.956770E-1 3.147223E+1 8.135040E+1 1.525100E+1 5.117480E-1 2.980172E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.094000E+12
330 293_330 35.134 5.945020E-1 3.132206E+1 8.132080E+1 1.514280E+1 5.106150E-1 2.965594E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.372000E+12
330 294_330 35.134 5.931590E-1 3.114647E+1 8.128590E+1 1.501740E+1 5.093260E-1 2.948487E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.719000E+12
330 295_330 35.134 5.916430E-1 3.094366E+1 8.124530E+1 1.487410E+1 5.078610E-1 2.928764E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.154000E+12
330 296_330 35.134 5.899500E-1 3.071256E+1 8.119920E+1 1.471240E+1 5.062210E-1 2.906320E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.700000E+12
330 297_330 35.134 5.880040E-1 3.045291E+1 8.115920E+1 1.453270E+1 5.044040E-1 2.881165E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.384000E+12
330 298_330 35.134 5.859150E-1 3.016534E+1 8.111090E+1 1.433580E+1 5.024510E-1 2.853176E+1 1.000000E+2 3.300000E+2 1.000000E+17 4.241000E+12
330 299_330 35.134 5.836970E-1 2.985131E+1 8.105460E+1 1.412310E+1 5.003220E-1 2.822793E+1 1.000000E+2 3.300000E+2 1.000000E+17 5.315000E+12
330 300_330 35.134 5.813610E-1 2.951282E+1 8.099090E+1 1.389610E+1 4.980760E-1 2.789957E+1 1.000000E+2 3.300000E+2 1.000000E+17 6.661000E+12
330 301_330 35.134 5.788590E-1 2.915219E+1 8.092870E+1 1.365670E+1 4.956930E-1 2.755075E+1 1.000000E+2 3.300000E+2 1.000000E+17 8.348000E+12
330 302_330 35.134 5.762070E-1 2.877171E+1 8.086770E+1 1.340660E+1 4.932130E-1 2.718221E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.046000E+13
330 303_330 35.134 5.734910E-1 2.837336E+1 8.079690E+1 1.314720E+1 4.906350E-1 2.679623E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.311000E+13
330 304_330 35.134 5.707060E-1 2.795875E+1 8.071800E+1 1.287960E+1 4.879590E-1 2.639475E+1 1.000000E+2 3.300000E+2 1.000000E+17 1.643000E+13
330 305_330 35.134 5.677520E-1 2.752902E+1 8.064610E+1 1.260470E+1 4.851860E-1 2.597915E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.059000E+13
330 306_330 35.134 5.647380E-1 2.708496E+1 8.056590E+1 1.232330E+1 4.823340E-1 2.554929E+1 1.000000E+2 3.300000E+2 1.000000E+17 2.581000E+13
330 307_330 35.134 5.616770E-1 2.662709E+1 8.047640E+1 1.203590E+1 4.794040E-1 2.510598E+1 1.000000E+2 3.300000E+2 1.000000E+17 3.234000E+13
330 308_330 35.134 5.584950E-1 2.615580E+1 8.038830E+1 1.174300E+1 4.763960E-1 2.464971E+1 1.000000E+2 3.300000E+2 1.000000E+17 4.054000E+13
330 309_330 35.134 5.552150E-1 2.567142E+1 8.029850E+1 1.144510E+1 4.733110E-1 2.418087E+1 1.000000E+2 3.300000E+2 1.000000E+17 5.080000E+13
