X GeCrNph200 GeCrNph300 GeCrNph400 OrCrNph200 OrCrNph300 OrCrNph400 OrCrNph500 OrCrNph600 OrCrNph700 OrCrNph750 OsCrNph200 OsCrNph300 OsCrNph400 OsCrNph500 OsCrNph600 OsCrNph700
5.65000E+2 3.93358E+14 6.84306E+14 9.86261E+14 1.52107E+14 3.45027E+14 5.64044E+14 7.98477E+14 1.04271E+15 1.30114E+15 1.43010E+15 2.80455E+14 5.18581E+14 7.59888E+14 1.03975E+15 1.33095E+15 1.64366E+15
5.66000E+2 3.97926E+14 6.91798E+14 9.96751E+14 1.52137E+14 3.46989E+14 5.68385E+14 8.05453E+14 1.05249E+15 1.31166E+15 1.44100E+15 2.85034E+14 5.25399E+14 7.68943E+14 1.05110E+15 1.34459E+15 1.66174E+15
5.67000E+2 4.02119E+14 6.97399E+14 1.00368E+15 1.52358E+14 3.49328E+14 5.73308E+14 8.13229E+14 1.06329E+15 1.32400E+15 1.45411E+15 2.88354E+14 5.30550E+14 7.75932E+14 1.05953E+15 1.35441E+15 1.67459E+15
5.68000E+2 4.06620E+14 7.01594E+14 1.00727E+15 1.53563E+14 3.52487E+14 5.78726E+14 8.21085E+14 1.07369E+15 1.33654E+15 1.46772E+15 2.90573E+14 5.34491E+14 7.81614E+14 1.06620E+15 1.36203E+15 1.68368E+15
5.69000E+2 4.10193E+14 7.05837E+14 1.01205E+15 1.55294E+14 3.56083E+14 5.84409E+14 8.28986E+14 1.08390E+15 1.34911E+15 1.48147E+15 2.92999E+14 5.38669E+14 7.87562E+14 1.07318E+15 1.36997E+15 1.69346E+15
5.70000E+2 4.12050E+14 7.11426E+14 1.02170E+15 1.56150E+14 3.59257E+14 5.90333E+14 8.37913E+14 1.09599E+15 1.36337E+15 1.49682E+15 2.95923E+14 5.43309E+14 7.93928E+14 1.08100E+15 1.37923E+15 1.70560E+15
5.71000E+2 4.14746E+14 7.18138E+14 1.03274E+15 1.56881E+14 3.62478E+14 5.96532E+14 8.47374E+14 1.10889E+15 1.37820E+15 1.51261E+15 2.99198E+14 5.48231E+14 8.00495E+14 1.08960E+15 1.38991E+15 1.72002E+15
5.72000E+2 4.19330E+14 7.25456E+14 1.04285E+15 1.59056E+14 3.66687E+14 6.02980E+14 8.56184E+14 1.12014E+15 1.39125E+15 1.52656E+15 3.02762E+14 5.53684E+14 8.07841E+14 1.09899E+15 1.40138E+15 1.73561E+15
5.73000E+2 4.24383E+14 7.32822E+14 1.05250E+15 1.61775E+14 3.71126E+14 6.09205E+14 8.64238E+14 1.13005E+15 1.40293E+15 1.53913E+15 3.06590E+14 5.59771E+14 8.16199E+14 1.10924E+15 1.41350E+15 1.75177E+15
5.74000E+2 4.29099E+14 7.40095E+14 1.06235E+15 1.64140E+14 3.75153E+14 6.14987E+14 8.71836E+14 1.13950E+15 1.41407E+15 1.55110E+15 3.10683E+14 5.66278E+14 8.25131E+14 1.12038E+15 1.42685E+15 1.76882E+15
5.75000E+2 4.33341E+14 7.47364E+14 1.07275E+15 1.67324E+14 3.79827E+14 6.21105E+14 8.79378E+14 1.14846E+15 1.42431E+15 1.56198E+15 3.14739E+14 5.72777E+14 8.34086E+14 1.13183E+15 1.44081E+15 1.78574E+15
5.76000E+2 4.37869E+14 7.54622E+14 1.08280E+15 1.71474E+14 3.85360E+14 6.27829E+14 8.87194E+14 1.15730E+15 1.43435E+15 1.57262E+15 3.18327E+14 5.78846E+14 8.42659E+14 1.14286E+15 1.45434E+15 1.80087E+15
5.77000E+2 4.43175E+14 7.61773E+14 1.09170E+15 1.74890E+14 3.90424E+14 6.34504E+14 8.95466E+14 1.16717E+15 1.44658E+15 1.58603E+15 3.21442E+14 5.84873E+14 8.51642E+14 1.15448E+15 1.46865E+15 1.81424E+15
5.78000E+2 4.48596E+14 7.68595E+14 1.09977E+15 1.76686E+14 3.94296E+14 6.40714E+14 9.04168E+14 1.17846E+15 1.46111E+15 1.60219E+15 3.24294E+14 5.91148E+14 8.61406E+14 1.16708E+15 1.48414E+15 1.82649E+15
5.79000E+2 4.53701E+14 7.75128E+14 1.10760E+15 1.76897E+14 3.96924E+14 6.46294E+14 9.13011E+14 1.19076E+15 1.47597E+15 1.61832E+15 3.27236E+14 5.96977E+14 8.70167E+14 1.17804E+15 1.49729E+15 1.83796E+15
5.80000E+2 4.58611E+14 7.81786E+14 1.11592E+15 1.76228E+14 3.98892E+14 6.51596E+14 9.22045E+14 1.20378E+15 1.49163E+15 1.63530E+15 3.30287E+14 6.01923E+14 8.77021E+14 1.18633E+15 1.50699E+15 1.84876E+15
5.81000E+2 4.63384E+14 7.88699E+14 1.12495E+15 1.75652E+14 4.01059E+14 6.57214E+14 9.31523E+14 1.21737E+15 1.50947E+15 1.65525E+15 3.33005E+14 6.06186E+14 8.82833E+14 1.19388E+15 1.51632E+15 1.85868E+15
5.82000E+2 4.67972E+14 7.95692E+14 1.13436E+15 1.75318E+14 4.03610E+14 6.63364E+14 9.41680E+14 1.23180E+15 1.52730E+15 1.67479E+15 3.35558E+14 6.10436E+14 8.88796E+14 1.20185E+15 1.52635E+15 1.86876E+15
5.83000E+2 4.72384E+14 8.02527E+14 1.14364E+15 1.75295E+14 4.06630E+14 6.70136E+14 9.52614E+14 1.24715E+15 1.54264E+15 1.69013E+15 3.38574E+14 6.15581E+14 8.96088E+14 1.21054E+15 1.53640E+15 1.88090E+15
5.84000E+2 4.76752E+14 8.09183E+14 1.15260E+15 1.76584E+14 4.10842E+14 6.77793E+14 9.64021E+14 1.26250E+15 1.55735E+15 1.70454E+15 3.41971E+14 6.21391E+14 9.04335E+14 1.22000E+15 1.54696E+15 1.89511E+15
5.85000E+2 4.81615E+14 8.16622E+14 1.16263E+15 1.79770E+14 4.16610E+14 6.86350E+14 9.75493E+14 1.27697E+15 1.57366E+15 1.72176E+15 3.45390E+14 6.27220E+14 9.12597E+14 1.23018E+15 1.55904E+15 1.91047E+15
5.86000E+2 4.87349E+14 8.25482E+14 1.17465E+15 1.83577E+14 4.22786E+14 6.94975E+14 9.86625E+14 1.29065E+15 1.59135E+15 1.74145E+15 3.48987E+14 6.33288E+14 9.21157E+14 1.24132E+15 1.57282E+15 1.92601E+15
5.87000E+2 4.93570E+14 8.34714E+14 1.18688E+15 1.86936E+14 4.28477E+14 7.03126E+14 9.97317E+14 1.30393E+15 1.60966E+15 1.76226E+15 3.52988E+14 6.39957E+14 9.30516E+14 1.25355E+15 1.58798E+15 1.94140E+15
5.88000E+2 4.99947E+14 8.43821E+14 1.19866E+15 1.89962E+14 4.33937E+14 7.11214E+14 1.00815E+15 1.31759E+15 1.62747E+15 1.78215E+15 3.57304E+14 6.47141E+14 9.40592E+14 1.26646E+15 1.60375E+15 1.95813E+15
5.89000E+2 5.06527E+14 8.53980E+14 1.21243E+15 1.92914E+14 4.39482E+14 7.19590E+14 1.01950E+15 1.33201E+15 1.64430E+15 1.80018E+15 3.61801E+14 6.54684E+14 9.51208E+14 1.27961E+15 1.61942E+15 1.97716E+15
5.90000E+2 5.13134E+14 8.65354E+14 1.22874E+15 1.95879E+14 4.45140E+14 7.28201E+14 1.03122E+15 1.34694E+15 1.66095E+15 1.81769E+15 3.66372E+14 6.62448E+14 9.62192E+14 1.29276E+15 1.63468E+15 1.99743E+15
5.91000E+2 5.19221E+14 8.76342E+14 1.24485E+15 1.98889E+14 4.50822E+14 7.36804E+14 1.04290E+15 1.36179E+15 1.67804E+15 1.83591E+15 3.70809E+14 6.70107E+14 9.73107E+14 1.30570E+15 1.64954E+15 2.01767E+15
5.92000E+2 5.24952E+14 8.86335E+14 1.25927E+15 2.01866E+14 4.56270E+14 7.44930E+14 1.05383E+15 1.37560E+15 1.69578E+15 1.85560E+15 3.74754E+14 6.77048E+14 9.83076E+14 1.31813E+15 1.66442E+15 2.03698E+15
5.93000E+2 5.31312E+14 8.95985E+14 1.27222E+15 2.04855E+14 4.61557E+14 7.52682E+14 1.06415E+15 1.38855E+15 1.71368E+15 1.87596E+15 3.78381E+14 6.83454E+14 9.92294E+14 1.33024E+15 1.67952E+15 2.05510E+15
5.94000E+2 5.38376E+14 9.05580E+14 1.28423E+15 2.08120E+14 4.67293E+14 7.61060E+14 1.07528E+15 1.40250E+15 1.73042E+15 1.89410E+15 3.82559E+14 6.90587E+14 1.00241E+15 1.34291E+15 1.69474E+15 2.07271E+15
5.95000E+2 5.45328E+14 9.14995E+14 1.29599E+15 2.11957E+14 4.73781E+14 7.70344E+14 1.08745E+15 1.41762E+15 1.74585E+15 1.90970E+15 3.87452E+14 6.98738E+14 1.01384E+15 1.35641E+15 1.71021E+15 2.09045E+15
5.96000E+2 5.51778E+14 9.24453E+14 1.30843E+15 2.16684E+14 4.80840E+14 7.79692E+14 1.09907E+15 1.43151E+15 1.76170E+15 1.92652E+15 3.92429E+14 7.07086E+14 1.02559E+15 1.37039E+15 1.72632E+15 2.10887E+15
5.97000E+2 5.57750E+14 9.34461E+14 1.32260E+15 2.22142E+14 4.88204E+14 7.88730E+14 1.10967E+15 1.44359E+15 1.77849E+15 1.94566E+15 3.97175E+14 7.15100E+14 1.03690E+15 1.38437E+15 1.74296E+15 2.12831E+15
5.98000E+2 5.63623E+14 9.44979E+14 1.33796E+15 2.27377E+14 4.95476E+14 7.97866E+14 1.12058E+15 1.45623E+15 1.79487E+15 1.96391E+15 4.01741E+14 7.22591E+14 1.04734E+15 1.39786E+15 1.75957E+15 2.14885E+15
5.99000E+2 5.69966E+14 9.55516E+14 1.35281E+15 2.31906E+14 5.02372E+14 8.07123E+14 1.13220E+15 1.47022E+15 1.81014E+15 1.97983E+15 4.06259E+14 7.29757E+14 1.05717E+15 1.41094E+15 1.77600E+15 2.16957E+15
6.00000E+2 5.76657E+14 9.65550E+14 1.36619E+15 2.36079E+14 5.08799E+14 8.15811E+14 1.14317E+15 1.48347E+15 1.82497E+15 1.99544E+15 4.10944E+14 7.37139E+14 1.06726E+15 1.42419E+15 1.79248E+15 2.18881E+15
6.01000E+2 5.83081E+14 9.74578E+14 1.37775E+15 2.39922E+14 5.14640E+14 8.23640E+14 1.15299E+15 1.49529E+15 1.84005E+15 2.01216E+15 4.15783E+14 7.44816E+14 1.07779E+15 1.43768E+15 1.80897E+15 2.20666E+15
6.02000E+2 5.89250E+14 9.83124E+14 1.38859E+15 2.42719E+14 5.19726E+14 8.31204E+14 1.16314E+15 1.50811E+15 1.85588E+15 2.02949E+15 4.20574E+14 7.52472E+14 1.08832E+15 1.45099E+15 1.82508E+15 2.22461E+15
6.03000E+2 5.95657E+14 9.92462E+14 1.40082E+15 2.44474E+14 5.24303E+14 8.39042E+14 1.17450E+15 1.52315E+15 1.87256E+15 2.04698E+15 4.25253E+14 7.60074E+14 1.09887E+15 1.46423E+15 1.84102E+15 2.24273E+15
6.04000E+2 6.02333E+14 1.00259E+15 1.41441E+15 2.46998E+14 5.29514E+14 8.47254E+14 1.18590E+15 1.53786E+15 1.88927E+15 2.06470E+15 4.29879E+14 7.67826E+14 1.10977E+15 1.47788E+15 1.85742E+15 2.25978E+15
6.05000E+2 6.08947E+14 1.01250E+15 1.42762E+15 2.51493E+14 5.36061E+14 8.55775E+14 1.19636E+15 1.55024E+15 1.90537E+15 2.08265E+15 4.34506E+14 7.75648E+14 1.12082E+15 1.49167E+15 1.87395E+15 2.27627E+15
6.06000E+2 6.15485E+14 1.02184E+15 1.43971E+15 2.56433E+14 5.42833E+14 8.64195E+14 1.20634E+15 1.56171E+15 1.92136E+15 2.10090E+15 4.39194E+14 7.83203E+14 1.13126E+15 1.50459E+15 1.88932E+15 2.29444E+15
6.07000E+2 6.22242E+14 1.03083E+15 1.45080E+15 2.60187E+14 5.48693E+14 8.72187E+14 1.21649E+15 1.57403E+15 1.93784E+15 2.11945E+15 4.43871E+14 7.90334E+14 1.14084E+15 1.51641E+15 1.90336E+15 2.31396E+15
6.08000E+2 6.28987E+14 1.03960E+15 1.46145E+15 2.62945E+14 5.53877E+14 8.80021E+14 1.22710E+15 1.58752E+15 1.95464E+15 2.13790E+15 4.48339E+14 7.97099E+14 1.14991E+15 1.52787E+15 1.91723E+15 2.33152E+15
6.09000E+2 6.34884E+14 1.04813E+15 1.47256E+15 2.65454E+14 5.59016E+14 8.88091E+14 1.23829E+15 1.60193E+15 1.97143E+15 2.15588E+15 4.52575E+14 8.03718E+14 1.15892E+15 1.53959E+15 1.93173E+15 2.34690E+15
6.10000E+2 6.39824E+14 1.05665E+15 1.48479E+15 2.68719E+14 5.64816E+14 8.96613E+14 1.24965E+15 1.61620E+15 1.98789E+15 2.17344E+15 4.56823E+14 8.10631E+14 1.16852E+15 1.55206E+15 1.94711E+15 2.36441E+15
6.11000E+2 6.44826E+14 1.06586E+15 1.49842E+15 2.73753E+14 5.71946E+14 9.05706E+14 1.26064E+15 1.62905E+15 2.00375E+15 2.19079E+15 4.61317E+14 8.18082E+14 1.17894E+15 1.56539E+15 1.96340E+15 2.38565E+15
6.12000E+2 6.50490E+14 1.07594E+15 1.51308E+15 2.80274E+14 5.80144E+14 9.15164E+14 1.27113E+15 1.64045E+15 2.01825E+15 2.20685E+15 4.66221E+14 8.25964E+14 1.18982E+15 1.57918E+15 1.98012E+15 2.40675E+15
6.13000E+2 6.56347E+14 1.08574E+15 1.52696E+15 2.87105E+14 5.88482E+14 9.24516E+14 1.28123E+15 1.65113E+15 2.03033E+15 2.21962E+15 4.71535E+14 8.34094E+14 1.20077E+15 1.59299E+15 1.99680E+15 2.42521E+15
6.14000E+2 6.62009E+14 1.09454E+15 1.53892E+15 2.93321E+14 5.96232E+14 9.33390E+14 1.29101E+15 1.66166E+15 2.04083E+15 2.23012E+15 4.76893E+14 8.42261E+14 1.21175E+15 1.60662E+15 2.01306E+15 2.44353E+15
6.15000E+2 6.67811E+14 1.10310E+15 1.55024E+15 2.98345E+14 6.02949E+14 9.41574E+14 1.30054E+15 1.67247E+15 2.05303E+15 2.24301E+15 4.81998E+14 8.50340E+14 1.22282E+15 1.62007E+15 2.02885E+15 2.46414E+15
6.16000E+2 6.74081E+14 1.11227E+15 1.56227E+15 3.02385E+14 6.08846E+14 9.49261E+14 1.30999E+15 1.68366E+15 2.06831E+15 2.26033E+15 4.86920E+14 8.58327E+14 1.23389E+15 1.63367E+15 2.04495E+15 2.48556E+15
6.17000E+2 6.80491E+14 1.12178E+15 1.57487E+15 3.07230E+14 6.15457E+14 9.57451E+14 1.31966E+15 1.69476E+15 2.08401E+15 2.27832E+15 4.91796E+14 8.66257E+14 1.24490E+15 1.64772E+15 2.06208E+15 2.50566E+15
6.18000E+2 6.86562E+14 1.13107E+15 1.58739E+15 3.14316E+14 6.24016E+14 9.66951E+14 1.32981E+15 1.70538E+15 2.09763E+15 2.29344E+15 4.96674E+14 8.74036E+14 1.25559E+15 1.66166E+15 2.07935E+15 2.52400E+15
6.19000E+2 6.92266E+14 1.13987E+15 1.59933E+15 3.22665E+14 6.33707E+14 9.77263E+14 1.34035E+15 1.71590E+15 2.10962E+15 2.30616E+15 5.01553E+14 8.81548E+14 1.26574E+15 1.67472E+15 2.09535E+15 2.54100E+15
6.20000E+2 6.97808E+14 1.14814E+15 1.61031E+15 3.30758E+14 6.43240E+14 9.87572E+14 1.35107E+15 1.72681E+15 2.12111E+15 2.31795E+15 5.06203E+14 8.88581E+14 1.27516E+15 1.68645E+15 2.10941E+15 2.55699E+15
6.21000E+2 7.03180E+14 1.15589E+15 1.62040E+15 3.37932E+14 6.51964E+14 9.97319E+14 1.36156E+15 1.73786E+15 2.13209E+15 2.32890E+15 5.10248E+14 8.94820E+14 1.28360E+15 1.69669E+15 2.12141E+15 2.57229E+15
6.22000E+2 7.08182E+14 1.16331E+15 1.63024E+15 3.44120E+14 6.59682E+14 1.00616E+15 1.37130E+15 1.74837E+15 2.14202E+15 2.33855E+15 5.13786E+14 9.00448E+14 1.29133E+15 1.70595E+15 2.13215E+15 2.58774E+15
6.23000E+2 7.12843E+14 1.17065E+15 1.64029E+15 3.49516E+14 6.66523E+14 1.01412E+15 1.38020E+15 1.75809E+15 2.15125E+15 2.34754E+15 5.17499E+14 9.06192E+14 1.29911E+15 1.71552E+15 2.14348E+15 2.60475E+15
6.24000E+2 7.17607E+14 1.17820E+15 1.65068E+15 3.54677E+14 6.73037E+14 1.02166E+15 1.38860E+15 1.76724E+15 2.16139E+15 2.35817E+15 5.21751E+14 9.12501E+14 1.30747E+15 1.72613E+15 2.15635E+15 2.62339E+15
6.25000E+2 7.22811E+14 1.18609E+15 1.66126E+15 3.60103E+14 6.79744E+14 1.02928E+15 1.39692E+15 1.77614E+15 2.17343E+15 2.37178E+15 5.26106E+14 9.19140E+14 1.31640E+15 1.73716E+15 2.16946E+15 2.64048E+15
6.26000E+2 7.28143E+14 1.19375E+15 1.67120E+15 3.65989E+14 6.86887E+14 1.03724E+15 1.40547E+15 1.78513E+15 2.18613E+15 2.38633E+15 5.30143E+14 9.25848E+14 1.32580E+15 1.74797E+15 2.18156E+15 2.65349E+15
6.27000E+2 7.33143E+14 1.20046E+15 1.67953E+15 3.72440E+14 6.94625E+14 1.04577E+15 1.41452E+15 1.79453E+15 2.19800E+15 2.39943E+15 5.34137E+14 9.32602E+14 1.33534E+15 1.75874E+15 2.19343E+15 2.66529E+15
6.28000E+2 7.37768E+14 1.20669E+15 1.68730E+15 3.79214E+14 7.02754E+14 1.05473E+15 1.42403E+15 1.80442E+15 2.20960E+15 2.41189E+15 5.38562E+14 9.39484E+14 1.34468E+15 1.76995E+15 2.20645E+15 2.68031E+15
6.29000E+2 7.42193E+14 1.21350E+15 1.69650E+15 3.85926E+14 7.10905E+14 1.06383E+15 1.43381E+15 1.81470E+15 2.22269E+15 2.42637E+15 5.43235E+14 9.46370E+14 1.35378E+15 1.78145E+15 2.22037E+15 2.69830E+15
6.30000E+2 7.46587E+14 1.22100E+15 1.70721E+15 3.91898E+14 7.18478E+14 1.07264E+15 1.44365E+15 1.82546E+15 2.23740E+15 2.44305E+15 5.47468E+14 9.52939E+14 1.36269E+15 1.79259E+15 2.23373E+15 2.71540E+15
6.31000E+2 7.51137E+14 1.22806E+15 1.71681E+15 3.96128E+14 7.24631E+14 1.08064E+15 1.45347E+15 1.83707E+15 2.25174E+15 2.45875E+15 5.50987E+14 9.58999E+14 1.37132E+15 1.80299E+15 2.24587E+15 2.72956E+15
6.32000E+2 7.55909E+14 1.23391E+15 1.72359E+15 3.97958E+14 7.28822E+14 1.08751E+15 1.46322E+15 1.84982E+15 2.26412E+15 2.47096E+15 5.54228E+14 9.64509E+14 1.37912E+15 1.81274E+15 2.25757E+15 2.74189E+15
6.33000E+2 7.60547E+14 1.23930E+15 1.72956E+15 3.98602E+14 7.32065E+14 1.09388E+15 1.47301E+15 1.86323E+15 2.27623E+15 2.48242E+15 5.57656E+14 9.69572E+14 1.38581E+15 1.82209E+15 2.26968E+15 2.75381E+15
6.34000E+2 7.64649E+14 1.24534E+15 1.73751E+15 3.99801E+14 7.35823E+14 1.10064E+15 1.48305E+15 1.87670E+15 2.29062E+15 2.49728E+15 5.61567E+14 9.75032E+14 1.39281E+15 1.83207E+15 2.28280E+15 2.76698E+15
6.35000E+2 7.68449E+14 1.25214E+15 1.74745E+15 4.02165E+14 7.40661E+14 1.10824E+15 1.49357E+15 1.89026E+15 2.30764E+15 2.51603E+15 5.66183E+14 9.81910E+14 1.40195E+15 1.84392E+15 2.29741E+15 2.78291E+15
6.36000E+2 7.72584E+14 1.25930E+15 1.75774E+15 4.05165E+14 7.46223E+14 1.11659E+15 1.50484E+15 1.90454E+15 2.32530E+15 2.53538E+15 5.71311E+14 9.90064E+14 1.41314E+15 1.85747E+15 2.31327E+15 2.80122E+15
6.37000E+2 7.77403E+14 1.26649E+15 1.76731E+15 4.08360E+14 7.52195E+14 1.12559E+15 1.51703E+15 1.92001E+15 2.34212E+15 2.55288E+15 5.76411E+14 9.98366E+14 1.42467E+15 1.87139E+15 2.32953E+15 2.81974E+15
6.38000E+2 7.82678E+14 1.27372E+15 1.77639E+15 4.11896E+14 7.58600E+14 1.13509E+15 1.52977E+15 1.93609E+15 2.35889E+15 2.57000E+15 5.81173E+14 1.00606E+15 1.43532E+15 1.88475E+15 2.34560E+15 2.83735E+15
6.39000E+2 7.88148E+14 1.28102E+15 1.78542E+15 4.16036E+14 7.65534E+14 1.14496E+15 1.54266E+15 1.95206E+15 2.37695E+15 2.58910E+15 5.85965E+14 1.01350E+15 1.44541E+15 1.89785E+15 2.36177E+15 2.85558E+15
6.40000E+2 7.93700E+14 1.28871E+15 1.79518E+15 4.20536E+14 7.72753E+14 1.15498E+15 1.55553E+15 1.96781E+15 2.39670E+15 2.61085E+15 5.91207E+14 1.02118E+15 1.45552E+15 1.91120E+15 2.37844E+15 2.87611E+15
6.41000E+2 7.99305E+14 1.29721E+15 1.80660E+15 4.24669E+14 7.79706E+14 1.16489E+15 1.56850E+15 1.98391E+15 2.41789E+15 2.63458E+15 5.96878E+14 1.02940E+15 1.46629E+15 1.92524E+15 2.39584E+15 2.89872E+15
6.42000E+2 8.05035E+14 1.30667E+15 1.81987E+15 4.28001E+14 7.86077E+14 1.17460E+15 1.58172E+15 2.00076E+15 2.44014E+15 2.65952E+15 6.02701E+14 1.03835E+15 1.47837E+15 1.94041E+15 2.41410E+15 2.92210E+15
6.43000E+2 8.11111E+14 1.31677E+15 1.83411E+15 4.31501E+14 7.92704E+14 1.18465E+15 1.59538E+15 2.01812E+15 2.46273E+15 2.68471E+15 6.08566E+14 1.04804E+15 1.49191E+15 1.95681E+15 2.43329E+15 2.94533E+15
6.44000E+2 8.17719E+14 1.32718E+15 1.84838E+15 4.36379E+14 8.00610E+14 1.19569E+15 1.60961E+15 2.03561E+15 2.48491E+15 2.70924E+15 6.14695E+14 1.05821E+15 1.50614E+15 1.97405E+15 2.45347E+15 2.96864E+15
6.45000E+2 8.24725E+14 1.33775E+15 1.86253E+15 4.42604E+14 8.09763E+14 1.20768E+15 1.62441E+15 2.05319E+15 2.50654E+15 2.73289E+15 6.21318E+14 1.06855E+15 1.52022E+15 1.99167E+15 2.47462E+15 2.99228E+15
6.46000E+2 8.31875E+14 1.34835E+15 1.87656E+15 4.48655E+14 8.18848E+14 1.21976E+15 1.63947E+15 2.07123E+15 2.52804E+15 2.75612E+15 6.28298E+14 1.07895E+15 1.53405E+15 2.00967E+15 2.49689E+15 3.01639E+15
6.47000E+2 8.39051E+14 1.35898E+15 1.89062E+15 4.53217E+14 8.26727E+14 1.23116E+15 1.65453E+15 2.09003E+15 2.54986E+15 2.77945E+15 6.35321E+14 1.08937E+15 1.54786E+15 2.02817E+15 2.52023E+15 3.04094E+15
6.48000E+2 8.46363E+14 1.36983E+15 1.90501E+15 4.57278E+14 8.34301E+14 1.24256E+15 1.66995E+15 2.10960E+15 2.57180E+15 2.80258E+15 6.42204E+14 1.09982E+15 1.56187E+15 2.04709E+15 2.54424E+15 3.06618E+15
6.49000E+2 8.53928E+14 1.38111E+15 1.91999E+15 4.62684E+14 8.43231E+14 1.25517E+15 1.68634E+15 2.12982E+15 2.59344E+15 2.82494E+15 6.49036E+14 1.11040E+15 1.57622E+15 2.06589E+15 2.56761E+15 3.09262E+15
6.50000E+2 8.61756E+14 1.39276E+15 1.93547E+15 4.70330E+14 8.54292E+14 1.26950E+15 1.70386E+15 2.15050E+15 2.61478E+15 2.84660E+15 6.55928E+14 1.12121E+15 1.59095E+15 2.08397E+15 2.58899E+15 3.12077E+15
6.51000E+2 8.69814E+14 1.40463E+15 1.95112E+15 4.79014E+14 8.66285E+14 1.28450E+15 1.72172E+15 2.17112E+15 2.63661E+15 2.86905E+15 6.62825E+14 1.13220E+15 1.60606E+15 2.10152E+15 2.60882E+15 3.14956E+15
6.52000E+2 8.78015E+14 1.41664E+15 1.96690E+15 4.87313E+14 8.77820E+14 1.29899E+15 1.73904E+15 2.19119E+15 2.65979E+15 2.89379E+15 6.69574E+14 1.14323E+15 1.62140E+15 2.11918E+15 2.62861E+15 3.17694E+15
6.53000E+2 8.86261E+14 1.42902E+15 1.98341E+15 4.94895E+14 8.88683E+14 1.31297E+15 1.75604E+15 2.21116E+15 2.68478E+15 2.92129E+15 6.76161E+14 1.15427E+15 1.63693E+15 2.13758E+15 2.64974E+15 3.20184E+15
6.54000E+2 8.94464E+14 1.44204E+15 2.00134E+15 5.02452E+14 8.99768E+14 1.32747E+15 1.77391E+15 2.23237E+15 2.71161E+15 2.95092E+15 6.82945E+14 1.16558E+15 1.65280E+15 2.15709E+15 2.67287E+15 3.22588E+15
6.55000E+2 9.02727E+14 1.45557E+15 2.02027E+15 5.10494E+14 9.11729E+14 1.34326E+15 1.79352E+15 2.25578E+15 2.74004E+15 2.98186E+15 6.90306E+14 1.17738E+15 1.66908E+15 2.17796E+15 2.69839E+15 3.25105E+15
6.56000E+2 9.11355E+14 1.46929E+15 2.03916E+15 5.18573E+14 9.24051E+14 1.35982E+15 1.81432E+15 2.28083E+15 2.76926E+15 3.01316E+15 6.98169E+14 1.18956E+15 1.68558E+15 2.19962E+15 2.72533E+15 3.27797E+15
6.57000E+2 9.20595E+14 1.48294E+15 2.05720E+15 5.25845E+14 9.35766E+14 1.37611E+15 1.83528E+15 2.30654E+15 2.79815E+15 3.04364E+15 7.05948E+14 1.20154E+15 1.70177E+15 2.22070E+15 2.75140E+15 3.30583E+15
6.58000E+2 9.30237E+14 1.49666E+15 2.07492E+15 5.32149E+14 9.46553E+14 1.39165E+15 1.85574E+15 2.33202E+15 2.82618E+15 3.07295E+15 7.13130E+14 1.21282E+15 1.71716E+15 2.23996E+15 2.77454E+15 3.33371E+15
6.59000E+2 9.39940E+14 1.51061E+15 2.09305E+15 5.39364E+14 9.58050E+14 1.40753E+15 1.87608E+15 2.35688E+15 2.85441E+15 3.10287E+15 7.19994E+14 1.22369E+15 1.73206E+15 2.25806E+15 2.79578E+15 3.36126E+15
6.60000E+2 9.49576E+14 1.52500E+15 2.11218E+15 5.49633E+14 9.72158E+14 1.42510E+15 1.89693E+15 2.38088E+15 2.88421E+15 3.13557E+15 7.27156E+14 1.23479E+15 1.74710E+15 2.27636E+15 2.81727E+15 3.38835E+15
6.61000E+2 9.59423E+14 1.54004E+15 2.13245E+15 5.63600E+14 9.89454E+14 1.44478E+15 1.91847E+15 2.40397E+15 2.91546E+15 3.17089E+15 7.34993E+14 1.24656E+15 1.76281E+15 2.29588E+15 2.84059E+15 3.41521E+15
6.62000E+2 9.69780E+14 1.55592E+15 2.15388E+15 5.79734E+14 1.00856E+15 1.46555E+15 1.94019E+15 2.42620E+15 2.94589E+15 3.20540E+15 7.43182E+14 1.25892E+15 1.77933E+15 2.31634E+15 2.86496E+15 3.44245E+15
6.63000E+2 9.80712E+14 1.57271E+15 2.17658E+15 5.96376E+14 1.02797E+15 1.48632E+15 1.96155E+15 2.44766E+15 2.97312E+15 3.23550E+15 7.51285E+14 1.27168E+15 1.79678E+15 2.33729E+15 2.88931E+15 3.47079E+15
6.64000E+2 9.92067E+14 1.59037E+15 2.20062E+15 6.12414E+14 1.04671E+15 1.50642E+15 1.98227E+15 2.46854E+15 2.99707E+15 3.26100E+15 7.59143E+14 1.28462E+15 1.81483E+15 2.35839E+15 2.91326E+15 3.50003E+15
6.65000E+2 1.00373E+15 1.60883E+15 2.22599E+15 6.27210E+14 1.06428E+15 1.52557E+15 2.00237E+15 2.48917E+15 3.01957E+15 3.28444E+15 7.66952E+14 1.29746E+15 1.83275E+15 2.37951E+15 2.93743E+15 3.52897E+15
