T Rsh logRsh n tauR logTR tauG logTG Voc ff
320 3.631E+3 3.560E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.577E-1 3.732E-1
320 3.631E+3 3.560E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.605E-1 3.723E-1
320 3.631E+3 3.560E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.632E-1 3.714E-1
320 3.631E+3 3.560E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.659E-1 3.704E-1
320 3.631E+3 3.560E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.686E-1 3.695E-1
320 3.631E+3 3.560E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.713E-1 3.686E-1
320 3.631E+3 3.560E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.740E-1 3.677E-1
320 3.631E+3 3.560E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.767E-1 3.668E-1
320 3.631E+3 3.560E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.794E-1 3.660E-1
320 3.631E+3 3.560E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.820E-1 3.651E-1
320 3.631E+3 3.560E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.846E-1 3.643E-1
320 3.631E+3 3.560E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.873E-1 3.634E-1
320 3.631E+3 3.560E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.899E-1 3.626E-1
320 3.631E+3 3.560E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.924E-1 3.618E-1
320 3.631E+3 3.560E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.950E-1 3.610E-1
320 3.631E+3 3.560E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.976E-1 3.603E-1
320 3.631E+3 3.560E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.001E-1 3.595E-1
320 3.631E+3 3.560E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.026E-1 3.588E-1
320 3.631E+3 3.560E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.051E-1 3.581E-1
320 3.631E+3 3.560E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.076E-1 3.574E-1
320 3.631E+3 3.560E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.101E-1 3.568E-1
320 3.631E+3 3.560E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.125E-1 3.561E-1
320 3.631E+3 3.560E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.149E-1 3.555E-1
320 3.631E+3 3.560E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.172E-1 3.550E-1
320 3.631E+3 3.560E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.196E-1 3.544E-1
320 3.631E+3 3.560E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.218E-1 3.540E-1
320 3.631E+3 3.560E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.241E-1 3.535E-1
320 3.631E+3 3.560E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.263E-1 3.531E-1
320 3.631E+3 3.560E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.285E-1 3.527E-1
320 3.631E+3 3.560E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.307E-1 3.523E-1
320 3.631E+3 3.560E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.328E-1 3.520E-1
320 3.631E+3 3.560E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.349E-1 3.517E-1
320 3.631E+3 3.560E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.369E-1 3.515E-1
320 3.631E+3 3.560E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.388E-1 3.513E-1
320 3.631E+3 3.560E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.408E-1 3.512E-1
320 3.631E+3 3.560E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.427E-1 3.511E-1
320 3.631E+3 3.560E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.445E-1 3.511E-1
320 3.631E+3 3.560E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.463E-1 3.510E-1
320 3.631E+3 3.560E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.480E-1 3.511E-1
320 3.631E+3 3.560E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.497E-1 3.512E-1
320 3.631E+3 3.560E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.513E-1 3.513E-1
320 3.631E+3 3.560E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.529E-1 3.515E-1
320 3.631E+3 3.560E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.544E-1 3.517E-1
320 3.631E+3 3.560E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.559E-1 3.520E-1
320 3.631E+3 3.560E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.573E-1 3.523E-1
320 3.631E+3 3.560E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.587E-1 3.526E-1
320 4.786E+3 3.680E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.499E-1 3.884E-1
320 4.786E+3 3.680E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.528E-1 3.875E-1
320 4.786E+3 3.680E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.557E-1 3.868E-1
320 4.786E+3 3.680E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.586E-1 3.859E-1
320 4.786E+3 3.680E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.615E-1 3.852E-1
320 4.786E+3 3.680E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.643E-1 3.844E-1
320 4.786E+3 3.680E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.672E-1 3.836E-1
320 4.786E+3 3.680E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.701E-1 3.829E-1
320 4.786E+3 3.680E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.730E-1 3.821E-1
320 4.786E+3 3.680E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.758E-1 3.814E-1
320 4.786E+3 3.680E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.787E-1 3.806E-1
320 4.786E+3 3.680E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.815E-1 3.799E-1
320 4.786E+3 3.680E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.843E-1 3.792E-1
320 4.786E+3 3.680E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.871E-1 3.785E-1
320 4.786E+3 3.680E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.899E-1 3.778E-1
320 4.786E+3 3.680E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.927E-1 3.772E-1
320 4.786E+3 3.680E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.955E-1 3.765E-1
320 4.786E+3 3.680E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.983E-1 3.759E-1
320 4.786E+3 3.680E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.010E-1 3.753E-1
320 4.786E+3 3.680E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.037E-1 3.747E-1
320 4.786E+3 3.680E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.064E-1 3.741E-1
320 4.786E+3 3.680E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.091E-1 3.736E-1
320 4.786E+3 3.680E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.118E-1 3.730E-1
320 4.786E+3 3.680E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.144E-1 3.725E-1
320 4.786E+3 3.680E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.170E-1 3.721E-1
320 4.786E+3 3.680E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.196E-1 3.717E-1
320 4.786E+3 3.680E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.222E-1 3.713E-1
320 4.786E+3 3.680E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.247E-1 3.710E-1
320 4.786E+3 3.680E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.272E-1 3.706E-1
320 4.786E+3 3.680E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.296E-1 3.704E-1
320 4.786E+3 3.680E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.320E-1 3.702E-1
320 4.786E+3 3.680E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.343E-1 3.700E-1
320 4.786E+3 3.680E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.366E-1 3.699E-1
320 4.786E+3 3.680E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.389E-1 3.698E-1
320 4.786E+3 3.680E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.411E-1 3.698E-1
320 4.786E+3 3.680E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.432E-1 3.698E-1
320 4.786E+3 3.680E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.453E-1 3.699E-1
320 4.786E+3 3.680E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.474E-1 3.700E-1
320 4.786E+3 3.680E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.494E-1 3.702E-1
320 4.786E+3 3.680E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.513E-1 3.705E-1
320 4.786E+3 3.680E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.532E-1 3.708E-1
320 4.786E+3 3.680E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.550E-1 3.712E-1
320 4.786E+3 3.680E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.567E-1 3.717E-1
320 4.786E+3 3.680E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.584E-1 3.721E-1
320 4.786E+3 3.680E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.601E-1 3.727E-1
320 4.786E+3 3.680E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.616E-1 3.733E-1
320 4.786E+3 3.680E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.631E-1 3.739E-1
320 4.786E+3 3.680E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.646E-1 3.746E-1
320 4.786E+3 3.680E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.660E-1 3.753E-1
320 4.786E+3 3.680E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.673E-1 3.761E-1
320 6.310E+3 3.800E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.523E-1 3.974E-1
320 6.310E+3 3.800E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.553E-1 3.968E-1
320 6.310E+3 3.800E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.583E-1 3.961E-1
320 6.310E+3 3.800E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.613E-1 3.955E-1
320 6.310E+3 3.800E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.643E-1 3.948E-1
320 6.310E+3 3.800E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.673E-1 3.942E-1
320 6.310E+3 3.800E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.703E-1 3.936E-1
320 6.310E+3 3.800E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.732E-1 3.930E-1
320 6.310E+3 3.800E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.762E-1 3.924E-1
320 6.310E+3 3.800E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.792E-1 3.918E-1
320 6.310E+3 3.800E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.822E-1 3.912E-1
320 6.310E+3 3.800E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.851E-1 3.907E-1
320 6.310E+3 3.800E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.881E-1 3.901E-1
320 6.310E+3 3.800E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.910E-1 3.896E-1
320 6.310E+3 3.800E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.939E-1 3.890E-1
320 6.310E+3 3.800E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.968E-1 3.885E-1
320 6.310E+3 3.800E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.997E-1 3.880E-1
320 6.310E+3 3.800E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.026E-1 3.875E-1
320 6.310E+3 3.800E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.055E-1 3.871E-1
320 6.310E+3 3.800E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.083E-1 3.867E-1
320 6.310E+3 3.800E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.112E-1 3.863E-1
320 6.310E+3 3.800E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.140E-1 3.859E-1
320 6.310E+3 3.800E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.168E-1 3.855E-1
320 6.310E+3 3.800E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.195E-1 3.852E-1
320 6.310E+3 3.800E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.222E-1 3.850E-1
320 6.310E+3 3.800E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.249E-1 3.847E-1
320 6.310E+3 3.800E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.276E-1 3.846E-1
320 6.310E+3 3.800E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.302E-1 3.844E-1
320 6.310E+3 3.800E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.328E-1 3.843E-1
320 6.310E+3 3.800E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.353E-1 3.843E-1
320 6.310E+3 3.800E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.378E-1 3.844E-1
320 6.310E+3 3.800E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.402E-1 3.844E-1
320 6.310E+3 3.800E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.426E-1 3.846E-1
320 6.310E+3 3.800E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.449E-1 3.848E-1
320 6.310E+3 3.800E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.471E-1 3.850E-1
320 6.310E+3 3.800E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.493E-1 3.854E-1
320 6.310E+3 3.800E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.515E-1 3.858E-1
320 6.310E+3 3.800E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.535E-1 3.863E-1
320 6.310E+3 3.800E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.555E-1 3.868E-1
320 6.310E+3 3.800E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.575E-1 3.874E-1
320 6.310E+3 3.800E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.594E-1 3.881E-1
320 6.310E+3 3.800E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.612E-1 3.888E-1
320 6.310E+3 3.800E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.629E-1 3.896E-1
320 6.310E+3 3.800E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.646E-1 3.905E-1
320 6.310E+3 3.800E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.662E-1 3.914E-1
320 6.310E+3 3.800E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.677E-1 3.924E-1
320 6.310E+3 3.800E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.692E-1 3.934E-1
320 6.310E+3 3.800E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.707E-1 3.945E-1
320 6.310E+3 3.800E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.720E-1 3.957E-1
320 6.310E+3 3.800E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.733E-1 3.968E-1
320 8.318E+3 3.920E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.541E-1 4.046E-1
320 8.318E+3 3.920E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.571E-1 4.041E-1
320 8.318E+3 3.920E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.602E-1 4.036E-1
320 8.318E+3 3.920E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.633E-1 4.031E-1
320 8.318E+3 3.920E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.664E-1 4.026E-1
320 8.318E+3 3.920E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.695E-1 4.021E-1
320 8.318E+3 3.920E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.725E-1 4.016E-1
320 8.318E+3 3.920E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.756E-1 4.011E-1
320 8.318E+3 3.920E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.787E-1 4.007E-1
320 8.318E+3 3.920E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.817E-1 4.002E-1
320 8.318E+3 3.920E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.848E-1 3.997E-1
320 8.318E+3 3.920E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.879E-1 3.992E-1
320 8.318E+3 3.920E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.909E-1 3.988E-1
320 8.318E+3 3.920E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.939E-1 3.984E-1
320 8.318E+3 3.920E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.969E-1 3.980E-1
320 8.318E+3 3.920E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.999E-1 3.977E-1
320 8.318E+3 3.920E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.029E-1 3.973E-1
320 8.318E+3 3.920E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.059E-1 3.970E-1
320 8.318E+3 3.920E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.089E-1 3.966E-1
320 8.318E+3 3.920E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.118E-1 3.964E-1
320 8.318E+3 3.920E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.147E-1 3.961E-1
320 8.318E+3 3.920E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.176E-1 3.959E-1
320 8.318E+3 3.920E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.205E-1 3.957E-1
320 8.318E+3 3.920E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.233E-1 3.956E-1
320 8.318E+3 3.920E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.261E-1 3.955E-1
320 8.318E+3 3.920E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.289E-1 3.955E-1
320 8.318E+3 3.920E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.316E-1 3.954E-1
320 8.318E+3 3.920E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.343E-1 3.955E-1
320 8.318E+3 3.920E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.369E-1 3.956E-1
320 8.318E+3 3.920E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.395E-1 3.958E-1
320 8.318E+3 3.920E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.421E-1 3.961E-1
320 8.318E+3 3.920E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.445E-1 3.964E-1
320 8.318E+3 3.920E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.469E-1 3.968E-1
320 8.318E+3 3.920E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.493E-1 3.972E-1
320 8.318E+3 3.920E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.516E-1 3.977E-1
320 8.318E+3 3.920E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.538E-1 3.983E-1
320 8.318E+3 3.920E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.560E-1 3.990E-1
320 8.318E+3 3.920E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.580E-1 3.998E-1
320 8.318E+3 3.920E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.600E-1 4.006E-1
320 8.318E+3 3.920E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.620E-1 4.015E-1
320 8.318E+3 3.920E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.638E-1 4.025E-1
320 8.318E+3 3.920E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.656E-1 4.035E-1
320 8.318E+3 3.920E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.673E-1 4.047E-1
320 8.318E+3 3.920E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.690E-1 4.059E-1
320 8.318E+3 3.920E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.706E-1 4.071E-1
320 8.318E+3 3.920E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.721E-1 4.084E-1
320 8.318E+3 3.920E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.735E-1 4.098E-1
320 8.318E+3 3.920E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.749E-1 4.112E-1
320 8.318E+3 3.920E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.762E-1 4.127E-1
320 8.318E+3 3.920E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.775E-1 4.142E-1
320 1.096E+4 4.040E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.554E-1 4.102E-1
320 1.096E+4 4.040E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.586E-1 4.098E-1
320 1.096E+4 4.040E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.617E-1 4.095E-1
320 1.096E+4 4.040E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.648E-1 4.090E-1
320 1.096E+4 4.040E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.680E-1 4.087E-1
320 1.096E+4 4.040E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.711E-1 4.082E-1
320 1.096E+4 4.040E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.743E-1 4.079E-1
320 1.096E+4 4.040E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.774E-1 4.075E-1
320 1.096E+4 4.040E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.805E-1 4.071E-1
320 1.096E+4 4.040E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.837E-1 4.068E-1
320 1.096E+4 4.040E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.868E-1 4.064E-1
320 1.096E+4 4.040E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.899E-1 4.061E-1
