r0 AplusA epsL
8.500E-9 1.800E-9 -1.557E-2
8.500E-9 1.850E-9 -1.644E-2
8.500E-9 1.900E-9 -1.732E-2
8.500E-9 1.950E-9 -1.823E-2
8.500E-9 2.000E-9 -1.915E-2
8.500E-9 2.050E-9 -2.010E-2
8.500E-9 2.100E-9 -2.108E-2
8.500E-9 2.150E-9 -2.207E-2
8.500E-9 2.200E-9 -2.308E-2
8.500E-9 2.250E-9 -2.412E-2
8.500E-9 2.300E-9 -2.517E-2
8.500E-9 2.350E-9 -2.625E-2
8.500E-9 2.400E-9 -2.735E-2
8.500E-9 2.450E-9 -2.847E-2
8.500E-9 2.500E-9 -2.961E-2
8.500E-9 2.550E-9 -3.077E-2
8.500E-9 2.600E-9 -3.194E-2
8.500E-9 2.650E-9 -3.314E-2
8.500E-9 2.700E-9 -3.436E-2
8.500E-9 2.750E-9 -3.560E-2
8.500E-9 2.800E-9 -3.686E-2
8.500E-9 2.850E-9 -3.813E-2
8.500E-9 2.900E-9 -3.943E-2
8.500E-9 2.950E-9 -4.074E-2
8.500E-9 3.000E-9 -4.208E-2
9.000E-9 3.000E-10 -4.268E-4
9.000E-9 3.500E-10 -5.809E-4
9.000E-9 4.000E-10 -7.586E-4
9.000E-9 4.500E-10 -9.599E-4
9.000E-9 5.000E-10 -1.185E-3
9.000E-9 5.500E-10 -1.433E-3
9.000E-9 6.000E-10 -1.705E-3
9.000E-9 6.500E-10 -2.001E-3
9.000E-9 7.000E-10 -2.319E-3
9.000E-9 7.500E-10 -2.662E-3
9.000E-9 8.000E-10 -3.027E-3
9.000E-9 8.500E-10 -3.416E-3
9.000E-9 9.000E-10 -3.828E-3
9.000E-9 9.500E-10 -4.264E-3
9.000E-9 1.000E-9 -4.722E-3
9.000E-9 1.050E-9 -5.204E-3
9.000E-9 1.100E-9 -5.708E-3
9.000E-9 1.150E-9 -6.236E-3
9.000E-9 1.200E-9 -6.786E-3
9.000E-9 1.250E-9 -7.359E-3
9.000E-9 1.300E-9 -7.955E-3
9.000E-9 1.350E-9 -8.573E-3
9.000E-9 1.400E-9 -9.214E-3
9.000E-9 1.450E-9 -9.877E-3
9.000E-9 1.500E-9 -1.056E-2
9.000E-9 1.550E-9 -1.127E-2
9.000E-9 1.600E-9 -1.200E-2
9.000E-9 1.650E-9 -1.275E-2
9.000E-9 1.700E-9 -1.353E-2
9.000E-9 1.750E-9 -1.432E-2
9.000E-9 1.800E-9 -1.514E-2
9.000E-9 1.850E-9 -1.598E-2
9.000E-9 1.900E-9 -1.684E-2
9.000E-9 1.950E-9 -1.772E-2
9.000E-9 2.000E-9 -1.862E-2
9.000E-9 2.050E-9 -1.955E-2
9.000E-9 2.100E-9 -2.049E-2
9.000E-9 2.150E-9 -2.146E-2
9.000E-9 2.200E-9 -2.245E-2
9.000E-9 2.250E-9 -2.346E-2
9.000E-9 2.300E-9 -2.448E-2
9.000E-9 2.350E-9 -2.553E-2
9.000E-9 2.400E-9 -2.660E-2
9.000E-9 2.450E-9 -2.769E-2
9.000E-9 2.500E-9 -2.880E-2
9.000E-9 2.550E-9 -2.993E-2
9.000E-9 2.600E-9 -3.108E-2
9.000E-9 2.650E-9 -3.224E-2
9.000E-9 2.700E-9 -3.343E-2
9.000E-9 2.750E-9 -3.464E-2
9.000E-9 2.800E-9 -3.586E-2
9.000E-9 2.850E-9 -3.711E-2
9.000E-9 2.900E-9 -3.837E-2
9.000E-9 2.950E-9 -3.965E-2
9.000E-9 3.000E-9 -4.095E-2
9.500E-9 3.000E-10 -4.150E-4
9.500E-9 3.500E-10 -5.647E-4
9.500E-9 4.000E-10 -7.375E-4
9.500E-9 4.500E-10 -9.332E-4
9.500E-9 5.000E-10 -1.152E-3
9.500E-9 5.500E-10 -1.393E-3
9.500E-9 6.000E-10 -1.658E-3
9.500E-9 6.500E-10 -1.945E-3
9.500E-9 7.000E-10 -2.255E-3
9.500E-9 7.500E-10 -2.588E-3
9.500E-9 8.000E-10 -2.944E-3
9.500E-9 8.500E-10 -3.322E-3
9.500E-9 9.000E-10 -3.723E-3
9.500E-9 9.500E-10 -4.146E-3
9.500E-9 1.000E-9 -4.592E-3
9.500E-9 1.050E-9 -5.060E-3
9.500E-9 1.100E-9 -5.551E-3
9.500E-9 1.150E-9 -6.064E-3
9.500E-9 1.200E-9 -6.599E-3
9.500E-9 1.250E-9 -7.156E-3
9.500E-9 1.300E-9 -7.736E-3
9.500E-9 1.350E-9 -8.337E-3
9.500E-9 1.400E-9 -8.961E-3
9.500E-9 1.450E-9 -9.606E-3
9.500E-9 1.500E-9 -1.027E-2
9.500E-9 1.550E-9 -1.096E-2
9.500E-9 1.600E-9 -1.167E-2
9.500E-9 1.650E-9 -1.240E-2
9.500E-9 1.700E-9 -1.316E-2
9.500E-9 1.750E-9 -1.393E-2
9.500E-9 1.800E-9 -1.473E-2
9.500E-9 1.850E-9 -1.554E-2
9.500E-9 1.900E-9 -1.638E-2
9.500E-9 1.950E-9 -1.724E-2
9.500E-9 2.000E-9 -1.812E-2
9.500E-9 2.050E-9 -1.902E-2
9.500E-9 2.100E-9 -1.994E-2
9.500E-9 2.150E-9 -2.088E-2
9.500E-9 2.200E-9 -2.184E-2
9.500E-9 2.250E-9 -2.282E-2
9.500E-9 2.300E-9 -2.383E-2
9.500E-9 2.350E-9 -2.485E-2
9.500E-9 2.400E-9 -2.589E-2
9.500E-9 2.450E-9 -2.695E-2
9.500E-9 2.500E-9 -2.803E-2
9.500E-9 2.550E-9 -2.913E-2
9.500E-9 2.600E-9 -3.025E-2
9.500E-9 2.650E-9 -3.139E-2
9.500E-9 2.700E-9 -3.254E-2
9.500E-9 2.750E-9 -3.372E-2
9.500E-9 2.800E-9 -3.492E-2
9.500E-9 2.850E-9 -3.613E-2
9.500E-9 2.900E-9 -3.736E-2
9.500E-9 2.950E-9 -3.861E-2
9.500E-9 3.000E-9 -3.988E-2
1.000E-8 3.000E-10 -4.037E-4
1.000E-8 3.500E-10 -5.494E-4
1.000E-8 4.000E-10 -7.175E-4
1.000E-8 4.500E-10 -9.079E-4
1.000E-8 5.000E-10 -1.121E-3
1.000E-8 5.500E-10 -1.356E-3
1.000E-8 6.000E-10 -1.613E-3
1.000E-8 6.500E-10 -1.892E-3
1.000E-8 7.000E-10 -2.194E-3
1.000E-8 7.500E-10 -2.518E-3
1.000E-8 8.000E-10 -2.864E-3
1.000E-8 8.500E-10 -3.232E-3
1.000E-8 9.000E-10 -3.622E-3
1.000E-8 9.500E-10 -4.034E-3
1.000E-8 1.000E-9 -4.468E-3
1.000E-8 1.050E-9 -4.923E-3
1.000E-8 1.100E-9 -5.401E-3
1.000E-8 1.150E-9 -5.900E-3
1.000E-8 1.200E-9 -6.421E-3
1.000E-8 1.250E-9 -6.964E-3
1.000E-8 1.300E-9 -7.528E-3
1.000E-8 1.350E-9 -8.113E-3
1.000E-8 1.400E-9 -8.720E-3
1.000E-8 1.450E-9 -9.348E-3
1.000E-8 1.500E-9 -9.998E-3
1.000E-8 1.550E-9 -1.067E-2
1.000E-8 1.600E-9 -1.136E-2
1.000E-8 1.650E-9 -1.207E-2
1.000E-8 1.700E-9 -1.281E-2
1.000E-8 1.750E-9 -1.356E-2
1.000E-8 1.800E-9 -1.433E-2
1.000E-8 1.850E-9 -1.513E-2
1.000E-8 1.900E-9 -1.595E-2
1.000E-8 1.950E-9 -1.678E-2
1.000E-8 2.000E-9 -1.764E-2
1.000E-8 2.050E-9 -1.852E-2
1.000E-8 2.100E-9 -1.941E-2
1.000E-8 2.150E-9 -2.033E-2
1.000E-8 2.200E-9 -2.127E-2
1.000E-8 2.250E-9 -2.222E-2
1.000E-8 2.300E-9 -2.320E-2
1.000E-8 2.350E-9 -2.419E-2
1.000E-8 2.400E-9 -2.521E-2
1.000E-8 2.450E-9 -2.624E-2
1.000E-8 2.500E-9 -2.730E-2
1.000E-8 2.550E-9 -2.837E-2
1.000E-8 2.600E-9 -2.946E-2
1.000E-8 2.650E-9 -3.057E-2
1.000E-8 2.700E-9 -3.170E-2
1.000E-8 2.750E-9 -3.284E-2
1.000E-8 2.800E-9 -3.401E-2
1.000E-8 2.850E-9 -3.519E-2
1.000E-8 2.900E-9 -3.639E-2
1.000E-8 2.950E-9 -3.761E-2
1.000E-8 3.000E-9 -3.885E-2
1.050E-8 3.000E-10 -3.930E-4
1.050E-8 3.500E-10 -5.348E-4
1.050E-8 4.000E-10 -6.984E-4
1.050E-8 4.500E-10 -8.838E-4
1.050E-8 5.000E-10 -1.091E-3
1.050E-8 5.500E-10 -1.320E-3
1.050E-8 6.000E-10 -1.570E-3
1.050E-8 6.500E-10 -1.842E-3
1.050E-8 7.000E-10 -2.136E-3
1.050E-8 7.500E-10 -2.451E-3
1.050E-8 8.000E-10 -2.788E-3
1.050E-8 8.500E-10 -3.146E-3
1.050E-8 9.000E-10 -3.526E-3
1.050E-8 9.500E-10 -3.927E-3
1.050E-8 1.000E-9 -4.350E-3
1.050E-8 1.050E-9 -4.793E-3
1.050E-8 1.100E-9 -5.258E-3
1.050E-8 1.150E-9 -5.744E-3
1.050E-8 1.200E-9 -6.252E-3
1.050E-8 1.250E-9 -6.780E-3
1.050E-8 1.300E-9 -7.329E-3
1.050E-8 1.350E-9 -7.900E-3
1.050E-8 1.400E-9 -8.491E-3
1.050E-8 1.450E-9 -9.103E-3
1.050E-8 1.500E-9 -9.735E-3
1.050E-8 1.550E-9 -1.039E-2
1.050E-8 1.600E-9 -1.106E-2
1.050E-8 1.650E-9 -1.176E-2
1.050E-8 1.700E-9 -1.247E-2
1.050E-8 1.750E-9 -1.321E-2
1.050E-8 1.800E-9 -1.396E-2
1.050E-8 1.850E-9 -1.474E-2
1.050E-8 1.900E-9 -1.553E-2
1.050E-8 1.950E-9 -1.635E-2
1.050E-8 2.000E-9 -1.718E-2
1.050E-8 2.050E-9 -1.804E-2
1.050E-8 2.100E-9 -1.891E-2
1.050E-8 2.150E-9 -1.980E-2
1.050E-8 2.200E-9 -2.072E-2
1.050E-8 2.250E-9 -2.165E-2
1.050E-8 2.300E-9 -2.260E-2
1.050E-8 2.350E-9 -2.357E-2
1.050E-8 2.400E-9 -2.456E-2
1.050E-8 2.450E-9 -2.557E-2
1.050E-8 2.500E-9 -2.660E-2
1.050E-8 2.550E-9 -2.764E-2
1.050E-8 2.600E-9 -2.871E-2
1.050E-8 2.650E-9 -2.979E-2
1.050E-8 2.700E-9 -3.089E-2
1.050E-8 2.750E-9 -3.201E-2
1.050E-8 2.800E-9 -3.314E-2
1.050E-8 2.850E-9 -3.430E-2
1.050E-8 2.900E-9 -3.547E-2
1.050E-8 2.950E-9 -3.666E-2
1.050E-8 3.000E-9 -3.787E-2
1.100E-8 3.000E-10 -3.827E-4
1.100E-8 3.500E-10 -5.209E-4
1.100E-8 4.000E-10 -6.802E-4
1.100E-8 4.500E-10 -8.608E-4
1.100E-8 5.000E-10 -1.062E-3
1.100E-8 5.500E-10 -1.285E-3
1.100E-8 6.000E-10 -1.529E-3
1.100E-8 6.500E-10 -1.794E-3
1.100E-8 7.000E-10 -2.080E-3
1.100E-8 7.500E-10 -2.388E-3
1.100E-8 8.000E-10 -2.716E-3
1.100E-8 8.500E-10 -3.065E-3
1.100E-8 9.000E-10 -3.435E-3
1.100E-8 9.500E-10 -3.825E-3
1.100E-8 1.000E-9 -4.237E-3
1.100E-8 1.050E-9 -4.669E-3
1.100E-8 1.100E-9 -5.122E-3
1.100E-8 1.150E-9 -5.596E-3
1.100E-8 1.200E-9 -6.090E-3
1.100E-8 1.250E-9 -6.605E-3
1.100E-8 1.300E-9 -7.141E-3
1.100E-8 1.350E-9 -7.696E-3
1.100E-8 1.400E-9 -8.272E-3
1.100E-8 1.450E-9 -8.869E-3
1.100E-8 1.500E-9 -9.485E-3
1.100E-8 1.550E-9 -1.012E-2
1.100E-8 1.600E-9 -1.078E-2
1.100E-8 1.650E-9 -1.146E-2
1.100E-8 1.700E-9 -1.215E-2
1.100E-8 1.750E-9 -1.287E-2
1.100E-8 1.800E-9 -1.360E-2
1.100E-8 1.850E-9 -1.436E-2
1.100E-8 1.900E-9 -1.514E-2
1.100E-8 1.950E-9 -1.593E-2
1.100E-8 2.000E-9 -1.674E-2
1.100E-8 2.050E-9 -1.758E-2
1.100E-8 2.100E-9 -1.843E-2
1.100E-8 2.150E-9 -1.930E-2
1.100E-8 2.200E-9 -2.019E-2
1.100E-8 2.250E-9 -2.110E-2
1.100E-8 2.300E-9 -2.203E-2
1.100E-8 2.350E-9 -2.298E-2
1.100E-8 2.400E-9 -2.394E-2
1.100E-8 2.450E-9 -2.493E-2
1.100E-8 2.500E-9 -2.593E-2
1.100E-8 2.550E-9 -2.695E-2
1.100E-8 2.600E-9 -2.799E-2
1.100E-8 2.650E-9 -2.904E-2
1.100E-8 2.700E-9 -3.012E-2
1.100E-8 2.750E-9 -3.121E-2
1.100E-8 2.800E-9 -3.232E-2
1.100E-8 2.850E-9 -3.345E-2
1.100E-8 2.900E-9 -3.459E-2
1.100E-8 2.950E-9 -3.575E-2
1.100E-8 3.000E-9 -3.693E-2
1.150E-8 3.000E-10 -3.730E-4
1.150E-8 3.500E-10 -5.076E-4
1.150E-8 4.000E-10 -6.629E-4
1.150E-8 4.500E-10 -8.389E-4
1.150E-8 5.000E-10 -1.035E-3
1.150E-8 5.500E-10 -1.253E-3
1.150E-8 6.000E-10 -1.490E-3
1.150E-8 6.500E-10 -1.749E-3
1.150E-8 7.000E-10 -2.028E-3
1.150E-8 7.500E-10 -2.327E-3
1.150E-8 8.000E-10 -2.647E-3
1.150E-8 8.500E-10 -2.987E-3
1.150E-8 9.000E-10 -3.348E-3
1.150E-8 9.500E-10 -3.729E-3
1.150E-8 1.000E-9 -4.130E-3
1.150E-8 1.050E-9 -4.551E-3
1.150E-8 1.100E-9 -4.993E-3
1.150E-8 1.150E-9 -5.455E-3
1.150E-8 1.200E-9 -5.937E-3
1.150E-8 1.250E-9 -6.439E-3
1.150E-8 1.300E-9 -6.960E-3
1.150E-8 1.350E-9 -7.502E-3
1.150E-8 1.400E-9 -8.064E-3
1.150E-8 1.450E-9 -8.645E-3
1.150E-8 1.500E-9 -9.247E-3
1.150E-8 1.550E-9 -9.867E-3
1.150E-8 1.600E-9 -1.051E-2
1.150E-8 1.650E-9 -1.117E-2
1.150E-8 1.700E-9 -1.185E-2
1.150E-8 1.750E-9 -1.255E-2
1.150E-8 1.800E-9 -1.326E-2
1.150E-8 1.850E-9 -1.400E-2
1.150E-8 1.900E-9 -1.476E-2
1.150E-8 1.950E-9 -1.553E-2
1.150E-8 2.000E-9 -1.633E-2
1.150E-8 2.050E-9 -1.714E-2
1.150E-8 2.100E-9 -1.797E-2
1.150E-8 2.150E-9 -1.882E-2
1.150E-8 2.200E-9 -1.969E-2
1.150E-8 2.250E-9 -2.058E-2
1.150E-8 2.300E-9 -2.148E-2
1.150E-8 2.350E-9 -2.241E-2
1.150E-8 2.400E-9 -2.335E-2
1.150E-8 2.450E-9 -2.431E-2
1.150E-8 2.500E-9 -2.529E-2
1.150E-8 2.550E-9 -2.629E-2
1.150E-8 2.600E-9 -2.730E-2
1.150E-8 2.650E-9 -2.833E-2
1.150E-8 2.700E-9 -2.938E-2
1.150E-8 2.750E-9 -3.045E-2
1.150E-8 2.800E-9 -3.153E-2
1.150E-8 2.850E-9 -3.263E-2
1.150E-8 2.900E-9 -3.375E-2
1.150E-8 2.950E-9 -3.488E-2
1.150E-8 3.000E-9 -3.603E-2
1.200E-8 3.000E-10 -3.637E-4
1.200E-8 3.500E-10 -4.950E-4
1.200E-8 4.000E-10 -6.465E-4
1.200E-8 4.500E-10 -8.180E-4
1.200E-8 5.000E-10 -1.010E-3
1.200E-8 5.500E-10 -1.222E-3
1.200E-8 6.000E-10 -1.453E-3
1.200E-8 6.500E-10 -1.705E-3
1.200E-8 7.000E-10 -1.977E-3
1.200E-8 7.500E-10 -2.269E-3
1.200E-8 8.000E-10 -2.581E-3
1.200E-8 8.500E-10 -2.913E-3
1.200E-8 9.000E-10 -3.265E-3
1.200E-8 9.500E-10 -3.636E-3
1.200E-8 1.000E-9 -4.027E-3
1.200E-8 1.050E-9 -4.439E-3
1.200E-8 1.100E-9 -4.869E-3
1.200E-8 1.150E-9 -5.320E-3
1.200E-8 1.200E-9 -5.790E-3
1.200E-8 1.250E-9 -6.279E-3
1.200E-8 1.300E-9 -6.789E-3
1.200E-8 1.350E-9 -7.317E-3
1.200E-8 1.400E-9 -7.865E-3
1.200E-8 1.450E-9 -8.432E-3
1.200E-8 1.500E-9 -9.019E-3
1.200E-8 1.550E-9 -9.625E-3
1.200E-8 1.600E-9 -1.025E-2
1.200E-8 1.650E-9 -1.089E-2
1.200E-8 1.700E-9 -1.156E-2
1.200E-8 1.750E-9 -1.224E-2
1.200E-8 1.800E-9 -1.294E-2
1.200E-8 1.850E-9 -1.366E-2
1.200E-8 1.900E-9 -1.440E-2
1.200E-8 1.950E-9 -1.515E-2
1.200E-8 2.000E-9 -1.593E-2
1.200E-8 2.050E-9 -1.672E-2
1.200E-8 2.100E-9 -1.753E-2
1.200E-8 2.150E-9 -1.836E-2
1.200E-8 2.200E-9 -1.921E-2
1.200E-8 2.250E-9 -2.008E-2
1.200E-8 2.300E-9 -2.096E-2
1.200E-8 2.350E-9 -2.187E-2
1.200E-8 2.400E-9 -2.279E-2
1.200E-8 2.450E-9 -2.372E-2
1.200E-8 2.500E-9 -2.468E-2
1.200E-8 2.550E-9 -2.565E-2
1.200E-8 2.600E-9 -2.664E-2
1.200E-8 2.650E-9 -2.765E-2
1.200E-8 2.700E-9 -2.867E-2
1.200E-8 2.750E-9 -2.972E-2
1.200E-8 2.800E-9 -3.077E-2
1.200E-8 2.850E-9 -3.185E-2
1.200E-8 2.900E-9 -3.294E-2
1.200E-8 2.950E-9 -3.405E-2
1.200E-8 3.000E-9 -3.518E-2
1.250E-8 3.000E-10 -3.549E-4
1.250E-8 3.500E-10 -4.830E-4
1.250E-8 4.000E-10 -6.307E-4
1.250E-8 4.500E-10 -7.981E-4
1.250E-8 5.000E-10 -9.852E-4
1.250E-8 5.500E-10 -1.192E-3
1.250E-8 6.000E-10 -1.418E-3
1.250E-8 6.500E-10 -1.664E-3
1.250E-8 7.000E-10 -1.929E-3
1.250E-8 7.500E-10 -2.214E-3
1.250E-8 8.000E-10 -2.518E-3
1.250E-8 8.500E-10 -2.842E-3
1.250E-8 9.000E-10 -3.185E-3
1.250E-8 9.500E-10 -3.548E-3
1.250E-8 1.000E-9 -3.930E-3
1.250E-8 1.050E-9 -4.331E-3
1.250E-8 1.100E-9 -4.751E-3
1.250E-8 1.150E-9 -5.191E-3
1.250E-8 1.200E-9 -5.650E-3
1.250E-8 1.250E-9 -6.128E-3
1.250E-8 1.300E-9 -6.624E-3
1.250E-8 1.350E-9 -7.140E-3
1.250E-8 1.400E-9 -7.675E-3
1.250E-8 1.450E-9 -8.229E-3
1.250E-8 1.500E-9 -8.801E-3
1.250E-8 1.550E-9 -9.393E-3
1.250E-8 1.600E-9 -1.000E-2
1.250E-8 1.650E-9 -1.063E-2
1.250E-8 1.700E-9 -1.128E-2
1.250E-8 1.750E-9 -1.194E-2
1.250E-8 1.800E-9 -1.263E-2
1.250E-8 1.850E-9 -1.333E-2
1.250E-8 1.900E-9 -1.405E-2
1.250E-8 1.950E-9 -1.479E-2
1.250E-8 2.000E-9 -1.555E-2
1.250E-8 2.050E-9 -1.632E-2
1.250E-8 2.100E-9 -1.712E-2
1.250E-8 2.150E-9 -1.793E-2
1.250E-8 2.200E-9 -1.875E-2
1.250E-8 2.250E-9 -1.960E-2
1.250E-8 2.300E-9 -2.047E-2
1.250E-8 2.350E-9 -2.135E-2
1.250E-8 2.400E-9 -2.225E-2
1.250E-8 2.450E-9 -2.316E-2
1.250E-8 2.500E-9 -2.410E-2
1.250E-8 2.550E-9 -2.505E-2
1.250E-8 2.600E-9 -2.601E-2
1.250E-8 2.650E-9 -2.700E-2
1.250E-8 2.700E-9 -2.800E-2
1.250E-8 2.750E-9 -2.902E-2
1.250E-8 2.800E-9 -3.005E-2
1.250E-8 2.850E-9 -3.110E-2
1.250E-8 2.900E-9 -3.217E-2
1.250E-8 2.950E-9 -3.325E-2
1.250E-8 3.000E-9 -3.435E-2
1.300E-8 3.000E-10 -3.464E-4
1.300E-8 3.500E-10 -4.714E-4
1.300E-8 4.000E-10 -6.157E-4
1.300E-8 4.500E-10 -7.791E-4
1.300E-8 5.000E-10 -9.617E-4
1.300E-8 5.500E-10 -1.163E-3
1.300E-8 6.000E-10 -1.384E-3
1.300E-8 6.500E-10 -1.624E-3
1.300E-8 7.000E-10 -1.883E-3
1.300E-8 7.500E-10 -2.161E-3
1.300E-8 8.000E-10 -2.458E-3
1.300E-8 8.500E-10 -2.775E-3
1.300E-8 9.000E-10 -3.110E-3
1.300E-8 9.500E-10 -3.464E-3
1.300E-8 1.000E-9 -3.836E-3
1.300E-8 1.050E-9 -4.228E-3
1.300E-8 1.100E-9 -4.639E-3
1.300E-8 1.150E-9 -5.068E-3
1.300E-8 1.200E-9 -5.516E-3
1.300E-8 1.250E-9 -5.982E-3
1.300E-8 1.300E-9 -6.468E-3
1.300E-8 1.350E-9 -6.971E-3
1.300E-8 1.400E-9 -7.494E-3
1.300E-8 1.450E-9 -8.035E-3
1.300E-8 1.500E-9 -8.594E-3
1.300E-8 1.550E-9 -9.171E-3
1.300E-8 1.600E-9 -9.767E-3
1.300E-8 1.650E-9 -1.038E-2
1.300E-8 1.700E-9 -1.101E-2
1.300E-8 1.750E-9 -1.166E-2
1.300E-8 1.800E-9 -1.233E-2
1.300E-8 1.850E-9 -1.302E-2
1.300E-8 1.900E-9 -1.372E-2
1.300E-8 1.950E-9 -1.444E-2
1.300E-8 2.000E-9 -1.518E-2
1.300E-8 2.050E-9 -1.594E-2
1.300E-8 2.100E-9 -1.672E-2
1.300E-8 2.150E-9 -1.751E-2
1.300E-8 2.200E-9 -1.832E-2
1.300E-8 2.250E-9 -1.914E-2
1.300E-8 2.300E-9 -1.999E-2
1.300E-8 2.350E-9 -2.085E-2
1.300E-8 2.400E-9 -2.173E-2
1.300E-8 2.450E-9 -2.262E-2
1.300E-8 2.500E-9 -2.354E-2
1.300E-8 2.550E-9 -2.447E-2
1.300E-8 2.600E-9 -2.541E-2
1.300E-8 2.650E-9 -2.637E-2
1.300E-8 2.700E-9 -2.735E-2
1.300E-8 2.750E-9 -2.835E-2
1.300E-8 2.800E-9 -2.936E-2
1.300E-8 2.850E-9 -3.039E-2
1.300E-8 2.900E-9 -3.143E-2
1.300E-8 2.950E-9 -3.249E-2
1.300E-8 3.000E-9 -3.357E-2
1.350E-8 3.000E-10 -3.383E-4
1.350E-8 3.500E-10 -4.604E-4
1.350E-8 4.000E-10 -6.013E-4
1.350E-8 4.500E-10 -7.609E-4
1.350E-8 5.000E-10 -9.392E-4
1.350E-8 5.500E-10 -1.136E-3
1.350E-8 6.000E-10 -1.352E-3
1.350E-8 6.500E-10 -1.586E-3
1.350E-8 7.000E-10 -1.839E-3
1.350E-8 7.500E-10 -2.111E-3
1.350E-8 8.000E-10 -2.401E-3
1.350E-8 8.500E-10 -2.710E-3
1.350E-8 9.000E-10 -3.037E-3
1.350E-8 9.500E-10 -3.383E-3
1.350E-8 1.000E-9 -3.747E-3
1.350E-8 1.050E-9 -4.130E-3
1.350E-8 1.100E-9 -4.531E-3
1.350E-8 1.150E-9 -4.950E-3
1.350E-8 1.200E-9 -5.388E-3
1.350E-8 1.250E-9 -5.844E-3
1.350E-8 1.300E-9 -6.318E-3
1.350E-8 1.350E-9 -6.810E-3
1.350E-8 1.400E-9 -7.320E-3
1.350E-8 1.450E-9 -7.849E-3
1.350E-8 1.500E-9 -8.395E-3
1.350E-8 1.550E-9 -8.959E-3
1.350E-8 1.600E-9 -9.541E-3
1.350E-8 1.650E-9 -1.014E-2
1.350E-8 1.700E-9 -1.076E-2
1.350E-8 1.750E-9 -1.139E-2
1.350E-8 1.800E-9 -1.205E-2
1.350E-8 1.850E-9 -1.272E-2
1.350E-8 1.900E-9 -1.341E-2
1.350E-8 1.950E-9 -1.411E-2
1.350E-8 2.000E-9 -1.483E-2
1.350E-8 2.050E-9 -1.558E-2
1.350E-8 2.100E-9 -1.633E-2
1.350E-8 2.150E-9 -1.711E-2
1.350E-8 2.200E-9 -1.790E-2
1.350E-8 2.250E-9 -1.871E-2
1.350E-8 2.300E-9 -1.953E-2
1.350E-8 2.350E-9 -2.037E-2
1.350E-8 2.400E-9 -2.123E-2
1.350E-8 2.450E-9 -2.211E-2
1.350E-8 2.500E-9 -2.300E-2
1.350E-8 2.550E-9 -2.391E-2
1.350E-8 2.600E-9 -2.484E-2
1.350E-8 2.650E-9 -2.578E-2
1.350E-8 2.700E-9 -2.673E-2
1.350E-8 2.750E-9 -2.771E-2
1.350E-8 2.800E-9 -2.870E-2
1.350E-8 2.850E-9 -2.970E-2
1.350E-8 2.900E-9 -3.072E-2
1.350E-8 2.950E-9 -3.176E-2
1.350E-8 3.000E-9 -3.281E-2
1.400E-8 3.000E-10 -3.306E-4
1.400E-8 3.500E-10 -4.499E-4
1.400E-8 4.000E-10 -5.876E-4
1.400E-8 4.500E-10 -7.435E-4
1.400E-8 5.000E-10 -9.178E-4
1.400E-8 5.500E-10 -1.110E-3
1.400E-8 6.000E-10 -1.321E-3
1.400E-8 6.500E-10 -1.550E-3
1.400E-8 7.000E-10 -1.797E-3
1.400E-8 7.500E-10 -2.063E-3
1.400E-8 8.000E-10 -2.346E-3
1.400E-8 8.500E-10 -2.648E-3
1.400E-8 9.000E-10 -2.968E-3
1.400E-8 9.500E-10 -3.306E-3
1.400E-8 1.000E-9 -3.662E-3
1.400E-8 1.050E-9 -4.036E-3
1.400E-8 1.100E-9 -4.428E-3
1.400E-8 1.150E-9 -4.838E-3
1.400E-8 1.200E-9 -5.265E-3
1.400E-8 1.250E-9 -5.711E-3
1.400E-8 1.300E-9 -6.174E-3
1.400E-8 1.350E-9 -6.655E-3
1.400E-8 1.400E-9 -7.154E-3
1.400E-8 1.450E-9 -7.671E-3
1.400E-8 1.500E-9 -8.205E-3
1.400E-8 1.550E-9 -8.756E-3
1.400E-8 1.600E-9 -9.326E-3
1.400E-8 1.650E-9 -9.912E-3
1.400E-8 1.700E-9 -1.052E-2
1.400E-8 1.750E-9 -1.114E-2
1.400E-8 1.800E-9 -1.178E-2
1.400E-8 1.850E-9 -1.243E-2
1.400E-8 1.900E-9 -1.310E-2
1.400E-8 1.950E-9 -1.379E-2
1.400E-8 2.000E-9 -1.450E-2
1.400E-8 2.050E-9 -1.523E-2
1.400E-8 2.100E-9 -1.597E-2
1.400E-8 2.150E-9 -1.672E-2
1.400E-8 2.200E-9 -1.750E-2
1.400E-8 2.250E-9 -1.829E-2
1.400E-8 2.300E-9 -1.910E-2
1.400E-8 2.350E-9 -1.992E-2
1.400E-8 2.400E-9 -2.076E-2
1.400E-8 2.450E-9 -2.162E-2
1.400E-8 2.500E-9 -2.249E-2
1.400E-8 2.550E-9 -2.338E-2
1.400E-8 2.600E-9 -2.428E-2
1.400E-8 2.650E-9 -2.520E-2
1.400E-8 2.700E-9 -2.614E-2
1.400E-8 2.750E-9 -2.709E-2
1.400E-8 2.800E-9 -2.806E-2
1.400E-8 2.850E-9 -2.905E-2
1.400E-8 2.900E-9 -3.005E-2
1.400E-8 2.950E-9 -3.106E-2
1.400E-8 3.000E-9 -3.209E-2
1.450E-8 3.000E-10 -3.232E-4
1.450E-8 3.500E-10 -4.398E-4
1.450E-8 4.000E-10 -5.744E-4
1.450E-8 4.500E-10 -7.269E-4
1.450E-8 5.000E-10 -8.972E-4
