delta fi R2
86 16 9.221E-3
86 18 9.221E-3
86 20 9.221E-3
86 22 9.221E-3
86 24 9.221E-3
86 26 9.221E-3
86 28 9.221E-3
86 30 9.221E-3
86 32 9.221E-3
86 34 9.221E-3
86 36 9.221E-3
86 38 9.221E-3
86 40 9.221E-3
86 42 9.221E-3
86 44 9.221E-3
86 46 9.221E-3
86 48 9.221E-3
86 50 9.221E-3
86 52 9.221E-3
86 54 9.221E-3
86 56 9.221E-3
86 58 9.221E-3
86 60 9.221E-3
86 62 9.221E-3
86 64 9.221E-3
86 66 9.221E-3
86 68 9.221E-3
86 70 9.221E-3
86 72 9.221E-3
86 74 9.221E-3
86 76 9.221E-3
86 78 9.221E-3
86 80 9.221E-3
86 82 9.221E-3
86 84 9.221E-3
86 86 9.221E-3
86 88 9.221E-3
86 90 9.221E-3
86 92 9.221E-3
86 94 9.221E-3
86 96 9.221E-3
86 98 9.221E-3
86 100 9.221E-3
86 102 9.221E-3
86 104 9.221E-3
86 106 9.221E-3
86 108 9.221E-3
86 110 9.221E-3
86 112 9.221E-3
86 114 9.221E-3
86 116 9.221E-3
86 118 9.221E-3
86 120 9.221E-3
86 122 9.221E-3
86 124 9.221E-3
86 126 9.221E-3
86 128 9.221E-3
86 130 9.221E-3
86 132 9.221E-3
86 134 9.221E-3
86 136 9.221E-3
86 138 9.221E-3
86 140 9.221E-3
86 142 9.221E-3
86 144 9.221E-3
86 146 9.221E-3
86 148 9.221E-3
86 150 9.221E-3
86 152 9.221E-3
86 154 9.221E-3
86 156 9.221E-3
86 158 9.221E-3
86 160 9.221E-3
86 162 9.221E-3
86 164 9.221E-3
86 166 9.221E-3
86 168 9.221E-3
86 170 9.221E-3
86 172 9.221E-3
86 174 9.221E-3
86 176 9.221E-3
86 178 9.221E-3
86 180 9.221E-3
88 0 9.493E-3
88 2 9.493E-3
88 4 9.493E-3
88 6 9.493E-3
88 8 9.493E-3
88 10 9.493E-3
88 12 9.493E-3
88 14 9.493E-3
88 16 9.493E-3
88 18 9.493E-3
88 20 9.493E-3
88 22 9.493E-3
88 24 9.493E-3
88 26 9.493E-3
88 28 9.493E-3
88 30 9.493E-3
88 32 9.493E-3
88 34 9.493E-3
88 36 9.493E-3
88 38 9.493E-3
88 40 9.493E-3
88 42 9.493E-3
88 44 9.493E-3
88 46 9.493E-3
88 48 9.493E-3
88 50 9.493E-3
88 52 9.493E-3
88 54 9.493E-3
88 56 9.493E-3
88 58 9.493E-3
88 60 9.493E-3
88 62 9.493E-3
88 64 9.493E-3
88 66 9.493E-3
88 68 9.493E-3
88 70 9.493E-3
88 72 9.493E-3
88 74 9.493E-3
88 76 9.493E-3
88 78 9.493E-3
88 80 9.493E-3
88 82 9.493E-3
88 84 9.493E-3
88 86 9.493E-3
88 88 9.493E-3
88 90 9.493E-3
88 92 9.493E-3
88 94 9.493E-3
88 96 9.493E-3
88 98 9.493E-3
88 100 9.493E-3
88 102 9.493E-3
88 104 9.493E-3
88 106 9.493E-3
88 108 9.493E-3
88 110 9.493E-3
88 112 9.493E-3
88 114 9.493E-3
88 116 9.493E-3
88 118 9.493E-3
88 120 9.493E-3
88 122 9.493E-3
88 124 9.493E-3
88 126 9.493E-3
88 128 9.493E-3
88 130 9.493E-3
88 132 9.493E-3
88 134 9.493E-3
88 136 9.493E-3
88 138 9.493E-3
88 140 9.493E-3
88 142 9.493E-3
88 144 9.493E-3
88 146 9.493E-3
88 148 9.493E-3
88 150 9.493E-3
88 152 9.493E-3
88 154 9.493E-3
88 156 9.493E-3
88 158 9.493E-3
88 160 9.493E-3
88 162 9.493E-3
88 164 9.493E-3
88 166 9.493E-3
88 168 9.493E-3
88 170 9.493E-3
88 172 9.493E-3
88 174 9.493E-3
88 176 9.493E-3
88 178 9.493E-3
88 180 9.493E-3
90 0 9.766E-3
90 2 9.766E-3
90 4 9.766E-3
90 6 9.766E-3
90 8 9.766E-3
90 10 9.766E-3
90 12 9.766E-3
90 14 9.766E-3
90 16 9.766E-3
90 18 9.766E-3
90 20 9.766E-3
90 22 9.766E-3
90 24 9.766E-3
90 26 9.766E-3
90 28 9.766E-3
90 30 9.766E-3
90 32 9.766E-3
90 34 9.766E-3
90 36 9.766E-3
90 38 9.766E-3
90 40 9.766E-3
90 42 9.766E-3
90 44 9.766E-3
90 46 9.766E-3
90 48 9.766E-3
90 50 9.766E-3
90 52 9.766E-3
90 54 9.766E-3
90 56 9.766E-3
90 58 9.766E-3
90 60 9.766E-3
90 62 9.766E-3
90 64 9.766E-3
90 66 9.766E-3
90 68 9.766E-3
90 70 9.766E-3
90 72 9.766E-3
90 74 9.766E-3
90 76 9.766E-3
90 78 9.766E-3
90 80 9.766E-3
90 82 9.766E-3
90 84 9.766E-3
90 86 9.766E-3
90 88 9.766E-3
90 90 9.766E-3
90 92 9.766E-3
90 94 9.766E-3
90 96 9.766E-3
90 98 9.766E-3
90 100 9.766E-3
90 102 9.766E-3
90 104 9.766E-3
90 106 9.766E-3
90 108 9.766E-3
90 110 9.766E-3
90 112 9.766E-3
90 114 9.766E-3
90 116 9.766E-3
90 118 9.766E-3
90 120 9.766E-3
90 122 9.766E-3
90 124 9.766E-3
90 126 9.766E-3
90 128 9.766E-3
90 130 9.766E-3
90 132 9.766E-3
90 134 9.766E-3
90 136 9.766E-3
90 138 9.766E-3
90 140 9.766E-3
90 142 9.766E-3
90 144 9.766E-3
90 146 9.766E-3
90 148 9.766E-3
90 150 9.766E-3
90 152 9.766E-3
90 154 9.766E-3
90 156 9.766E-3
90 158 9.766E-3
90 160 9.766E-3
90 162 9.766E-3
90 164 9.766E-3
90 166 9.766E-3
90 168 9.766E-3
90 170 9.766E-3
90 172 9.766E-3
90 174 9.766E-3
90 176 9.766E-3
90 178 9.766E-3
90 180 9.766E-3
92 0 1.004E-2
92 2 1.004E-2
92 4 1.004E-2
92 6 1.004E-2
92 8 1.004E-2
92 10 1.004E-2
92 12 1.004E-2
92 14 1.004E-2
92 16 1.004E-2
92 18 1.004E-2
92 20 1.004E-2
92 22 1.004E-2
92 24 1.004E-2
92 26 1.004E-2
92 28 1.004E-2
92 30 1.004E-2
92 32 1.004E-2
92 34 1.004E-2
92 36 1.004E-2
92 38 1.004E-2
92 40 1.004E-2
92 42 1.004E-2
92 44 1.004E-2
92 46 1.004E-2
92 48 1.004E-2
92 50 1.004E-2
92 52 1.004E-2
92 54 1.004E-2
92 56 1.004E-2
92 58 1.004E-2
92 60 1.004E-2
92 62 1.004E-2
92 64 1.004E-2
92 66 1.004E-2
92 68 1.004E-2
92 70 1.004E-2
92 72 1.004E-2
92 74 1.004E-2
92 76 1.004E-2
92 78 1.004E-2
92 80 1.004E-2
92 82 1.004E-2
92 84 1.004E-2
92 86 1.004E-2
92 88 1.004E-2
92 90 1.004E-2
92 92 1.004E-2
92 94 1.004E-2
92 96 1.004E-2
92 98 1.004E-2
92 100 1.004E-2
92 102 1.004E-2
92 104 1.004E-2
92 106 1.004E-2
92 108 1.004E-2
92 110 1.004E-2
92 112 1.004E-2
92 114 1.004E-2
92 116 1.004E-2
92 118 1.004E-2
92 120 1.004E-2
92 122 1.004E-2
92 124 1.004E-2
92 126 1.004E-2
92 128 1.004E-2
92 130 1.004E-2
92 132 1.004E-2
92 134 1.004E-2
92 136 1.004E-2
92 138 1.004E-2
92 140 1.004E-2
92 142 1.004E-2
92 144 1.004E-2
92 146 1.004E-2
92 148 1.004E-2
92 150 1.004E-2
92 152 1.004E-2
92 154 1.004E-2
92 156 1.004E-2
92 158 1.004E-2
92 160 1.004E-2
92 162 1.004E-2
92 164 1.004E-2
92 166 1.004E-2
92 168 1.004E-2
92 170 1.004E-2
92 172 1.004E-2
92 174 1.004E-2
92 176 1.004E-2
92 178 1.004E-2
92 180 1.004E-2
94 0 1.031E-2
94 2 1.031E-2
94 4 1.031E-2
94 6 1.031E-2
94 8 1.031E-2
94 10 1.031E-2
94 12 1.031E-2
94 14 1.031E-2
94 16 1.031E-2
94 18 1.031E-2
94 20 1.031E-2
94 22 1.031E-2
94 24 1.031E-2
94 26 1.031E-2
94 28 1.031E-2
94 30 1.031E-2
94 32 1.031E-2
94 34 1.031E-2
94 36 1.031E-2
94 38 1.031E-2
94 40 1.031E-2
94 42 1.031E-2
94 44 1.031E-2
94 46 1.031E-2
94 48 1.031E-2
94 50 1.031E-2
94 52 1.031E-2
94 54 1.031E-2
94 56 1.031E-2
94 58 1.031E-2
94 60 1.031E-2
94 62 1.031E-2
94 64 1.031E-2
94 66 1.031E-2
94 68 1.031E-2
94 70 1.031E-2
94 72 1.031E-2
94 74 1.031E-2
94 76 1.031E-2
94 78 1.031E-2
94 80 1.031E-2
94 82 1.031E-2
94 84 1.031E-2
94 86 1.031E-2
94 88 1.031E-2
94 90 1.031E-2
94 92 1.031E-2
94 94 1.031E-2
94 96 1.031E-2
94 98 1.031E-2
94 100 1.031E-2
94 102 1.031E-2
94 104 1.031E-2
94 106 1.031E-2
94 108 1.031E-2
94 110 1.031E-2
94 112 1.031E-2
94 114 1.031E-2
94 116 1.031E-2
94 118 1.031E-2
94 120 1.031E-2
94 122 1.031E-2
94 124 1.031E-2
94 126 1.031E-2
94 128 1.031E-2
94 130 1.031E-2
94 132 1.031E-2
94 134 1.031E-2
94 136 1.031E-2
94 138 1.031E-2
94 140 1.031E-2
94 142 1.031E-2
94 144 1.031E-2
94 146 1.031E-2
94 148 1.031E-2
94 150 1.031E-2
94 152 1.031E-2
94 154 1.031E-2
94 156 1.031E-2
94 158 1.031E-2
94 160 1.031E-2
94 162 1.031E-2
94 164 1.031E-2
94 166 1.031E-2
94 168 1.031E-2
94 170 1.031E-2
94 172 1.031E-2
94 174 1.031E-2
94 176 1.031E-2
94 178 1.031E-2
94 180 1.031E-2
96 0 1.058E-2
96 2 1.058E-2
96 4 1.058E-2
96 6 1.058E-2
96 8 1.058E-2
96 10 1.058E-2
96 12 1.058E-2
96 14 1.058E-2
96 16 1.058E-2
96 18 1.058E-2
96 20 1.058E-2
96 22 1.058E-2
96 24 1.058E-2
96 26 1.058E-2
96 28 1.058E-2
96 30 1.058E-2
96 32 1.058E-2
96 34 1.058E-2
96 36 1.058E-2
96 38 1.058E-2
96 40 1.058E-2
96 42 1.058E-2
96 44 1.058E-2
96 46 1.058E-2
96 48 1.058E-2
96 50 1.058E-2
96 52 1.058E-2
96 54 1.058E-2
96 56 1.058E-2
96 58 1.058E-2
96 60 1.058E-2
96 62 1.058E-2
96 64 1.058E-2
96 66 1.058E-2
96 68 1.058E-2
96 70 1.058E-2
96 72 1.058E-2
96 74 1.058E-2
96 76 1.058E-2
96 78 1.058E-2
96 80 1.058E-2
96 82 1.058E-2
96 84 1.058E-2
96 86 1.058E-2
96 88 1.058E-2
96 90 1.058E-2
96 92 1.058E-2
96 94 1.058E-2
96 96 1.058E-2
96 98 1.058E-2
96 100 1.058E-2
96 102 1.058E-2
96 104 1.058E-2
96 106 1.058E-2
96 108 1.058E-2
96 110 1.058E-2
96 112 1.058E-2
96 114 1.058E-2
96 116 1.058E-2
96 118 1.058E-2
96 120 1.058E-2
96 122 1.058E-2
96 124 1.058E-2
96 126 1.058E-2
96 128 1.058E-2
96 130 1.058E-2
96 132 1.058E-2
96 134 1.058E-2
96 136 1.058E-2
96 138 1.058E-2
96 140 1.058E-2
96 142 1.058E-2
96 144 1.058E-2
96 146 1.058E-2
96 148 1.058E-2
96 150 1.058E-2
96 152 1.058E-2
96 154 1.058E-2
96 156 1.058E-2
96 158 1.058E-2
96 160 1.058E-2
96 162 1.058E-2
96 164 1.058E-2
96 166 1.058E-2
96 168 1.058E-2
96 170 1.058E-2
96 172 1.058E-2
96 174 1.058E-2
96 176 1.058E-2
96 178 1.058E-2
96 180 1.058E-2
98 0 1.085E-2
98 2 1.085E-2
98 4 1.085E-2
98 6 1.085E-2
98 8 1.085E-2
98 10 1.085E-2
98 12 1.085E-2
98 14 1.085E-2
98 16 1.085E-2
98 18 1.085E-2
98 20 1.085E-2
98 22 1.085E-2
98 24 1.085E-2
98 26 1.085E-2
98 28 1.085E-2
98 30 1.085E-2
98 32 1.085E-2
98 34 1.085E-2
98 36 1.085E-2
98 38 1.085E-2
98 40 1.085E-2
98 42 1.085E-2
98 44 1.085E-2
98 46 1.085E-2
98 48 1.085E-2
98 50 1.085E-2
98 52 1.085E-2
98 54 1.085E-2
98 56 1.085E-2
98 58 1.085E-2
98 60 1.085E-2
98 62 1.085E-2
98 64 1.085E-2
98 66 1.085E-2
98 68 1.085E-2
98 70 1.085E-2
98 72 1.085E-2
98 74 1.085E-2
98 76 1.085E-2
98 78 1.085E-2
98 80 1.085E-2
98 82 1.085E-2
98 84 1.085E-2
98 86 1.085E-2
98 88 1.085E-2
98 90 1.085E-2
98 92 1.085E-2
98 94 1.085E-2
98 96 1.085E-2
98 98 1.085E-2
98 100 1.085E-2
98 102 1.085E-2
98 104 1.085E-2
98 106 1.085E-2
98 108 1.085E-2
98 110 1.085E-2
98 112 1.085E-2
98 114 1.085E-2
98 116 1.085E-2
98 118 1.085E-2
98 120 1.085E-2
98 122 1.085E-2
98 124 1.085E-2
98 126 1.085E-2
98 128 1.085E-2
98 130 1.085E-2
98 132 1.085E-2
98 134 1.085E-2
98 136 1.085E-2
98 138 1.085E-2
98 140 1.085E-2
98 142 1.085E-2
98 144 1.085E-2
98 146 1.085E-2
98 148 1.085E-2
98 150 1.085E-2
98 152 1.085E-2
98 154 1.085E-2
98 156 1.085E-2
98 158 1.085E-2
98 160 1.085E-2
98 162 1.085E-2
98 164 1.085E-2
98 166 1.085E-2
98 168 1.085E-2
98 170 1.085E-2
98 172 1.085E-2
98 174 1.085E-2
98 176 1.085E-2
98 178 1.085E-2
98 180 1.085E-2
100 0 1.112E-2
100 2 1.112E-2
100 4 1.112E-2
100 6 1.112E-2
100 8 1.112E-2
100 10 1.112E-2
100 12 1.112E-2
100 14 1.112E-2
100 16 1.112E-2
100 18 1.112E-2
100 20 1.112E-2
100 22 1.112E-2
100 24 1.112E-2
100 26 1.112E-2
100 28 1.112E-2
100 30 1.112E-2
100 32 1.112E-2
100 34 1.112E-2
100 36 1.112E-2
100 38 1.112E-2
100 40 1.112E-2
100 42 1.112E-2
100 44 1.112E-2
100 46 1.112E-2
100 48 1.112E-2
100 50 1.112E-2
100 52 1.112E-2
100 54 1.112E-2
100 56 1.112E-2
100 58 1.112E-2
100 60 1.112E-2
100 62 1.112E-2
100 64 1.112E-2
100 66 1.112E-2
100 68 1.112E-2
100 70 1.112E-2
100 72 1.112E-2
100 74 1.112E-2
100 76 1.112E-2
100 78 1.112E-2
100 80 1.112E-2
100 82 1.112E-2
100 84 1.112E-2
100 86 1.112E-2
100 88 1.112E-2
100 90 1.112E-2
100 92 1.112E-2
100 94 1.112E-2
100 96 1.112E-2
100 98 1.112E-2
100 100 1.112E-2
100 102 1.112E-2
100 104 1.112E-2
100 106 1.112E-2
100 108 1.112E-2
100 110 1.112E-2
100 112 1.112E-2
100 114 1.112E-2
100 116 1.112E-2
100 118 1.112E-2
100 120 1.112E-2
100 122 1.112E-2
100 124 1.112E-2
100 126 1.112E-2
100 128 1.112E-2
100 130 1.112E-2
100 132 1.112E-2
100 134 1.112E-2
100 136 1.112E-2
100 138 1.112E-2
100 140 1.112E-2
100 142 1.112E-2
100 144 1.112E-2
100 146 1.112E-2
100 148 1.112E-2
100 150 1.112E-2
100 152 1.112E-2
100 154 1.112E-2
100 156 1.112E-2
100 158 1.112E-2
100 160 1.112E-2
100 162 1.112E-2
100 164 1.112E-2
100 166 1.112E-2
100 168 1.112E-2
100 170 1.112E-2
100 172 1.112E-2
100 174 1.112E-2
100 176 1.112E-2
100 178 1.112E-2
100 180 1.112E-2
102 0 1.139E-2
102 2 1.139E-2
102 4 1.139E-2
102 6 1.139E-2
102 8 1.139E-2
102 10 1.139E-2
102 12 1.139E-2
102 14 1.139E-2
102 16 1.139E-2
102 18 1.139E-2
102 20 1.139E-2
102 22 1.139E-2
102 24 1.139E-2
102 26 1.139E-2
102 28 1.139E-2
102 30 1.139E-2
102 32 1.139E-2
102 34 1.139E-2
102 36 1.139E-2
102 38 1.139E-2
102 40 1.139E-2
102 42 1.139E-2
102 44 1.139E-2
102 46 1.139E-2
102 48 1.139E-2
102 50 1.139E-2
102 52 1.139E-2
102 54 1.139E-2
102 56 1.139E-2
102 58 1.139E-2
102 60 1.139E-2
102 62 1.139E-2
102 64 1.139E-2
102 66 1.139E-2
102 68 1.139E-2
102 70 1.139E-2
102 72 1.139E-2
102 74 1.139E-2
102 76 1.139E-2
102 78 1.139E-2
102 80 1.139E-2
102 82 1.139E-2
102 84 1.139E-2
102 86 1.139E-2
102 88 1.139E-2
102 90 1.139E-2
102 92 1.139E-2
102 94 1.139E-2
102 96 1.139E-2
102 98 1.139E-2
102 100 1.139E-2
102 102 1.139E-2
102 104 1.139E-2
102 106 1.139E-2
102 108 1.139E-2
102 110 1.139E-2
102 112 1.139E-2
102 114 1.139E-2
102 116 1.139E-2
102 118 1.139E-2
102 120 1.139E-2
102 122 1.139E-2
102 124 1.139E-2
102 126 1.139E-2
102 128 1.139E-2
102 130 1.139E-2
102 132 1.139E-2
102 134 1.139E-2
102 136 1.139E-2
102 138 1.139E-2
102 140 1.139E-2
102 142 1.139E-2
102 144 1.139E-2
102 146 1.139E-2
102 148 1.139E-2
102 150 1.139E-2
102 152 1.139E-2
102 154 1.139E-2
102 156 1.139E-2
102 158 1.139E-2
102 160 1.139E-2
102 162 1.139E-2
102 164 1.139E-2
102 166 1.139E-2
102 168 1.139E-2
102 170 1.139E-2
102 172 1.139E-2
102 174 1.139E-2
102 176 1.139E-2
102 178 1.139E-2
102 180 1.139E-2
104 0 1.166E-2
104 2 1.166E-2
104 4 1.166E-2
104 6 1.166E-2
104 8 1.166E-2
104 10 1.166E-2
104 12 1.166E-2
104 14 1.166E-2
104 16 1.166E-2
104 18 1.166E-2
104 20 1.166E-2
104 22 1.166E-2
104 24 1.166E-2
104 26 1.166E-2
104 28 1.166E-2
104 30 1.166E-2
104 32 1.166E-2
104 34 1.166E-2
104 36 1.166E-2
104 38 1.166E-2
104 40 1.166E-2
104 42 1.166E-2
104 44 1.166E-2
104 46 1.166E-2
104 48 1.166E-2
104 50 1.166E-2
104 52 1.166E-2
104 54 1.166E-2
104 56 1.166E-2
104 58 1.166E-2
104 60 1.166E-2
104 62 1.166E-2
104 64 1.166E-2
104 66 1.166E-2
104 68 1.166E-2
104 70 1.166E-2
104 72 1.166E-2
104 74 1.166E-2
104 76 1.166E-2
104 78 1.166E-2
104 80 1.166E-2
104 82 1.166E-2
104 84 1.166E-2
104 86 1.166E-2
104 88 1.166E-2
104 90 1.166E-2
104 92 1.166E-2
104 94 1.166E-2
104 96 1.166E-2
104 98 1.166E-2
104 100 1.166E-2
104 102 1.166E-2
104 104 1.166E-2
104 106 1.166E-2
104 108 1.166E-2
104 110 1.166E-2
104 112 1.166E-2
104 114 1.166E-2
104 116 1.166E-2
104 118 1.166E-2
104 120 1.166E-2
104 122 1.166E-2
104 124 1.166E-2
104 126 1.166E-2
104 128 1.166E-2
104 130 1.166E-2
104 132 1.166E-2
104 134 1.166E-2
104 136 1.166E-2
104 138 1.166E-2
104 140 1.166E-2
104 142 1.166E-2
104 144 1.166E-2
104 146 1.166E-2
104 148 1.166E-2
104 150 1.166E-2
104 152 1.166E-2
104 154 1.166E-2
104 156 1.166E-2
104 158 1.166E-2
104 160 1.166E-2
104 162 1.166E-2
104 164 1.166E-2
104 166 1.166E-2
104 168 1.166E-2
104 170 1.166E-2
104 172 1.166E-2
104 174 1.166E-2
104 176 1.166E-2
104 178 1.166E-2
104 180 1.166E-2
106 0 1.192E-2
106 2 1.192E-2
106 4 1.192E-2
106 6 1.192E-2
106 8 1.192E-2
106 10 1.192E-2
106 12 1.192E-2
106 14 1.192E-2
106 16 1.192E-2
106 18 1.192E-2
106 20 1.192E-2
106 22 1.192E-2
106 24 1.192E-2
106 26 1.192E-2
106 28 1.192E-2
106 30 1.192E-2
106 32 1.192E-2
106 34 1.192E-2
106 36 1.192E-2
106 38 1.192E-2
106 40 1.192E-2
106 42 1.192E-2
106 44 1.192E-2
106 46 1.192E-2
106 48 1.192E-2
106 50 1.192E-2
106 52 1.192E-2
106 54 1.192E-2
106 56 1.192E-2
106 58 1.192E-2
106 60 1.192E-2
106 62 1.192E-2
106 64 1.192E-2
106 66 1.192E-2
106 68 1.192E-2
106 70 1.192E-2
106 72 1.192E-2
106 74 1.192E-2
106 76 1.192E-2
106 78 1.192E-2
106 80 1.192E-2
106 82 1.192E-2
106 84 1.192E-2
106 86 1.192E-2
106 88 1.192E-2
106 90 1.192E-2
106 92 1.192E-2
106 94 1.192E-2
106 96 1.192E-2
106 98 1.192E-2
106 100 1.192E-2
106 102 1.192E-2
106 104 1.192E-2
106 106 1.192E-2
106 108 1.192E-2
106 110 1.192E-2
106 112 1.192E-2
106 114 1.192E-2
106 116 1.192E-2
106 118 1.192E-2
106 120 1.192E-2
106 122 1.192E-2
106 124 1.192E-2
106 126 1.192E-2
106 128 1.192E-2
106 130 1.192E-2
106 132 1.192E-2
106 134 1.192E-2
106 136 1.192E-2
106 138 1.192E-2
106 140 1.192E-2
106 142 1.192E-2
106 144 1.192E-2
106 146 1.192E-2
106 148 1.192E-2
106 150 1.192E-2
106 152 1.192E-2
106 154 1.192E-2
106 156 1.192E-2
106 158 1.192E-2
106 160 1.192E-2
106 162 1.192E-2
106 164 1.192E-2
106 166 1.192E-2
106 168 1.192E-2
106 170 1.192E-2
106 172 1.192E-2
106 174 1.192E-2
106 176 1.192E-2
106 178 1.192E-2
106 180 1.192E-2
108 0 1.218E-2
108 2 1.218E-2
108 4 1.218E-2
108 6 1.218E-2
108 8 1.218E-2
108 10 1.218E-2
108 12 1.218E-2
108 14 1.218E-2
108 16 1.218E-2
108 18 1.218E-2
108 20 1.218E-2
108 22 1.218E-2
108 24 1.218E-2
108 26 1.218E-2
108 28 1.218E-2
108 30 1.218E-2
108 32 1.218E-2
108 34 1.218E-2
108 36 1.218E-2
108 38 1.218E-2
108 40 1.218E-2
108 42 1.218E-2
108 44 1.218E-2
108 46 1.218E-2
108 48 1.218E-2
108 50 1.218E-2
108 52 1.218E-2
108 54 1.218E-2
108 56 1.218E-2
108 58 1.218E-2
108 60 1.218E-2
108 62 1.218E-2
108 64 1.218E-2
108 66 1.218E-2
108 68 1.218E-2
108 70 1.218E-2
108 72 1.218E-2
108 74 1.218E-2
108 76 1.218E-2
108 78 1.218E-2
108 80 1.218E-2
108 82 1.218E-2
108 84 1.218E-2
108 86 1.218E-2
108 88 1.218E-2
108 90 1.218E-2
108 92 1.218E-2
108 94 1.218E-2
108 96 1.218E-2
108 98 1.218E-2
108 100 1.218E-2
108 102 1.218E-2
108 104 1.218E-2
108 106 1.218E-2
108 108 1.218E-2
108 110 1.218E-2
108 112 1.218E-2
108 114 1.218E-2
108 116 1.218E-2
108 118 1.218E-2
108 120 1.218E-2
108 122 1.218E-2
108 124 1.218E-2
108 126 1.218E-2
108 128 1.218E-2
108 130 1.218E-2
108 132 1.218E-2
108 134 1.218E-2
108 136 1.218E-2
108 138 1.218E-2
108 140 1.218E-2
108 142 1.218E-2
108 144 1.218E-2
108 146 1.218E-2
108 148 1.218E-2
108 150 1.218E-2
108 152 1.218E-2
108 154 1.218E-2
108 156 1.218E-2
108 158 1.218E-2
108 160 1.218E-2
108 162 1.218E-2
108 164 1.218E-2
108 166 1.218E-2
108 168 1.218E-2
108 170 1.218E-2
108 172 1.218E-2
108 174 1.218E-2
108 176 1.218E-2
108 178 1.218E-2
108 180 1.218E-2
110 0 1.244E-2
110 2 1.244E-2
110 4 1.244E-2
110 6 1.244E-2
110 8 1.244E-2
110 10 1.244E-2
110 12 1.244E-2
110 14 1.244E-2
110 16 1.244E-2
110 18 1.244E-2
110 20 1.244E-2
110 22 1.244E-2
110 24 1.244E-2
110 26 1.244E-2
110 28 1.244E-2
110 30 1.244E-2
110 32 1.244E-2
110 34 1.244E-2
110 36 1.244E-2
110 38 1.244E-2
110 40 1.244E-2
110 42 1.244E-2
110 44 1.244E-2
110 46 1.244E-2
110 48 1.244E-2
110 50 1.244E-2
110 52 1.244E-2
110 54 1.244E-2
110 56 1.244E-2
110 58 1.244E-2
110 60 1.244E-2
110 62 1.244E-2
110 64 1.244E-2
110 66 1.244E-2
110 68 1.244E-2
110 70 1.244E-2
110 72 1.244E-2
110 74 1.244E-2
110 76 1.244E-2
110 78 1.244E-2
110 80 1.244E-2
110 82 1.244E-2
110 84 1.244E-2
110 86 1.244E-2
110 88 1.244E-2
110 90 1.244E-2
110 92 1.244E-2
110 94 1.244E-2
110 96 1.244E-2
110 98 1.244E-2
110 100 1.244E-2
110 102 1.244E-2
110 104 1.244E-2
110 106 1.244E-2
110 108 1.244E-2
110 110 1.244E-2
110 112 1.244E-2
110 114 1.244E-2
110 116 1.244E-2
110 118 1.244E-2
110 120 1.244E-2
110 122 1.244E-2
110 124 1.244E-2
110 126 1.244E-2
110 128 1.244E-2
110 130 1.244E-2
110 132 1.244E-2
110 134 1.244E-2
110 136 1.244E-2
110 138 1.244E-2
110 140 1.244E-2
110 142 1.244E-2
110 144 1.244E-2
110 146 1.244E-2
110 148 1.244E-2
110 150 1.244E-2
110 152 1.244E-2
110 154 1.244E-2
110 156 1.244E-2
110 158 1.244E-2
110 160 1.244E-2
110 162 1.244E-2
110 164 1.244E-2
110 166 1.244E-2
110 168 1.244E-2
110 170 1.244E-2
110 172 1.244E-2
110 174 1.244E-2
110 176 1.244E-2
110 178 1.244E-2
110 180 1.244E-2
112 0 1.269E-2
112 2 1.269E-2
112 4 1.269E-2
112 6 1.269E-2
112 8 1.269E-2
112 10 1.269E-2
112 12 1.269E-2
112 14 1.269E-2
112 16 1.269E-2
112 18 1.269E-2
112 20 1.269E-2
112 22 1.269E-2
112 24 1.269E-2
112 26 1.269E-2
112 28 1.269E-2
112 30 1.269E-2
112 32 1.269E-2
112 34 1.269E-2
112 36 1.269E-2
112 38 1.269E-2
112 40 1.269E-2
112 42 1.269E-2
112 44 1.269E-2
112 46 1.269E-2
112 48 1.269E-2
112 50 1.269E-2
112 52 1.269E-2
112 54 1.269E-2
112 56 1.269E-2
112 58 1.269E-2
112 60 1.269E-2
112 62 1.269E-2
112 64 1.269E-2
112 66 1.269E-2
112 68 1.269E-2
112 70 1.269E-2
112 72 1.269E-2
112 74 1.269E-2
112 76 1.269E-2
112 78 1.269E-2
112 80 1.269E-2
112 82 1.269E-2
112 84 1.269E-2
112 86 1.269E-2
112 88 1.269E-2
112 90 1.269E-2
112 92 1.269E-2
112 94 1.269E-2
112 96 1.269E-2
112 98 1.269E-2
112 100 1.269E-2
112 102 1.269E-2
112 104 1.269E-2
112 106 1.269E-2
112 108 1.269E-2
112 110 1.269E-2
112 112 1.269E-2
112 114 1.269E-2
112 116 1.269E-2
112 118 1.269E-2
112 120 1.269E-2
112 122 1.269E-2
112 124 1.269E-2
112 126 1.269E-2
112 128 1.269E-2
112 130 1.269E-2
112 132 1.269E-2
112 134 1.269E-2
112 136 1.269E-2
112 138 1.269E-2
112 140 1.269E-2
112 142 1.269E-2
112 144 1.269E-2
112 146 1.269E-2
112 148 1.269E-2
112 150 1.269E-2
112 152 1.269E-2
112 154 1.269E-2
112 156 1.269E-2
112 158 1.269E-2
112 160 1.269E-2
112 162 1.269E-2
112 164 1.269E-2
112 166 1.269E-2
112 168 1.269E-2
112 170 1.269E-2
112 172 1.269E-2
112 174 1.269E-2
112 176 1.269E-2
112 178 1.269E-2
112 180 1.269E-2
114 0 1.294E-2
114 2 1.294E-2
114 4 1.294E-2
114 6 1.294E-2
114 8 1.294E-2
114 10 1.294E-2
